county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,CENTERVILLE 6,Auditor General,,REP,TIM DEFOOR,165,0,154,11
Washington,CHARLEROI 2,Auditor General,,REP,TIM DEFOOR,204,2,158,44
Washington,CHARLEROI 3,Auditor General,,REP,TIM DEFOOR,211,2,170,39
Washington,CHARLEROI 4,Auditor General,,REP,TIM DEFOOR,114,2,89,23
Washington,CHARLEROI 6,Auditor General,,REP,TIM DEFOOR,168,0,152,16
Washington,CHARTIERS 1,Auditor General,,REP,TIM DEFOOR,210,0,167,43
Washington,CHARTIERS 2,Auditor General,,REP,TIM DEFOOR,424,0,361,63
Washington,CHARTIERS 3,Auditor General,,REP,TIM DEFOOR,876,1,696,179
Washington,CHARTIERS 5,Auditor General,,REP,TIM DEFOOR,372,0,308,64
Washington,CHARTIERS 6,Auditor General,,REP,TIM DEFOOR,556,0,472,84
Washington,CHARTIERS 7,Auditor General,,REP,TIM DEFOOR,852,3,669,180
Washington,CLAYSVILLE,Auditor General,,REP,TIM DEFOOR,247,0,230,17
Washington,COAL CENTER,Auditor General,,REP,TIM DEFOOR,23,0,19,4
Washington,COKEBURG,Auditor General,,REP,TIM DEFOOR,154,1,134,19
Washington,CROSS CREEK 1,Auditor General,,REP,TIM DEFOOR,156,0,140,16
Washington,CROSS CREEK 2,Auditor General,,REP,TIM DEFOOR,150,0,135,15
Washington,CROSS CREEK 3,Auditor General,,REP,TIM DEFOOR,241,0,218,23
Washington,DEEMSTON,Auditor General,,REP,TIM DEFOOR,338,0,302,36
Washington,DONEGAL 1,Auditor General,,REP,TIM DEFOOR,505,3,444,58
Washington,DONEGAL 2,Auditor General,,REP,TIM DEFOOR,514,5,447,62
Washington,DONORA 1,Auditor General,,REP,TIM DEFOOR,127,3,105,19
Washington,DONORA 2,Auditor General,,REP,TIM DEFOOR,192,1,172,19
Washington,DONORA 4,Auditor General,,REP,TIM DEFOOR,261,3,221,37
Washington,DONORA 5,Auditor General,,REP,TIM DEFOOR,140,1,111,28
Washington,DONORA 7,Auditor General,,REP,TIM DEFOOR,153,1,136,16
Washington,DUNLEVY,Auditor General,,REP,TIM DEFOOR,127,0,112,15
Washington,EAST BETHLEHEM 1 W,Auditor General,,REP,TIM DEFOOR,161,0,150,11
Washington,EAST BETHLEHEM 2 W,Auditor General,,REP,TIM DEFOOR,218,0,205,13
Washington,EAST BETHLEHEM 3 W,Auditor General,,REP,TIM DEFOOR,94,2,81,11
Washington,EAST BETHLEHEM 4 W,Auditor General,,REP,TIM DEFOOR,173,1,160,12
Washington,EAST FINLEY,Auditor General,,REP,TIM DEFOOR,544,0,487,57
Washington,EAST WASHINGTON,Auditor General,,REP,TIM DEFOOR,450,4,378,68
Washington,ELCO,Auditor General,,REP,TIM DEFOOR,82,0,73,9
Washington,ELLSWORTH,Auditor General,,REP,TIM DEFOOR,225,1,201,23
Washington,FALLOWFIELD 1,Auditor General,,REP,TIM DEFOOR,594,1,497,96
Washington,FALLOWFIELD 2,Auditor General,,REP,TIM DEFOOR,238,0,205,33
Washington,FALLOWFIELD 3,Auditor General,,REP,TIM DEFOOR,360,1,305,54
Washington,FALLOWFIELD 4,Auditor General,,REP,TIM DEFOOR,476,2,416,58
Washington,FINLEYVILLE,Auditor General,,REP,TIM DEFOOR,129,3,112,14
Washington,GREEN HILLS,Auditor General,,REP,TIM DEFOOR,9,0,5,4
Washington,HANOVER 1,Auditor General,,REP,TIM DEFOOR,572,0,506,66
Washington,HANOVER 2,Auditor General,,REP,TIM DEFOOR,436,1,388,47
Washington,HOPEWELL,Auditor General,,REP,TIM DEFOOR,388,0,340,48
Washington,HOUSTON,Auditor General,,REP,TIM DEFOOR,342,0,304,38
Washington,INDEPENDENCE 1,Auditor General,,REP,TIM DEFOOR,388,0,339,49
Washington,INDEPENDENCE 2,Auditor General,,REP,TIM DEFOOR,249,2,229,18
Washington,JEFFERSON,Auditor General,,REP,TIM DEFOOR,456,1,417,38
Washington,LONG BRANCH,Auditor General,,REP,TIM DEFOOR,194,0,176,18
Washington,MARIANNA,Auditor General,,REP,TIM DEFOOR,95,2,91,2
Washington,MIDWAY,Auditor General,,REP,TIM DEFOOR,309,0,287,22
Washington,MONONGAHELA 1,Auditor General,,REP,TIM DEFOOR,252,0,219,33
Washington,MONONGAHELA 2 W 1,Auditor General,,REP,TIM DEFOOR,184,1,163,20
Washington,MONONGAHELA 2 W 3,Auditor General,,REP,TIM DEFOOR,222,1,188,33
Washington,MONONGAHELA 3 W 1,Auditor General,,REP,TIM DEFOOR,134,0,114,20
Washington,MONONGAHELA 3 W 2,Auditor General,,REP,TIM DEFOOR,349,0,296,53
Washington,MORRIS,Auditor General,,REP,TIM DEFOOR,394,1,347,46
Washington,MT PLEASANT 1,Auditor General,,REP,TIM DEFOOR,976,1,805,170
Washington,MT PLEASANT 2,Auditor General,,REP,TIM DEFOOR,250,1,205,44
Washington,MT PLEASANT 3,Auditor General,,REP,TIM DEFOOR,108,0,102,6
Washington,MT PLEASANT 4,Auditor General,,REP,TIM DEFOOR,107,0,95,12
Washington,MCDONALD,Auditor General,,REP,TIM DEFOOR,474,5,424,45
Washington,NEW EAGLE 1,Auditor General,,REP,TIM DEFOOR,320,1,276,43
Washington,NEW EAGLE 2,Auditor General,,REP,TIM DEFOOR,347,1,311,35
Washington,NORTH BETHLEHEM,Auditor General,,REP,TIM DEFOOR,585,5,498,82
Washington,NORTH CHARLEROI,Auditor General,,REP,TIM DEFOOR,296,4,262,30
Washington,NORTH FRANKLIN 1,Auditor General,,REP,TIM DEFOOR,721,3,576,142
Washington,NORTH FRANKLIN 2,Auditor General,,REP,TIM DEFOOR,444,1,364,79
Washington,NORTH FRANKLIN 3,Auditor General,,REP,TIM DEFOOR,466,4,386,76
Washington,NORTH STRABANE 1,Auditor General,,REP,TIM DEFOOR,735,1,484,250
Washington,NORTH STRABANE 2,Auditor General,,REP,TIM DEFOOR,1025,7,732,286
Washington,NORTH STRABANE 3,Auditor General,,REP,TIM DEFOOR,810,2,638,170
Washington,NORTH STRABANE 4,Auditor General,,REP,TIM DEFOOR,561,6,428,127
Washington,NORTH STRABANE 5,Auditor General,,REP,TIM DEFOOR,651,1,508,142
Washington,NORTH STRABANE 6,Auditor General,,REP,TIM DEFOOR,513,3,403,107
Washington,NORTH STRABANE 7,Auditor General,,REP,TIM DEFOOR,755,9,590,156
Washington,NORTH STRABANE 8,Auditor General,,REP,TIM DEFOOR,724,4,534,186
Washington,NORTH STRABANE 9,Auditor General,,REP,TIM DEFOOR,796,4,575,217
Washington,NOTTINGHAM 1,Auditor General,,REP,TIM DEFOOR,740,3,614,123
Washington,NOTTINGHAM 2,Auditor General,,REP,TIM DEFOOR,631,4,499,128
Washington,PETERS A 1,Auditor General,,REP,TIM DEFOOR,450,2,342,106
Washington,PETERS A 2,Auditor General,,REP,TIM DEFOOR,662,3,529,130
Washington,PETERS A 3,Auditor General,,REP,TIM DEFOOR,911,5,711,195
Washington,PETERS B 1,Auditor General,,REP,TIM DEFOOR,787,3,578,206
Washington,PETERS B 2,Auditor General,,REP,TIM DEFOOR,1151,4,842,305
Washington,PETERS B 3,Auditor General,,REP,TIM DEFOOR,1254,5,950,299
Washington,PETERS C 1,Auditor General,,REP,TIM DEFOOR,768,3,618,147
Washington,PETERS C 2,Auditor General,,REP,TIM DEFOOR,597,3,487,107
Washington,PETERS C 3,Auditor General,,REP,TIM DEFOOR,656,1,490,165
Washington,PETERS D 1,Auditor General,,REP,TIM DEFOOR,1324,3,983,338
Washington,PETERS D 2,Auditor General,,REP,TIM DEFOOR,794,4,564,226
Washington,PETERS D 3,Auditor General,,REP,TIM DEFOOR,587,1,454,132
Washington,ROBINSON 1,Auditor General,,REP,TIM DEFOOR,186,1,157,28
Washington,ROBINSON 2,Auditor General,,REP,TIM DEFOOR,177,0,160,17
Washington,ROBINSON 3,Auditor General,,REP,TIM DEFOOR,252,2,228,22
Washington,ROSCOE,Auditor General,,REP,TIM DEFOOR,232,2,212,18
Washington,SMITH 1,Auditor General,,REP,TIM DEFOOR,295,1,254,40
Washington,SMITH 2,Auditor General,,REP,TIM DEFOOR,247,3,222,22
Washington,SMITH 3,Auditor General,,REP,TIM DEFOOR,249,0,226,23
Washington,SMITH 4,Auditor General,,REP,TIM DEFOOR,155,0,131,24
Washington,SMITH 5,Auditor General,,REP,TIM DEFOOR,178,1,157,20
Washington,SMITH 6,Auditor General,,REP,TIM DEFOOR,229,0,207,22
Washington,SMITH 7,Auditor General,,REP,TIM DEFOOR,146,1,137,8
Washington,SOMERSET 1,Auditor General,,REP,TIM DEFOOR,480,0,408,72
Washington,SOMERSET 2,Auditor General,,REP,TIM DEFOOR,605,4,528,73
Washington,SOUTH FRANKLIN 1,Auditor General,,REP,TIM DEFOOR,517,1,445,71
Washington,SOUTH FRANKLIN 2,Auditor General,,REP,TIM DEFOOR,742,1,625,116
Washington,SOUTH STRABANE 1,Auditor General,,REP,TIM DEFOOR,470,3,379,88
Washington,SOUTH STRABANE 2,Auditor General,,REP,TIM DEFOOR,582,6,470,106
Washington,SOUTH STRABANE 3,Auditor General,,REP,TIM DEFOOR,634,7,470,157
Washington,SOUTH STRABANE 4,Auditor General,,REP,TIM DEFOOR,622,1,515,106
Washington,SOUTH STRABANE 5,Auditor General,,REP,TIM DEFOOR,605,3,470,132
Washington,SOUTH STRABANE 6,Auditor General,,REP,TIM DEFOOR,669,2,530,137
Washington,SPEERS,Auditor General,,REP,TIM DEFOOR,438,5,377,56
Washington,STOCKDALE,Auditor General,,REP,TIM DEFOOR,157,1,138,18
Washington,TWILIGHT,Auditor General,,REP,TIM DEFOOR,77,1,68,8
Washington,UNION 1,Auditor General,,REP,TIM DEFOOR,606,4,512,90
Washington,UNION 2,Auditor General,,REP,TIM DEFOOR,303,1,273,29
Washington,UNION 4,Auditor General,,REP,TIM DEFOOR,154,0,147,7
Washington,UNION 5,Auditor General,,REP,TIM DEFOOR,485,2,401,82
Washington,UNION 6,Auditor General,,REP,TIM DEFOOR,319,0,278,41
Washington,UNION 7,Auditor General,,REP,TIM DEFOOR,336,1,267,68
Washington,WEST BETHLEHEM,Auditor General,,REP,TIM DEFOOR,474,0,426,48
Washington,WEST BROWNSVILLE 1,Auditor General,,REP,TIM DEFOOR,86,0,80,6
Washington,WEST BROWNSVILLE 2,Auditor General,,REP,TIM DEFOOR,196,1,184,11
Washington,WEST FINLEY 1,Auditor General,,REP,TIM DEFOOR,150,0,126,24
Washington,WEST FINLEY 2,Auditor General,,REP,TIM DEFOOR,206,0,191,15
Washington,WEST MIDDLETOWN,Auditor General,,REP,TIM DEFOOR,57,0,54,3
Washington,WEST PIKE RUN 1,Auditor General,,REP,TIM DEFOOR,401,0,353,48
Washington,WEST PIKE RUN 2,Auditor General,,REP,TIM DEFOOR,190,1,171,18
Washington,WASHINGTON 2 W 1,Auditor General,,REP,TIM DEFOOR,105,0,84,21
Washington,WASHINGTON 3 W 1,Auditor General,,REP,TIM DEFOOR,45,1,31,13
Washington,WASHINGTON 4,Auditor General,,REP,TIM DEFOOR,64,1,52,11
Washington,WASHINGTON 5 W 1,Auditor General,,REP,TIM DEFOOR,181,2,162,17
Washington,WASHINGTON 5 W 2,Auditor General,,REP,TIM DEFOOR,235,0,192,43
Washington,WASHINGTON 6 W 1,Auditor General,,REP,TIM DEFOOR,183,0,146,37
Washington,WASHINGTON 6 W 3,Auditor General,,REP,TIM DEFOOR,127,1,103,23
Washington,WASHINGTON 7 W 1,Auditor General,,REP,TIM DEFOOR,156,0,130,26
Washington,WASHINGTON 7 W 2,Auditor General,,REP,TIM DEFOOR,309,1,253,55
Washington,WASHINGTON 7 W 3,Auditor General,,REP,TIM DEFOOR,287,5,224,58
Washington,WASHINGTON 8 W 1,Auditor General,,REP,TIM DEFOOR,220,1,192,27
Washington,ALLENPORT,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,AMWELL 1,Auditor General,,LIB,REECE SMITH,16,0,12,4
Washington,AMWELL 2,Auditor General,,LIB,REECE SMITH,15,0,13,2
Washington,BEALLSVILLE,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,BENTLEYVILLE,Auditor General,,LIB,REECE SMITH,30,0,25,5
Washington,BLAINE,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,BUFFALO,Auditor General,,LIB,REECE SMITH,22,1,16,5
Washington,BURGETTSTOWN,Auditor General,,LIB,REECE SMITH,9,0,9,0
Washington,CALIFORNIA 1,Auditor General,,LIB,REECE SMITH,8,0,7,1
Washington,CALIFORNIA 2,Auditor General,,LIB,REECE SMITH,14,0,13,1
Washington,CALIFORNIA 3,Auditor General,,LIB,REECE SMITH,5,0,4,1
Washington,CALIFORNIA 4,Auditor General,,LIB,REECE SMITH,9,0,6,3
Washington,CANONSBURG 1 W 3,Auditor General,,LIB,REECE SMITH,14,1,12,1
Washington,CANONSBURG 1 W 4,Auditor General,,LIB,REECE SMITH,18,0,17,1
Washington,CANONSBURG 2 W 1,Auditor General,,LIB,REECE SMITH,9,0,9,0
Washington,CANONSBURG 2 W 2,Auditor General,,LIB,REECE SMITH,28,0,27,1
Washington,CANONSBURG 3 W 1,Auditor General,,LIB,REECE SMITH,16,0,14,2
Washington,CANONSBURG 3 W 3,Auditor General,,LIB,REECE SMITH,21,0,19,2
Washington,CANTON 1,Auditor General,,LIB,REECE SMITH,14,0,11,3
Washington,CANTON 2,Auditor General,,LIB,REECE SMITH,30,0,24,6
Washington,CANTON 4,Auditor General,,LIB,REECE SMITH,29,0,24,5
Washington,CANTON 5,Auditor General,,LIB,REECE SMITH,20,0,15,5
Washington,CARROLL 1,Auditor General,,LIB,REECE SMITH,6,0,5,1
Washington,CARROLL 2,Auditor General,,LIB,REECE SMITH,17,0,13,4
Washington,CARROLL 3,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,CARROLL 4,Auditor General,,LIB,REECE SMITH,15,0,12,3
Washington,CARROLL 5,Auditor General,,LIB,REECE SMITH,9,0,7,2
Washington,CECIL 1,Auditor General,,LIB,REECE SMITH,8,0,6,2
Washington,CECIL 2,Auditor General,,LIB,REECE SMITH,18,0,12,6
Washington,CECIL 3,Auditor General,,LIB,REECE SMITH,21,0,18,3
Washington,CECIL 4,Auditor General,,LIB,REECE SMITH,27,1,21,5
Washington,CECIL 5,Auditor General,,LIB,REECE SMITH,21,0,14,7
Washington,CECIL 6,Auditor General,,LIB,REECE SMITH,43,1,33,9
Washington,CECIL 7,Auditor General,,LIB,REECE SMITH,16,0,12,4
Washington,CECIL 8,Auditor General,,LIB,REECE SMITH,15,0,14,1
Washington,CENTERVILLE 1,Auditor General,,LIB,REECE SMITH,8,0,8,0
Washington,CENTERVILLE 2,Auditor General,,LIB,REECE SMITH,10,0,8,2
Washington,CENTERVILLE 3,Auditor General,,LIB,REECE SMITH,1,0,0,1
Washington,CENTERVILLE 4,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,CENTERVILLE 5,Auditor General,,LIB,REECE SMITH,1,0,1,0
Washington,CENTERVILLE 6,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,CHARLEROI 2,Auditor General,,LIB,REECE SMITH,5,0,3,2
Washington,CHARLEROI 3,Auditor General,,LIB,REECE SMITH,4,0,2,2
Washington,CHARLEROI 4,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,CHARLEROI 6,Auditor General,,LIB,REECE SMITH,6,0,4,2
Washington,CHARTIERS 1,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,CHARTIERS 2,Auditor General,,LIB,REECE SMITH,16,0,13,3
Washington,CHARTIERS 3,Auditor General,,LIB,REECE SMITH,18,0,14,4
Washington,CHARTIERS 5,Auditor General,,LIB,REECE SMITH,9,0,6,3
Washington,CHARTIERS 6,Auditor General,,LIB,REECE SMITH,20,0,16,4
Washington,CHARTIERS 7,Auditor General,,LIB,REECE SMITH,20,0,14,6
Washington,CLAYSVILLE,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,COAL CENTER,Auditor General,,LIB,REECE SMITH,2,0,2,0
Washington,COKEBURG,Auditor General,,LIB,REECE SMITH,2,0,2,0
Washington,CROSS CREEK 1,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,CROSS CREEK 2,Auditor General,,LIB,REECE SMITH,8,0,8,0
Washington,CROSS CREEK 3,Auditor General,,LIB,REECE SMITH,8,0,4,4
Washington,DEEMSTON,Auditor General,,LIB,REECE SMITH,7,0,6,1
Washington,DONEGAL 1,Auditor General,,LIB,REECE SMITH,9,0,9,0
Washington,DONEGAL 2,Auditor General,,LIB,REECE SMITH,13,1,11,1
Washington,DONORA 1,Auditor General,,LIB,REECE SMITH,7,0,5,2
Washington,DONORA 2,Auditor General,,LIB,REECE SMITH,12,0,11,1
Washington,DONORA 4,Auditor General,,LIB,REECE SMITH,10,0,9,1
Washington,DONORA 5,Auditor General,,LIB,REECE SMITH,7,1,6,0
Washington,DONORA 7,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,DUNLEVY,Auditor General,,LIB,REECE SMITH,8,0,5,3
Washington,EAST BETHLEHEM 1 W,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,EAST BETHLEHEM 2 W,Auditor General,,LIB,REECE SMITH,7,0,7,0
Washington,EAST BETHLEHEM 3 W,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,EAST BETHLEHEM 4 W,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,EAST FINLEY,Auditor General,,LIB,REECE SMITH,4,1,3,0
Washington,EAST WASHINGTON,Auditor General,,LIB,REECE SMITH,17,0,14,3
Washington,ELCO,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,ELLSWORTH,Auditor General,,LIB,REECE SMITH,12,0,12,0
Washington,FALLOWFIELD 1,Auditor General,,LIB,REECE SMITH,19,0,16,3
Washington,FALLOWFIELD 2,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,FALLOWFIELD 3,Auditor General,,LIB,REECE SMITH,10,0,9,1
Washington,FALLOWFIELD 4,Auditor General,,LIB,REECE SMITH,20,1,18,1
Washington,FINLEYVILLE,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,GREEN HILLS,Auditor General,,LIB,REECE SMITH,0,0,0,0
Washington,HANOVER 1,Auditor General,,LIB,REECE SMITH,18,0,18,0
Washington,HANOVER 2,Auditor General,,LIB,REECE SMITH,15,0,15,0
Washington,HOPEWELL,Auditor General,,LIB,REECE SMITH,11,0,10,1
Washington,HOUSTON,Auditor General,,LIB,REECE SMITH,16,0,15,1
Washington,INDEPENDENCE 1,Auditor General,,LIB,REECE SMITH,6,0,5,1
Washington,INDEPENDENCE 2,Auditor General,,LIB,REECE SMITH,16,0,14,2
Washington,JEFFERSON,Auditor General,,LIB,REECE SMITH,13,0,13,0
Washington,LONG BRANCH,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,MARIANNA,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,MIDWAY,Auditor General,,LIB,REECE SMITH,13,0,11,2
Washington,MONONGAHELA 1,Auditor General,,LIB,REECE SMITH,10,0,10,0
Washington,MONONGAHELA 2 W 1,Auditor General,,LIB,REECE SMITH,7,0,6,1
Washington,MONONGAHELA 2 W 3,Auditor General,,LIB,REECE SMITH,19,0,19,0
Washington,MONONGAHELA 3 W 1,Auditor General,,LIB,REECE SMITH,7,0,6,1
Washington,MONONGAHELA 3 W 2,Auditor General,,LIB,REECE SMITH,15,0,13,2
Washington,MORRIS,Auditor General,,LIB,REECE SMITH,13,0,11,2
Washington,MT PLEASANT 1,Auditor General,,LIB,REECE SMITH,26,0,16,10
Washington,MT PLEASANT 2,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,MT PLEASANT 3,Auditor General,,LIB,REECE SMITH,4,0,3,1
Washington,MT PLEASANT 4,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,MCDONALD,Auditor General,,LIB,REECE SMITH,16,0,13,3
Washington,NEW EAGLE 1,Auditor General,,LIB,REECE SMITH,10,0,10,0
Washington,NEW EAGLE 2,Auditor General,,LIB,REECE SMITH,14,0,12,2
Washington,NORTH BETHLEHEM,Auditor General,,LIB,REECE SMITH,11,0,7,4
Washington,NORTH CHARLEROI,Auditor General,,LIB,REECE SMITH,16,0,14,2
Washington,NORTH FRANKLIN 1,Auditor General,,LIB,REECE SMITH,23,1,15,7
Washington,NORTH FRANKLIN 2,Auditor General,,LIB,REECE SMITH,10,0,6,4
Washington,NORTH FRANKLIN 3,Auditor General,,LIB,REECE SMITH,12,0,12,0
Washington,NORTH STRABANE 1,Auditor General,,LIB,REECE SMITH,16,0,10,6
Washington,NORTH STRABANE 2,Auditor General,,LIB,REECE SMITH,25,0,19,6
Washington,NORTH STRABANE 3,Auditor General,,LIB,REECE SMITH,24,0,21,3
Washington,NORTH STRABANE 4,Auditor General,,LIB,REECE SMITH,10,0,8,2
Washington,NORTH STRABANE 5,Auditor General,,LIB,REECE SMITH,21,0,14,7
Washington,NORTH STRABANE 6,Auditor General,,LIB,REECE SMITH,28,0,23,5
Washington,NORTH STRABANE 7,Auditor General,,LIB,REECE SMITH,21,0,16,5
Washington,NORTH STRABANE 8,Auditor General,,LIB,REECE SMITH,18,1,13,4
Washington,NORTH STRABANE 9,Auditor General,,LIB,REECE SMITH,14,0,9,5
Washington,NOTTINGHAM 1,Auditor General,,LIB,REECE SMITH,20,0,18,2
Washington,NOTTINGHAM 2,Auditor General,,LIB,REECE SMITH,12,0,10,2
Washington,PETERS A 1,Auditor General,,LIB,REECE SMITH,13,0,12,1
Washington,PETERS A 2,Auditor General,,LIB,REECE SMITH,9,0,8,1
Washington,PETERS A 3,Auditor General,,LIB,REECE SMITH,23,0,19,4
Washington,PETERS B 1,Auditor General,,LIB,REECE SMITH,16,0,13,3
Washington,PETERS B 2,Auditor General,,LIB,REECE SMITH,25,0,18,7
Washington,PETERS B 3,Auditor General,,LIB,REECE SMITH,26,0,20,6
Washington,PETERS C 1,Auditor General,,LIB,REECE SMITH,16,0,15,1
Washington,PETERS C 2,Auditor General,,LIB,REECE SMITH,13,0,12,1
Washington,PETERS C 3,Auditor General,,LIB,REECE SMITH,19,0,17,2
Washington,PETERS D 1,Auditor General,,LIB,REECE SMITH,26,0,21,5
Washington,PETERS D 2,Auditor General,,LIB,REECE SMITH,14,0,12,2
Washington,PETERS D 3,Auditor General,,LIB,REECE SMITH,15,0,11,4
Washington,ROBINSON 1,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,ROBINSON 2,Auditor General,,LIB,REECE SMITH,10,0,7,3
Washington,ROBINSON 3,Auditor General,,LIB,REECE SMITH,7,0,6,1
Washington,ROSCOE,Auditor General,,LIB,REECE SMITH,11,0,11,0
Washington,SMITH 1,Auditor General,,LIB,REECE SMITH,7,0,7,0
Washington,SMITH 2,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,SMITH 3,Auditor General,,LIB,REECE SMITH,11,0,11,0
Washington,SMITH 4,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,SMITH 5,Auditor General,,LIB,REECE SMITH,4,0,3,1
Washington,SMITH 6,Auditor General,,LIB,REECE SMITH,5,0,5,0
Washington,SMITH 7,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,SOMERSET 1,Auditor General,,LIB,REECE SMITH,12,0,7,5
Washington,SOMERSET 2,Auditor General,,LIB,REECE SMITH,14,0,11,3
Washington,SOUTH FRANKLIN 1,Auditor General,,LIB,REECE SMITH,10,0,8,2
Washington,SOUTH FRANKLIN 2,Auditor General,,LIB,REECE SMITH,15,0,11,4
Washington,SOUTH STRABANE 1,Auditor General,,LIB,REECE SMITH,12,0,10,2
Washington,SOUTH STRABANE 2,Auditor General,,LIB,REECE SMITH,16,0,10,6
Washington,SOUTH STRABANE 3,Auditor General,,LIB,REECE SMITH,13,0,11,2
Washington,SOUTH STRABANE 4,Auditor General,,LIB,REECE SMITH,16,0,13,3
Washington,SOUTH STRABANE 5,Auditor General,,LIB,REECE SMITH,10,0,9,1
Washington,SOUTH STRABANE 6,Auditor General,,LIB,REECE SMITH,20,0,15,5
Washington,SPEERS,Auditor General,,LIB,REECE SMITH,16,0,13,3
Washington,STOCKDALE,Auditor General,,LIB,REECE SMITH,6,0,6,0
Washington,TWILIGHT,Auditor General,,LIB,REECE SMITH,4,0,2,2
Washington,UNION 1,Auditor General,,LIB,REECE SMITH,11,0,11,0
Washington,UNION 2,Auditor General,,LIB,REECE SMITH,7,0,5,2
Washington,UNION 4,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,UNION 5,Auditor General,,LIB,REECE SMITH,16,1,11,4
Washington,UNION 6,Auditor General,,LIB,REECE SMITH,10,0,9,1
Washington,UNION 7,Auditor General,,LIB,REECE SMITH,11,0,9,2
Washington,WEST BETHLEHEM,Auditor General,,LIB,REECE SMITH,11,0,10,1
Washington,WEST BROWNSVILLE 1,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,WEST BROWNSVILLE 2,Auditor General,,LIB,REECE SMITH,3,0,3,0
Washington,WEST FINLEY 1,Auditor General,,LIB,REECE SMITH,5,0,4,1
Washington,WEST FINLEY 2,Auditor General,,LIB,REECE SMITH,4,0,4,0
Washington,WEST MIDDLETOWN,Auditor General,,LIB,REECE SMITH,1,0,0,1
Washington,WEST PIKE RUN 1,Auditor General,,LIB,REECE SMITH,9,0,8,1
Washington,WEST PIKE RUN 2,Auditor General,,LIB,REECE SMITH,5,1,3,1
Washington,WASHINGTON 2 W 1,Auditor General,,LIB,REECE SMITH,9,0,7,2
Washington,WASHINGTON 3 W 1,Auditor General,,LIB,REECE SMITH,5,0,3,2
Washington,WASHINGTON 4,Auditor General,,LIB,REECE SMITH,4,0,3,1
Washington,WASHINGTON 5 W 1,Auditor General,,LIB,REECE SMITH,11,0,9,2
Washington,WASHINGTON 5 W 2,Auditor General,,LIB,REECE SMITH,18,1,16,1
Washington,WASHINGTON 6 W 1,Auditor General,,LIB,REECE SMITH,8,0,7,1
Washington,WASHINGTON 6 W 3,Auditor General,,LIB,REECE SMITH,7,0,5,2
Washington,WASHINGTON 7 W 1,Auditor General,,LIB,REECE SMITH,8,0,7,1
Washington,WASHINGTON 7 W 2,Auditor General,,LIB,REECE SMITH,18,0,16,2
Washington,WASHINGTON 7 W 3,Auditor General,,LIB,REECE SMITH,9,0,8,1
Washington,WASHINGTON 8 W 1,Auditor General,,LIB,REECE SMITH,18,0,14,4
Washington,ALLENPORT,Auditor General,,ASP,ERIC K ANTON,0,0,0,0
Washington,AMWELL 1,Auditor General,,ASP,ERIC K ANTON,5,0,4,1
