county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Erie,ERIE WARD 01 DISTRICT 03,President,,REP,DONALD J TRUMP,208,,,,
Erie,ERIE WARD 01 DISTRICT 03,President,,LIB,CHASE OLIVER,4,,,,
Erie,ERIE WARD 01 DISTRICT 03,President,,GRN,JILL STEIN,4,,,,
Erie,ERIE WARD 01 DISTRICT 03,President,,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,DEM,ROBERT P CASEY JR,400,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,REP,DAVE MCCORMICK,196,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,LIB,JOHN C THOMAS,19,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,GRN,LEILA HAZOU,5,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,CST,MARTY SELKER,5,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. Senate,,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,DEM,EUGENE DEPASQUALE,394,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,REP,DAVE SUNDAY,195,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,LIB,ROBERT COWBURN,11,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,GRN,RICHARD L WEISS,14,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,CST,JUSTIN L MAGILL,8,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,FWD,ERIC L SETTLE,1,,,,
Erie,ERIE WARD 01 DISTRICT 03,Attorney General,,,Write-Ins,3,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. House,16,DEM,PRESTON NOURI,382,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. House,16,REP,MIKE KELLY,219,,,,
Erie,ERIE WARD 01 DISTRICT 03,U.S. House,16,,Write-Ins,2,,,,
Erie,ERIE WARD 01 DISTRICT 03,State Senate,49,DEM,JIM WERTZ,394,,,,
Erie,ERIE WARD 01 DISTRICT 03,State Senate,49,REP,DAN LAUGHLIN,224,,,,
Erie,ERIE WARD 01 DISTRICT 03,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 03,State House,1,DEM,PATRICK J HARKINS,466,,,,
Erie,ERIE WARD 01 DISTRICT 03,State House,1,,Write-Ins,10,,,,
Erie,ERIE WARD 01 DISTRICT 05,Registered Voters,,,,1245,,,,
Erie,ERIE WARD 01 DISTRICT 05,Ballots Cast,,,,509,,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,DEM,KAMALA D HARRIS,335,,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,REP,DONALD J TRUMP,166,,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,LIB,CHASE OLIVER,2,,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,GRN,JILL STEIN,3,,,,
Erie,ERIE WARD 01 DISTRICT 05,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,DEM,ROBERT P CASEY JR,325,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,REP,DAVE MCCORMICK,150,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,LIB,JOHN C THOMAS,12,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,GRN,LEILA HAZOU,5,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,CST,MARTY SELKER,3,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. Senate,,,Write-Ins,2,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,DEM,EUGENE DEPASQUALE,298,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,REP,DAVE SUNDAY,163,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,LIB,ROBERT COWBURN,9,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,GRN,RICHARD L WEISS,11,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,CST,JUSTIN L MAGILL,8,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,FWD,ERIC L SETTLE,3,,,,
Erie,ERIE WARD 01 DISTRICT 05,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. House,16,DEM,PRESTON NOURI,302,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. House,16,REP,MIKE KELLY,180,,,,
Erie,ERIE WARD 01 DISTRICT 05,U.S. House,16,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 05,State Senate,49,DEM,JIM WERTZ,313,,,,
Erie,ERIE WARD 01 DISTRICT 05,State Senate,49,REP,DAN LAUGHLIN,179,,,,
Erie,ERIE WARD 01 DISTRICT 05,State Senate,49,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 05,State House,1,DEM,PATRICK J HARKINS,388,,,,
Erie,ERIE WARD 01 DISTRICT 05,State House,1,,Write-Ins,11,,,,
Erie,ERIE WARD 01 DISTRICT 07,Registered Voters,,,,963,,,,
Erie,ERIE WARD 01 DISTRICT 07,Ballots Cast,,,,536,,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,DEM,KAMALA D HARRIS,326,,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,REP,DONALD J TRUMP,201,,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,LIB,CHASE OLIVER,3,,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,GRN,JILL STEIN,4,,,,
Erie,ERIE WARD 01 DISTRICT 07,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,DEM,ROBERT P CASEY JR,306,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,REP,DAVE MCCORMICK,179,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,LIB,JOHN C THOMAS,10,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,GRN,LEILA HAZOU,16,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,CST,MARTY SELKER,1,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. Senate,,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,DEM,EUGENE DEPASQUALE,294,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,REP,DAVE SUNDAY,171,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,LIB,ROBERT COWBURN,16,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,GRN,RICHARD L WEISS,20,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,CST,JUSTIN L MAGILL,2,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,FWD,ERIC L SETTLE,2,,,,
Erie,ERIE WARD 01 DISTRICT 07,Attorney General,,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. House,16,DEM,PRESTON NOURI,278,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. House,16,REP,MIKE KELLY,181,,,,
Erie,ERIE WARD 01 DISTRICT 07,U.S. House,16,,Write-Ins,3,,,,
Erie,ERIE WARD 01 DISTRICT 07,State Senate,49,DEM,JIM WERTZ,304,,,,
Erie,ERIE WARD 01 DISTRICT 07,State Senate,49,REP,DAN LAUGHLIN,202,,,,
Erie,ERIE WARD 01 DISTRICT 07,State Senate,49,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 07,State House,1,DEM,PATRICK J HARKINS,377,,,,
Erie,ERIE WARD 01 DISTRICT 07,State House,1,,Write-Ins,8,,,,
Erie,ERIE WARD 01 DISTRICT 08,Registered Voters,,,,895,,,,
Erie,ERIE WARD 01 DISTRICT 08,Ballots Cast,,,,729,,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,DEM,KAMALA D HARRIS,406,,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,REP,DONALD J TRUMP,313,,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,LIB,CHASE OLIVER,2,,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,GRN,JILL STEIN,4,,,,
Erie,ERIE WARD 01 DISTRICT 08,President,,,Write-Ins,2,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,DEM,ROBERT P CASEY JR,413,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,REP,DAVE MCCORMICK,293,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,LIB,JOHN C THOMAS,13,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,GRN,LEILA HAZOU,4,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,CST,MARTY SELKER,4,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. Senate,,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,DEM,EUGENE DEPASQUALE,387,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,REP,DAVE SUNDAY,299,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,LIB,ROBERT COWBURN,21,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,GRN,RICHARD L WEISS,7,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,CST,JUSTIN L MAGILL,2,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,FWD,ERIC L SETTLE,3,,,,
Erie,ERIE WARD 01 DISTRICT 08,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. House,16,DEM,PRESTON NOURI,390,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. House,16,REP,MIKE KELLY,283,,,,
Erie,ERIE WARD 01 DISTRICT 08,U.S. House,16,,Write-Ins,1,,,,
Erie,ERIE WARD 01 DISTRICT 08,State Senate,49,DEM,JIM WERTZ,390,,,,
Erie,ERIE WARD 01 DISTRICT 08,State Senate,49,REP,DAN LAUGHLIN,333,,,,
Erie,ERIE WARD 01 DISTRICT 08,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 01 DISTRICT 08,State House,1,DEM,PATRICK J HARKINS,555,,,,
Erie,ERIE WARD 01 DISTRICT 08,State House,1,,Write-Ins,11,,,,
Erie,ERIE WARD 02 DISTRICT 01,Registered Voters,,,,1188,,,,
Erie,ERIE WARD 02 DISTRICT 01,Ballots Cast,,,,488,,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,DEM,KAMALA D HARRIS,336,,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,REP,DONALD J TRUMP,138,,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,LIB,CHASE OLIVER,5,,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,GRN,JILL STEIN,4,,,,
Erie,ERIE WARD 02 DISTRICT 01,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,DEM,ROBERT P CASEY JR,323,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,REP,DAVE MCCORMICK,127,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,LIB,JOHN C THOMAS,6,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,GRN,LEILA HAZOU,12,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,CST,MARTY SELKER,3,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. Senate,,,Write-Ins,2,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,DEM,EUGENE DEPASQUALE,298,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,REP,DAVE SUNDAY,139,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,LIB,ROBERT COWBURN,8,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,GRN,RICHARD L WEISS,17,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,CST,JUSTIN L MAGILL,2,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,FWD,ERIC L SETTLE,4,,,,
Erie,ERIE WARD 02 DISTRICT 01,Attorney General,,,Write-Ins,1,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. House,16,DEM,PRESTON NOURI,294,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. House,16,REP,MIKE KELLY,142,,,,
Erie,ERIE WARD 02 DISTRICT 01,U.S. House,16,,Write-Ins,1,,,,
Erie,ERIE WARD 02 DISTRICT 01,State Senate,49,DEM,JIM WERTZ,315,,,,
Erie,ERIE WARD 02 DISTRICT 01,State Senate,49,REP,DAN LAUGHLIN,153,,,,
Erie,ERIE WARD 02 DISTRICT 01,State Senate,49,,Write-Ins,2,,,,
Erie,ERIE WARD 02 DISTRICT 01,State House,1,DEM,PATRICK J HARKINS,369,,,,
Erie,ERIE WARD 02 DISTRICT 01,State House,1,,Write-Ins,7,,,,
Erie,ERIE WARD 02 DISTRICT 04,Registered Voters,,,,913,,,,
Erie,ERIE WARD 02 DISTRICT 04,Ballots Cast,,,,583,,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,DEM,KAMALA D HARRIS,377,,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,REP,DONALD J TRUMP,193,,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,LIB,CHASE OLIVER,2,,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,GRN,JILL STEIN,6,,,,
Erie,ERIE WARD 02 DISTRICT 04,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,DEM,ROBERT P CASEY JR,374,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,REP,DAVE MCCORMICK,175,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,LIB,JOHN C THOMAS,13,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,GRN,LEILA HAZOU,4,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,CST,MARTY SELKER,2,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. Senate,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,DEM,EUGENE DEPASQUALE,356,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,REP,DAVE SUNDAY,174,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,LIB,ROBERT COWBURN,9,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,GRN,RICHARD L WEISS,18,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,CST,JUSTIN L MAGILL,7,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,FWD,ERIC L SETTLE,3,,,,
Erie,ERIE WARD 02 DISTRICT 04,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. House,16,DEM,PRESTON NOURI,332,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. House,16,REP,MIKE KELLY,160,,,,
Erie,ERIE WARD 02 DISTRICT 04,U.S. House,16,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 04,State Senate,49,DEM,JIM WERTZ,367,,,,
Erie,ERIE WARD 02 DISTRICT 04,State Senate,49,REP,DAN LAUGHLIN,196,,,,
Erie,ERIE WARD 02 DISTRICT 04,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 04,State House,1,DEM,PATRICK J HARKINS,433,,,,
Erie,ERIE WARD 02 DISTRICT 04,State House,1,,Write-Ins,7,,,,
Erie,ERIE WARD 02 DISTRICT 05,Registered Voters,,,,289,,,,
Erie,ERIE WARD 02 DISTRICT 05,Ballots Cast,,,,133,,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,DEM,KAMALA D HARRIS,94,,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,REP,DONALD J TRUMP,37,,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,LIB,CHASE OLIVER,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,GRN,JILL STEIN,1,,,,
Erie,ERIE WARD 02 DISTRICT 05,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,DEM,ROBERT P CASEY JR,87,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,REP,DAVE MCCORMICK,40,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,LIB,JOHN C THOMAS,1,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,GRN,LEILA HAZOU,1,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,CST,MARTY SELKER,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. Senate,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,DEM,EUGENE DEPASQUALE,84,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,REP,DAVE SUNDAY,39,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,LIB,ROBERT COWBURN,1,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,GRN,RICHARD L WEISS,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,CST,JUSTIN L MAGILL,1,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,FWD,ERIC L SETTLE,2,,,,
Erie,ERIE WARD 02 DISTRICT 05,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. House,16,DEM,PRESTON NOURI,71,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. House,16,REP,MIKE KELLY,37,,,,
Erie,ERIE WARD 02 DISTRICT 05,U.S. House,16,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,State Senate,49,DEM,JIM WERTZ,87,,,,
Erie,ERIE WARD 02 DISTRICT 05,State Senate,49,REP,DAN LAUGHLIN,41,,,,
Erie,ERIE WARD 02 DISTRICT 05,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 05,State House,1,DEM,PATRICK J HARKINS,98,,,,
Erie,ERIE WARD 02 DISTRICT 05,State House,1,,Write-Ins,1,,,,
Erie,ERIE WARD 02 DISTRICT 06,Registered Voters,,,,645,,,,
Erie,ERIE WARD 02 DISTRICT 06,Ballots Cast,,,,312,,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,DEM,KAMALA D HARRIS,208,,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,REP,DONALD J TRUMP,98,,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,LIB,CHASE OLIVER,1,,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,GRN,JILL STEIN,2,,,,
Erie,ERIE WARD 02 DISTRICT 06,President,,,Write-Ins,3,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,DEM,ROBERT P CASEY JR,205,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,REP,DAVE MCCORMICK,92,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,LIB,JOHN C THOMAS,4,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,GRN,LEILA HAZOU,8,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,CST,MARTY SELKER,1,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. Senate,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,DEM,EUGENE DEPASQUALE,186,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,REP,DAVE SUNDAY,101,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,LIB,ROBERT COWBURN,3,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,GRN,RICHARD L WEISS,11,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,CST,JUSTIN L MAGILL,3,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,FWD,ERIC L SETTLE,2,,,,
Erie,ERIE WARD 02 DISTRICT 06,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. House,16,DEM,PRESTON NOURI,173,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. House,16,REP,MIKE KELLY,98,,,,
Erie,ERIE WARD 02 DISTRICT 06,U.S. House,16,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 06,State Senate,49,DEM,JIM WERTZ,194,,,,
Erie,ERIE WARD 02 DISTRICT 06,State Senate,49,REP,DAN LAUGHLIN,110,,,,
Erie,ERIE WARD 02 DISTRICT 06,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 06,State House,1,DEM,PATRICK J HARKINS,235,,,,
Erie,ERIE WARD 02 DISTRICT 06,State House,1,,Write-Ins,4,,,,
Erie,ERIE WARD 02 DISTRICT 07,Registered Voters,,,,975,,,,
Erie,ERIE WARD 02 DISTRICT 07,Ballots Cast,,,,470,,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,DEM,KAMALA D HARRIS,346,,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,REP,DONALD J TRUMP,114,,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,LIB,CHASE OLIVER,4,,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,GRN,JILL STEIN,3,,,,
Erie,ERIE WARD 02 DISTRICT 07,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,DEM,ROBERT P CASEY JR,340,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,REP,DAVE MCCORMICK,102,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,LIB,JOHN C THOMAS,15,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,GRN,LEILA HAZOU,4,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,CST,MARTY SELKER,1,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. Senate,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,DEM,EUGENE DEPASQUALE,319,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,REP,DAVE SUNDAY,111,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,LIB,ROBERT COWBURN,12,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,GRN,RICHARD L WEISS,10,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,CST,JUSTIN L MAGILL,4,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,FWD,ERIC L SETTLE,1,,,,
Erie,ERIE WARD 02 DISTRICT 07,Attorney General,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. House,16,DEM,PRESTON NOURI,283,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. House,16,REP,MIKE KELLY,101,,,,
Erie,ERIE WARD 02 DISTRICT 07,U.S. House,16,,Write-Ins,1,,,,
Erie,ERIE WARD 02 DISTRICT 07,State Senate,49,DEM,JIM WERTZ,338,,,,
Erie,ERIE WARD 02 DISTRICT 07,State Senate,49,REP,DAN LAUGHLIN,115,,,,
Erie,ERIE WARD 02 DISTRICT 07,State Senate,49,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 07,State House,1,DEM,PATRICK J HARKINS,338,,,,
Erie,ERIE WARD 02 DISTRICT 07,State House,1,,Write-Ins,4,,,,
Erie,ERIE WARD 02 DISTRICT 08,Registered Voters,,,,508,,,,
Erie,ERIE WARD 02 DISTRICT 08,Ballots Cast,,,,259,,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,DEM,KAMALA D HARRIS,197,,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,REP,DONALD J TRUMP,60,,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,LIB,CHASE OLIVER,0,,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,GRN,JILL STEIN,0,,,,
Erie,ERIE WARD 02 DISTRICT 08,President,,,Write-Ins,0,,,,
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,DEM,ROBERT P CASEY JR,183,,,,
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,REP,DAVE MCCORMICK,54,,,,
Erie,ERIE WARD 02 DISTRICT 08,U.S. Senate,,LIB,JOHN C THOMAS,6,,,,
