county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Forest,Harmony,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",83,,,,
Forest,Harmony,U.S. Senate,,REP,DAVE MCCORMICK,191,,,,
Forest,Harmony,U.S. Senate,,LIB,JOHN C. THOMAS,6,,,,
Forest,Harmony,U.S. Senate,,GRN,LEILA HAZOU,2,,,,
Forest,Harmony,U.S. Senate,,CST,MARTY SELKER,3,,,,
Forest,Harmony,U.S. Senate,,,Write-Ins,1,,,,
Forest,Harmony,Attorney General,,DEM,EUGENE DEPASQUALE,75,,,,
Forest,Harmony,Attorney General,,REP,DAVE SUNDAY,197,,,,
Forest,Harmony,Attorney General,,LIB,ROBERT COWBURN,3,,,,
Forest,Harmony,Attorney General,,GRN,RICHARD L WEISS,2,,,,
Forest,Harmony,Attorney General,,CST,JUSTIN L. MAGILL,2,,,,
Forest,Harmony,Attorney General,,FWD,ERIC L. SETTLE,1,,,,
Forest,Harmony,Attorney General,,,Write-Ins,1,,,,
Forest,Harmony,U.S. House,15,DEM,ZACH WOMER,68,,,,
Forest,Harmony,U.S. House,15,REP,GLENN GT THOMPSON,212,,,,
Forest,Harmony,U.S. House,15,,Write-Ins,0,,,,
Forest,Harmony,State Senate,21,REP,SCOTT E. HUTCHINSON,244,,,,
Forest,Harmony,State Senate,21,,Write-Ins,8,,,,
Forest,Harmony,State House,65,DEM,ERIN WILLMAN,59,,,,
Forest,Harmony,State House,65,REP,KATHY L. RAPP,224,,,,
Forest,Harmony,State House,65,,Write-Ins,0,,,,
Forest,Hickory,President,,DEM,KAMALA D. HARRIS,78,,,,
Forest,Hickory,President,,REP,DONALD J. TRUMP,179,,,,
Forest,Hickory,President,,LIB,CHASE OLIVER,0,,,,
Forest,Hickory,President,,GRN,JILL STEIN,1,,,,
Forest,Hickory,President,,,DOUGLAS BELL,0,,,,
Forest,Hickory,President,,,Write-Ins,1,,,,
Forest,Hickory,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",84,,,,
Forest,Hickory,U.S. Senate,,REP,DAVE MCCORMICK,163,,,,
Forest,Hickory,U.S. Senate,,LIB,JOHN C. THOMAS,8,,,,
Forest,Hickory,U.S. Senate,,GRN,LEILA HAZOU,1,,,,
Forest,Hickory,U.S. Senate,,CST,MARTY SELKER,2,,,,
Forest,Hickory,U.S. Senate,,,Write-Ins,0,,,,
Forest,Hickory,Attorney General,,DEM,EUGENE DEPASQUALE,74,,,,
Forest,Hickory,Attorney General,,REP,DAVE SUNDAY,170,,,,
Forest,Hickory,Attorney General,,LIB,ROBERT COWBURN,4,,,,
Forest,Hickory,Attorney General,,GRN,RICHARD L WEISS,4,,,,
Forest,Hickory,Attorney General,,CST,JUSTIN L. MAGILL,2,,,,
Forest,Hickory,Attorney General,,FWD,ERIC L. SETTLE,1,,,,
Forest,Hickory,Attorney General,,,Write-Ins,0,,,,
Forest,Hickory,U.S. House,15,DEM,ZACH WOMER,78,,,,
Forest,Hickory,U.S. House,15,REP,GLENN GT THOMPSON,178,,,,
Forest,Hickory,U.S. House,15,,Write-Ins,0,,,,
Forest,Hickory,State Senate,21,REP,SCOTT E. HUTCHINSON,226,,,,
Forest,Hickory,State Senate,21,,Write-Ins,10,,,,
Forest,Hickory,State House,65,DEM,ERIN WILLMAN,67,,,,
Forest,Hickory,State House,65,REP,KATHY L. RAPP,189,,,,
Forest,Hickory,State House,65,,Write-Ins,0,,,,
Forest,Howe,President,,DEM,KAMALA D. HARRIS,25,,,,
Forest,Howe,President,,REP,DONALD J. TRUMP,70,,,,
Forest,Howe,President,,LIB,CHASE OLIVER,0,,,,
Forest,Howe,President,,GRN,JILL STEIN,0,,,,
Forest,Howe,President,,,DOUGLAS BELL,0,,,,
Forest,Howe,President,,,Write-Ins,0,,,,
Forest,Howe,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",28,,,,
Forest,Howe,U.S. Senate,,REP,DAVE MCCORMICK,67,,,,
Forest,Howe,U.S. Senate,,LIB,JOHN C. THOMAS,0,,,,
Forest,Howe,U.S. Senate,,GRN,LEILA HAZOU,0,,,,
Forest,Howe,U.S. Senate,,CST,MARTY SELKER,0,,,,
Forest,Howe,U.S. Senate,,,Write-Ins,0,,,,
Forest,Howe,Attorney General,,DEM,EUGENE DEPASQUALE,25,,,,
Forest,Howe,Attorney General,,REP,DAVE SUNDAY,67,,,,
Forest,Howe,Attorney General,,LIB,ROBERT COWBURN,2,,,,
Forest,Howe,Attorney General,,GRN,RICHARD L WEISS,0,,,,
Forest,Howe,Attorney General,,CST,JUSTIN L. MAGILL,0,,,,
Forest,Howe,Attorney General,,FWD,ERIC L. SETTLE,0,,,,
Forest,Howe,Attorney General,,,Write-Ins,0,,,,
Forest,Howe,U.S. House,15,DEM,ZACH WOMER,21,,,,
Forest,Howe,U.S. House,15,REP,GLENN GT THOMPSON,75,,,,
Forest,Howe,U.S. House,15,,Write-Ins,0,,,,
Forest,Howe,State Senate,21,REP,SCOTT E. HUTCHINSON,83,,,,
Forest,Howe,State Senate,21,,Write-Ins,2,,,,
Forest,Howe,State House,65,DEM,ERIN WILLMAN,23,,,,
Forest,Howe,State House,65,REP,KATHY L. RAPP,72,,,,
Forest,Howe,State House,65,,Write-Ins,0,,,,
Forest,Jenks,President,,DEM,KAMALA D. HARRIS,169,,,,
Forest,Jenks,President,,REP,DONALD J. TRUMP,507,,,,
Forest,Jenks,President,,LIB,CHASE OLIVER,4,,,,
Forest,Jenks,President,,GRN,JILL STEIN,5,,,,
Forest,Jenks,President,,,DOUGLAS BELL,0,,,,
Forest,Jenks,President,,,Write-Ins,1,,,,
Forest,Jenks,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",177,,,,
Forest,Jenks,U.S. Senate,,REP,DAVE MCCORMICK,483,,,,
Forest,Jenks,U.S. Senate,,LIB,JOHN C. THOMAS,13,,,,
Forest,Jenks,U.S. Senate,,GRN,LEILA HAZOU,1,,,,
Forest,Jenks,U.S. Senate,,CST,MARTY SELKER,9,,,,
Forest,Jenks,U.S. Senate,,,Write-Ins,0,,,,
Forest,Jenks,Attorney General,,DEM,EUGENE DEPASQUALE,166,,,,
Forest,Jenks,Attorney General,,REP,DAVE SUNDAY,500,,,,
Forest,Jenks,Attorney General,,LIB,ROBERT COWBURN,5,,,,
Forest,Jenks,Attorney General,,GRN,RICHARD L WEISS,4,,,,
Forest,Jenks,Attorney General,,CST,JUSTIN L. MAGILL,4,,,,
Forest,Jenks,Attorney General,,FWD,ERIC L. SETTLE,0,,,,
Forest,Jenks,Attorney General,,,Write-Ins,0,,,,
Forest,Jenks,U.S. House,15,DEM,ZACH WOMER,147,,,,
Forest,Jenks,U.S. House,15,REP,GLENN GT THOMPSON,532,,,,
Forest,Jenks,U.S. House,15,,Write-Ins,0,,,,
Forest,Jenks,State Senate,21,REP,SCOTT E. HUTCHINSON,619,,,,
Forest,Jenks,State Senate,21,,Write-Ins,12,,,,
Forest,Jenks,State House,65,DEM,ERIN WILLMAN,134,,,,
Forest,Jenks,State House,65,REP,KATHY L. RAPP,546,,,,
Forest,Jenks,State House,65,,Write-Ins,1,,,,
Forest,Kingsley,President,,DEM,KAMALA D. HARRIS,68,,,,
Forest,Kingsley,President,,REP,DONALD J. TRUMP,115,,,,
Forest,Kingsley,President,,LIB,CHASE OLIVER,0,,,,
Forest,Kingsley,President,,GRN,JILL STEIN,3,,,,
Forest,Kingsley,President,,,DOUGLAS BELL,0,,,,
Forest,Kingsley,President,,,Write-Ins,0,,,,
Forest,Kingsley,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",62,,,,
Forest,Kingsley,U.S. Senate,,REP,DAVE MCCORMICK,117,,,,
Forest,Kingsley,U.S. Senate,,LIB,JOHN C. THOMAS,3,,,,
Forest,Kingsley,U.S. Senate,,GRN,LEILA HAZOU,3,,,,
Forest,Kingsley,U.S. Senate,,CST,MARTY SELKER,1,,,,
Forest,Kingsley,U.S. Senate,,,Write-Ins,0,,,,
Forest,Kingsley,Attorney General,,DEM,EUGENE DEPASQUALE,59,,,,
Forest,Kingsley,Attorney General,,REP,DAVE SUNDAY,114,,,,
Forest,Kingsley,Attorney General,,LIB,ROBERT COWBURN,4,,,,
Forest,Kingsley,Attorney General,,GRN,RICHARD L WEISS,1,,,,
Forest,Kingsley,Attorney General,,CST,JUSTIN L. MAGILL,1,,,,
Forest,Kingsley,Attorney General,,FWD,ERIC L. SETTLE,0,,,,
Forest,Kingsley,Attorney General,,,Write-Ins,0,,,,
Forest,Kingsley,U.S. House,15,DEM,ZACH WOMER,64,,,,
Forest,Kingsley,U.S. House,15,REP,GLENN GT THOMPSON,119,,,,
Forest,Kingsley,U.S. House,15,,Write-Ins,1,,,,
Forest,Kingsley,State Senate,21,REP,SCOTT E. HUTCHINSON,150,,,,
Forest,Kingsley,State Senate,21,,Write-Ins,6,,,,
Forest,Kingsley,State House,65,DEM,ERIN WILLMAN,47,,,,
Forest,Kingsley,State House,65,REP,KATHY L. RAPP,131,,,,
Forest,Kingsley,State House,65,,Write-Ins,0,,,,
Forest,Tionesta,President,,DEM,KAMALA D. HARRIS,104,,,,
Forest,Tionesta,President,,REP,DONALD J. TRUMP,295,,,,
Forest,Tionesta,President,,LIB,CHASE OLIVER,2,,,,
Forest,Tionesta,President,,GRN,JILL STEIN,1,,,,
Forest,Tionesta,President,,,DOUGLAS BELL,0,,,,
Forest,Tionesta,President,,,Write-Ins,2,,,,
Forest,Tionesta,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",95,,,,
Forest,Tionesta,U.S. Senate,,REP,DAVE MCCORMICK,289,,,,
Forest,Tionesta,U.S. Senate,,LIB,JOHN C. THOMAS,10,,,,
Forest,Tionesta,U.S. Senate,,GRN,LEILA HAZOU,6,,,,
Forest,Tionesta,U.S. Senate,,CST,MARTY SELKER,4,,,,
Forest,Tionesta,U.S. Senate,,,Write-Ins,1,,,,
Forest,Tionesta,Attorney General,,DEM,EUGENE DEPASQUALE,94,,,,
Forest,Tionesta,Attorney General,,REP,DAVE SUNDAY,292,,,,
Forest,Tionesta,Attorney General,,LIB,ROBERT COWBURN,4,,,,
Forest,Tionesta,Attorney General,,GRN,RICHARD L WEISS,3,,,,
Forest,Tionesta,Attorney General,,CST,JUSTIN L. MAGILL,4,,,,
Forest,Tionesta,Attorney General,,FWD,ERIC L. SETTLE,2,,,,
Forest,Tionesta,Attorney General,,,Write-Ins,1,,,,
Forest,Tionesta,U.S. House,15,DEM,ZACH WOMER,93,,,,
Forest,Tionesta,U.S. House,15,REP,GLENN GT THOMPSON,310,,,,
Forest,Tionesta,U.S. House,15,,Write-Ins,0,,,,
Forest,Tionesta,State Senate,21,REP,SCOTT E. HUTCHINSON,353,,,,
Forest,Tionesta,State Senate,21,,Write-Ins,9,,,,
Forest,Tionesta,State House,65,DEM,ERIN WILLMAN,92,,,,
Forest,Tionesta,State House,65,REP,KATHY L. RAPP,307,,,,
Forest,Tionesta,State House,65,,Write-Ins,3,,,,
Forest,Borough,President,,DEM,KAMALA D. HARRIS,85,,,,
Forest,Borough,President,,REP,DONALD J. TRUMP,178,,,,
Forest,Borough,President,,LIB,CHASE OLIVER,1,,,,
Forest,Borough,President,,GRN,JILL STEIN,2,,,,
Forest,Borough,President,,,DOUGLAS BELL,0,,,,
Forest,Borough,President,,,Write-Ins,0,,,,
Forest,Borough,U.S. Senate,,DEM,"ROBERT P. CASEY, JR.",90,,,,
Forest,Borough,U.S. Senate,,REP,DAVE MCCORMICK,163,,,,
Forest,Borough,U.S. Senate,,LIB,JOHN C. THOMAS,6,,,,
Forest,Borough,U.S. Senate,,GRN,LEILA HAZOU,2,,,,
Forest,Borough,U.S. Senate,,CST,MARTY SELKER,2,,,,
Forest,Borough,U.S. Senate,,,Write-Ins,0,,,,
Forest,Borough,Attorney General,,DEM,EUGENE DEPASQUALE,74,,,,
Forest,Borough,Attorney General,,REP,DAVE SUNDAY,174,,,,
Forest,Borough,Attorney General,,LIB,ROBERT COWBURN,4,,,,
Forest,Borough,Attorney General,,GRN,RICHARD L WEISS,2,,,,
Forest,Borough,Attorney General,,CST,JUSTIN L. MAGILL,4,,,,
Forest,Borough,Attorney General,,FWD,ERIC L. SETTLE,2,,,,
Forest,Borough,Attorney General,,,Write-Ins,0,,,,
Forest,Borough,U.S. House,15,DEM,ZACH WOMER,68,,,,
Forest,Borough,U.S. House,15,REP,GLENN GT THOMPSON,196,,,,
Forest,Borough,U.S. House,15,,Write-Ins,0,,,,
Forest,Borough,State Senate,21,REP,SCOTT E. HUTCHINSON,231,,,,
Forest,Borough,State Senate,21,,Write-Ins,5,,,,
Forest,Borough,State House,65,DEM,ERIN WILLMAN,64,,,,
Forest,Borough,State House,65,REP,KATHY L. RAPP,196,,,,
Forest,Borough,State House,65,,Write-Ins,0,,,,
