county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,4201 Earl-Mdl,U.S. House,11,LUCY MCCORMACK,,1,1,0,0
Lancaster,5501 UppLea-Bar,U.S. House,11,GARRY LYDIC,,1,0,1,0
Lancaster,6401 Prvidn-W,U.S. House,11,CAITLIN B EVERETTS,,1,1,0,0
Lancaster,2001 Mariet-1,U.S. House,11,JUSTIN CHIMIES,,1,1,0,0
Lancaster,5714 ManTw-14,U.S. House,11,JOEL LUBINO,,1,1,0,0
Lancaster,4401 W Earl-Er,U.S. House,11,DOUG HAVERSTICK,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. House,11,TOM LEFEVER,,1,1,0,0
Lancaster,1702 Eph-2,U.S. House,11,MARVIN WEAVER,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,ANDREW MARHEVKA,,1,0,1,0
Lancaster,6202 Penn-SPn,U.S. House,11,CANDACE OWENS,,1,1,0,0
Lancaster,4201 Earl-Mdl,U.S. House,11,JON DAHL,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. House,11,DON ATTICKS,,1,1,0,0
Lancaster,6504 Rap-ETII,U.S. House,11,INELYNN REESE,,1,1,0,0
Lancaster,4913 E Hemp-Pet,U.S. House,11,ROB HAYS,,1,1,0,0
Lancaster,6400 Prvidn-E,U.S. House,11,WARREN WALTER,,1,1,0,0
Lancaster,1704 Eph-4,U.S. House,11,ALBERT J COBIAN,,1,0,1,0
Lancaster,4902 E Hemp-Cnt,U.S. House,11,IBRAHIM ALUYMARI,,1,0,1,0
Lancaster,0801 City 8-1,U.S. House,11,TERRY BROWN,,1,1,0,0
Lancaster,5715 ManTw-15,U.S. House,11,REBECCA DOSTER,,1,0,1,0
Lancaster,3801 E Don-May,U.S. House,11,LISA STOREY,,1,1,0,0
Lancaster,6901 Wwck-Bru,U.S. House,11,RANDALL WENGER,,1,1,0,0
Lancaster,6400 Prvidn-E,U.S. House,11,JOHN THOMAS,,1,1,0,0
Lancaster,0705 City 7-5,U.S. House,11,DENISHA GENTZ,,1,1,0,0
Lancaster,0502 City 5-2,U.S. House,11,TYLER MUSSER,,1,1,0,0
Lancaster,6501 Rapho-SH,U.S. House,11,JERRY STERN,,1,1,0,0
Lancaster,5102 E Lamp-2,U.S. House,11,LINDA SANSAUR,,1,1,0,0
Lancaster,2400 Mt-ville,U.S. House,11,RANDY LAHEY,,1,1,0,0
Lancaster,0401 City 4-1,U.S. House,11,ELLIOT RAMIREZ,,1,1,0,0
Lancaster,2600 Q-ville,U.S. House,11,MARK J KOZOKOWSKI,,1,1,0,0
Lancaster,6201 Penn-Jun,U.S. House,11,REBECCA GLASS,,1,1,0,0
Lancaster,5800 Manr-Bth,U.S. House,11,JUSTIN VAN AULEN,,1,1,0,0
Lancaster,1601 Etown 1,U.S. House,11,CLARIA ZETKIN,,1,1,0,0
Lancaster,6504 Rap-ETII,U.S. House,11,HEATHER HEIGEL,,1,1,0,0
Lancaster,5723 ManTw-23,U.S. House,11,JOHN SNADER,,1,0,1,0
Lancaster,3700 Conoy,U.S. House,11,BERNARD SELKER,,1,0,1,0
Lancaster,3904 W Dongl-4,U.S. House,11,DON LAMB,,1,1,0,0
Lancaster,1701 Eph-1,U.S. House,11,RUTH FACKLER,,1,1,0,0
Lancaster,6401 Prvidn-W,U.S. House,11,J PEPPER GOSLIN,,1,1,0,0
Lancaster,5713 ManTw-13,U.S. House,11,HUGH HOISE,,1,1,0,0
Lancaster,5003 W Hemp-Irn,U.S. House,11,BRIAN MUELLER,,1,1,0,0
Lancaster,6201 Penn-Jun,U.S. House,11,JARRED ROARK,,1,1,0,0
Lancaster,1703 Eph-3,U.S. House,11,NICK TOMPKINS,,1,1,0,0
Lancaster,4913 E Hemp-Pet,U.S. House,11,HUGH M COTTMIN,,1,1,0,0
Lancaster,4703 Eph-TRun,U.S. House,11,PAUL ARMS,,1,0,1,0
Lancaster,1804 Litz 2-2,U.S. House,11,KENNETH WIEST,,1,1,0,0
Lancaster,3700 Conoy,U.S. House,11,KEN ZEAGER,,1,1,0,0
Lancaster,3902 W Dongl-2,U.S. House,11,ADAM WEST,,1,1,0,0
Lancaster,5201 W Lamp-Lmp,U.S. House,11,ANDREW C CHESNET,,1,1,0,0
Lancaster,5712 ManTw-12,U.S. House,11,BEN SASSE,,1,1,0,0
Lancaster,4915 E Hemp-Rhr,U.S. House,11,BRETT R MILLER,,2,0,2,0
Lancaster,5808 Manr-HMi,U.S. House,11,BRETT R MILLER,,1,0,1,0
Lancaster,3903 W Dongl-3,U.S. House,11,BRIAN FITZPATRICK,,1,0,1,0
Lancaster,4302 E Earl-TH,U.S. House,11,BRYAN CUTLER,,1,0,1,0
Lancaster,1102 Akron-W,U.S. House,11,CHRIS WALKER,,1,1,0,0
Lancaster,5400 Leacock,U.S. House,11,DAVID DUKE,,1,1,0,0
Lancaster,3303 E Coc-Stv,U.S. House,11,DAVID SAINT,,1,1,0,0
Lancaster,3803 E Don-MW,U.S. House,11,DAVID WARBURTON,,1,1,0,0
Lancaster,5006 W Hemp-Hgh,U.S. House,11,DON EBERLY,,1,1,0,0
Lancaster,4500 Eden,U.S. House,11,DUSTIN GIFFING,,1,1,0,0
Lancaster,5201 W Lamp-Lmp,U.S. House,11,ETHAN DUNNENBERGER,,1,1,0,0
Lancaster,0905 City 9-5,U.S. House,11,JACK STONE,,1,0,0,1
Lancaster,3802 E Don-Spr,U.S. House,11,JOSEPH R PITTS,,1,1,0,0
Lancaster,5709 ManTwp-9,U.S. House,11,JOSH SHAPIRO,,1,1,0,0
Lancaster,1500 E Pete-N,U.S. House,11,KEITH REED,,1,1,0,0
Lancaster,5803 Manr-Lei,U.S. House,11,KYLE THOMAS,,1,1,0,0
Lancaster,2400 Mt-ville,U.S. House,11,LUKE SAINT,,1,1,0,0
Lancaster,3402 W Coc-Sch,U.S. House,11,MATT STOVER,,1,0,1,0
Lancaster,4701 Eph-Linc,U.S. House,11,MICHAEL LONG,,1,1,0,0
Lancaster,0904 City 9-4,U.S. House,11,OLIVIA DAMORE,,1,1,0,0
Lancaster,0501 City 5-1,U.S. House,11,PEDRO RIVERA,,1,1,0,0
Lancaster,0402 City 4-2,U.S. House,11,ROB TRAVIS JACKSON,,1,1,0,0
Lancaster,1605 Etown 3-3,U.S. House,11,RON PAUL,,1,1,0,0
Lancaster,5721 ManTw-21,U.S. House,11,RON PAUL,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. House,11,RYAN AUMENT,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. House,11,RYAN AUMENT,,1,0,1,0
Lancaster,5005 W Hemp-Oys,U.S. House,11,RYAN AUMENT,,1,0,1,0
Lancaster,5502 UppLea-Lea,U.S. House,11,RYAN AUMENT,,1,1,0,0
Lancaster,6901 Wwck-Bru,U.S. House,11,RYAN AUMENT,,1,1,0,0
Lancaster,6910 Wwck-Sws,U.S. House,11,RYAN AUMENT,,1,1,0,0
Lancaster,6003 MtJy-Clv,U.S. House,11,STEVE WEEMS,,1,1,0,0
Lancaster,1602 Etown 2,U.S. House,11,TOM ARMSTRONG,,1,1,0,0
Lancaster,1703 Eph-3,U.S. House,11,YESHUA HAMESHACH,,1,1,0,0
Lancaster,4302 E Earl-TH,U.S. House,11,BENITZA GONZALEZ,,1,1,0,0
Lancaster,4703 Eph-TRun,U.S. House,11,CHRIS HUME,,1,1,0,0
Lancaster,5804 Manr-New,U.S. House,11,CHRIS HUME,,1,1,0,0
Lancaster,0605 City 6-5,U.S. House,11,DAVE GREINER,,1,1,0,0
Lancaster,5309 LncTwp-9,U.S. House,11,KRISTOPHER BOSTON,,1,1,0,0
Lancaster,5005 W Hemp-Oys,U.S. House,11,LIZ CHENEY,,1,0,1,0
Lancaster,1802 Litz 1-2,U.S. House,11,SCOTT MARTIN,,1,1,0,0
Lancaster,4702 Eph-Murr,U.S. House,11,SCOTT MARTIN,,1,0,1,0
Lancaster,5205 W Lamp-Mil,U.S. House,11,SCOTT MARTIN,,1,0,1,0
Lancaster,1702 Eph-2,U.S. House,11,STEVEN J HOUTZ,,1,1,0,0
Lancaster,5804 Manr-New,U.S. House,11,EDWIN FRENCH,,1,1,0,0
Lancaster,0607 City 6-7,U.S. House,11,JANELLE STELSON,,2,0,2,0
Lancaster,0805 City 8-5,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,0807 City 8-7,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,0905 City 9-5,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,1301 Columb-1,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1304 Columb-4,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,1306 Columb-6,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1309 Columb-9,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,1601 Etown 1,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1701 Eph-1,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,1703 Eph-3,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1804 Litz 2-2,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1806 Litz 3-2,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,1902 Mheim B2,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,2101 Mville-1,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,2301 MtJoy-E,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,2600 Q-ville,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,3303 E Coc-Stv,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,3402 W Coc-Sch,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,3600 Conestoga,U.S. House,11,JANELLE STELSON,,3,1,2,0
Lancaster,3700 Conoy,U.S. House,11,JANELLE STELSON,,3,2,1,0
Lancaster,3802 E Don-Spr,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,3902 W Dongl-2,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,4500 Eden,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,4600 Elizabeth,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,4914 E Hemp-Ple,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5002 W Hemp-Frm,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5309 LncTwp-9,U.S. House,11,JANELLE STELSON,,3,0,3,0
Lancaster,5503 UppLea-Leo,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5703 ManTwp-3,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5711 ManTw-11,U.S. House,11,JANELLE STELSON,,2,0,2,0
Lancaster,5713 ManTw-13,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,5715 ManTw-15,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,5721 ManTw-21,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,5722 ManTw-22,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,5804 Manr-New,U.S. House,11,JANELLE STELSON,,2,1,1,0
Lancaster,6004 MtJy-Her,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,6100 Paradise,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,6201 Penn-Jun,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,6202 Penn-SPn,U.S. House,11,JANELLE STELSON,,3,3,0,0
Lancaster,6400 Prvidn-E,U.S. House,11,JANELLE STELSON,,2,2,0,0
Lancaster,6401 Prvidn-W,U.S. House,11,JANELLE STELSON,,3,2,1,0
Lancaster,6502 Rapho-ETI,U.S. House,11,JANELLE STELSON,,2,0,2,0
Lancaster,6503 Rapho-US,U.S. House,11,JANELLE STELSON,,2,1,1,0
Lancaster,6703 Sali-Wh,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,6800 Strasburg,U.S. House,11,JANELLE STELSON,,1,1,0,0
Lancaster,6910 Wwck-Sws,U.S. House,11,JANELLE STELSON,,1,0,1,0
Lancaster,3402 W Coc-Sch,U.S. House,11,JOHN BINGAMAN,,1,1,0,0
Lancaster,5001 W Hemp-Chs,U.S. House,11,ALIYA M RAJNIC,,1,1,0,0
Lancaster,2703 Strasbg3,U.S. House,11,HUDSON IHNAT,,1,1,0,0
Lancaster,1803 Litz 2-1,U.S. House,11,MALCOLM LITTLE,,1,0,1,0
Lancaster,5309 LncTwp-9,U.S. House,11,PHALYSSA SERRANO,,1,1,0,0
Lancaster,3802 E Don-Spr,U.S. House,11,ANDREW R KURTZ,,1,1,0,0
Lancaster,0809 City 8-9,U.S. House,11,DARRIEN HILLIARD,,1,1,0,0
Lancaster,3303 E Coc-Stv,U.S. House,11,JOEL SAINT,,2,2,0,0
Lancaster,5804 Manr-New,U.S. House,11,JOEL SAINT,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. House,11,MELISSA M SHULTZ,,1,1,0,0
Lancaster,0100 City 1,State Senate,13,Trex Proffitt,DEM,325,200,121,4
Lancaster,0201 City 2-1,State Senate,13,Trex Proffitt,DEM,468,301,158,9
Lancaster,0202 City 2-2,State Senate,13,Trex Proffitt,DEM,524,396,114,14
Lancaster,0300 City 3,State Senate,13,Trex Proffitt,DEM,407,280,112,15
Lancaster,0401 City 4-1,State Senate,13,Trex Proffitt,DEM,265,175,76,14
Lancaster,0402 City 4-2,State Senate,13,Trex Proffitt,DEM,233,166,53,14
Lancaster,0501 City 5-1,State Senate,13,Trex Proffitt,DEM,505,346,150,9
Lancaster,0502 City 5-2,State Senate,13,Trex Proffitt,DEM,339,263,71,5
Lancaster,0503 City 5-3,State Senate,13,Trex Proffitt,DEM,496,346,147,3
Lancaster,0601 City 6-1,State Senate,13,Trex Proffitt,DEM,457,311,134,12
Lancaster,0602 City 6-2,State Senate,13,Trex Proffitt,DEM,339,254,81,4
Lancaster,0603 City 6-3,State Senate,13,Trex Proffitt,DEM,554,396,149,9
Lancaster,0604 City 6-4,State Senate,13,Trex Proffitt,DEM,495,360,128,7
Lancaster,0605 City 6-5,State Senate,13,Trex Proffitt,DEM,496,347,141,8
Lancaster,0606 City 6-6,State Senate,13,Trex Proffitt,DEM,259,185,73,1
Lancaster,0607 City 6-7,State Senate,13,Trex Proffitt,DEM,504,354,141,9
Lancaster,0608 City 6-8,State Senate,13,Trex Proffitt,DEM,427,348,72,7
Lancaster,0701 City 7-1,State Senate,13,Trex Proffitt,DEM,374,292,74,8
Lancaster,0702 City 7-2,State Senate,13,Trex Proffitt,DEM,311,258,44,9
Lancaster,0703 City 7-3,State Senate,13,Trex Proffitt,DEM,244,198,43,3
Lancaster,0704 City 7-4,State Senate,13,Trex Proffitt,DEM,286,225,47,14
Lancaster,0705 City 7-5,State Senate,13,Trex Proffitt,DEM,220,161,43,16
Lancaster,0706 City 7-6,State Senate,13,Trex Proffitt,DEM,218,161,49,8
Lancaster,0707 City 7-7,State Senate,13,Trex Proffitt,DEM,342,255,81,6
Lancaster,0708-2 CV,State Senate,13,Trex Proffitt,DEM,97,75,22,0
Lancaster,0708-3 LS,State Senate,13,Trex Proffitt,DEM,151,103,48,0
Lancaster,0801 City 8-1,State Senate,13,Trex Proffitt,DEM,329,270,51,8
Lancaster,0802 City 8-2,State Senate,13,Trex Proffitt,DEM,336,246,77,13
Lancaster,0803 City 8-3,State Senate,13,Trex Proffitt,DEM,318,238,74,6
Lancaster,0804 City 8-4,State Senate,13,Trex Proffitt,DEM,627,502,114,11
Lancaster,0805 City 8-5,State Senate,13,Trex Proffitt,DEM,349,265,71,13
Lancaster,0806 City 8-6,State Senate,13,Trex Proffitt,DEM,286,242,38,6
Lancaster,0807 City 8-7,State Senate,13,Trex Proffitt,DEM,484,357,112,15
Lancaster,0808 City 8-8,State Senate,13,Trex Proffitt,DEM,476,382,83,11
Lancaster,0809 City 8-9,State Senate,13,Trex Proffitt,DEM,396,314,78,4
Lancaster,0901 City 9-1,State Senate,13,Trex Proffitt,DEM,577,381,184,12
Lancaster,0902 City 9-2,State Senate,13,Trex Proffitt,DEM,203,140,59,4
Lancaster,0903 City 9-3,State Senate,13,Trex Proffitt,DEM,529,377,144,8
Lancaster,0904 City 9-4,State Senate,13,Trex Proffitt,DEM,977,847,119,11
Lancaster,0905 City 9-5,State Senate,13,Trex Proffitt,DEM,672,495,174,3
Lancaster,1200 Christia,State Senate,13,Trex Proffitt,DEM,162,121,41,0
Lancaster,2101 Mville-1,State Senate,13,Trex Proffitt,DEM,461,339,115,7
Lancaster,2102 Mville-2,State Senate,13,Trex Proffitt,DEM,446,312,128,6
Lancaster,2103 Mville-3,State Senate,13,Trex Proffitt,DEM,415,278,132,5
Lancaster,2104 Mville-4,State Senate,13,Trex Proffitt,DEM,467,367,66,34
Lancaster,2600 Q-ville,State Senate,13,Trex Proffitt,DEM,332,222,104,6
Lancaster,2701 Strasbg1,State Senate,13,Trex Proffitt,DEM,342,244,93,5
Lancaster,2703 Strasbg3,State Senate,13,Trex Proffitt,DEM,313,231,82,0
Lancaster,2800 Terre HI,State Senate,13,Trex Proffitt,DEM,111,88,23,0
Lancaster,2900 Bart Twp,State Senate,13,Trex Proffitt,DEM,155,118,37,0
Lancaster,3100 Canarvon,State Senate,13,Trex Proffitt,DEM,281,163,115,3
Lancaster,3500 Colerain,State Senate,13,Trex Proffitt,DEM,316,216,98,2
Lancaster,3600 Conestoga,State Senate,13,Trex Proffitt,DEM,574,391,180,3
Lancaster,4000 Drumore,State Senate,13,Trex Proffitt,DEM,211,153,57,1
Lancaster,4100 E Drumor,State Senate,13,Trex Proffitt,DEM,314,190,123,1
Lancaster,4301 E Earl-BB,State Senate,13,Trex Proffitt,DEM,298,198,99,1
Lancaster,4302 E Earl-TH,State Senate,13,Trex Proffitt,DEM,208,136,71,1
Lancaster,4500 Eden,State Senate,13,Trex Proffitt,DEM,125,75,49,1
Lancaster,4800 Fulton,State Senate,13,Trex Proffitt,DEM,203,138,65,0
Lancaster,5101 E Lamp-1,State Senate,13,Trex Proffitt,DEM,502,329,171,2
Lancaster,5102 E Lamp-2,State Senate,13,Trex Proffitt,DEM,571,356,200,15
Lancaster,5103 E Lamp-3,State Senate,13,Trex Proffitt,DEM,260,168,90,2
Lancaster,5104 E Lamp-4,State Senate,13,Trex Proffitt,DEM,523,361,158,4
Lancaster,5105 E Lamp-5,State Senate,13,Trex Proffitt,DEM,446,315,125,6
Lancaster,5106 E Lamp-6,State Senate,13,Trex Proffitt,DEM,315,231,82,2
Lancaster,5107 E Lamp-7,State Senate,13,Trex Proffitt,DEM,361,228,119,14
Lancaster,5108 E Lamp-8,State Senate,13,Trex Proffitt,DEM,563,409,142,12
Lancaster,5201 W Lamp-Lmp,State Senate,13,Trex Proffitt,DEM,449,308,137,4
Lancaster,5202 W Lamp-Lyn,State Senate,13,Trex Proffitt,DEM,523,308,211,4
Lancaster,5203 W Lamp-Wil,State Senate,13,Trex Proffitt,DEM,542,359,179,4
Lancaster,5204 W Lamp-Loc,State Senate,13,Trex Proffitt,DEM,752,346,401,5
Lancaster,5205 W Lamp-Mil,State Senate,13,Trex Proffitt,DEM,566,327,233,6
Lancaster,5206 W Lamp-Lak,State Senate,13,Trex Proffitt,DEM,670,343,319,8
Lancaster,5207 W Lamp-WHi,State Senate,13,Trex Proffitt,DEM,728,414,310,4
Lancaster,5301 LncTwp-1,State Senate,13,Trex Proffitt,DEM,388,232,155,1
Lancaster,5302 LncTwp-2,State Senate,13,Trex Proffitt,DEM,379,264,109,6
Lancaster,5303 LncTwp-3,State Senate,13,Trex Proffitt,DEM,383,283,96,4
Lancaster,5304 LncTwp-4,State Senate,13,Trex Proffitt,DEM,618,449,155,14
Lancaster,5305 LncTwp-5,State Senate,13,Trex Proffitt,DEM,597,424,167,6
Lancaster,5306 LncTwp-6,State Senate,13,Trex Proffitt,DEM,481,300,172,9
Lancaster,5307 LncTwp-7,State Senate,13,Trex Proffitt,DEM,690,460,221,9
Lancaster,5308 LncTwp-8,State Senate,13,Trex Proffitt,DEM,989,683,279,27
Lancaster,5309 LncTwp-9,State Senate,13,Trex Proffitt,DEM,935,585,335,15
Lancaster,5400 Leacock,State Senate,13,Trex Proffitt,DEM,271,141,124,6
Lancaster,5501 UppLea-Bar,State Senate,13,Trex Proffitt,DEM,392,263,123,6
Lancaster,5502 UppLea-Lea,State Senate,13,Trex Proffitt,DEM,306,196,105,5
Lancaster,5503 UppLea-Leo,State Senate,13,Trex Proffitt,DEM,413,264,142,7
Lancaster,5600 LitBrit,State Senate,13,Trex Proffitt,DEM,358,234,122,2
Lancaster,5800 Manr-Bth,State Senate,13,Trex Proffitt,DEM,359,225,127,7
Lancaster,5801 Manr-Ham,State Senate,13,Trex Proffitt,DEM,745,489,239,17
Lancaster,5802 Manr-Ind,State Senate,13,Trex Proffitt,DEM,215,142,73,0
Lancaster,5803 Manr-Lei,State Senate,13,Trex Proffitt,DEM,973,608,355,10
Lancaster,5804 Manr-New,State Senate,13,Trex Proffitt,DEM,361,241,116,4
Lancaster,5805 Manr-Wsh,State Senate,13,Trex Proffitt,DEM,143,105,35,3
Lancaster,5806 Manr-WLn,State Senate,13,Trex Proffitt,DEM,743,511,220,12
Lancaster,5807 Manr-Est,State Senate,13,Trex Proffitt,DEM,885,560,316,9
Lancaster,5808 Manr-HMi,State Senate,13,Trex Proffitt,DEM,506,345,153,8
Lancaster,5900 Mart-Mar,State Senate,13,Trex Proffitt,DEM,398,258,139,1
Lancaster,5901 Mart-Hol,State Senate,13,Trex Proffitt,DEM,224,145,77,2
Lancaster,6100 Paradise,State Senate,13,Trex Proffitt,DEM,358,229,126,3
Lancaster,6300 Peque-WW,State Senate,13,Trex Proffitt,DEM,674,432,235,7
Lancaster,6301 Peque-ND,State Senate,13,Trex Proffitt,DEM,341,218,120,3
Lancaster,6400 Prvidn-E,State Senate,13,Trex Proffitt,DEM,427,260,161,6
Lancaster,6401 Prvidn-W,State Senate,13,Trex Proffitt,DEM,311,174,136,1
Lancaster,6600 Sadsbury,State Senate,13,Trex Proffitt,DEM,283,197,81,5
Lancaster,6701 Sali-Cam,State Senate,13,Trex Proffitt,DEM,204,137,66,1
Lancaster,6702 Sali-Gap,State Senate,13,Trex Proffitt,DEM,289,194,91,4
Lancaster,6703 Sali-Wh,State Senate,13,Trex Proffitt,DEM,240,152,84,4
Lancaster,6800 Strasburg,State Senate,13,Trex Proffitt,DEM,414,229,183,2
Lancaster,0100 City 1,State Senate,13,Scott Martin,REP,82,51,29,2
Lancaster,0201 City 2-1,State Senate,13,Scott Martin,REP,168,123,39,6
Lancaster,0202 City 2-2,State Senate,13,Scott Martin,REP,231,190,37,4
Lancaster,0300 City 3,State Senate,13,Scott Martin,REP,166,127,36,3
Lancaster,0401 City 4-1,State Senate,13,Scott Martin,REP,110,85,23,2
Lancaster,0402 City 4-2,State Senate,13,Scott Martin,REP,106,87,19,0
Lancaster,0501 City 5-1,State Senate,13,Scott Martin,REP,146,116,25,5
Lancaster,0502 City 5-2,State Senate,13,Scott Martin,REP,118,100,14,4
Lancaster,0503 City 5-3,State Senate,13,Scott Martin,REP,139,114,23,2
Lancaster,0601 City 6-1,State Senate,13,Scott Martin,REP,162,134,26,2
Lancaster,0602 City 6-2,State Senate,13,Scott Martin,REP,118,84,29,5
Lancaster,0603 City 6-3,State Senate,13,Scott Martin,REP,218,176,39,3
Lancaster,0604 City 6-4,State Senate,13,Scott Martin,REP,247,212,32,3
Lancaster,0605 City 6-5,State Senate,13,Scott Martin,REP,160,132,23,5
Lancaster,0606 City 6-6,State Senate,13,Scott Martin,REP,207,177,29,1
Lancaster,0607 City 6-7,State Senate,13,Scott Martin,REP,213,167,42,4
Lancaster,0608 City 6-8,State Senate,13,Scott Martin,REP,246,214,25,7
Lancaster,0701 City 7-1,State Senate,13,Scott Martin,REP,164,140,20,4
Lancaster,0702 City 7-2,State Senate,13,Scott Martin,REP,95,82,9,4
Lancaster,0703 City 7-3,State Senate,13,Scott Martin,REP,110,90,16,4
Lancaster,0704 City 7-4,State Senate,13,Scott Martin,REP,129,97,25,7
Lancaster,0705 City 7-5,State Senate,13,Scott Martin,REP,92,79,8,5
Lancaster,0706 City 7-6,State Senate,13,Scott Martin,REP,94,76,14,4
Lancaster,0707 City 7-7,State Senate,13,Scott Martin,REP,179,136,39,4
Lancaster,0708-2 CV,State Senate,13,Scott Martin,REP,163,130,32,1
Lancaster,0708-3 LS,State Senate,13,Scott Martin,REP,188,152,35,1
Lancaster,0801 City 8-1,State Senate,13,Scott Martin,REP,133,116,13,4
Lancaster,0802 City 8-2,State Senate,13,Scott Martin,REP,120,98,16,6
Lancaster,0803 City 8-3,State Senate,13,Scott Martin,REP,115,102,11,2
Lancaster,0804 City 8-4,State Senate,13,Scott Martin,REP,262,226,29,7
Lancaster,0805 City 8-5,State Senate,13,Scott Martin,REP,126,103,22,1
Lancaster,0806 City 8-6,State Senate,13,Scott Martin,REP,139,116,20,3
Lancaster,0807 City 8-7,State Senate,13,Scott Martin,REP,332,267,58,7
Lancaster,0808 City 8-8,State Senate,13,Scott Martin,REP,294,250,34,10
Lancaster,0809 City 8-9,State Senate,13,Scott Martin,REP,214,185,27,2
Lancaster,0901 City 9-1,State Senate,13,Scott Martin,REP,200,148,46,6
Lancaster,0902 City 9-2,State Senate,13,Scott Martin,REP,86,65,17,4
Lancaster,0903 City 9-3,State Senate,13,Scott Martin,REP,152,120,27,5
Lancaster,0904 City 9-4,State Senate,13,Scott Martin,REP,249,222,22,5
Lancaster,0905 City 9-5,State Senate,13,Scott Martin,REP,172,129,42,1
Lancaster,1200 Christia,State Senate,13,Scott Martin,REP,314,282,32,0
Lancaster,2101 Mville-1,State Senate,13,Scott Martin,REP,395,332,58,5
Lancaster,2102 Mville-2,State Senate,13,Scott Martin,REP,549,475,73,1
Lancaster,2103 Mville-3,State Senate,13,Scott Martin,REP,370,306,62,2
Lancaster,2104 Mville-4,State Senate,13,Scott Martin,REP,286,237,39,10
Lancaster,2600 Q-ville,State Senate,13,Scott Martin,REP,1119,973,142,4
Lancaster,2701 Strasbg1,State Senate,13,Scott Martin,REP,700,601,94,5
Lancaster,2703 Strasbg3,State Senate,13,Scott Martin,REP,593,524,66,3
Lancaster,2800 Terre HI,State Senate,13,Scott Martin,REP,507,475,31,1
Lancaster,2900 Bart Twp,State Senate,13,Scott Martin,REP,687,629,55,3
Lancaster,3100 Canarvon,State Senate,13,Scott Martin,REP,1475,1281,184,10
Lancaster,3500 Colerain,State Senate,13,Scott Martin,REP,1166,1000,159,7
Lancaster,3600 Conestoga,State Senate,13,Scott Martin,REP,1733,1491,237,5
Lancaster,4000 Drumore,State Senate,13,Scott Martin,REP,832,753,77,2
Lancaster,4100 E Drumor,State Senate,13,Scott Martin,REP,1468,1244,212,12
Lancaster,4301 E Earl-BB,State Senate,13,Scott Martin,REP,1337,1153,177,7
Lancaster,4302 E Earl-TH,State Senate,13,Scott Martin,REP,901,769,121,11
Lancaster,4500 Eden,State Senate,13,Scott Martin,REP,602,535,63,4
Lancaster,4800 Fulton,State Senate,13,Scott Martin,REP,971,881,87,3
Lancaster,5101 E Lamp-1,State Senate,13,Scott Martin,REP,756,611,140,5
Lancaster,5102 E Lamp-2,State Senate,13,Scott Martin,REP,806,646,154,6
Lancaster,5103 E Lamp-3,State Senate,13,Scott Martin,REP,710,624,83,3
Lancaster,5104 E Lamp-4,State Senate,13,Scott Martin,REP,520,435,79,6
