county,precinct,office,district,party,candidate,votes,mail,provisional,election_day
Fayette,North Union Township 5 - 50-05,State Treasurer,,LIB,Nickolas Ciesielski,2,0,0,2
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,LIB,Nickolas Ciesielski,1,0,0,1
Fayette,Perry Township - 54-01,State Treasurer,,LIB,Nickolas Ciesielski,16,4,0,12
Fayette,Perryopolis Borough - 56-01,State Treasurer,,LIB,Nickolas Ciesielski,12,2,0,10
Fayette,Point Marion Borough - 58-01,State Treasurer,,LIB,Nickolas Ciesielski,8,1,0,7
Fayette,Redstone Township 1 - 60-01,State Treasurer,,LIB,Nickolas Ciesielski,13,2,0,11
Fayette,Redstone Township 2 - 60-02,State Treasurer,,LIB,Nickolas Ciesielski,9,3,0,6
Fayette,Redstone Township 3 - 60-03,State Treasurer,,LIB,Nickolas Ciesielski,4,0,0,4
Fayette,Redstone Township 4 - 60-04,State Treasurer,,LIB,Nickolas Ciesielski,3,0,1,2
Fayette,Saltlick Township - 62-01,State Treasurer,,LIB,Nickolas Ciesielski,22,5,1,16
Fayette,Smithfield Borough - 64-01,State Treasurer,,LIB,Nickolas Ciesielski,3,0,0,3
Fayette,South Connellsville Borough - 66-01,State Treasurer,,LIB,Nickolas Ciesielski,10,0,0,10
Fayette,South Union Township 1 - 68-01,State Treasurer,,LIB,Nickolas Ciesielski,30,5,1,24
Fayette,South Union Township 2 - 68-02,State Treasurer,,LIB,Nickolas Ciesielski,11,3,1,7
Fayette,South Union Township 3 - 68-03,State Treasurer,,LIB,Nickolas Ciesielski,22,5,1,16
Fayette,Springfield Township 1 - 70-01,State Treasurer,,LIB,Nickolas Ciesielski,8,0,0,8
Fayette,Springfield Township 2 - 70-02,State Treasurer,,LIB,Nickolas Ciesielski,6,1,0,5
Fayette,Springhill Township - 72-01,State Treasurer,,LIB,Nickolas Ciesielski,13,1,0,12
Fayette,Stewart Township - 74-01,State Treasurer,,LIB,Nickolas Ciesielski,1,0,0,1
Fayette,Uniontown City 1 - 76-01,State Treasurer,,LIB,Nickolas Ciesielski,20,4,0,16
Fayette,Uniontown City 2 - 76-02,State Treasurer,,LIB,Nickolas Ciesielski,11,2,2,7
Fayette,Uniontown City 3 - 76-03,State Treasurer,,LIB,Nickolas Ciesielski,5,1,0,4
Fayette,Uniontown City 4 - 76-04,State Treasurer,,LIB,Nickolas Ciesielski,5,1,0,4
Fayette,Uniontown City 5 - 76-05,State Treasurer,,LIB,Nickolas Ciesielski,11,2,0,9
Fayette,Uniontown City 6 - 76-06,State Treasurer,,LIB,Nickolas Ciesielski,4,1,0,3
Fayette,Uniontown City 7 - 76-07,State Treasurer,,LIB,Nickolas Ciesielski,11,0,0,11
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,LIB,Nickolas Ciesielski,5,1,0,4
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,LIB,Nickolas Ciesielski,3,0,0,3
Fayette,Washington Township - 82-01,State Treasurer,,LIB,Nickolas Ciesielski,42,9,0,33
Fayette,Wharton Township - 84-01,State Treasurer,,LIB,Nickolas Ciesielski,21,6,0,15
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,CST,Troy Bowman,2,0,0,2
Fayette,Brownsville Township - 04-01,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,CST,Troy Bowman,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,CST,Troy Bowman,21,3,0,18
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,CST,Troy Bowman,2,0,0,2
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,CST,Troy Bowman,10,0,0,10
Fayette,Connellsville City 1- 10-01,State Treasurer,,CST,Troy Bowman,11,0,0,11
Fayette,Connellsville City 2- 10-02,State Treasurer,,CST,Troy Bowman,7,2,1,4
Fayette,Connellsville City 3- 10-03,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Connellsville City 4- 10-04,State Treasurer,,CST,Troy Bowman,8,1,0,7
Fayette,Connellsville Township - 12-01,State Treasurer,,CST,Troy Bowman,6,2,0,4
Fayette,Dawson Borough - 14-01,State Treasurer,,CST,Troy Bowman,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,CST,Troy Bowman,5,2,0,3
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,CST,Troy Bowman,14,6,0,8
Fayette,Dunbar  Borough - 18-01,State Treasurer,,CST,Troy Bowman,5,0,0,5
Fayette,Everson Borough - 20-01,State Treasurer,,CST,Troy Bowman,5,0,0,5
Fayette,Fairchance Borough - 22-01,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,Fayette City Borough - 24-01,State Treasurer,,CST,Troy Bowman,3,2,0,1
Fayette,Franklin Township 1 - 26-01,State Treasurer,,CST,Troy Bowman,8,2,0,6
Fayette,Franklin Township 2 - 26-02,State Treasurer,,CST,Troy Bowman,7,1,0,6
Fayette,Georges Township 1 - 28-01,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,Georges Township 2 - 28-02,State Treasurer,,CST,Troy Bowman,4,1,0,3
Fayette,Georges Township 3 - 28-03,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,German Township 1 - 30-01,State Treasurer,,CST,Troy Bowman,6,2,0,4
Fayette,German Township 2 - 30-02,State Treasurer,,CST,Troy Bowman,7,2,0,5
Fayette,German Township 3 - 30-03,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,German Township 4 - 30-04,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,Henry Clay Township - 32-01,State Treasurer,,CST,Troy Bowman,16,4,0,12
Fayette,Jefferson Township - 34-01,State Treasurer,,CST,Troy Bowman,9,1,0,8
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,CST,Troy Bowman,4,2,0,2
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,CST,Troy Bowman,8,1,0,7
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Markleysburg Borough - 40-01,State Treasurer,,CST,Troy Bowman,2,2,0,0
Fayette,Masontown Borough - 42-01,State Treasurer,,CST,Troy Bowman,8,1,0,7
Fayette,Menallen Township 1 - 44-01,State Treasurer,,CST,Troy Bowman,8,0,0,8
Fayette,Menallen Township 2 - 44-02,State Treasurer,,CST,Troy Bowman,6,0,0,6
Fayette,Menallen Township 3 - 44-03,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Newell Borough - 46-01,State Treasurer,,CST,Troy Bowman,0,0,0,0
Fayette,Nicholson Township - 48-01,State Treasurer,,CST,Troy Bowman,12,2,0,10
Fayette,North Union Township 1 - 50-01,State Treasurer,,CST,Troy Bowman,5,2,0,3
Fayette,North Union Township 2 - 50-02,State Treasurer,,CST,Troy Bowman,8,1,1,6
Fayette,North Union Township 3 - 50-03,State Treasurer,,CST,Troy Bowman,2,1,0,1
Fayette,North Union Township 4 - 50-04,State Treasurer,,CST,Troy Bowman,11,6,0,5
Fayette,North Union Township 5 - 50-05,State Treasurer,,CST,Troy Bowman,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,CST,Troy Bowman,0,0,0,0
Fayette,Perry Township - 54-01,State Treasurer,,CST,Troy Bowman,14,2,0,12
Fayette,Perryopolis Borough - 56-01,State Treasurer,,CST,Troy Bowman,6,0,0,6
Fayette,Point Marion Borough - 58-01,State Treasurer,,CST,Troy Bowman,9,1,0,8
Fayette,Redstone Township 1 - 60-01,State Treasurer,,CST,Troy Bowman,12,2,0,10
Fayette,Redstone Township 2 - 60-02,State Treasurer,,CST,Troy Bowman,7,0,0,7
Fayette,Redstone Township 3 - 60-03,State Treasurer,,CST,Troy Bowman,4,2,0,2
Fayette,Redstone Township 4 - 60-04,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Saltlick Township - 62-01,State Treasurer,,CST,Troy Bowman,13,1,0,12
Fayette,Smithfield Borough - 64-01,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,South Connellsville Borough - 66-01,State Treasurer,,CST,Troy Bowman,8,3,0,5
Fayette,South Union Township 1 - 68-01,State Treasurer,,CST,Troy Bowman,13,5,0,8
Fayette,South Union Township 2 - 68-02,State Treasurer,,CST,Troy Bowman,6,1,0,5
Fayette,South Union Township 3 - 68-03,State Treasurer,,CST,Troy Bowman,12,5,0,7
Fayette,Springfield Township 1 - 70-01,State Treasurer,,CST,Troy Bowman,9,2,0,7
Fayette,Springfield Township 2 - 70-02,State Treasurer,,CST,Troy Bowman,3,0,0,3
Fayette,Springhill Township - 72-01,State Treasurer,,CST,Troy Bowman,10,3,0,7
Fayette,Stewart Township - 74-01,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Uniontown City 1 - 76-01,State Treasurer,,CST,Troy Bowman,8,3,0,5
Fayette,Uniontown City 2 - 76-02,State Treasurer,,CST,Troy Bowman,9,1,1,7
Fayette,Uniontown City 3 - 76-03,State Treasurer,,CST,Troy Bowman,5,1,0,4
Fayette,Uniontown City 4 - 76-04,State Treasurer,,CST,Troy Bowman,2,0,0,2
Fayette,Uniontown City 5 - 76-05,State Treasurer,,CST,Troy Bowman,1,0,0,1
Fayette,Uniontown City 6 - 76-06,State Treasurer,,CST,Troy Bowman,5,2,0,3
Fayette,Uniontown City 7 - 76-07,State Treasurer,,CST,Troy Bowman,4,0,0,4
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,CST,Troy Bowman,8,0,0,8
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,CST,Troy Bowman,2,1,0,1
Fayette,Washington Township - 82-01,State Treasurer,,CST,Troy Bowman,16,7,0,9
Fayette,Wharton Township - 84-01,State Treasurer,,CST,Troy Bowman,12,2,1,9
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,FWD,Chris Foster,2,1,0,1
Fayette,Brownsville Township - 04-01,State Treasurer,,FWD,Chris Foster,2,2,0,0
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,FWD,Chris Foster,2,1,0,1
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,FWD,Chris Foster,4,0,1,3
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Connellsville City 1- 10-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Connellsville City 2- 10-02,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Connellsville City 3- 10-03,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,Connellsville City 4- 10-04,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Connellsville Township - 12-01,State Treasurer,,FWD,Chris Foster,3,1,0,2
Fayette,Dawson Borough - 14-01,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,FWD,Chris Foster,5,0,0,5
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,FWD,Chris Foster,5,2,0,3
Fayette,Dunbar  Borough - 18-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Everson Borough - 20-01,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Fairchance Borough - 22-01,State Treasurer,,FWD,Chris Foster,4,0,0,4
Fayette,Fayette City Borough - 24-01,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Franklin Township 1 - 26-01,State Treasurer,,FWD,Chris Foster,2,1,0,1
Fayette,Franklin Township 2 - 26-02,State Treasurer,,FWD,Chris Foster,3,0,0,3
Fayette,Georges Township 1 - 28-01,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,Georges Township 2 - 28-02,State Treasurer,,FWD,Chris Foster,3,0,0,3
Fayette,Georges Township 3 - 28-03,State Treasurer,,FWD,Chris Foster,9,2,0,7
Fayette,German Township 1 - 30-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,German Township 2 - 30-02,State Treasurer,,FWD,Chris Foster,2,1,0,1
Fayette,German Township 3 - 30-03,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,German Township 4 - 30-04,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Henry Clay Township - 32-01,State Treasurer,,FWD,Chris Foster,4,1,0,3
Fayette,Jefferson Township - 34-01,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,FWD,Chris Foster,2,1,0,1
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Markleysburg Borough - 40-01,State Treasurer,,FWD,Chris Foster,1,1,0,0
Fayette,Masontown Borough - 42-01,State Treasurer,,FWD,Chris Foster,3,2,0,1
Fayette,Menallen Township 1 - 44-01,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Menallen Township 2 - 44-02,State Treasurer,,FWD,Chris Foster,5,3,0,2
Fayette,Menallen Township 3 - 44-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Newell Borough - 46-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Nicholson Township - 48-01,State Treasurer,,FWD,Chris Foster,6,1,0,5
Fayette,North Union Township 1 - 50-01,State Treasurer,,FWD,Chris Foster,5,1,0,4
Fayette,North Union Township 2 - 50-02,State Treasurer,,FWD,Chris Foster,5,1,0,4
Fayette,North Union Township 3 - 50-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,North Union Township 4 - 50-04,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,North Union Township 5 - 50-05,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Perry Township - 54-01,State Treasurer,,FWD,Chris Foster,5,1,1,3
Fayette,Perryopolis Borough - 56-01,State Treasurer,,FWD,Chris Foster,5,0,0,5
Fayette,Point Marion Borough - 58-01,State Treasurer,,FWD,Chris Foster,1,1,0,0
Fayette,Redstone Township 1 - 60-01,State Treasurer,,FWD,Chris Foster,1,1,0,0
Fayette,Redstone Township 2 - 60-02,State Treasurer,,FWD,Chris Foster,1,1,0,0
Fayette,Redstone Township 3 - 60-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Redstone Township 4 - 60-04,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Saltlick Township - 62-01,State Treasurer,,FWD,Chris Foster,4,2,0,2
Fayette,Smithfield Borough - 64-01,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,South Connellsville Borough - 66-01,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,South Union Township 1 - 68-01,State Treasurer,,FWD,Chris Foster,13,5,0,8
Fayette,South Union Township 2 - 68-02,State Treasurer,,FWD,Chris Foster,3,2,0,1
Fayette,South Union Township 3 - 68-03,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Springfield Township 1 - 70-01,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Springfield Township 2 - 70-02,State Treasurer,,FWD,Chris Foster,3,0,0,3
Fayette,Springhill Township - 72-01,State Treasurer,,FWD,Chris Foster,8,1,0,7
Fayette,Stewart Township - 74-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Uniontown City 1 - 76-01,State Treasurer,,FWD,Chris Foster,5,1,0,4
Fayette,Uniontown City 2 - 76-02,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Uniontown City 3 - 76-03,State Treasurer,,FWD,Chris Foster,6,4,0,2
Fayette,Uniontown City 4 - 76-04,State Treasurer,,FWD,Chris Foster,2,0,0,2
Fayette,Uniontown City 5 - 76-05,State Treasurer,,FWD,Chris Foster,6,1,0,5
Fayette,Uniontown City 6 - 76-06,State Treasurer,,FWD,Chris Foster,1,0,0,1
Fayette,Uniontown City 7 - 76-07,State Treasurer,,FWD,Chris Foster,4,3,0,1
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,FWD,Chris Foster,1,1,0,0
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,FWD,Chris Foster,0,0,0,0
Fayette,Washington Township - 82-01,State Treasurer,,FWD,Chris Foster,3,1,0,2
Fayette,Wharton Township - 84-01,State Treasurer,,FWD,Chris Foster,11,4,0,7
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Brownsville Township - 04-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,State Treasurer,,,Write-in,1,0,1,0
Fayette,Bullskin Township 1 - 08-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,State Treasurer,,,Write-in,1,0,0,1
Fayette,Bullskin Township 3 - 08-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,Connellsville City 1- 10-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Connellsville City 2- 10-02,State Treasurer,,,Write-in,1,0,0,1
Fayette,Connellsville City 3- 10-03,State Treasurer,,,Write-in,3,0,0,3
Fayette,Connellsville City 4- 10-04,State Treasurer,,,Write-in,0,0,0,0
Fayette,Connellsville Township - 12-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Dawson Borough - 14-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Dunbar  Borough - 18-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Everson Borough - 20-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Fairchance Borough - 22-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Fayette City Borough - 24-01,State Treasurer,,,Write-in,1,1,0,0
Fayette,Franklin Township 1 - 26-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Franklin Township 2 - 26-02,State Treasurer,,,Write-in,1,0,0,1
Fayette,Georges Township 1 - 28-01,State Treasurer,,,Write-in,3,2,0,1
Fayette,Georges Township 2 - 28-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Georges Township 3 - 28-03,State Treasurer,,,Write-in,2,1,0,1
Fayette,German Township 1 - 30-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,German Township 2 - 30-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,German Township 3 - 30-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,German Township 4 - 30-04,State Treasurer,,,Write-in,0,0,0,0
Fayette,Henry Clay Township - 32-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Jefferson Township - 34-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Lower Tyrone Township - 36-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Luzerne Township 2 - 38-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,State Treasurer,,,Write-in,0,0,0,0
Fayette,Markleysburg Borough - 40-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Masontown Borough - 42-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Menallen Township 1 - 44-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Menallen Township 2 - 44-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Menallen Township 3 - 44-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,Newell Borough - 46-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Nicholson Township - 48-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,North Union Township 1 - 50-01,State Treasurer,,,Write-in,2,2,0,0
Fayette,North Union Township 2 - 50-02,State Treasurer,,,Write-in,1,1,0,0
Fayette,North Union Township 3 - 50-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,North Union Township 4 - 50-04,State Treasurer,,,Write-in,2,0,1,1
Fayette,North Union Township 5 - 50-05,State Treasurer,,,Write-in,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Perry Township - 54-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Perryopolis Borough - 56-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Point Marion Borough - 58-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,Redstone Township 1 - 60-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Redstone Township 2 - 60-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Redstone Township 3 - 60-03,State Treasurer,,,Write-in,1,1,0,0
Fayette,Redstone Township 4 - 60-04,State Treasurer,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Smithfield Borough - 64-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,South Connellsville Borough - 66-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,South Union Township 1 - 68-01,State Treasurer,,,Write-in,1,0,0,1
Fayette,South Union Township 2 - 68-02,State Treasurer,,,Write-in,1,1,0,0
Fayette,South Union Township 3 - 68-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,Springfield Township 1 - 70-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Springfield Township 2 - 70-02,State Treasurer,,,Write-in,1,0,0,1
Fayette,Springhill Township - 72-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Stewart Township - 74-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Uniontown City 1 - 76-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Uniontown City 2 - 76-02,State Treasurer,,,Write-in,0,0,0,0
Fayette,Uniontown City 3 - 76-03,State Treasurer,,,Write-in,0,0,0,0
Fayette,Uniontown City 4 - 76-04,State Treasurer,,,Write-in,0,0,0,0
Fayette,Uniontown City 5 - 76-05,State Treasurer,,,Write-in,1,0,0,1
Fayette,Uniontown City 6 - 76-06,State Treasurer,,,Write-in,1,1,0,0
Fayette,Uniontown City 7 - 76-07,State Treasurer,,,Write-in,0,0,0,0
Fayette,Upper Tyrone Township - 78-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Vanderbilt Borough - 80-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Washington Township - 82-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Wharton Township - 84-01,State Treasurer,,,Write-in,0,0,0,0
Fayette,Belle Vernon Borough - 02-01,State Treasurer,,,Scattered,0,0,0,0
Fayette,Brownsville Township - 04-01,State Treasurer,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,State Treasurer,,,Scattered,0,0,0,0
