county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Columbia,BENTON BOROUGH,U.S. House,9,,Write-Ins,0,,,,
Columbia,BENTON BOROUGH,State Senate,27,DEM,LAWTON PATRICIA,121,,,,
Columbia,BENTON BOROUGH,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,261,,,,
Columbia,BENTON BOROUGH,State Senate,27,,Write-ins,0,,,,
Columbia,BENTON BOROUGH,State House,109,DEM,NICK MCGAW,118,,,,
Columbia,BENTON BOROUGH,State House,109,REP,ROBERT LEADBETER,270,,,,
Columbia,BENTON BOROUGH,State House,109,,Write-Ins,0,,,,
Columbia,BERWICK 1ST WARD,Registered Voters,,,,2164,,,,
Columbia,BERWICK 1ST WARD,Ballots Cast,,,,1606,,,,
Columbia,BERWICK 1ST WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,521,,,,
Columbia,BERWICK 1ST WARD,President,,REP,DONALD J TRUMP/ JD VANCE,1057,,,,
Columbia,BERWICK 1ST WARD,President,,,CHASE OLIVER / MIKE TER,12,,,,
Columbia,BERWICK 1ST WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,2,,,,
Columbia,BERWICK 1ST WARD,President,,,Write-Ins,6,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,542,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,REP,DAVE MCCORMICK,994,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,LIB,JOHN C THOMAS,28,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,GRN,LEILA HAZOU,13,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,CST,MARTY SELKER,2,,,,
Columbia,BERWICK 1ST WARD,U.S. Senate,,,Write-Ins,3,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,DEM,EUGENE DEPASQUALE,516,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,REP,DAVE SUNDAY,959,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,LIB,ROBERT COWBURN,34,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,GRN,RICHARD L WEISS,10,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,CST,JUSTIN L MAGILL,11,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,FWD,ERIC L SETTLE,13,,,,
Columbia,BERWICK 1ST WARD,Attorney General,,,Write-ins,2,,,,
Columbia,BERWICK 1ST WARD,U.S. House,9,DEM,AMANDA WALDMAN,493,,,,
Columbia,BERWICK 1ST WARD,U.S. House,9,REP,DAN MEUSER,1069,,,,
Columbia,BERWICK 1ST WARD,U.S. House,9,,Write-Ins,3,,,,
Columbia,BERWICK 1ST WARD,State Senate,27,DEM,LAWTON PATRICIA,512,,,,
Columbia,BERWICK 1ST WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,1036,,,,
Columbia,BERWICK 1ST WARD,State Senate,27,,Write-ins,3,,,,
Columbia,BERWICK 1ST WARD,State House,109,DEM,NICK MCGAW,535,,,,
Columbia,BERWICK 1ST WARD,State House,109,REP,ROBERT LEADBETER,1030,,,,
Columbia,BERWICK 1ST WARD,State House,109,,Write-Ins,6,,,,
Columbia,BERWICK 2ND WARD,Registered Voters,,,,770,,,,
Columbia,BERWICK 2ND WARD,Ballots Cast,,,,540,,,,
Columbia,BERWICK 2ND WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,196,,,,
Columbia,BERWICK 2ND WARD,President,,REP,DONALD J TRUMP/ JD VANCE,335,,,,
Columbia,BERWICK 2ND WARD,President,,,CHASE OLIVER / MIKE TER,2,,,,
Columbia,BERWICK 2ND WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,1,,,,
Columbia,BERWICK 2ND WARD,President,,,Write-Ins,2,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,208,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,REP,DAVE MCCORMICK,298,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,LIB,JOHN C THOMAS,7,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,GRN,LEILA HAZOU,7,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,CST,MARTY SELKER,6,,,,
Columbia,BERWICK 2ND WARD,U.S. Senate,,,Write-Ins,3,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,DEM,EUGENE DEPASQUALE,198,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,REP,DAVE SUNDAY,303,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,LIB,ROBERT COWBURN,9,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,GRN,RICHARD L WEISS,4,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,CST,JUSTIN L MAGILL,10,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,FWD,ERIC L SETTLE,3,,,,
Columbia,BERWICK 2ND WARD,Attorney General,,,Write-ins,0,,,,
Columbia,BERWICK 2ND WARD,U.S. House,9,DEM,AMANDA WALDMAN,191,,,,
Columbia,BERWICK 2ND WARD,U.S. House,9,REP,DAN MEUSER,334,,,,
Columbia,BERWICK 2ND WARD,U.S. House,9,,Write-Ins,0,,,,
Columbia,BERWICK 2ND WARD,State Senate,27,DEM,LAWTON PATRICIA,188,,,,
Columbia,BERWICK 2ND WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,328,,,,
Columbia,BERWICK 2ND WARD,State Senate,27,,Write-ins,0,,,,
Columbia,BERWICK 2ND WARD,State House,109,DEM,NICK MCGAW,190,,,,
Columbia,BERWICK 2ND WARD,State House,109,REP,ROBERT LEADBETER,330,,,,
Columbia,BERWICK 2ND WARD,State House,109,,Write-Ins,3,,,,
Columbia,BERWICK 3RD WARD,Registered Voters,,,,1265,,,,
Columbia,BERWICK 3RD WARD,Ballots Cast,,,,921,,,,
Columbia,BERWICK 3RD WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,295,,,,
Columbia,BERWICK 3RD WARD,President,,REP,DONALD J TRUMP/ JD VANCE,615,,,,
Columbia,BERWICK 3RD WARD,President,,,CHASE OLIVER / MIKE TER,2,,,,
Columbia,BERWICK 3RD WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,1,,,,
Columbia,BERWICK 3RD WARD,President,,,Write-Ins,5,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,287,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,REP,DAVE MCCORMICK,573,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,LIB,JOHN C THOMAS,17,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,GRN,LEILA HAZOU,8,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,CST,MARTY SELKER,13,,,,
Columbia,BERWICK 3RD WARD,U.S. Senate,,,Write-Ins,3,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,DEM,EUGENE DEPASQUALE,299,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,REP,DAVE SUNDAY,555,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,LIB,ROBERT COWBURN,18,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,GRN,RICHARD L WEISS,14,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,CST,JUSTIN L MAGILL,5,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,FWD,ERIC L SETTLE,1,,,,
Columbia,BERWICK 3RD WARD,Attorney General,,,Write-ins,2,,,,
Columbia,BERWICK 3RD WARD,U.S. House,9,DEM,AMANDA WALDMAN,275,,,,
Columbia,BERWICK 3RD WARD,U.S. House,9,REP,DAN MEUSER,619,,,,
Columbia,BERWICK 3RD WARD,U.S. House,9,,Write-Ins,3,,,,
Columbia,BERWICK 3RD WARD,State Senate,27,DEM,LAWTON PATRICIA,283,,,,
Columbia,BERWICK 3RD WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,595,,,,
Columbia,BERWICK 3RD WARD,State Senate,27,,Write-ins,4,,,,
Columbia,BERWICK 3RD WARD,State House,109,DEM,NICK MCGAW,278,,,,
Columbia,BERWICK 3RD WARD,State House,109,REP,ROBERT LEADBETER,609,,,,
Columbia,BERWICK 3RD WARD,State House,109,,Write-Ins,7,,,,
Columbia,BERWICK 4TH WARD,Registered Voters,,,,1670,,,,
Columbia,BERWICK 4TH WARD,Ballots Cast,,,,1325,,,,
Columbia,BERWICK 4TH WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,388,,,,
Columbia,BERWICK 4TH WARD,President,,REP,DONALD J TRUMP/ JD VANCE,912,,,,
Columbia,BERWICK 4TH WARD,President,,,CHASE OLIVER / MIKE TER,9,,,,
Columbia,BERWICK 4TH WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,8,,,,
Columbia,BERWICK 4TH WARD,President,,,Write-Ins,4,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,395,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,REP,DAVE MCCORMICK,867,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,LIB,JOHN C THOMAS,22,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,GRN,LEILA HAZOU,8,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,CST,MARTY SELKER,10,,,,
Columbia,BERWICK 4TH WARD,U.S. Senate,,,Write-Ins,1,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,DEM,EUGENE DEPASQUALE,391,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,REP,DAVE SUNDAY,840,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,LIB,ROBERT COWBURN,33,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,GRN,RICHARD L WEISS,11,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,CST,JUSTIN L MAGILL,6,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,FWD,ERIC L SETTLE,8,,,,
Columbia,BERWICK 4TH WARD,Attorney General,,,Write-ins,0,,,,
Columbia,BERWICK 4TH WARD,U.S. House,9,DEM,AMANDA WALDMAN,377,,,,
Columbia,BERWICK 4TH WARD,U.S. House,9,REP,DAN MEUSER,922,,,,
Columbia,BERWICK 4TH WARD,U.S. House,9,,Write-Ins,0,,,,
Columbia,BERWICK 4TH WARD,State Senate,27,DEM,LAWTON PATRICIA,402,,,,
Columbia,BERWICK 4TH WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,882,,,,
Columbia,BERWICK 4TH WARD,State Senate,27,,Write-ins,0,,,,
Columbia,BERWICK 4TH WARD,State House,109,DEM,NICK MCGAW,378,,,,
Columbia,BERWICK 4TH WARD,State House,109,REP,ROBERT LEADBETER,908,,,,
Columbia,BERWICK 4TH WARD,State House,109,,Write-Ins,4,,,,
Columbia,BLOOMSBURG 1ST WARD,Registered Voters,,,,1040,,,,
Columbia,BLOOMSBURG 1ST WARD,Ballots Cast,,,,608,,,,
Columbia,BLOOMSBURG 1ST WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,314,,,,
Columbia,BLOOMSBURG 1ST WARD,President,,REP,DONALD J TRUMP/ JD VANCE,276,,,,
Columbia,BLOOMSBURG 1ST WARD,President,,,CHASE OLIVER / MIKE TER,5,,,,
Columbia,BLOOMSBURG 1ST WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,9,,,,
Columbia,BLOOMSBURG 1ST WARD,President,,,Write-Ins,4,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,305,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,REP,DAVE MCCORMICK,263,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,LIB,JOHN C THOMAS,11,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,GRN,LEILA HAZOU,14,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,CST,MARTY SELKER,4,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. Senate,,,Write-Ins,1,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,DEM,EUGENE DEPASQUALE,303,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,REP,DAVE SUNDAY,251,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,LIB,ROBERT COWBURN,11,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,GRN,RICHARD L WEISS,14,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,CST,JUSTIN L MAGILL,8,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,FWD,ERIC L SETTLE,5,,,,
Columbia,BLOOMSBURG 1ST WARD,Attorney General,,,Write-ins,1,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. House,9,DEM,AMANDA WALDMAN,318,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. House,9,REP,DAN MEUSER,272,,,,
Columbia,BLOOMSBURG 1ST WARD,U.S. House,9,,Write-Ins,0,,,,
Columbia,BLOOMSBURG 1ST WARD,State Senate,27,DEM,LAWTON PATRICIA,317,,,,
Columbia,BLOOMSBURG 1ST WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,275,,,,
Columbia,BLOOMSBURG 1ST WARD,State Senate,27,,Write-ins,1,,,,
Columbia,BLOOMSBURG 1ST WARD,State House,109,DEM,NICK MCGAW,321,,,,
Columbia,BLOOMSBURG 1ST WARD,State House,109,REP,ROBERT LEADBETER,267,,,,
Columbia,BLOOMSBURG 1ST WARD,State House,109,,Write-Ins,2,,,,
Columbia,BLOOMSBURG 2ND WARD,Registered Voters,,,,1328,,,,
Columbia,BLOOMSBURG 2ND WARD,Ballots Cast,,,,974,,,,
Columbia,BLOOMSBURG 2ND WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,572,,,,
Columbia,BLOOMSBURG 2ND WARD,President,,REP,DONALD J TRUMP/ JD VANCE,378,,,,
Columbia,BLOOMSBURG 2ND WARD,President,,,CHASE OLIVER / MIKE TER,9,,,,
Columbia,BLOOMSBURG 2ND WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,5,,,,
Columbia,BLOOMSBURG 2ND WARD,President,,,Write-Ins,3,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,559,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,REP,DAVE MCCORMICK,374,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,LIB,JOHN C THOMAS,16,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,GRN,LEILA HAZOU,9,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,CST,MARTY SELKER,4,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. Senate,,,Write-Ins,2,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,DEM,EUGENE DEPASQUALE,537,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,REP,DAVE SUNDAY,358,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,LIB,ROBERT COWBURN,17,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,GRN,RICHARD L WEISS,11,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,CST,JUSTIN L MAGILL,8,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,FWD,ERIC L SETTLE,3,,,,
Columbia,BLOOMSBURG 2ND WARD,Attorney General,,,Write-ins,2,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. House,9,DEM,AMANDA WALDMAN,544,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. House,9,REP,DAN MEUSER,407,,,,
Columbia,BLOOMSBURG 2ND WARD,U.S. House,9,,Write-Ins,1,,,,
Columbia,BLOOMSBURG 2ND WARD,State Senate,27,DEM,LAWTON PATRICIA,556,,,,
Columbia,BLOOMSBURG 2ND WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,391,,,,
Columbia,BLOOMSBURG 2ND WARD,State Senate,27,,Write-ins,1,,,,
Columbia,BLOOMSBURG 2ND WARD,State House,109,DEM,NICK MCGAW,557,,,,
Columbia,BLOOMSBURG 2ND WARD,State House,109,REP,ROBERT LEADBETER,397,,,,
Columbia,BLOOMSBURG 2ND WARD,State House,109,,Write-Ins,0,,,,
Columbia,BLOOMSBURG 3-1 WARD,Registered Voters,,,,1722,,,,
Columbia,BLOOMSBURG 3-1 WARD,Ballots Cast,,,,1150,,,,
Columbia,BLOOMSBURG 3-1 WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,657,,,,
Columbia,BLOOMSBURG 3-1 WARD,President,,REP,DONALD J TRUMP/ JD VANCE,474,,,,
Columbia,BLOOMSBURG 3-1 WARD,President,,,CHASE OLIVER / MIKE TER,6,,,,
Columbia,BLOOMSBURG 3-1 WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,7,,,,
Columbia,BLOOMSBURG 3-1 WARD,President,,,Write-Ins,4,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,636,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,REP,DAVE MCCORMICK,466,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,LIB,JOHN C THOMAS,13,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,GRN,LEILA HAZOU,12,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,CST,MARTY SELKER,5,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. Senate,,,Write-Ins,0,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,DEM,EUGENE DEPASQUALE,606,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,REP,DAVE SUNDAY,462,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,LIB,ROBERT COWBURN,20,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,GRN,RICHARD L WEISS,10,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,CST,JUSTIN L MAGILL,12,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,FWD,ERIC L SETTLE,7,,,,
Columbia,BLOOMSBURG 3-1 WARD,Attorney General,,,Write-ins,0,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. House,9,DEM,AMANDA WALDMAN,625,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. House,9,REP,DAN MEUSER,503,,,,
Columbia,BLOOMSBURG 3-1 WARD,U.S. House,9,,Write-Ins,0,,,,
Columbia,BLOOMSBURG 3-1 WARD,State Senate,27,DEM,LAWTON PATRICIA,639,,,,
Columbia,BLOOMSBURG 3-1 WARD,State Senate,27,REP,LYNDA J SCHLEGEL CULVER,480,,,,
Columbia,BLOOMSBURG 3-1 WARD,State Senate,27,,Write-ins,0,,,,
Columbia,BLOOMSBURG 3-1 WARD,State House,109,DEM,NICK MCGAW,633,,,,
Columbia,BLOOMSBURG 3-1 WARD,State House,109,REP,ROBERT LEADBETER,488,,,,
Columbia,BLOOMSBURG 3-1 WARD,State House,109,,Write-Ins,1,,,,
Columbia,BLOOMSBURG 3-2 WARD,Registered Voters,,,,1292,,,,
Columbia,BLOOMSBURG 3-2 WARD,Ballots Cast,,,,631,,,,
Columbia,BLOOMSBURG 3-2 WARD,President,,DEM,KAMALA D HARRIS / TIM WALZ,407,,,,
Columbia,BLOOMSBURG 3-2 WARD,President,,REP,DONALD J TRUMP/ JD VANCE,216,,,,
Columbia,BLOOMSBURG 3-2 WARD,President,,,CHASE OLIVER / MIKE TER,2,,,,
Columbia,BLOOMSBURG 3-2 WARD,President,,GRN,JILL STEIN / RUDOLPH WARE,3,,,,
Columbia,BLOOMSBURG 3-2 WARD,President,,,Write-Ins,1,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,DEM,ROBERT P CASEY JR ,404,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,REP,DAVE MCCORMICK,205,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,LIB,JOHN C THOMAS,1,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,GRN,LEILA HAZOU,7,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,CST,MARTY SELKER,1,,,,
Columbia,BLOOMSBURG 3-2 WARD,U.S. Senate,,,Write-Ins,1,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,DEM,EUGENE DEPASQUALE,383,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,REP,DAVE SUNDAY,202,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,LIB,ROBERT COWBURN,8,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,GRN,RICHARD L WEISS,12,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,CST,JUSTIN L MAGILL,6,,,,
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,FWD,ERIC L SETTLE,3,,,,
