county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,Wellsville Borough,Auditor General,,REP,Tim Defoor,115,0,113,2
York,West York Borough 1,Auditor General,,REP,Tim Defoor,338,1,293,44
York,West York Borough 2,Auditor General,,REP,Tim Defoor,426,2,368,56
York,Windsor Borough,Auditor General,,REP,Tim Defoor,352,0,318,34
York,Winterstown Borough,Auditor General,,REP,Tim Defoor,262,1,232,29
York,Wrightsville Borough 1,Auditor General,,REP,Tim Defoor,220,1,204,15
York,Wrightsville Borough 2,Auditor General,,REP,Tim Defoor,224,1,206,17
York,Wrightsville Borough 3,Auditor General,,REP,Tim Defoor,287,2,246,39
York,Yoe Borough,Auditor General,,REP,Tim Defoor,245,4,215,26
York,Yorkana Borough,Auditor General,,REP,Tim Defoor,95,1,81,13
York,York Haven Borough,Auditor General,,REP,Tim Defoor,185,1,160,24
York,York City 1,Auditor General,,REP,Tim Defoor,126,0,104,22
York,York City 5,Auditor General,,REP,Tim Defoor,236,12,170,54
York,York City 6,Auditor General,,REP,Tim Defoor,120,6,95,19
York,York City 7,Auditor General,,REP,Tim Defoor,137,4,92,41
York,York City 8,Auditor General,,REP,Tim Defoor,172,2,129,41
York,York City 9-1,Auditor General,,REP,Tim Defoor,171,7,132,32
York,York City 9-2,Auditor General,,REP,Tim Defoor,113,5,90,18
York,York City 11,Auditor General,,REP,Tim Defoor,331,16,254,61
York,York City 12-1,Auditor General,,REP,Tim Defoor,195,11,137,47
York,York City 12-2,Auditor General,,REP,Tim Defoor,166,4,137,25
York,York City 12-3,Auditor General,,REP,Tim Defoor,195,4,156,35
York,York City 12-4,Auditor General,,REP,Tim Defoor,278,8,225,45
York,York City 13,Auditor General,,REP,Tim Defoor,135,1,110,24
York,York City 14-1,Auditor General,,REP,Tim Defoor,219,5,180,34
York,York City 14-2,Auditor General,,REP,Tim Defoor,300,9,222,69
York,York City 14-3,Auditor General,,REP,Tim Defoor,444,8,338,98
York,York City 15,Auditor General,,REP,Tim Defoor,250,6,179,65
York,Carroll Township,Auditor General,,LIB,Reece Smith,77,0,58,19
York,Chanceford Township 1,Auditor General,,LIB,Reece Smith,36,0,30,6
York,Chanceford Township 2,Auditor General,,LIB,Reece Smith,4,1,2,1
York,Chanceford Township 3,Auditor General,,LIB,Reece Smith,16,0,14,2
York,Codorus Township 1,Auditor General,,LIB,Reece Smith,23,0,21,2
York,Codorus Township 2,Auditor General,,LIB,Reece Smith,22,0,20,2
York,Codorus Township 3,Auditor General,,LIB,Reece Smith,12,1,10,1
York,Conewago Township 1,Auditor General,,LIB,Reece Smith,63,1,48,14
York,Conewago Township 2,Auditor General,,LIB,Reece Smith,49,1,39,9
York,Dover Township 1,Auditor General,,LIB,Reece Smith,96,4,73,19
York,Dover Township 2,Auditor General,,LIB,Reece Smith,96,1,74,21
York,Dover Township 3,Auditor General,,LIB,Reece Smith,46,1,34,11
York,Dover Township 4,Auditor General,,LIB,Reece Smith,46,0,36,10
York,East Hopewell Township,Auditor General,,LIB,Reece Smith,35,0,27,8
York,East Manchester Township,Auditor General,,LIB,Reece Smith,112,1,69,42
York,Fairview Township 1,Auditor General,,LIB,Reece Smith,44,0,38,6
York,Fairview Township 2,Auditor General,,LIB,Reece Smith,45,1,33,11
York,Fairview Township 3,Auditor General,,LIB,Reece Smith,85,5,63,17
York,Fairview Township 4,Auditor General,,LIB,Reece Smith,49,1,33,15
York,Fawn Township,Auditor General,,LIB,Reece Smith,50,0,45,5
York,Franklin Township,Auditor General,,LIB,Reece Smith,56,0,44,12
York,Heidelberg Township,Auditor General,,LIB,Reece Smith,48,0,43,5
York,Hellam Township 1,Auditor General,,LIB,Reece Smith,42,1,34,7
York,Hellam Township 2,Auditor General,,LIB,Reece Smith,40,0,36,4
York,Hopewell Township,Auditor General,,LIB,Reece Smith,77,2,60,15
York,Jackson Township 1,Auditor General,,LIB,Reece Smith,37,1,29,7
York,Jackson Township 2,Auditor General,,LIB,Reece Smith,58,1,42,15
York,Lower Chanceford Township 1,Auditor General,,LIB,Reece Smith,13,0,13,0
York,Lower Chanceford Township 2,Auditor General,,LIB,Reece Smith,17,0,17,0
York,Lower Windsor Township 1,Auditor General,,LIB,Reece Smith,15,1,10,4
York,Lower Windsor Township 2,Auditor General,,LIB,Reece Smith,29,0,28,1
York,Lower Windsor Township 3,Auditor General,,LIB,Reece Smith,41,1,35,5
York,Manchester Township 1,Auditor General,,LIB,Reece Smith,16,1,15,0
York,Manchester Township 2,Auditor General,,LIB,Reece Smith,40,1,35,4
York,Manchester Township 3,Auditor General,,LIB,Reece Smith,43,2,35,6
York,Manchester Township 4,Auditor General,,LIB,Reece Smith,20,1,15,4
York,Manchester Township 5,Auditor General,,LIB,Reece Smith,36,0,32,4
York,Manchester Township 6,Auditor General,,LIB,Reece Smith,37,0,30,7
York,Manchester Township 7,Auditor General,,LIB,Reece Smith,22,0,19,3
York,Manheim Township,Auditor General,,LIB,Reece Smith,44,0,36,8
York,Monaghan Township,Auditor General,,LIB,Reece Smith,28,0,20,8
York,Newberry Township 1,Auditor General,,LIB,Reece Smith,87,0,65,22
York,Newberry Township 2,Auditor General,,LIB,Reece Smith,56,2,46,8
York,Newberry Township 3,Auditor General,,LIB,Reece Smith,63,0,57,6
York,North Codorus Township 1,Auditor General,,LIB,Reece Smith,91,3,71,17
York,North Codorus Township 2,Auditor General,,LIB,Reece Smith,47,0,37,10
York,North Hopewell Township,Auditor General,,LIB,Reece Smith,36,0,28,8
York,Paradise Township,Auditor General,,LIB,Reece Smith,49,2,40,7
York,Peach Bottom Township,Auditor General,,LIB,Reece Smith,65,1,54,10
York,Penn Township 1,Auditor General,,LIB,Reece Smith,45,0,36,9
York,Penn Township 2,Auditor General,,LIB,Reece Smith,64,1,51,12
York,Penn Township 3,Auditor General,,LIB,Reece Smith,37,1,31,5
York,Penn Township 4,Auditor General,,LIB,Reece Smith,69,0,54,15
York,Shrewsbury Township 1,Auditor General,,LIB,Reece Smith,48,0,38,10
York,Shrewsbury Township 2,Auditor General,,LIB,Reece Smith,59,0,49,10
York,Springettsbury Township 1,Auditor General,,LIB,Reece Smith,26,0,22,4
York,Springettsbury Township 2,Auditor General,,LIB,Reece Smith,52,0,44,8
York,Springettsbury Township 3,Auditor General,,LIB,Reece Smith,51,0,39,12
York,Springettsbury Township 4,Auditor General,,LIB,Reece Smith,37,1,30,6
York,Springettsbury Township 5,Auditor General,,LIB,Reece Smith,15,0,12,3
York,Springettsbury Township 6,Auditor General,,LIB,Reece Smith,19,0,16,3
York,Springettsbury Township 7,Auditor General,,LIB,Reece Smith,42,0,33,9
York,Springettsbury Township 8,Auditor General,,LIB,Reece Smith,37,1,29,7
York,Springfield Township,Auditor General,,LIB,Reece Smith,73,3,54,16
York,Spring Garden Township 1,Auditor General,,LIB,Reece Smith,26,0,23,3
York,Spring Garden Township 2,Auditor General,,LIB,Reece Smith,27,0,27,0
York,Spring Garden Township 3,Auditor General,,LIB,Reece Smith,36,0,25,11
York,Spring Garden Township 4,Auditor General,,LIB,Reece Smith,55,3,41,11
York,Spring Garden Township 5,Auditor General,,LIB,Reece Smith,40,0,34,6
York,Warrington Township,Auditor General,,LIB,Reece Smith,50,1,42,7
York,Washington Township,Auditor General,,LIB,Reece Smith,20,0,17,3
York,West Manchester Township 1,Auditor General,,LIB,Reece Smith,40,0,32,8
York,West Manchester Township 2,Auditor General,,LIB,Reece Smith,56,1,42,13
York,West Manchester Township 3,Auditor General,,LIB,Reece Smith,51,1,41,9
York,West Manchester Township 4,Auditor General,,LIB,Reece Smith,44,0,38,6
York,West Manchester Township 5,Auditor General,,LIB,Reece Smith,69,2,52,15
York,West Manheim Township 1,Auditor General,,LIB,Reece Smith,42,0,32,10
York,West Manheim Township 2,Auditor General,,LIB,Reece Smith,56,1,48,7
York,West Manheim Township 3,Auditor General,,LIB,Reece Smith,50,1,33,16
York,Windsor Township 1,Auditor General,,LIB,Reece Smith,80,0,64,16
York,Windsor Township 2,Auditor General,,LIB,Reece Smith,56,3,44,9
York,Windsor Township 3,Auditor General,,LIB,Reece Smith,59,0,48,11
York,Windsor Township 4,Auditor General,,LIB,Reece Smith,56,2,38,16
York,York Township 1-1,Auditor General,,LIB,Reece Smith,26,0,19,7
York,York Township 1-2,Auditor General,,LIB,Reece Smith,17,0,12,5
York,York Township 1-3,Auditor General,,LIB,Reece Smith,43,0,34,9
York,York Township 2-1,Auditor General,,LIB,Reece Smith,20,0,15,5
York,York Township 2-2,Auditor General,,LIB,Reece Smith,14,1,11,2
York,York Township 2-3,Auditor General,,LIB,Reece Smith,44,0,40,4
York,York Township 3-1,Auditor General,,LIB,Reece Smith,25,1,24,0
York,York Township 3-2,Auditor General,,LIB,Reece Smith,26,0,20,6
York,York Township 3-3,Auditor General,,LIB,Reece Smith,27,1,21,5
York,York Township 4-1,Auditor General,,LIB,Reece Smith,25,0,24,1
York,York Township 4-2,Auditor General,,LIB,Reece Smith,19,1,16,2
York,York Township 4-3,Auditor General,,LIB,Reece Smith,25,0,20,5
York,York Township 5-1,Auditor General,,LIB,Reece Smith,21,0,19,2
York,York Township 5-2,Auditor General,,LIB,Reece Smith,25,0,23,2
York,York Township 5-3,Auditor General,,LIB,Reece Smith,39,1,31,7
York,Cross Roads Borough,Auditor General,,LIB,Reece Smith,9,0,9,0
York,Dallastown Borough 1,Auditor General,,LIB,Reece Smith,23,0,21,2
York,Dallastown Borough 2,Auditor General,,LIB,Reece Smith,43,1,38,4
York,Delta Borough,Auditor General,,LIB,Reece Smith,13,0,12,1
York,Dillsburg Borough,Auditor General,,LIB,Reece Smith,39,0,33,6
York,Dover Borough,Auditor General,,LIB,Reece Smith,27,1,26,0
York,East Prospect Borough,Auditor General,,LIB,Reece Smith,11,0,10,1
York,Fawn Grove Borough,Auditor General,,LIB,Reece Smith,7,0,7,0
York,Felton Borough,Auditor General,,LIB,Reece Smith,7,0,6,1
York,Franklintown Borough,Auditor General,,LIB,Reece Smith,9,0,8,1
York,Glen Rock Borough,Auditor General,,LIB,Reece Smith,42,0,39,3
York,Goldsboro Borough,Auditor General,,LIB,Reece Smith,11,0,9,2
York,Hallam Borough,Auditor General,,LIB,Reece Smith,38,1,35,2
York,Hanover Borough 1,Auditor General,,LIB,Reece Smith,47,2,39,6
York,Hanover Borough 2,Auditor General,,LIB,Reece Smith,38,1,36,1
York,Hanover Borough 3,Auditor General,,LIB,Reece Smith,44,1,38,5
York,Hanover Borough 4,Auditor General,,LIB,Reece Smith,33,0,32,1
York,Hanover Borough 5,Auditor General,,LIB,Reece Smith,35,0,28,7
York,Jacobus Borough,Auditor General,,LIB,Reece Smith,34,0,28,6
York,Jefferson Borough,Auditor General,,LIB,Reece Smith,11,0,10,1
York,Lewisberry Borough,Auditor General,,LIB,Reece Smith,8,0,8,0
York,Loganville Borough,Auditor General,,LIB,Reece Smith,32,0,28,4
York,Manchester Borough,Auditor General,,LIB,Reece Smith,29,1,18,10
York,Mount Wolf Borough,Auditor General,,LIB,Reece Smith,19,0,18,1
York,New Freedom Borough,Auditor General,,LIB,Reece Smith,89,1,74,14
York,New Salem Borough,Auditor General,,LIB,Reece Smith,6,0,4,2
York,North York Borough,Auditor General,,LIB,Reece Smith,36,2,32,2
York,Railroad Borough,Auditor General,,LIB,Reece Smith,2,0,2,0
York,Red Lion Borough 1,Auditor General,,LIB,Reece Smith,23,1,17,5
York,Red Lion Borough 2,Auditor General,,LIB,Reece Smith,41,0,36,5
York,Red Lion Borough 3,Auditor General,,LIB,Reece Smith,40,0,34,6
York,Seven Valleys Borough,Auditor General,,LIB,Reece Smith,3,0,3,0
York,Shrewsbury Borough,Auditor General,,LIB,Reece Smith,55,0,44,11
York,Spring Grove Borough,Auditor General,,LIB,Reece Smith,32,1,27,4
York,Stewartstown Borough,Auditor General,,LIB,Reece Smith,31,1,27,3
York,Wellsville Borough,Auditor General,,LIB,Reece Smith,2,0,2,0
York,West York Borough 1,Auditor General,,LIB,Reece Smith,15,0,13,2
York,West York Borough 2,Auditor General,,LIB,Reece Smith,30,0,27,3
York,Windsor Borough,Auditor General,,LIB,Reece Smith,27,0,23,4
York,Winterstown Borough,Auditor General,,LIB,Reece Smith,8,0,6,2
York,Wrightsville Borough 1,Auditor General,,LIB,Reece Smith,10,1,8,1
York,Wrightsville Borough 2,Auditor General,,LIB,Reece Smith,12,1,11,0
York,Wrightsville Borough 3,Auditor General,,LIB,Reece Smith,18,1,17,0
York,Yoe Borough,Auditor General,,LIB,Reece Smith,19,0,16,3
York,Yorkana Borough,Auditor General,,LIB,Reece Smith,6,0,6,0
York,York Haven Borough,Auditor General,,LIB,Reece Smith,13,0,13,0
York,York City 1,Auditor General,,LIB,Reece Smith,9,0,9,0
York,York City 5,Auditor General,,LIB,Reece Smith,21,0,19,2
York,York City 6,Auditor General,,LIB,Reece Smith,5,1,4,0
York,York City 7,Auditor General,,LIB,Reece Smith,18,1,15,2
York,York City 8,Auditor General,,LIB,Reece Smith,20,1,13,6
York,York City 9-1,Auditor General,,LIB,Reece Smith,22,1,17,4
York,York City 9-2,Auditor General,,LIB,Reece Smith,12,1,8,3
York,York City 11,Auditor General,,LIB,Reece Smith,36,1,30,5
York,York City 12-1,Auditor General,,LIB,Reece Smith,15,0,7,8
York,York City 12-2,Auditor General,,LIB,Reece Smith,6,1,3,2
York,York City 12-3,Auditor General,,LIB,Reece Smith,22,1,19,2
York,York City 12-4,Auditor General,,LIB,Reece Smith,17,0,16,1
York,York City 13,Auditor General,,LIB,Reece Smith,12,0,10,2
York,York City 14-1,Auditor General,,LIB,Reece Smith,14,1,12,1
York,York City 14-2,Auditor General,,LIB,Reece Smith,22,1,16,5
York,York City 14-3,Auditor General,,LIB,Reece Smith,23,1,19,3
York,York City 15,Auditor General,,LIB,Reece Smith,25,0,22,3
York,Carroll Township,Auditor General,,ASP,Eric K. Anton,7,0,5,2
York,Chanceford Township 1,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Chanceford Township 2,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Chanceford Township 3,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Codorus Township 1,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Codorus Township 2,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Codorus Township 3,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Conewago Township 1,Auditor General,,ASP,Eric K. Anton,8,0,8,0
York,Conewago Township 2,Auditor General,,ASP,Eric K. Anton,6,0,3,3
York,Dover Township 1,Auditor General,,ASP,Eric K. Anton,7,0,6,1
York,Dover Township 2,Auditor General,,ASP,Eric K. Anton,15,0,11,4
York,Dover Township 3,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Dover Township 4,Auditor General,,ASP,Eric K. Anton,7,0,6,1
York,East Hopewell Township,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,East Manchester Township,Auditor General,,ASP,Eric K. Anton,11,0,6,5
York,Fairview Township 1,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Fairview Township 2,Auditor General,,ASP,Eric K. Anton,7,0,6,1
York,Fairview Township 3,Auditor General,,ASP,Eric K. Anton,9,0,8,1
York,Fairview Township 4,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,Fawn Township,Auditor General,,ASP,Eric K. Anton,5,0,4,1
York,Franklin Township,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Heidelberg Township,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Hellam Township 1,Auditor General,,ASP,Eric K. Anton,6,0,4,2
York,Hellam Township 2,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Hopewell Township,Auditor General,,ASP,Eric K. Anton,8,1,7,0
York,Jackson Township 1,Auditor General,,ASP,Eric K. Anton,5,0,4,1
York,Jackson Township 2,Auditor General,,ASP,Eric K. Anton,8,0,5,3
York,Lower Chanceford Township 1,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Lower Chanceford Township 2,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Lower Windsor Township 1,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Lower Windsor Township 2,Auditor General,,ASP,Eric K. Anton,7,0,5,2
York,Lower Windsor Township 3,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Manchester Township 1,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Manchester Township 2,Auditor General,,ASP,Eric K. Anton,5,1,2,2
York,Manchester Township 3,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Manchester Township 4,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,Manchester Township 5,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Manchester Township 6,Auditor General,,ASP,Eric K. Anton,9,0,8,1
York,Manchester Township 7,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Manheim Township,Auditor General,,ASP,Eric K. Anton,5,0,4,1
York,Monaghan Township,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Newberry Township 1,Auditor General,,ASP,Eric K. Anton,12,0,9,3
York,Newberry Township 2,Auditor General,,ASP,Eric K. Anton,2,1,1,0
York,Newberry Township 3,Auditor General,,ASP,Eric K. Anton,9,0,9,0
York,North Codorus Township 1,Auditor General,,ASP,Eric K. Anton,9,0,8,1
York,North Codorus Township 2,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,North Hopewell Township,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Paradise Township,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Peach Bottom Township,Auditor General,,ASP,Eric K. Anton,11,1,10,0
York,Penn Township 1,Auditor General,,ASP,Eric K. Anton,5,0,3,2
York,Penn Township 2,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Penn Township 3,Auditor General,,ASP,Eric K. Anton,8,1,5,2
York,Penn Township 4,Auditor General,,ASP,Eric K. Anton,11,0,9,2
York,Shrewsbury Township 1,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Shrewsbury Township 2,Auditor General,,ASP,Eric K. Anton,3,0,1,2
York,Springettsbury Township 1,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,Springettsbury Township 2,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Springettsbury Township 3,Auditor General,,ASP,Eric K. Anton,12,0,8,4
York,Springettsbury Township 4,Auditor General,,ASP,Eric K. Anton,6,1,3,2
York,Springettsbury Township 5,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Springettsbury Township 6,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Springettsbury Township 7,Auditor General,,ASP,Eric K. Anton,4,0,3,1
York,Springettsbury Township 8,Auditor General,,ASP,Eric K. Anton,4,0,2,2
York,Springfield Township,Auditor General,,ASP,Eric K. Anton,8,2,4,2
York,Spring Garden Township 1,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,Spring Garden Township 2,Auditor General,,ASP,Eric K. Anton,4,0,3,1
York,Spring Garden Township 3,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Spring Garden Township 4,Auditor General,,ASP,Eric K. Anton,4,2,2,0
York,Spring Garden Township 5,Auditor General,,ASP,Eric K. Anton,4,0,3,1
York,Warrington Township,Auditor General,,ASP,Eric K. Anton,9,0,7,2
York,Washington Township,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,West Manchester Township 1,Auditor General,,ASP,Eric K. Anton,6,0,5,1
York,West Manchester Township 2,Auditor General,,ASP,Eric K. Anton,5,0,3,2
York,West Manchester Township 3,Auditor General,,ASP,Eric K. Anton,6,0,6,0
York,West Manchester Township 4,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,West Manchester Township 5,Auditor General,,ASP,Eric K. Anton,13,0,9,4
York,West Manheim Township 1,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,West Manheim Township 2,Auditor General,,ASP,Eric K. Anton,8,0,6,2
York,West Manheim Township 3,Auditor General,,ASP,Eric K. Anton,5,0,3,2
York,Windsor Township 1,Auditor General,,ASP,Eric K. Anton,7,0,4,3
York,Windsor Township 2,Auditor General,,ASP,Eric K. Anton,6,1,5,0
York,Windsor Township 3,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Windsor Township 4,Auditor General,,ASP,Eric K. Anton,7,0,6,1
York,York Township 1-1,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,York Township 1-2,Auditor General,,ASP,Eric K. Anton,5,0,3,2
York,York Township 1-3,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,York Township 2-1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York Township 2-2,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,York Township 2-3,Auditor General,,ASP,Eric K. Anton,8,0,6,2
York,York Township 3-1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York Township 3-2,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,York Township 3-3,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,York Township 4-1,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,York Township 4-2,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York Township 4-3,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,York Township 5-1,Auditor General,,ASP,Eric K. Anton,5,0,2,3
York,York Township 5-2,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,York Township 5-3,Auditor General,,ASP,Eric K. Anton,4,0,2,2
York,Cross Roads Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Dallastown Borough 1,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,Dallastown Borough 2,Auditor General,,ASP,Eric K. Anton,5,1,1,3
York,Delta Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Dillsburg Borough,Auditor General,,ASP,Eric K. Anton,11,0,8,3
York,Dover Borough,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,East Prospect Borough,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Fawn Grove Borough,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Felton Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Franklintown Borough,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Glen Rock Borough,Auditor General,,ASP,Eric K. Anton,5,0,5,0
York,Goldsboro Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Hallam Borough,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Hanover Borough 1,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Hanover Borough 2,Auditor General,,ASP,Eric K. Anton,9,0,6,3
York,Hanover Borough 3,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Hanover Borough 4,Auditor General,,ASP,Eric K. Anton,7,0,3,4
York,Hanover Borough 5,Auditor General,,ASP,Eric K. Anton,9,0,7,2
York,Jacobus Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Jefferson Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Lewisberry Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Loganville Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Manchester Borough,Auditor General,,ASP,Eric K. Anton,7,0,6,1
York,Mount Wolf Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,New Freedom Borough,Auditor General,,ASP,Eric K. Anton,13,0,11,2
York,New Salem Borough,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,North York Borough,Auditor General,,ASP,Eric K. Anton,8,0,8,0
York,Railroad Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Red Lion Borough 1,Auditor General,,ASP,Eric K. Anton,4,0,4,0
York,Red Lion Borough 2,Auditor General,,ASP,Eric K. Anton,3,1,2,0
York,Red Lion Borough 3,Auditor General,,ASP,Eric K. Anton,5,0,5,0
York,Seven Valleys Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Shrewsbury Borough,Auditor General,,ASP,Eric K. Anton,7,0,7,0
York,Spring Grove Borough,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,Stewartstown Borough,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Wellsville Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,West York Borough 1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,West York Borough 2,Auditor General,,ASP,Eric K. Anton,5,1,3,1
York,Windsor Borough,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,Winterstown Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Wrightsville Borough 1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,Wrightsville Borough 2,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Wrightsville Borough 3,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,Yoe Borough,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,Yorkana Borough,Auditor General,,ASP,Eric K. Anton,0,0,0,0
York,York Haven Borough,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,York City 1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York City 5,Auditor General,,ASP,Eric K. Anton,9,0,6,3
York,York City 6,Auditor General,,ASP,Eric K. Anton,6,0,5,1
York,York City 7,Auditor General,,ASP,Eric K. Anton,3,0,2,1
York,York City 8,Auditor General,,ASP,Eric K. Anton,3,0,3,0
York,York City 9-1,Auditor General,,ASP,Eric K. Anton,4,0,2,2
York,York City 9-2,Auditor General,,ASP,Eric K. Anton,2,0,2,0
York,York City 11,Auditor General,,ASP,Eric K. Anton,6,0,6,0
York,York City 12-1,Auditor General,,ASP,Eric K. Anton,6,0,3,3
York,York City 12-2,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,York City 12-3,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,York City 12-4,Auditor General,,ASP,Eric K. Anton,5,0,3,2
York,York City 13,Auditor General,,ASP,Eric K. Anton,5,0,4,1
York,York City 14-1,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York City 14-2,Auditor General,,ASP,Eric K. Anton,1,0,1,0
York,York City 14-3,Auditor General,,ASP,Eric K. Anton,5,0,4,1
York,York City 15,Auditor General,,ASP,Eric K. Anton,2,0,1,1
York,Carroll Township,Auditor General,,CST,Bob Goodrich,30,1,25,4
York,Chanceford Township 1,Auditor General,,CST,Bob Goodrich,16,0,11,5
York,Chanceford Township 2,Auditor General,,CST,Bob Goodrich,6,0,5,1
York,Chanceford Township 3,Auditor General,,CST,Bob Goodrich,12,0,11,1
York,Codorus Township 1,Auditor General,,CST,Bob Goodrich,10,0,7,3
York,Codorus Township 2,Auditor General,,CST,Bob Goodrich,11,1,9,1
York,Codorus Township 3,Auditor General,,CST,Bob Goodrich,8,0,8,0
York,Conewago Township 1,Auditor General,,CST,Bob Goodrich,29,0,22,7
York,Conewago Township 2,Auditor General,,CST,Bob Goodrich,24,0,23,1
York,Dover Township 1,Auditor General,,CST,Bob Goodrich,48,1,42,5
York,Dover Township 2,Auditor General,,CST,Bob Goodrich,54,0,43,11
York,Dover Township 3,Auditor General,,CST,Bob Goodrich,25,1,19,5
York,Dover Township 4,Auditor General,,CST,Bob Goodrich,26,0,22,4
York,East Hopewell Township,Auditor General,,CST,Bob Goodrich,19,0,15,4
York,East Manchester Township,Auditor General,,CST,Bob Goodrich,54,1,30,23
York,Fairview Township 1,Auditor General,,CST,Bob Goodrich,12,0,11,1
York,Fairview Township 2,Auditor General,,CST,Bob Goodrich,18,1,10,7
York,Fairview Township 3,Auditor General,,CST,Bob Goodrich,38,0,28,10
York,Fairview Township 4,Auditor General,,CST,Bob Goodrich,15,0,13,2
York,Fawn Township,Auditor General,,CST,Bob Goodrich,26,0,23,3
