county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,Fairview Township 4,President,,REP,Donald J. Trump,1511,15,1174,322
York,Fawn Township,President,,REP,Donald J. Trump,1565,29,1320,216
York,Franklin Township,President,,REP,Donald J. Trump,2075,16,1704,355
York,Heidelberg Township,President,,REP,Donald J. Trump,1376,12,1190,174
York,Hellam Township 1,President,,REP,Donald J. Trump,1139,11,901,227
York,Hellam Township 2,President,,REP,Donald J. Trump,1320,16,1061,243
York,Hopewell Township,President,,REP,Donald J. Trump,2706,36,2080,590
York,Jackson Township 1,President,,REP,Donald J. Trump,1713,16,1426,271
York,Jackson Township 2,President,,REP,Donald J. Trump,1710,19,1400,291
York,Lower Chanceford Township 1,President,,REP,Donald J. Trump,455,3,407,45
York,Lower Chanceford Township 2,President,,REP,Donald J. Trump,733,8,651,74
York,Lower Windsor Township 1,President,,REP,Donald J. Trump,508,1,426,81
York,Lower Windsor Township 2,President,,REP,Donald J. Trump,1141,9,946,186
York,Lower Windsor Township 3,President,,REP,Donald J. Trump,1732,19,1491,222
York,Manchester Township 1,President,,REP,Donald J. Trump,596,7,519,70
York,Manchester Township 2,President,,REP,Donald J. Trump,901,13,711,177
York,Manchester Township 3,President,,REP,Donald J. Trump,1271,32,1042,197
York,Manchester Township 4,President,,REP,Donald J. Trump,800,6,620,174
York,Manchester Township 5,President,,REP,Donald J. Trump,1215,6,933,276
York,Manchester Township 6,President,,REP,Donald J. Trump,1255,8,960,287
York,Manchester Township 7,President,,REP,Donald J. Trump,679,8,507,164
York,Manheim Township,President,,REP,Donald J. Trump,1686,13,1405,268
York,Monaghan Township,President,,REP,Donald J. Trump,1247,13,1059,175
York,Newberry Township 1,President,,REP,Donald J. Trump,2860,28,2255,577
York,Newberry Township 2,President,,REP,Donald J. Trump,1434,23,1209,202
York,Newberry Township 3,President,,REP,Donald J. Trump,1724,22,1433,269
York,North Codorus Township 1,President,,REP,Donald J. Trump,2444,14,2082,348
York,North Codorus Township 2,President,,REP,Donald J. Trump,1502,10,1279,213
York,North Hopewell Township,President,,REP,Donald J. Trump,1317,13,1028,276
York,Paradise Township,President,,REP,Donald J. Trump,1817,28,1502,287
York,Peach Bottom Township,President,,REP,Donald J. Trump,2253,16,1995,242
York,Penn Township 1,President,,REP,Donald J. Trump,1389,11,1105,273
York,Penn Township 2,President,,REP,Donald J. Trump,1827,22,1554,251
York,Penn Township 3,President,,REP,Donald J. Trump,974,15,835,124
York,Penn Township 4,President,,REP,Donald J. Trump,2181,5,1825,351
York,Shrewsbury Township 1,President,,REP,Donald J. Trump,1198,12,949,237
York,Shrewsbury Township 2,President,,REP,Donald J. Trump,1732,23,1355,354
York,Springettsbury Township 1,President,,REP,Donald J. Trump,357,9,284,64
York,Springettsbury Township 2,President,,REP,Donald J. Trump,1522,12,1196,314
York,Springettsbury Township 3,President,,REP,Donald J. Trump,1475,21,933,521
York,Springettsbury Township 4,President,,REP,Donald J. Trump,1103,16,736,351
York,Springettsbury Township 5,President,,REP,Donald J. Trump,518,2,406,110
York,Springettsbury Township 6,President,,REP,Donald J. Trump,572,0,438,134
York,Springettsbury Township 7,President,,REP,Donald J. Trump,756,11,586,159
York,Springettsbury Township 8,President,,REP,Donald J. Trump,1261,26,858,377
York,Springfield Township,President,,REP,Donald J. Trump,2236,30,1674,532
York,Spring Garden Township 1,President,,REP,Donald J. Trump,470,2,405,63
York,Spring Garden Township 2,President,,REP,Donald J. Trump,417,4,358,55
York,Spring Garden Township 3,President,,REP,Donald J. Trump,645,9,512,124
York,Spring Garden Township 4,President,,REP,Donald J. Trump,1085,18,736,331
York,Spring Garden Township 5,President,,REP,Donald J. Trump,665,16,533,116
York,Warrington Township,President,,REP,Donald J. Trump,2113,32,1657,424
York,Washington Township,President,,REP,Donald J. Trump,1181,4,1006,171
York,West Manchester Township 1,President,,REP,Donald J. Trump,887,7,744,136
York,West Manchester Township 2,President,,REP,Donald J. Trump,1915,12,1591,312
York,West Manchester Township 3,President,,REP,Donald J. Trump,1396,18,1084,294
York,West Manchester Township 4,President,,REP,Donald J. Trump,736,7,640,89
York,West Manchester Township 5,President,,REP,Donald J. Trump,1522,17,1118,387
York,West Manheim Township 1,President,,REP,Donald J. Trump,1278,6,1050,222
York,West Manheim Township 2,President,,REP,Donald J. Trump,1291,18,1080,193
York,West Manheim Township 3,President,,REP,Donald J. Trump,1294,11,1075,208
York,Windsor Township 1,President,,REP,Donald J. Trump,2087,24,1562,501
York,Windsor Township 2,President,,REP,Donald J. Trump,1486,20,1255,211
York,Windsor Township 3,President,,REP,Donald J. Trump,1608,14,1274,320
York,Windsor Township 4,President,,REP,Donald J. Trump,1929,22,1440,467
York,York Township 1-1,President,,REP,Donald J. Trump,702,3,532,167
York,York Township 1-2,President,,REP,Donald J. Trump,382,3,330,49
York,York Township 1-3,President,,REP,Donald J. Trump,1047,7,818,222
York,York Township 2-1,President,,REP,Donald J. Trump,697,6,593,98
York,York Township 2-2,President,,REP,Donald J. Trump,625,7,516,102
York,York Township 2-3,President,,REP,Donald J. Trump,923,6,758,159
York,York Township 3-1,President,,REP,Donald J. Trump,550,6,429,115
York,York Township 3-2,President,,REP,Donald J. Trump,607,2,502,103
York,York Township 3-3,President,,REP,Donald J. Trump,575,8,454,113
York,York Township 4-1,President,,REP,Donald J. Trump,400,6,319,75
York,York Township 4-2,President,,REP,Donald J. Trump,505,7,385,113
York,York Township 4-3,President,,REP,Donald J. Trump,698,4,573,121
York,York Township 5-1,President,,REP,Donald J. Trump,615,12,459,144
York,York Township 5-2,President,,REP,Donald J. Trump,519,8,439,72
York,York Township 5-3,President,,REP,Donald J. Trump,1103,12,858,233
York,Cross Roads Borough,President,,REP,Donald J. Trump,237,3,234,0
York,Dallastown Borough 1,President,,REP,Donald J. Trump,535,12,440,83
York,Dallastown Borough 2,President,,REP,Donald J. Trump,668,13,583,72
York,Delta Borough,President,,REP,Donald J. Trump,258,4,235,19
York,Dillsburg Borough,President,,REP,Donald J. Trump,940,7,794,139
York,Dover Borough,President,,REP,Donald J. Trump,676,6,596,74
York,East Prospect Borough,President,,REP,Donald J. Trump,376,6,339,31
York,Fawn Grove Borough,President,,REP,Donald J. Trump,218,1,194,23
York,Felton Borough,President,,REP,Donald J. Trump,216,0,197,19
York,Franklintown Borough,President,,REP,Donald J. Trump,201,2,190,9
York,Glen Rock Borough,President,,REP,Donald J. Trump,724,3,664,57
York,Goldsboro Borough,President,,REP,Donald J. Trump,378,3,333,42
York,Hallam Borough,President,,REP,Donald J. Trump,834,7,734,93
York,Hanover Borough 1,President,,REP,Donald J. Trump,1092,17,928,147
York,Hanover Borough 2,President,,REP,Donald J. Trump,1385,13,1122,250
York,Hanover Borough 3,President,,REP,Donald J. Trump,852,14,742,96
York,Hanover Borough 4,President,,REP,Donald J. Trump,740,14,632,94
York,Hanover Borough 5,President,,REP,Donald J. Trump,767,8,648,111
York,Jacobus Borough,President,,REP,Donald J. Trump,708,0,626,82
York,Jefferson Borough,President,,REP,Donald J. Trump,274,2,249,23
York,Lewisberry Borough,President,,REP,Donald J. Trump,135,1,120,14
York,Loganville Borough,President,,REP,Donald J. Trump,482,2,422,58
York,Manchester Borough,President,,REP,Donald J. Trump,821,8,700,113
York,Mount Wolf Borough,President,,REP,Donald J. Trump,504,7,448,49
York,New Freedom Borough,President,,REP,Donald J. Trump,1918,19,1553,346
York,New Salem Borough,President,,REP,Donald J. Trump,304,4,269,31
York,North York Borough,President,,REP,Donald J. Trump,350,1,300,49
York,Railroad Borough,President,,REP,Donald J. Trump,73,0,65,8
York,Red Lion Borough 1,President,,REP,Donald J. Trump,473,10,412,51
York,Red Lion Borough 2,President,,REP,Donald J. Trump,670,10,588,72
York,Red Lion Borough 3,President,,REP,Donald J. Trump,779,6,687,86
York,Seven Valleys Borough,President,,REP,Donald J. Trump,183,2,175,6
York,Shrewsbury Borough,President,,REP,Donald J. Trump,1502,2,1245,255
York,Spring Grove Borough,President,,REP,Donald J. Trump,795,5,688,102
York,Stewartstown Borough,President,,REP,Donald J. Trump,848,18,728,102
York,Wellsville Borough,President,,REP,Donald J. Trump,115,0,113,2
York,West York Borough 1,President,,REP,Donald J. Trump,346,1,302,43
York,West York Borough 2,President,,REP,Donald J. Trump,479,4,417,58
York,Windsor Borough,President,,REP,Donald J. Trump,380,0,346,34
York,Winterstown Borough,President,,REP,Donald J. Trump,266,1,238,27
York,Wrightsville Borough 1,President,,REP,Donald J. Trump,234,1,217,16
York,Wrightsville Borough 2,President,,REP,Donald J. Trump,231,2,214,15
York,Wrightsville Borough 3,President,,REP,Donald J. Trump,296,2,259,35
York,Yoe Borough,President,,REP,Donald J. Trump,256,4,227,25
York,Yorkana Borough,President,,REP,Donald J. Trump,94,2,80,12
York,York Haven Borough,President,,REP,Donald J. Trump,210,1,183,26
York,York City 1,President,,REP,Donald J. Trump,142,0,122,20
York,York City 5,President,,REP,Donald J. Trump,274,14,201,59
York,York City 6,President,,REP,Donald J. Trump,143,13,113,17
York,York City 7,President,,REP,Donald J. Trump,150,7,100,43
York,York City 8,President,,REP,Donald J. Trump,195,6,149,40
York,York City 9-1,President,,REP,Donald J. Trump,198,14,146,38
York,York City 9-2,President,,REP,Donald J. Trump,134,6,108,20
York,York City 11,President,,REP,Donald J. Trump,376,21,296,59
York,York City 12-1,President,,REP,Donald J. Trump,246,15,174,57
York,York City 12-2,President,,REP,Donald J. Trump,188,3,162,23
York,York City 12-3,President,,REP,Donald J. Trump,221,5,180,36
York,York City 12-4,President,,REP,Donald J. Trump,315,11,256,48
York,York City 13,President,,REP,Donald J. Trump,156,1,131,24
York,York City 14-1,President,,REP,Donald J. Trump,237,10,198,29
York,York City 14-2,President,,REP,Donald J. Trump,315,11,241,63
York,York City 14-3,President,,REP,Donald J. Trump,465,6,365,94
York,York City 15,President,,REP,Donald J. Trump,271,6,203,62
York,Carroll Township,President,,LIB,Chase Oliver,32,1,22,9
York,Chanceford Township 1,President,,LIB,Chase Oliver,10,1,7,2
York,Chanceford Township 2,President,,LIB,Chase Oliver,1,0,1,0
York,Chanceford Township 3,President,,LIB,Chase Oliver,5,0,5,0
York,Codorus Township 1,President,,LIB,Chase Oliver,4,0,4,0
York,Codorus Township 2,President,,LIB,Chase Oliver,8,0,8,0
York,Codorus Township 3,President,,LIB,Chase Oliver,4,0,4,0
York,Conewago Township 1,President,,LIB,Chase Oliver,8,0,6,2
York,Conewago Township 2,President,,LIB,Chase Oliver,5,0,4,1
York,Dover Township 1,President,,LIB,Chase Oliver,28,1,21,6
York,Dover Township 2,President,,LIB,Chase Oliver,24,0,21,3
York,Dover Township 3,President,,LIB,Chase Oliver,15,0,10,5
York,Dover Township 4,President,,LIB,Chase Oliver,12,0,11,1
York,East Hopewell Township,President,,LIB,Chase Oliver,4,0,4,0
York,East Manchester Township,President,,LIB,Chase Oliver,21,0,11,10
York,Fairview Township 1,President,,LIB,Chase Oliver,8,0,6,2
York,Fairview Township 2,President,,LIB,Chase Oliver,20,0,15,5
York,Fairview Township 3,President,,LIB,Chase Oliver,26,1,19,6
York,Fairview Township 4,President,,LIB,Chase Oliver,23,0,14,9
York,Fawn Township,President,,LIB,Chase Oliver,9,0,8,1
York,Franklin Township,President,,LIB,Chase Oliver,12,0,8,4
York,Heidelberg Township,President,,LIB,Chase Oliver,14,1,9,4
York,Hellam Township 1,President,,LIB,Chase Oliver,6,0,4,2
York,Hellam Township 2,President,,LIB,Chase Oliver,16,1,13,2
York,Hopewell Township,President,,LIB,Chase Oliver,14,0,12,2
York,Jackson Township 1,President,,LIB,Chase Oliver,11,0,9,2
York,Jackson Township 2,President,,LIB,Chase Oliver,7,0,5,2
York,Lower Chanceford Township 1,President,,LIB,Chase Oliver,1,0,1,0
York,Lower Chanceford Township 2,President,,LIB,Chase Oliver,5,0,5,0
York,Lower Windsor Township 1,President,,LIB,Chase Oliver,2,0,1,1
York,Lower Windsor Township 2,President,,LIB,Chase Oliver,7,0,5,2
York,Lower Windsor Township 3,President,,LIB,Chase Oliver,13,0,12,1
York,Manchester Township 1,President,,LIB,Chase Oliver,3,0,3,0
York,Manchester Township 2,President,,LIB,Chase Oliver,10,0,9,1
York,Manchester Township 3,President,,LIB,Chase Oliver,11,0,8,3
York,Manchester Township 4,President,,LIB,Chase Oliver,6,0,4,2
York,Manchester Township 5,President,,LIB,Chase Oliver,13,0,12,1
York,Manchester Township 6,President,,LIB,Chase Oliver,18,0,16,2
York,Manchester Township 7,President,,LIB,Chase Oliver,7,0,4,3
York,Manheim Township,President,,LIB,Chase Oliver,13,0,12,1
York,Monaghan Township,President,,LIB,Chase Oliver,12,0,11,1
York,Newberry Township 1,President,,LIB,Chase Oliver,19,0,8,11
York,Newberry Township 2,President,,LIB,Chase Oliver,17,0,11,6
York,Newberry Township 3,President,,LIB,Chase Oliver,16,0,15,1
York,North Codorus Township 1,President,,LIB,Chase Oliver,21,0,17,4
York,North Codorus Township 2,President,,LIB,Chase Oliver,6,0,5,1
York,North Hopewell Township,President,,LIB,Chase Oliver,7,0,7,0
York,Paradise Township,President,,LIB,Chase Oliver,9,0,5,4
York,Peach Bottom Township,President,,LIB,Chase Oliver,13,0,10,3
York,Penn Township 1,President,,LIB,Chase Oliver,12,0,10,2
York,Penn Township 2,President,,LIB,Chase Oliver,28,0,23,5
York,Penn Township 3,President,,LIB,Chase Oliver,3,0,3,0
York,Penn Township 4,President,,LIB,Chase Oliver,19,0,16,3
York,Shrewsbury Township 1,President,,LIB,Chase Oliver,10,0,7,3
York,Shrewsbury Township 2,President,,LIB,Chase Oliver,7,0,5,2
York,Springettsbury Township 1,President,,LIB,Chase Oliver,9,0,9,0
York,Springettsbury Township 2,President,,LIB,Chase Oliver,15,0,12,3
York,Springettsbury Township 3,President,,LIB,Chase Oliver,14,0,10,4
York,Springettsbury Township 4,President,,LIB,Chase Oliver,16,1,8,7
York,Springettsbury Township 5,President,,LIB,Chase Oliver,9,0,7,2
York,Springettsbury Township 6,President,,LIB,Chase Oliver,6,0,4,2
York,Springettsbury Township 7,President,,LIB,Chase Oliver,10,0,9,1
York,Springettsbury Township 8,President,,LIB,Chase Oliver,9,1,5,3
York,Springfield Township,President,,LIB,Chase Oliver,15,1,9,5
York,Spring Garden Township 1,President,,LIB,Chase Oliver,4,0,3,1
York,Spring Garden Township 2,President,,LIB,Chase Oliver,8,0,8,0
York,Spring Garden Township 3,President,,LIB,Chase Oliver,5,0,5,0
York,Spring Garden Township 4,President,,LIB,Chase Oliver,9,0,9,0
York,Spring Garden Township 5,President,,LIB,Chase Oliver,13,0,11,2
York,Warrington Township,President,,LIB,Chase Oliver,19,0,16,3
York,Washington Township,President,,LIB,Chase Oliver,11,0,9,2
York,West Manchester Township 1,President,,LIB,Chase Oliver,14,0,14,0
York,West Manchester Township 2,President,,LIB,Chase Oliver,18,1,13,4
York,West Manchester Township 3,President,,LIB,Chase Oliver,14,0,9,5
