county,precinct,office,district,party,candidate,election_day,mail,provisional,votes
Warren,TRIUMPH TWP,Attorney General,,REP,DAVE SUNDAY,93,18,2,113
Warren,TRIUMPH TWP,Attorney General,,LIB,ROBERT COWBURN,4,0,0,4
Warren,TRIUMPH TWP,Attorney General,,GRN,RICHARD L WEISS,0,1,0,1
Warren,TRIUMPH TWP,Attorney General,,CON,JUSTIN L MAGILL,0,1,0,1
Warren,TRIUMPH TWP,Attorney General,,FWD,ERIC L SETTLE,0,0,0,0
Warren,TRIUMPH TWP,Attorney General,,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,Auditor General,,DEM,MALCOLM KENYATTA,24,8,0,32
Warren,TRIUMPH TWP,Auditor General,,REP,TIM DEFOOR,90,18,2,110
Warren,TRIUMPH TWP,Auditor General,,LIB,REECE SMITH,4,0,0,4
Warren,TRIUMPH TWP,Auditor General,,ASP,ERIC K ANTON,1,0,0,1
Warren,TRIUMPH TWP,Auditor General,,CON,BOB GOODRICH,1,1,0,2
Warren,TRIUMPH TWP,Auditor General,,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,State Treasurer,,DEM,ERIN MCCLELLAND,24,9,0,33
Warren,TRIUMPH TWP,State Treasurer,,REP,STACY GARRITY,90,18,2,110
Warren,TRIUMPH TWP,State Treasurer,,LIB,NICKOLAS CIESIELSKI,3,0,0,3
Warren,TRIUMPH TWP,State Treasurer,,CON,TROY BOWMAN,2,0,0,2
Warren,TRIUMPH TWP,State Treasurer,,FWD,CHRIS FOSTER,1,0,0,1
Warren,TRIUMPH TWP,State Treasurer,,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,U.S. House,15,DEM,ZACH WOMER,22,9,0,31
Warren,TRIUMPH TWP,U.S. House,15,REP,GLENN GT THOMPSON,98,18,1,117
Warren,TRIUMPH TWP,U.S. House,15,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,State Senate,21,REP,SCOTT E HUTCHINSON,88,19,2,109
Warren,TRIUMPH TWP,State Senate,21,,Write-ins,3,3,0,6
Warren,TRIUMPH TWP,General Assembly,65,DEM,ERIN WILLMAN,24,6,0,30
Warren,TRIUMPH TWP,General Assembly,65,REP,KATHY L RAPP,98,22,2,122
Warren,TRIUMPH TWP,General Assembly,65,,Write-ins,0,0,0,0
Warren,WATSON TWP,President,,DEM,Kamala D. Harris,42,19,1,62
Warren,WATSON TWP,President,,REP,Donald J. Trump,94,16,1,111
Warren,WATSON TWP,President,,LIB,Chase Oliver,0,0,0,0
Warren,WATSON TWP,President,,GRE,Jill Stein,0,0,0,0
Warren,WATSON TWP,President,,,Write-ins,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,DEM,ROBERT P CASEY JR,42,19,1,62
Warren,WATSON TWP,U.S. Senate,,REP,DAVE MCCORMICK,85,16,5,106
Warren,WATSON TWP,U.S. Senate,,LIB,JOHN C THOMAS,3,0,0,3
Warren,WATSON TWP,U.S. Senate,,GRE,LEILA HAZOU,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,CON,MARTY SELKER,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,,Write-ins,0,0,0,0
Warren,WATSON TWP,Attorney General,,DEM,EUGENE DEPASQUALE,35,16,1,52
Warren,WATSON TWP,Attorney General,,REP,DAVE SUNDAY,91,17,5,113
Warren,WATSON TWP,Attorney General,,LIB,ROBERT COWBURN,2,0,0,2
Warren,WATSON TWP,Attorney General,,GRN,RICHARD L WEISS,1,0,0,1
Warren,WATSON TWP,Attorney General,,CON,JUSTIN L MAGILL,1,0,0,1
Warren,WATSON TWP,Attorney General,,FWD,ERIC L SETTLE,0,0,0,0
Warren,WATSON TWP,Attorney General,,,Write-ins,0,0,0,0
Warren,WATSON TWP,Auditor General,,DEM,MALCOLM KENYATTA,38,16,1,55
Warren,WATSON TWP,Auditor General,,REP,TIM DEFOOR,82,18,1,101
Warren,WATSON TWP,Auditor General,,LIB,REECE SMITH,1,0,0,1
Warren,WATSON TWP,Auditor General,,ASP,ERIC K ANTON,1,0,0,1
Warren,WATSON TWP,Auditor General,,CON,BOB GOODRICH,5,0,0,5
Warren,WATSON TWP,Auditor General,,,Write-ins,0,0,0,0
Warren,WATSON TWP,State Treasurer,,DEM,ERIN MCCLELLAND,40,17,1,58
Warren,WATSON TWP,State Treasurer,,REP,STACY GARRITY,83,14,5,102
Warren,WATSON TWP,State Treasurer,,LIB,NICKOLAS CIESIELSKI,4,0,0,4
Warren,WATSON TWP,State Treasurer,,CON,TROY BOWMAN,1,0,0,1
Warren,WATSON TWP,State Treasurer,,FWD,CHRIS FOSTER,2,0,0,2
Warren,WATSON TWP,State Treasurer,,,Write-ins,0,0,0,0
Warren,WATSON TWP,U.S. House,15,DEM,ZACH WOMER,41,16,1,58
Warren,WATSON TWP,U.S. House,15,REP,GLENN GT THOMPSON,87,16,5,108
Warren,WATSON TWP,U.S. House,15,,Write-ins,0,0,0,0
Warren,WATSON TWP,State Senate,21,REP,SCOTT E HUTCHINSON,82,18,5,105
Warren,WATSON TWP,State Senate,21,,Write-ins,5,1,0,6
Warren,WATSON TWP,General Assembly,65,DEM,ERIN WILLMAN,41,17,1,59
Warren,WATSON TWP,General Assembly,65,REP,KATHY L RAPP,91,15,5,111
Warren,WATSON TWP,General Assembly,65,,Write-ins,0,0,0,0
Warren,WARREN CENTRAL,President,,DEM,Kamala D. Harris,133,84,0,217
Warren,WARREN CENTRAL,President,,REP,Donald J. Trump,239,50,1,290
Warren,WARREN CENTRAL,President,,LIB,Chase Oliver,6,0,0,6
Warren,WARREN CENTRAL,President,,GRE,Jill Stein,1,0,0,1
Warren,WARREN CENTRAL,President,,,Write-ins,3,1,0,4
Warren,WARREN CENTRAL,U.S. Senate,,DEM,ROBERT P CASEY JR,128,83,1,212
Warren,WARREN CENTRAL,U.S. Senate,,REP,DAVE MCCORMICK,238,47,0,285
Warren,WARREN CENTRAL,U.S. Senate,,LIB,JOHN C THOMAS,10,3,0,13
Warren,WARREN CENTRAL,U.S. Senate,,GRE,LEILA HAZOU,1,1,0,2
Warren,WARREN CENTRAL,U.S. Senate,,CON,MARTY SELKER,5,0,0,5
Warren,WARREN CENTRAL,U.S. Senate,,,Write-ins,0,1,0,1
Warren,WARREN CENTRAL,Attorney General,,DEM,EUGENE DEPASQUALE,117,78,1,196
Warren,WARREN CENTRAL,Attorney General,,REP,DAVE SUNDAY,236,55,0,291
Warren,WARREN CENTRAL,Attorney General,,LIB,ROBERT COWBURN,11,1,0,12
Warren,WARREN CENTRAL,Attorney General,,GRN,RICHARD L WEISS,7,0,0,7
Warren,WARREN CENTRAL,Attorney General,,CON,JUSTIN L MAGILL,7,0,0,7
Warren,WARREN CENTRAL,Attorney General,,FWD,ERIC L SETTLE,1,1,0,2
Warren,WARREN CENTRAL,Attorney General,,,Write-ins,0,0,0,0
Warren,WARREN CENTRAL,Auditor General,,DEM,MALCOLM KENYATTA,115,72,1,188
Warren,WARREN CENTRAL,Auditor General,,REP,TIM DEFOOR,234,58,0,292
Warren,WARREN CENTRAL,Auditor General,,LIB,REECE SMITH,19,2,0,21
Warren,WARREN CENTRAL,Auditor General,,ASP,ERIC K ANTON,1,0,0,1
Warren,WARREN CENTRAL,Auditor General,,CON,BOB GOODRICH,5,1,0,6
Warren,WARREN CENTRAL,Auditor General,,,Write-ins,1,0,0,1
Warren,WARREN CENTRAL,State Treasurer,,DEM,ERIN MCCLELLAND,117,72,1,190
Warren,WARREN CENTRAL,State Treasurer,,REP,STACY GARRITY,237,54,0,291
Warren,WARREN CENTRAL,State Treasurer,,LIB,NICKOLAS CIESIELSKI,16,2,0,18
Warren,WARREN CENTRAL,State Treasurer,,CON,TROY BOWMAN,6,0,0,6
Warren,WARREN CENTRAL,State Treasurer,,FWD,CHRIS FOSTER,1,2,0,3
Warren,WARREN CENTRAL,State Treasurer,,,Write-ins,0,0,0,0
Warren,WARREN CENTRAL,U.S. House,15,DEM,ZACH WOMER,120,69,1,190
Warren,WARREN CENTRAL,U.S. House,15,REP,GLENN GT THOMPSON,255,61,0,316
Warren,WARREN CENTRAL,U.S. House,15,,Write-ins,1,0,0,1
Warren,WARREN CENTRAL,State Senate,21,REP,SCOTT E HUTCHINSON,268,81,1,350
Warren,WARREN CENTRAL,State Senate,21,,Write-ins,16,2,0,18
Warren,WARREN CENTRAL,General Assembly,65,DEM,ERIN WILLMAN,138,78,0,216
Warren,WARREN CENTRAL,General Assembly,65,REP,KATHY L RAPP,242,49,1,292
Warren,WARREN CENTRAL,General Assembly,65,,Write-ins,0,0,1,1
Warren,WARREN NORTH,President,,DEM,Kamala D. Harris,175,96,4,275
Warren,WARREN NORTH,President,,REP,Donald J. Trump,319,87,3,409
Warren,WARREN NORTH,President,,LIB,Chase Oliver,3,0,0,3
Warren,WARREN NORTH,President,,GRE,Jill Stein,1,2,0,3
Warren,WARREN NORTH,President,,,Write-ins,1,1,0,2
Warren,WARREN NORTH,U.S. Senate,,DEM,ROBERT P CASEY JR,173,96,0,269
Warren,WARREN NORTH,U.S. Senate,,REP,DAVE MCCORMICK,322,86,1,409
Warren,WARREN NORTH,U.S. Senate,,LIB,JOHN C THOMAS,6,2,0,8
Warren,WARREN NORTH,U.S. Senate,,GRE,LEILA HAZOU,1,3,0,4
Warren,WARREN NORTH,U.S. Senate,,CON,MARTY SELKER,1,0,0,1
Warren,WARREN NORTH,U.S. Senate,,,Write-ins,0,0,0,0
Warren,WARREN NORTH,Attorney General,,DEM,EUGENE DEPASQUALE,151,84,0,235
Warren,WARREN NORTH,Attorney General,,REP,DAVE SUNDAY,330,97,0,427
Warren,WARREN NORTH,Attorney General,,LIB,ROBERT COWBURN,9,1,0,10
Warren,WARREN NORTH,Attorney General,,GRN,RICHARD L WEISS,5,4,0,9
Warren,WARREN NORTH,Attorney General,,CON,JUSTIN L MAGILL,5,1,0,6
Warren,WARREN NORTH,Attorney General,,FWD,ERIC L SETTLE,2,0,0,2
Warren,WARREN NORTH,Attorney General,,,Write-ins,0,0,0,0
Warren,WARREN NORTH,Auditor General,,DEM,MALCOLM KENYATTA,149,84,0,233
Warren,WARREN NORTH,Auditor General,,REP,TIM DEFOOR,325,96,0,421
Warren,WARREN NORTH,Auditor General,,LIB,REECE SMITH,11,4,0,15
Warren,WARREN NORTH,Auditor General,,ASP,ERIC K ANTON,3,0,0,3
Warren,WARREN NORTH,Auditor General,,CON,BOB GOODRICH,8,0,0,8
Warren,WARREN NORTH,Auditor General,,,Write-ins,0,0,0,0
Warren,WARREN NORTH,State Treasurer,,DEM,ERIN MCCLELLAND,146,86,0,232
Warren,WARREN NORTH,State Treasurer,,REP,STACY GARRITY,344,95,0,439
Warren,WARREN NORTH,State Treasurer,,LIB,NICKOLAS CIESIELSKI,6,3,0,9
Warren,WARREN NORTH,State Treasurer,,CON,TROY BOWMAN,4,0,0,4
Warren,WARREN NORTH,State Treasurer,,FWD,CHRIS FOSTER,1,0,0,1
Warren,WARREN NORTH,State Treasurer,,,Write-ins,0,0,0,0
Warren,WARREN NORTH,U.S. House,15,DEM,ZACH WOMER,152,81,0,233
Warren,WARREN NORTH,U.S. House,15,REP,GLENN GT THOMPSON,349,99,1,449
Warren,WARREN NORTH,U.S. House,15,,Write-ins,0,0,0,0
Warren,WARREN NORTH,State Senate,21,REP,SCOTT E HUTCHINSON,371,132,1,504
Warren,WARREN NORTH,State Senate,21,,Write-ins,15,13,0,28
Warren,WARREN NORTH,General Assembly,65,DEM,ERIN WILLMAN,165,91,0,256
Warren,WARREN NORTH,General Assembly,65,REP,KATHY L RAPP,333,88,0,421
Warren,WARREN NORTH,General Assembly,65,,Write-ins,7,0,0,7
Warren,WARREN SOUTH,President,,DEM,Kamala D. Harris,77,43,0,120
Warren,WARREN SOUTH,President,,REP,Donald J. Trump,157,28,1,186
Warren,WARREN SOUTH,President,,LIB,Chase Oliver,4,0,0,4
Warren,WARREN SOUTH,President,,GRE,Jill Stein,0,0,0,0
Warren,WARREN SOUTH,President,,,Write-ins,3,1,0,4
Warren,WARREN SOUTH,U.S. Senate,,DEM,ROBERT P CASEY JR,83,42,0,125
Warren,WARREN SOUTH,U.S. Senate,,REP,DAVE MCCORMICK,146,25,2,173
Warren,WARREN SOUTH,U.S. Senate,,LIB,JOHN C THOMAS,5,0,0,5
Warren,WARREN SOUTH,U.S. Senate,,GRE,LEILA HAZOU,1,1,0,2
Warren,WARREN SOUTH,U.S. Senate,,CON,MARTY SELKER,6,0,0,6
Warren,WARREN SOUTH,U.S. Senate,,,Write-ins,0,0,0,0
Warren,WARREN SOUTH,Attorney General,,DEM,EUGENE DEPASQUALE,67,36,0,103
Warren,WARREN SOUTH,Attorney General,,REP,DAVE SUNDAY,158,30,2,190
Warren,WARREN SOUTH,Attorney General,,LIB,ROBERT COWBURN,7,0,0,7
Warren,WARREN SOUTH,Attorney General,,GRN,RICHARD L WEISS,2,0,0,2
Warren,WARREN SOUTH,Attorney General,,CON,JUSTIN L MAGILL,3,1,0,4
Warren,WARREN SOUTH,Attorney General,,FWD,ERIC L SETTLE,1,0,0,1
Warren,WARREN SOUTH,Attorney General,,,Write-ins,0,0,0,0
Warren,WARREN SOUTH,Auditor General,,DEM,MALCOLM KENYATTA,72,38,0,110
Warren,WARREN SOUTH,Auditor General,,REP,TIM DEFOOR,153,28,0,181
Warren,WARREN SOUTH,Auditor General,,LIB,REECE SMITH,4,0,0,4
Warren,WARREN SOUTH,Auditor General,,ASP,ERIC K ANTON,1,1,0,2
Warren,WARREN SOUTH,Auditor General,,CON,BOB GOODRICH,6,1,0,7
Warren,WARREN SOUTH,Auditor General,,,Write-ins,0,0,0,0
Warren,WARREN SOUTH,State Treasurer,,DEM,ERIN MCCLELLAND,70,36,0,106
Warren,WARREN SOUTH,State Treasurer,,REP,STACY GARRITY,154,28,0,182
Warren,WARREN SOUTH,State Treasurer,,LIB,NICKOLAS CIESIELSKI,9,0,0,9
Warren,WARREN SOUTH,State Treasurer,,CON,TROY BOWMAN,4,0,0,4
Warren,WARREN SOUTH,State Treasurer,,FWD,CHRIS FOSTER,4,1,0,5
Warren,WARREN SOUTH,State Treasurer,,,Write-ins,0,1,0,1
Warren,WARREN SOUTH,U.S. House,15,DEM,ZACH WOMER,72,37,0,109
Warren,WARREN SOUTH,U.S. House,15,REP,GLENN GT THOMPSON,166,27,1,194
Warren,WARREN SOUTH,U.S. House,15,,Write-ins,0,0,0,0
Warren,WARREN SOUTH,State Senate,21,REP,SCOTT E HUTCHINSON,181,45,1,227
Warren,WARREN SOUTH,State Senate,21,,Write-ins,9,1,0,10
Warren,WARREN SOUTH,General Assembly,65,DEM,ERIN WILLMAN,78,37,0,115
Warren,WARREN SOUTH,General Assembly,65,REP,KATHY L RAPP,158,30,1,189
Warren,WARREN SOUTH,General Assembly,65,,Write-ins,2,0,0,2
Warren,WARREN EAST,President,,DEM,Kamala D. Harris,294,193,0,487
Warren,WARREN EAST,President,,REP,Donald J. Trump,573,114,2,689
Warren,WARREN EAST,President,,LIB,Chase Oliver,11,2,1,14
Warren,WARREN EAST,President,,GRE,Jill Stein,2,1,0,3
Warren,WARREN EAST,President,,,Write-ins,2,0,0,2
Warren,WARREN EAST,U.S. Senate,,DEM,ROBERT P CASEY JR,294,195,0,489
Warren,WARREN EAST,U.S. Senate,,REP,DAVE MCCORMICK,541,106,0,647
Warren,WARREN EAST,U.S. Senate,,LIB,JOHN C THOMAS,23,2,0,25
Warren,WARREN EAST,U.S. Senate,,GRE,LEILA HAZOU,11,1,0,12
Warren,WARREN EAST,U.S. Senate,,CON,MARTY SELKER,8,5,0,13
Warren,WARREN EAST,U.S. Senate,,,Write-ins,1,0,0,1
Warren,WARREN EAST,Attorney General,,DEM,EUGENE DEPASQUALE,259,169,0,428
Warren,WARREN EAST,Attorney General,,REP,DAVE SUNDAY,557,125,0,682
Warren,WARREN EAST,Attorney General,,LIB,ROBERT COWBURN,21,5,0,26
Warren,WARREN EAST,Attorney General,,GRN,RICHARD L WEISS,19,5,0,24
Warren,WARREN EAST,Attorney General,,CON,JUSTIN L MAGILL,6,2,0,8
Warren,WARREN EAST,Attorney General,,FWD,ERIC L SETTLE,7,0,0,7
Warren,WARREN EAST,Attorney General,,,Write-ins,1,0,0,1
Warren,WARREN EAST,Auditor General,,DEM,MALCOLM KENYATTA,270,176,0,446
Warren,WARREN EAST,Auditor General,,REP,TIM DEFOOR,548,119,0,667
Warren,WARREN EAST,Auditor General,,LIB,REECE SMITH,29,5,0,34
Warren,WARREN EAST,Auditor General,,ASP,ERIC K ANTON,2,0,0,2
Warren,WARREN EAST,Auditor General,,CON,BOB GOODRICH,16,2,0,18
Warren,WARREN EAST,Auditor General,,,Write-ins,1,0,0,1
Warren,WARREN EAST,State Treasurer,,DEM,ERIN MCCLELLAND,260,175,0,435
Warren,WARREN EAST,State Treasurer,,REP,STACY GARRITY,570,120,0,690
Warren,WARREN EAST,State Treasurer,,LIB,NICKOLAS CIESIELSKI,22,6,0,28
Warren,WARREN EAST,State Treasurer,,CON,TROY BOWMAN,9,1,0,10
Warren,WARREN EAST,State Treasurer,,FWD,CHRIS FOSTER,8,1,0,9
Warren,WARREN EAST,State Treasurer,,,Write-ins,0,0,0,0
Warren,WARREN EAST,U.S. House,15,DEM,ZACH WOMER,269,179,0,448
Warren,WARREN EAST,U.S. House,15,REP,GLENN GT THOMPSON,597,118,0,715
Warren,WARREN EAST,U.S. House,15,,Write-ins,3,1,0,4
Warren,WARREN EAST,State Senate,21,REP,SCOTT E HUTCHINSON,660,175,0,835
Warren,WARREN EAST,State Senate,21,,Write-ins,41,25,0,66
Warren,WARREN EAST,General Assembly,65,DEM,ERIN WILLMAN,301,174,0,475
Warren,WARREN EAST,General Assembly,65,REP,KATHY L RAPP,563,122,0,685
Warren,WARREN EAST,General Assembly,65,,Write-ins,10,0,0,10
Warren,WARREN WEST,President,,DEM,Kamala D. Harris,164,98,2,264
Warren,WARREN WEST,President,,REP,Donald J. Trump,321,65,2,388
Warren,WARREN WEST,President,,LIB,Chase Oliver,3,1,0,4
Warren,WARREN WEST,President,,GRE,Jill Stein,3,0,0,3
Warren,WARREN WEST,President,,,Write-ins,3,0,0,3
Warren,WARREN WEST,U.S. Senate,,DEM,ROBERT P CASEY JR,166,95,1,262
Warren,WARREN WEST,U.S. Senate,,REP,DAVE MCCORMICK,314,63,2,379
Warren,WARREN WEST,U.S. Senate,,LIB,JOHN C THOMAS,8,1,0,9
Warren,WARREN WEST,U.S. Senate,,GRE,LEILA HAZOU,3,2,1,6
Warren,WARREN WEST,U.S. Senate,,CON,MARTY SELKER,2,0,0,2
Warren,WARREN WEST,U.S. Senate,,,Write-ins,0,0,0,0
Warren,WARREN WEST,Attorney General,,DEM,EUGENE DEPASQUALE,147,88,1,236
Warren,WARREN WEST,Attorney General,,REP,DAVE SUNDAY,317,68,2,387
Warren,WARREN WEST,Attorney General,,LIB,ROBERT COWBURN,14,2,0,16
Warren,WARREN WEST,Attorney General,,GRN,RICHARD L WEISS,7,1,0,8
Warren,WARREN WEST,Attorney General,,CON,JUSTIN L MAGILL,6,0,1,7
Warren,WARREN WEST,Attorney General,,FWD,ERIC L SETTLE,1,0,0,1
Warren,WARREN WEST,Attorney General,,,Write-ins,0,0,0,0
Warren,WARREN WEST,Auditor General,,DEM,MALCOLM KENYATTA,150,90,2,242
Warren,WARREN WEST,Auditor General,,REP,TIM DEFOOR,309,63,3,375
Warren,WARREN WEST,Auditor General,,LIB,REECE SMITH,15,1,0,16
Warren,WARREN WEST,Auditor General,,ASP,ERIC K ANTON,3,0,0,3
Warren,WARREN WEST,Auditor General,,CON,BOB GOODRICH,10,0,0,10
Warren,WARREN WEST,Auditor General,,,Write-ins,0,0,0,0
Warren,WARREN WEST,State Treasurer,,DEM,ERIN MCCLELLAND,152,90,2,244
Warren,WARREN WEST,State Treasurer,,REP,STACY GARRITY,313,69,2,384
Warren,WARREN WEST,State Treasurer,,LIB,NICKOLAS CIESIELSKI,13,1,0,14
Warren,WARREN WEST,State Treasurer,,CON,TROY BOWMAN,9,1,0,10
Warren,WARREN WEST,State Treasurer,,FWD,CHRIS FOSTER,2,0,0,2
Warren,WARREN WEST,State Treasurer,,,Write-ins,0,0,0,0
Warren,WARREN WEST,U.S. House,15,DEM,ZACH WOMER,157,89,1,247
Warren,WARREN WEST,U.S. House,15,REP,GLENN GT THOMPSON,333,64,2,399
Warren,WARREN WEST,U.S. House,15,,Write-ins,0,0,0,0
Warren,WARREN WEST,State Senate,21,REP,SCOTT E HUTCHINSON,369,94,2,465
Warren,WARREN WEST,State Senate,21,,Write-ins,14,17,0,31
Warren,WARREN WEST,General Assembly,65,DEM,ERIN WILLMAN,178,91,2,271
Warren,WARREN WEST,General Assembly,65,REP,KATHY L RAPP,313,64,2,379
Warren,WARREN WEST,General Assembly,65,,Write-ins,2,0,0,2
Warren,WARREN SOUTHEAST,President,,DEM,Kamala D. Harris,276,136,2,414
Warren,WARREN SOUTHEAST,President,,REP,Donald J. Trump,544,101,0,645
Warren,WARREN SOUTHEAST,President,,LIB,Chase Oliver,6,2,0,8
Warren,WARREN SOUTHEAST,President,,GRE,Jill Stein,2,1,0,3
Warren,WARREN SOUTHEAST,President,,,Write-ins,3,0,0,3
Warren,WARREN SOUTHEAST,U.S. Senate,,DEM,ROBERT P CASEY JR,266,135,0,401
Warren,WARREN SOUTHEAST,U.S. Senate,,REP,DAVE MCCORMICK,525,91,0,616
Warren,WARREN SOUTHEAST,U.S. Senate,,LIB,JOHN C THOMAS,25,3,0,28
Warren,WARREN SOUTHEAST,U.S. Senate,,GRE,LEILA HAZOU,8,2,0,10
Warren,WARREN SOUTHEAST,U.S. Senate,,CON,MARTY SELKER,7,1,0,8
Warren,WARREN SOUTHEAST,U.S. Senate,,,Write-ins,0,1,0,1
Warren,WARREN SOUTHEAST,Attorney General,,DEM,EUGENE DEPASQUALE,241,119,0,360
Warren,WARREN SOUTHEAST,Attorney General,,REP,DAVE SUNDAY,547,106,0,653
Warren,WARREN SOUTHEAST,Attorney General,,LIB,ROBERT COWBURN,17,0,0,17
Warren,WARREN SOUTHEAST,Attorney General,,GRN,RICHARD L WEISS,11,2,0,13
Warren,WARREN SOUTHEAST,Attorney General,,CON,JUSTIN L MAGILL,6,1,0,7
Warren,WARREN SOUTHEAST,Attorney General,,FWD,ERIC L SETTLE,3,2,0,5
Warren,WARREN SOUTHEAST,Attorney General,,,Write-ins,0,1,0,1
Warren,WARREN SOUTHEAST,Auditor General,,DEM,MALCOLM KENYATTA,245,122,0,367
Warren,WARREN SOUTHEAST,Auditor General,,REP,TIM DEFOOR,545,95,0,640
Warren,WARREN SOUTHEAST,Auditor General,,LIB,REECE SMITH,16,4,0,20
Warren,WARREN SOUTHEAST,Auditor General,,ASP,ERIC K ANTON,2,0,0,2
Warren,WARREN SOUTHEAST,Auditor General,,CON,BOB GOODRICH,11,4,0,15
Warren,WARREN SOUTHEAST,Auditor General,,,Write-ins,0,2,0,2
Warren,WARREN SOUTHEAST,State Treasurer,,DEM,ERIN MCCLELLAND,253,122,0,375
Warren,WARREN SOUTHEAST,State Treasurer,,REP,STACY GARRITY,546,97,0,643
Warren,WARREN SOUTHEAST,State Treasurer,,LIB,NICKOLAS CIESIELSKI,11,0,0,11
Warren,WARREN SOUTHEAST,State Treasurer,,CON,TROY BOWMAN,6,2,0,8
Warren,WARREN SOUTHEAST,State Treasurer,,FWD,CHRIS FOSTER,6,4,0,10
Warren,WARREN SOUTHEAST,State Treasurer,,,Write-ins,0,2,0,2
Warren,WARREN SOUTHEAST,U.S. House,15,DEM,ZACH WOMER,259,121,0,380
Warren,WARREN SOUTHEAST,U.S. House,15,REP,GLENN GT THOMPSON,564,102,0,666
Warren,WARREN SOUTHEAST,U.S. House,15,,Write-ins,0,2,0,2
Warren,WARREN SOUTHEAST,State Senate,21,REP,SCOTT E HUTCHINSON,610,135,0,745
Warren,WARREN SOUTHEAST,State Senate,21,,Write-ins,33,17,0,50
Warren,WARREN SOUTHEAST,General Assembly,65,DEM,ERIN WILLMAN,277,127,0,404
Warren,WARREN SOUTHEAST,General Assembly,65,REP,KATHY L RAPP,550,103,0,653
Warren,WARREN SOUTHEAST,General Assembly,65,,Write-ins,1,1,0,2
