county,precinct,precinct_name,party,office,district,candidate,votes
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,117
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,174
Centre,2,02 BELLEFONTE NORTHEAST,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,2,02 BELLEFONTE NORTHEAST,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,3
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,308
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,309
Centre,2,02 BELLEFONTE NORTHEAST,GREEN,UNITED STATES SENATOR,,NEAL GALE,5
Centre,2,02 BELLEFONTE NORTHEAST,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,11
Centre,2,02 BELLEFONTE NORTHEAST,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,325
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,287
Centre,2,02 BELLEFONTE NORTHEAST,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,6
Centre,2,02 BELLEFONTE NORTHEAST,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,15
Centre,2,02 BELLEFONTE NORTHEAST,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,265
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,370
Centre,2,02 BELLEFONTE NORTHEAST,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,265
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,366
Centre,2,02 BELLEFONTE NORTHEAST,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,2,02 BELLEFONTE NORTHEAST,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,234
Centre,2,02 BELLEFONTE NORTHEAST,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,399
Centre,2,02 BELLEFONTE NORTHEAST,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,1
Centre,3,03 BELLEFONTE SOUTH,,REGISTERED VOTERS - TOTAL,,,685
Centre,3,03 BELLEFONTE SOUTH,,BALLOTS CAST - TOTAL,,,364
Centre,3,03 BELLEFONTE SOUTH,,VOTER TURNOUT - TOTAL,,,
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,86
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,57
Centre,3,03 BELLEFONTE SOUTH,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,3,03 BELLEFONTE SOUTH,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,222
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,127
Centre,3,03 BELLEFONTE SOUTH,GREEN,UNITED STATES SENATOR,,NEAL GALE,5
Centre,3,03 BELLEFONTE SOUTH,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,8
Centre,3,03 BELLEFONTE SOUTH,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,214
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,129
Centre,3,03 BELLEFONTE SOUTH,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,6
Centre,3,03 BELLEFONTE SOUTH,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,12
Centre,3,03 BELLEFONTE SOUTH,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,196
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,164
Centre,3,03 BELLEFONTE SOUTH,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,195
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,159
Centre,3,03 BELLEFONTE SOUTH,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,2
Centre,3,03 BELLEFONTE SOUTH,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,175
Centre,3,03 BELLEFONTE SOUTH,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,184
Centre,3,03 BELLEFONTE SOUTH,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,4,04 BELLEFONTE SOUTHEAST,,REGISTERED VOTERS - TOTAL,,,976
Centre,4,04 BELLEFONTE SOUTHEAST,,BALLOTS CAST - TOTAL,,,631
Centre,4,04 BELLEFONTE SOUTHEAST,,VOTER TURNOUT - TOTAL,,,
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,123
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,172
Centre,4,04 BELLEFONTE SOUTHEAST,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,4,04 BELLEFONTE SOUTHEAST,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,2
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,299
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,303
Centre,4,04 BELLEFONTE SOUTHEAST,GREEN,UNITED STATES SENATOR,,NEAL GALE,8
Centre,4,04 BELLEFONTE SOUTHEAST,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,13
Centre,4,04 BELLEFONTE SOUTHEAST,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,318
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,288
Centre,4,04 BELLEFONTE SOUTHEAST,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,8
Centre,4,04 BELLEFONTE SOUTHEAST,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,15
Centre,4,04 BELLEFONTE SOUTHEAST,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,266
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,355
Centre,4,04 BELLEFONTE SOUTHEAST,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,266
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,363
Centre,4,04 BELLEFONTE SOUTHEAST,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,4,04 BELLEFONTE SOUTHEAST,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,230
Centre,4,04 BELLEFONTE SOUTHEAST,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,397
Centre,4,04 BELLEFONTE SOUTHEAST,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,5,05 BELLEFONTE WEST,,REGISTERED VOTERS - TOTAL,,,1390
Centre,5,05 BELLEFONTE WEST,,BALLOTS CAST - TOTAL,,,800
Centre,5,05 BELLEFONTE WEST,,VOTER TURNOUT - TOTAL,,,
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,261
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,173
Centre,5,05 BELLEFONTE WEST,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,5,05 BELLEFONTE WEST,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,6
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,488
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,271
Centre,5,05 BELLEFONTE WEST,GREEN,UNITED STATES SENATOR,,NEAL GALE,10
Centre,5,05 BELLEFONTE WEST,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,18
Centre,5,05 BELLEFONTE WEST,,UNITED STATES SENATOR,,WRITE-IN,3
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,502
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,261
Centre,5,05 BELLEFONTE WEST,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,7
Centre,5,05 BELLEFONTE WEST,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,23
Centre,5,05 BELLEFONTE WEST,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,469
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,325
Centre,5,05 BELLEFONTE WEST,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,1
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,461
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,331
Centre,5,05 BELLEFONTE WEST,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,5,05 BELLEFONTE WEST,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,418
Centre,5,05 BELLEFONTE WEST,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,374
Centre,5,05 BELLEFONTE WEST,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,6,06 CENTRE HALL,,REGISTERED VOTERS - TOTAL,,,855
Centre,6,06 CENTRE HALL,,BALLOTS CAST - TOTAL,,,576
Centre,6,06 CENTRE HALL,,VOTER TURNOUT - TOTAL,,,
Centre,6,06 CENTRE HALL,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,83
Centre,6,06 CENTRE HALL,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,182
Centre,6,06 CENTRE HALL,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,6,06 CENTRE HALL,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,6,06 CENTRE HALL,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,253
Centre,6,06 CENTRE HALL,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,305
Centre,6,06 CENTRE HALL,GREEN,UNITED STATES SENATOR,,NEAL GALE,2
Centre,6,06 CENTRE HALL,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,12
Centre,6,06 CENTRE HALL,,UNITED STATES SENATOR,,WRITE-IN,1
Centre,6,06 CENTRE HALL,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,244
Centre,6,06 CENTRE HALL,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,314
Centre,6,06 CENTRE HALL,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,6
Centre,6,06 CENTRE HALL,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,8
Centre,6,06 CENTRE HALL,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,1
Centre,6,06 CENTRE HALL,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,218
Centre,6,06 CENTRE HALL,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,350
Centre,6,06 CENTRE HALL,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,2
Centre,6,06 CENTRE HALL,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,193
Centre,6,06 CENTRE HALL,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,379
Centre,6,06 CENTRE HALL,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,1
Centre,6,06 CENTRE HALL,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,ERIN MCCRACKEN,167
Centre,6,06 CENTRE HALL,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,KERRY A BENNINGHOFF,407
Centre,6,06 CENTRE HALL,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 171ST LEGISLATIVE,,WRITE-IN,0
Centre,7,07 HOWARD BORO,,REGISTERED VOTERS - TOTAL,,,463
Centre,7,07 HOWARD BORO,,BALLOTS CAST - TOTAL,,,312
Centre,7,07 HOWARD BORO,,VOTER TURNOUT - TOTAL,,,
Centre,7,07 HOWARD BORO,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,46
Centre,7,07 HOWARD BORO,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,92
Centre,7,07 HOWARD BORO,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,7,07 HOWARD BORO,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,1
Centre,7,07 HOWARD BORO,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,137
Centre,7,07 HOWARD BORO,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,165
Centre,7,07 HOWARD BORO,GREEN,UNITED STATES SENATOR,,NEAL GALE,3
Centre,7,07 HOWARD BORO,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,6
Centre,7,07 HOWARD BORO,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,7,07 HOWARD BORO,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,137
Centre,7,07 HOWARD BORO,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,166
Centre,7,07 HOWARD BORO,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,2
Centre,7,07 HOWARD BORO,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,3
Centre,7,07 HOWARD BORO,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,7,07 HOWARD BORO,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,106
Centre,7,07 HOWARD BORO,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,205
Centre,7,07 HOWARD BORO,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,7,07 HOWARD BORO,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,103
Centre,7,07 HOWARD BORO,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,207
Centre,7,07 HOWARD BORO,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,7,07 HOWARD BORO,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,MIKE HANNA,141
Centre,7,07 HOWARD BORO,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,STEPHANIE BOROWICZ,171
Centre,7,07 HOWARD BORO,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,WRITE-IN,0
Centre,8,08 MILESBURG,,REGISTERED VOTERS - TOTAL,,,672
Centre,8,08 MILESBURG,,BALLOTS CAST - TOTAL,,,400
Centre,8,08 MILESBURG,,VOTER TURNOUT - TOTAL,,,
Centre,8,08 MILESBURG,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,61
Centre,8,08 MILESBURG,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,125
Centre,8,08 MILESBURG,GREEN,STRAIGHT PARTY,,GREEN,1
Centre,8,08 MILESBURG,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,8,08 MILESBURG,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,187
Centre,8,08 MILESBURG,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,204
Centre,8,08 MILESBURG,GREEN,UNITED STATES SENATOR,,NEAL GALE,2
Centre,8,08 MILESBURG,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,5
Centre,8,08 MILESBURG,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,8,08 MILESBURG,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,159
Centre,8,08 MILESBURG,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,232
Centre,8,08 MILESBURG,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,3
Centre,8,08 MILESBURG,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,3
Centre,8,08 MILESBURG,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,8,08 MILESBURG,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,SUSAN BOSER,117
Centre,8,08 MILESBURG,REPUBLICAN,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,GLENN GT THOMPSON,281
Centre,8,08 MILESBURG,,REPRESENTATIVE IN CONGRESS 15TH CONGRESSIONAL,,WRITE-IN,0
Centre,8,08 MILESBURG,DEMOCRATIC,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,EZRA NANES,129
Centre,8,08 MILESBURG,REPUBLICAN,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,JACOB D CORMAN III,267
Centre,8,08 MILESBURG,,SENATOR IN THE GENERAL ASSEMBLY 34TH SENATORIAL,,WRITE-IN,0
Centre,8,08 MILESBURG,DEMOCRATIC,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,MIKE HANNA,210
Centre,8,08 MILESBURG,REPUBLICAN,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,STEPHANIE BOROWICZ,188
Centre,8,08 MILESBURG,,REPRESENTATIVE IN THE GENERAL ASSEMBLY 76TH LEGISLATIVE,,WRITE-IN,0
Centre,9,09 MILLHEIM,,REGISTERED VOTERS - TOTAL,,,551
Centre,9,09 MILLHEIM,,BALLOTS CAST - TOTAL,,,376
Centre,9,09 MILLHEIM,,VOTER TURNOUT - TOTAL,,,
Centre,9,09 MILLHEIM,DEMOCRATIC,STRAIGHT PARTY,,DEMOCRATIC,58
Centre,9,09 MILLHEIM,REPUBLICAN,STRAIGHT PARTY,,REPUBLICAN,87
Centre,9,09 MILLHEIM,GREEN,STRAIGHT PARTY,,GREEN,0
Centre,9,09 MILLHEIM,LIBERTARIAN,STRAIGHT PARTY,,LIBERTARIAN,0
Centre,9,09 MILLHEIM,DEMOCRATIC,UNITED STATES SENATOR,,BOB CASEY JR,200
Centre,9,09 MILLHEIM,REPUBLICAN,UNITED STATES SENATOR,,LOU BARLETTA,164
Centre,9,09 MILLHEIM,GREEN,UNITED STATES SENATOR,,NEAL GALE,7
Centre,9,09 MILLHEIM,LIBERTARIAN,UNITED STATES SENATOR,,DALE R KERNS JR,4
Centre,9,09 MILLHEIM,,UNITED STATES SENATOR,,WRITE-IN,0
Centre,9,09 MILLHEIM,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR,,TOM WOLF,188
Centre,9,09 MILLHEIM,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR,,SCOTT R WAGNER,179
Centre,9,09 MILLHEIM,GREEN,GOVERNOR AND LIEUTENANT GOVERNOR,,PAUL GLOVER,3
Centre,9,09 MILLHEIM,LIBERTARIAN,GOVERNOR AND LIEUTENANT GOVERNOR,,KEN V KRAWCHUK,6
Centre,9,09 MILLHEIM,,GOVERNOR AND LIEUTENANT GOVERNOR,,WRITE-IN,0
Centre,9,09 MILLHEIM,DEMOCRATIC,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,MARC FRIEDENBERG,175
Centre,9,09 MILLHEIM,REPUBLICAN,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,TOM MARINO,197
Centre,9,09 MILLHEIM,,REPRESENTATIVE IN CONGRESS 12TH CONGRESSIONAL,,WRITE-IN,0
