county,precinct,office,district,party,candidate,election_day,absentee,provisional,emergency,votes
Dauphin,Penbrook Borough--4th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Royalton Borough--1st Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,Royalton Borough--2nd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Steelton--1st Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Steelton--2nd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Steelton--3rd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Steelton--4th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Pillow Borough,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,Williamstown--1st Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Williamstown--2nd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Conewago Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Conewago Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,Derry Township--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Derry Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Derry Township--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,1,0,0,1
Dauphin,Derry Township--4th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,1,0,0,2
Dauphin,Derry Township--5th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Derry Township--6th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Derry Township--7th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Derry Township--8th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Derry Township--9th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,1,0,0,3
Dauphin,Derry Township--10th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Derry Township--11th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,0,0,7
Dauphin,Derry Township--12th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Derry Township--13th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Derry Township--14th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Derry Township--15th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,East Hanover Township--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,East Hanover Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,0,0,7
Dauphin,Halifax Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Halifax Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,2,0,0,6
Dauphin,Jackson Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Jefferson Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,0,0,0,1
Dauphin,Londonderry Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Londonderry Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Londonderry Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Lower Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Lower Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,1,0,0,5
Dauphin,Lower Paxton Twp--3rd precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,10,0,0,0,10
Dauphin,Lower Paxton Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,11,0,0,0,11
Dauphin,Lower Paxton Twp--5th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Lower Paxton Twp--6th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,2,0,0,8
Dauphin,Lower Paxton Twp--7th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,0,0,7
Dauphin,Lower Paxton Twp--8th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,2,0,0,6
Dauphin,Lower Paxton Twp--9th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,0,0,0,1
Dauphin,Lower Paxton Twp--10th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Lower Paxton Twp--11th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,1,0,6
Dauphin,Lower Paxton Twp--12th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Lower Paxton Twp--13th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,9,0,0,0,9
Dauphin,Lower Paxton Twp--14th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Lower Paxton Twp--15th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Lower Paxton Twp--16th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,12,0,0,0,12
Dauphin,Lower Paxton Twp--17th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Lower Paxton Twp--18th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,0,0,7
Dauphin,Lower Paxton Twp--19th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,2,0,0,6
Dauphin,Lower Paxton Twp--20th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Lower Paxton Twp--21st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,1,0,0,6
Dauphin,Lower Paxton Twp--22nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,Lower Paxton Twp--23rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Lower Paxton Twp--24th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Lower Paxton Twp--25th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Lower Paxton Twp--26th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Lower Paxton Twp--27th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Lower Swatara Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,1,0,6
Dauphin,Lower Swatara Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Lower Swatara Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,11,0,0,0,11
Dauphin,Lower Swatara Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Lykens Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Middle Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,1,0,0,6
Dauphin,Middle Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,10,0,0,0,10
Dauphin,Middle Paxton Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Mifflin Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Reed Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,0,0,0,1
Dauphin,Rush Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,South Hanover Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,South Hanover Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,1,0,0,5
Dauphin,South Hanover Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,0,0,7
Dauphin,Susquehanna Twp--1st Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,9,1,0,0,10
Dauphin,Susquehanna Twp--2nd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,10,0,0,0,10
Dauphin,Susquehanna Twp--3rd Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,4,0,0,0,4
Dauphin,Susquehanna Twp--4th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Susquehanna Twp--5th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,9,1,0,0,10
Dauphin,Susquehanna Twp--6th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Susquehanna Twp--7th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Susquehanna Twp--8th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,1,0,0,6
Dauphin,Susquehanna Twp--9th Ward,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Swatara Township--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,Swatara Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Swatara Township--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Swatara Township--4th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Swatara Township--5th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,9,0,0,0,9
Dauphin,Swatara Township--6th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,10,0,0,0,10
Dauphin,Swatara Township--7th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,8,0,0,0,8
Dauphin,Swatara Township--8th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,9,0,0,0,9
Dauphin,Swatara Township--9th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,5,0,0,0,5
Dauphin,Swatara Township--10th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Upper Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Upper Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,1,0,0,4
Dauphin,Washington Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Wayne Township,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,West Hanover Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,West Hanover Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,0,0,0,3
Dauphin,West Hanover Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,3,2,0,0,5
Dauphin,West Hanover Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,0,0,0,1
Dauphin,West Hanover Twp--5th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,7,0,1,0,8
Dauphin,West Hanover Twp--6th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,West Hanover Twp--7th Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,6,0,0,0,6
Dauphin,Wiconisco Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,2,0,0,0,2
Dauphin,Wiconisco Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,1,0,0,0,1
Dauphin,Williams Twp,GOVERNOR/LT GOVERNOR,,GRN,Paul  GLOVER,0,0,0,0,0
Dauphin,"City--1st Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,28,1,0,0,29
Dauphin,"City--1st Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,73,1,0,0,74
Dauphin,"City--1st Ward, 3rd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,27,0,1,0,28
Dauphin,"City--2nd Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,34,0,0,0,34
Dauphin,"City--2nd Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,35,3,0,0,38
Dauphin,City--3rd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,50,6,0,0,56
Dauphin,City--4th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,86,3,1,0,90
Dauphin,City--5th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,87,10,0,0,97
Dauphin,City--6th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,53,0,0,0,53
Dauphin,"City--7th Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,15,0,1,0,16
Dauphin,"City--7th Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,32,2,0,0,34
Dauphin,City--8th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,15,0,0,0,15
Dauphin,"City--9th Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,27,1,0,0,28
Dauphin,"City--9th Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,20,3,0,0,23
Dauphin,"City--9th Ward, 3rd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,37,1,0,0,38
Dauphin,"City--9th Ward, 4th Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,62,6,0,0,68
Dauphin,"City--9th Ward, 5th Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,43,0,0,0,43
Dauphin,"City--10th Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,57,4,0,0,61
Dauphin,"City--10th Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,17,0,0,0,17
Dauphin,"City--10th Ward, 3rd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,52,2,0,0,54
Dauphin,"City--10th Ward, 4th Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,12,1,0,0,13
Dauphin,City--11th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,43,17,0,0,60
Dauphin,City--12th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,99,5,0,0,104
Dauphin,"City--13th Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,60,0,0,0,60
Dauphin,"City--13th Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,87,3,0,0,90
Dauphin,"City--13th Ward, 3rd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,68,3,0,0,71
Dauphin,City--14th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,124,7,0,2,133
Dauphin,City--15th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,25,0,0,0,25
Dauphin,Berrysburg Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,97,0,0,0,97
Dauphin,Dauphin Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,158,3,0,0,161
Dauphin,Elizabethville Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,273,6,0,0,279
Dauphin,Gratz Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,167,5,1,0,173
Dauphin,Halifax Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,128,5,0,0,133
Dauphin,Highspire Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,297,8,0,0,305
Dauphin,Hummelstown--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,281,10,0,0,291
Dauphin,Hummelstown--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,525,17,0,0,542
Dauphin,Lykens Borough--1st Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,135,1,0,0,136
Dauphin,Lykens Borough--2nd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,172,3,0,0,175
Dauphin,"Middletown--1st Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,101,1,0,0,102
Dauphin,"Middletown--1st Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,194,5,0,0,199
Dauphin,"Middletown--2nd Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,256,5,0,0,261
Dauphin,"Middletown--2nd Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,210,2,0,0,212
Dauphin,"Middletown--3rd Ward, 1st Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,163,9,0,0,172
Dauphin,"Middletown--3rd Ward, 2nd Precinct",GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,212,8,0,0,220
Dauphin,Millersburg Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,483,8,0,0,491
Dauphin,Paxtang Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,212,3,0,0,215
Dauphin,Penbrook Borough--1st Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,53,3,0,0,56
Dauphin,Penbrook Borough--2nd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,44,0,0,0,44
Dauphin,Penbrook Borough--3rd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,64,1,0,0,65
Dauphin,Penbrook Borough--4th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,76,0,0,0,76
Dauphin,Royalton Borough--1st Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,71,1,0,0,72
Dauphin,Royalton Borough--2nd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,158,3,0,0,161
Dauphin,Steelton--1st Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,137,2,0,0,139
Dauphin,Steelton--2nd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,145,3,0,0,148
Dauphin,Steelton--3rd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,86,0,0,0,86
Dauphin,Steelton--4th Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,60,0,0,0,60
Dauphin,Pillow Borough,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,84,0,0,0,84
Dauphin,Williamstown--1st Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,125,1,0,0,126
Dauphin,Williamstown--2nd Ward,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,105,1,0,0,106
Dauphin,Conewago Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,487,21,0,0,508
Dauphin,Conewago Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,342,17,0,0,359
Dauphin,Derry Township--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,355,29,0,0,384
Dauphin,Derry Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,289,14,0,0,303
Dauphin,Derry Township--3rd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,209,3,0,0,212
Dauphin,Derry Township--4th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,249,7,0,0,256
Dauphin,Derry Township--5th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,170,9,0,0,179
Dauphin,Derry Township--6th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,266,3,0,0,269
Dauphin,Derry Township--7th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,425,26,0,0,451
Dauphin,Derry Township--8th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,221,7,0,0,228
Dauphin,Derry Township--9th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,158,3,0,0,161
Dauphin,Derry Township--10th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,305,19,0,0,324
Dauphin,Derry Township--11th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,338,24,0,0,362
Dauphin,Derry Township--12th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,243,10,0,0,253
Dauphin,Derry Township--13th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,320,18,0,0,338
Dauphin,Derry Township--14th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,222,11,0,0,233
Dauphin,Derry Township--15th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,447,29,0,0,476
Dauphin,East Hanover Township--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,775,26,0,0,801
Dauphin,East Hanover Township--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,688,18,0,0,706
Dauphin,Halifax Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,407,10,0,0,417
Dauphin,Halifax Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,465,17,1,0,483
Dauphin,Jackson Township,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,521,3,0,0,524
Dauphin,Jefferson Township,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,114,5,0,0,119
Dauphin,Londonderry Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,487,10,0,0,497
Dauphin,Londonderry Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,513,16,0,0,529
Dauphin,Londonderry Twp--3rd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,275,5,1,0,281
Dauphin,Lower Paxton Twp--1st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,199,2,1,0,202
Dauphin,Lower Paxton Twp--2nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,206,9,0,0,215
Dauphin,Lower Paxton Twp--3rd precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,506,16,0,0,522
Dauphin,Lower Paxton Twp--4th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,478,15,0,0,493
Dauphin,Lower Paxton Twp--5th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,262,15,0,0,277
Dauphin,Lower Paxton Twp--6th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,209,24,0,0,233
Dauphin,Lower Paxton Twp--7th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,389,13,2,0,404
Dauphin,Lower Paxton Twp--8th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,199,3,1,0,203
Dauphin,Lower Paxton Twp--9th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,238,9,1,0,248
Dauphin,Lower Paxton Twp--10th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,108,3,1,0,112
Dauphin,Lower Paxton Twp--11th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,253,9,2,0,264
Dauphin,Lower Paxton Twp--12th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,288,22,2,0,312
Dauphin,Lower Paxton Twp--13th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,347,6,0,0,353
Dauphin,Lower Paxton Twp--14th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,157,4,0,0,161
Dauphin,Lower Paxton Twp--15th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,395,8,0,0,403
Dauphin,Lower Paxton Twp--16th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,559,36,0,0,595
Dauphin,Lower Paxton Twp--17th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,274,19,0,0,293
Dauphin,Lower Paxton Twp--18th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,145,7,0,0,152
Dauphin,Lower Paxton Twp--19th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,451,21,0,0,472
Dauphin,Lower Paxton Twp--20th Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,324,10,0,0,334
Dauphin,Lower Paxton Twp--21st Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,559,20,0,0,579
Dauphin,Lower Paxton Twp--22nd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,400,27,0,0,427
Dauphin,Lower Paxton Twp--23rd Precinct,GOVERNOR/LT GOVERNOR,,REP,Scott R. WAGNER,378,18,0,0,396
