county,precinct,office,district,candidate,party,votes,absentee,election_day,emergency,provisional,federal
Westmoreland,1918 HEMPFIELD TWP - NO 6,State House,57,Collin Warren,DEM,61,0,61,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,State House,57,Eric Nelson,REP,147,3,144,0,0,0
Westmoreland,1918 HEMPFIELD TWP - NO 6,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,,,Registered Voters,,275,,,,,
Westmoreland,1921 HEMPFIELD TWP - NO 7,,,Ballots Cast,,164,1,163,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Straight Party,,Democratic,DEM,34,0,34,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Straight Party,,Republican,REP,55,1,54,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. Senate,,Bob Casey Jr,DEM,58,0,58,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. Senate,,Lou Barletta,REP,102,1,101,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Governor,,Tom Wolf,DEM,60,0,60,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Governor,,Scott R Wagner,REP,101,1,100,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. House,14,Bibiana Boerio,DEM,59,0,59,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. House,14,Guy Reschenthaler,REP,105,1,104,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,State House,57,Collin Warren,DEM,51,0,51,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,State House,57,Eric Nelson,REP,113,1,112,0,0,0
Westmoreland,1921 HEMPFIELD TWP - NO 7,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,,,Registered Voters,,556,,,,,
Westmoreland,1924 HEMPFIELD TWP - NO 8,,,Ballots Cast,,322,10,312,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Straight Party,,Democratic,DEM,74,3,71,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Straight Party,,Republican,REP,98,2,96,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Straight Party,,Libertarian,LIB,1,1,0,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. Senate,,Bob Casey Jr,DEM,150,4,146,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. Senate,,Lou Barletta,REP,164,5,159,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. Senate,,Neal Gale,GRN,3,1,2,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Governor,,Tom Wolf,DEM,146,5,141,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Governor,,Scott R Wagner,REP,163,5,158,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. House,14,Bibiana Boerio,DEM,146,5,141,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. House,14,Guy Reschenthaler,REP,171,5,166,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,State House,57,Collin Warren,DEM,125,5,120,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,State House,57,Eric Nelson,REP,189,5,184,0,0,0
Westmoreland,1924 HEMPFIELD TWP - NO 8,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,,,Registered Voters,,1486,,,,,
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,,,Ballots Cast,,908,46,862,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Straight Party,,Democratic,DEM,188,15,173,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Straight Party,,Republican,REP,292,11,281,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. Senate,,Bob Casey Jr,DEM,377,23,354,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. Senate,,Lou Barletta,REP,505,19,486,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. Senate,,Neal Gale,GRN,3,1,2,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. Senate,,Dale R Kerns Jr,LIB,10,2,8,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Governor,,Tom Wolf,DEM,414,22,392,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Governor,,Scott R Wagner,REP,472,18,454,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Governor,,Paul Glover,GRN,6,3,3,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Governor,,Ken V Krawchuk,LIB,9,2,7,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. House,14,Bibiana Boerio,DEM,361,24,337,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. House,14,Guy Reschenthaler,REP,538,22,516,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,State House,58,Mary Popovich,DEM,337,25,312,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,State House,58,Justin Walsh,REP,565,20,545,0,0,0
Westmoreland,1927 HEMPFIELD TWP - E ADAMSBU,State House,58,Write-ins,,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,,,Registered Voters,,709,,,,,
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,,,Ballots Cast,,462,25,436,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Straight Party,,Democratic,DEM,111,9,102,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Straight Party,,Republican,REP,148,9,138,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. Senate,,Bob Casey Jr,DEM,206,13,193,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. Senate,,Lou Barletta,REP,243,12,230,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. Senate,,Dale R Kerns Jr,LIB,7,0,7,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Governor,,Tom Wolf,DEM,217,14,203,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Governor,,Scott R Wagner,REP,236,11,224,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Governor,,Paul Glover,GRN,3,0,3,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Governor,,Ken V Krawchuk,LIB,5,0,5,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. House,14,Bibiana Boerio,DEM,194,13,181,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. House,14,Guy Reschenthaler,REP,265,12,252,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,State House,57,Collin Warren,DEM,159,10,149,0,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,State House,57,Eric Nelson,REP,300,14,285,1,0,0
Westmoreland,1930 HEMPFIELD TWP - EASTVIEW,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,,,Registered Voters,,1528,,,,,
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,,,Ballots Cast,,1038,42,996,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Straight Party,,Democratic,DEM,176,13,163,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Straight Party,,Republican,REP,327,14,313,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. Senate,,Bob Casey Jr,DEM,419,17,402,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. Senate,,Lou Barletta,REP,600,25,575,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. Senate,,Neal Gale,GRN,4,0,4,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Governor,,Tom Wolf,DEM,456,19,437,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Governor,,Scott R Wagner,REP,563,23,540,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Governor,,Paul Glover,GRN,4,0,4,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Governor,,Ken V Krawchuk,LIB,10,0,10,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. House,14,Bibiana Boerio,DEM,402,15,387,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. House,14,Guy Reschenthaler,REP,632,27,605,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,State House,57,Collin Warren,DEM,326,15,311,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,State House,57,Eric Nelson,REP,707,26,681,0,0,0
Westmoreland,1933 HEMPFIELD TWP - FORT ALLE,State House,57,Write-ins,,1,1,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,,,Registered Voters,,289,,,,,
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,,,Ballots Cast,,162,4,158,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Straight Party,,Democratic,DEM,34,1,33,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Straight Party,,Republican,REP,42,0,42,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. Senate,,Bob Casey Jr,DEM,80,3,77,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. Senate,,Lou Barletta,REP,73,1,72,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. Senate,,Dale R Kerns Jr,LIB,4,0,4,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Governor,,Tom Wolf,DEM,84,3,81,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Governor,,Scott R Wagner,REP,74,0,74,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Governor,,Ken V Krawchuk,LIB,3,1,2,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. House,14,Bibiana Boerio,DEM,80,3,77,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. House,14,Guy Reschenthaler,REP,82,1,81,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,State House,57,Collin Warren,DEM,66,2,64,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,State House,57,Eric Nelson,REP,95,2,93,0,0,0
Westmoreland,1936 HEMPFIELD TWP - GAYVILLE,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,,,Registered Voters,,492,,,,,
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,,,Ballots Cast,,301,10,291,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Straight Party,,Democratic,DEM,65,2,63,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Straight Party,,Republican,REP,102,2,100,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. Senate,,Bob Casey Jr,DEM,132,7,125,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. Senate,,Lou Barletta,REP,159,3,156,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Governor,,Tom Wolf,DEM,143,7,136,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Governor,,Scott R Wagner,REP,155,3,152,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. House,14,Bibiana Boerio,DEM,130,7,123,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. House,14,Guy Reschenthaler,REP,169,3,166,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,State House,57,Collin Warren,DEM,103,6,97,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,State House,57,Eric Nelson,REP,194,4,190,0,0,0
Westmoreland,1939 HEMPFIELD TWP - GRAPEVILL,State House,57,Write-ins,,2,0,2,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,,,Registered Voters,,844,,,,,
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,,,Ballots Cast,,441,32,409,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Straight Party,,Democratic,DEM,115,11,104,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Straight Party,,Republican,REP,149,7,142,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Straight Party,,Green Party,GRN,2,1,1,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. Senate,,Bob Casey Jr,DEM,199,22,177,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. Senate,,Lou Barletta,REP,231,9,222,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. Senate,,Neal Gale,GRN,4,1,3,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Governor,,Tom Wolf,DEM,197,22,175,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Governor,,Scott R Wagner,REP,233,9,224,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Governor,,Paul Glover,GRN,5,1,4,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Governor,,Ken V Krawchuk,LIB,4,0,4,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. House,14,Bibiana Boerio,DEM,186,17,169,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. House,14,Guy Reschenthaler,REP,247,12,235,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,U.S. House,14,Write-ins,,2,0,2,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,State House,57,Collin Warren,DEM,157,16,141,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,State House,57,Eric Nelson,REP,276,12,264,0,0,0
Westmoreland,1942 HEMPFIELD TWP - HAYDENVIL,State House,57,Write-ins,,2,1,1,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,,,Registered Voters,,317,,,,,
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,,,Ballots Cast,,201,6,195,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Straight Party,,Democratic,DEM,41,1,40,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Straight Party,,Republican,REP,59,0,59,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. Senate,,Bob Casey Jr,DEM,86,2,84,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. Senate,,Lou Barletta,REP,111,3,108,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Governor,,Tom Wolf,DEM,100,3,97,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Governor,,Scott R Wagner,REP,97,3,94,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Governor,,Ken V Krawchuk,LIB,3,0,3,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. House,14,Bibiana Boerio,DEM,80,3,77,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. House,14,Guy Reschenthaler,REP,121,3,118,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,State House,58,Mary Popovich,DEM,77,3,74,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,State House,58,Justin Walsh,REP,123,3,120,0,0,0
Westmoreland,1945 HEMPFIELD TWP - HIGH PARK,State House,58,Write-ins,,0,0,0,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,,,Registered Voters,,1399,,,,,
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,,,Ballots Cast,,738,36,702,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Straight Party,,Democratic,DEM,153,5,148,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Straight Party,,Republican,REP,248,14,234,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. Senate,,Bob Casey Jr,DEM,308,14,294,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. Senate,,Lou Barletta,REP,412,22,390,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. Senate,,Dale R Kerns Jr,LIB,8,0,8,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Governor,,Tom Wolf,DEM,330,14,316,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Governor,,Scott R Wagner,REP,393,21,372,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Governor,,Paul Glover,GRN,4,0,4,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Governor,,Ken V Krawchuk,LIB,7,1,6,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. House,14,Bibiana Boerio,DEM,303,12,291,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. House,14,Guy Reschenthaler,REP,428,24,404,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,State House,57,Collin Warren,DEM,249,10,239,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,State House,57,Eric Nelson,REP,484,26,458,0,0,0
Westmoreland,1948 HEMPFIELD TWP - LINCOLN E,State House,57,Write-ins,,1,0,1,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,,,Registered Voters,,914,,,,,
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,,,Ballots Cast,,529,11,518,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Straight Party,,Democratic,DEM,108,2,106,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Straight Party,,Republican,REP,197,7,190,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,U.S. Senate,,Bob Casey Jr,DEM,204,3,201,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,U.S. Senate,,Lou Barletta,REP,310,8,302,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,U.S. Senate,,Dale R Kerns Jr,LIB,7,0,7,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Governor,,Tom Wolf,DEM,214,3,211,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Governor,,Scott R Wagner,REP,303,8,295,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Governor,,Paul Glover,GRN,5,0,5,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Governor,,Ken V Krawchuk,LIB,4,0,4,0,0,0
Westmoreland,1949 HEMPFIELD TWP - LINCOLN W,Governor,,Write-ins,,0,0,0,0,0,0
