county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Mercer,0301 DEER CREEK,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,28,23,5,0
Mercer,0301 DEER CREEK,STRAIGHT PARTY,NA,REP,REPUBLICAN,83,81,2,0
Mercer,0301 DEER CREEK,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0301 DEER CREEK,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,1,1,0,0
Mercer,0301 DEER CREEK,U.S. Senate,NA,DEM,BOB CASEY JR.,54,47,7,0
Mercer,0301 DEER CREEK,U.S. Senate,NA,REP,LOU BARLETTA,137,135,2,0
Mercer,0301 DEER CREEK,U.S. Senate,NA,GRN,NEAL GALE,1,1,0,0
Mercer,0301 DEER CREEK,U.S. Senate,NA,LIB,DALE R. KERNS JR.,1,1,0,0
Mercer,0301 DEER CREEK,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0301 DEER CREEK,Governor,NA,DEM,WOLF / FETTERMAN,54,47,7,0
Mercer,0301 DEER CREEK,Governor,NA,REP,WAGNER / BARTOS,131,129,2,0
Mercer,0301 DEER CREEK,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,2,2,0,0
Mercer,0301 DEER CREEK,Governor,NA,LIB,KRAWCHUK / SMITH,2,2,0,0
Mercer,0301 DEER CREEK,Governor,NA,NA,Write-ins,2,2,0,0
Mercer,0301 DEER CREEK,U.S. House,16,DEM,RON DINICOLA,55,49,6,0
Mercer,0301 DEER CREEK,U.S. House,16,REP,MIKE KELLY,137,135,2,0
Mercer,0301 DEER CREEK,U.S. House,16,LIB,EBERT G. BILL BEEMAN,1,0,1,0
Mercer,0301 DEER CREEK,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0301 DEER CREEK,State Senate,50,DEM,SUE MULVEY,35,29,6,0
Mercer,0301 DEER CREEK,State Senate,50,REP,MICHELE BROOKS,158,155,3,0
Mercer,0301 DEER CREEK,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0301 DEER CREEK,State House,8,DEM,LISA BOEVING-LEARNED,49,43,6,0
Mercer,0301 DEER CREEK,State House,8,REP,TEDD NESBIT,143,140,3,0
Mercer,0301 DEER CREEK,State House,8,NA,Write-ins,0,0,0,0
Mercer,0401 DELAWARE,Registered Voters,NA,NA,NA,1367,NA,NA,NA
Mercer,0401 DELAWARE,Ballots Cast,NA,NA,NA,909,882,27,0
Mercer,0401 DELAWARE,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,153,142,11,0
Mercer,0401 DELAWARE,STRAIGHT PARTY,NA,REP,REPUBLICAN,325,316,9,0
Mercer,0401 DELAWARE,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0401 DELAWARE,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,5,5,0,0
Mercer,0401 DELAWARE,U.S. Senate,NA,DEM,BOB CASEY JR.,341,328,13,0
Mercer,0401 DELAWARE,U.S. Senate,NA,REP,LOU BARLETTA,548,534,14,0
Mercer,0401 DELAWARE,U.S. Senate,NA,GRN,NEAL GALE,4,4,0,0
Mercer,0401 DELAWARE,U.S. Senate,NA,LIB,DALE R. KERNS JR.,10,10,0,0
Mercer,0401 DELAWARE,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0401 DELAWARE,Governor,NA,DEM,WOLF / FETTERMAN,338,326,12,0
Mercer,0401 DELAWARE,Governor,NA,REP,WAGNER / BARTOS,547,532,15,0
Mercer,0401 DELAWARE,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,7,7,0,0
Mercer,0401 DELAWARE,Governor,NA,LIB,KRAWCHUK / SMITH,10,10,0,0
Mercer,0401 DELAWARE,Governor,NA,NA,Write-ins,2,2,0,0
Mercer,0401 DELAWARE,U.S. House,16,DEM,RON DINICOLA,348,335,13,0
Mercer,0401 DELAWARE,U.S. House,16,REP,MIKE KELLY,545,531,14,0
Mercer,0401 DELAWARE,U.S. House,16,LIB,EBERT G. BILL BEEMAN,9,9,0,0
Mercer,0401 DELAWARE,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0401 DELAWARE,State Senate,50,DEM,SUE MULVEY,256,243,13,0
Mercer,0401 DELAWARE,State Senate,50,REP,MICHELE BROOKS,648,634,14,0
Mercer,0401 DELAWARE,State Senate,50,NA,Write-ins,1,1,0,0
Mercer,0401 DELAWARE,State House,17,REP,PARKE WENTLING,698,680,18,0
Mercer,0401 DELAWARE,State House,17,NA,Write-ins,9,9,0,0
Mercer,0501 EAST LACKAWANNOCK,Registered Voters,NA,NA,NA,1063,NA,NA,NA
Mercer,0501 EAST LACKAWANNOCK,Ballots Cast,NA,NA,NA,653,628,25,0
Mercer,0501 EAST LACKAWANNOCK,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,93,88,5,0
Mercer,0501 EAST LACKAWANNOCK,STRAIGHT PARTY,NA,REP,REPUBLICAN,273,261,12,0
Mercer,0501 EAST LACKAWANNOCK,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0501 EAST LACKAWANNOCK,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,2,2,0,0
Mercer,0501 EAST LACKAWANNOCK,U.S. Senate,NA,DEM,BOB CASEY JR.,208,199,9,0
Mercer,0501 EAST LACKAWANNOCK,U.S. Senate,NA,REP,LOU BARLETTA,430,415,15,0
Mercer,0501 EAST LACKAWANNOCK,U.S. Senate,NA,GRN,NEAL GALE,5,4,1,0
Mercer,0501 EAST LACKAWANNOCK,U.S. Senate,NA,LIB,DALE R. KERNS JR.,4,4,0,0
Mercer,0501 EAST LACKAWANNOCK,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0501 EAST LACKAWANNOCK,Governor,NA,DEM,WOLF / FETTERMAN,224,213,11,0
Mercer,0501 EAST LACKAWANNOCK,Governor,NA,REP,WAGNER / BARTOS,416,402,14,0
Mercer,0501 EAST LACKAWANNOCK,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,4,4,0,0
Mercer,0501 EAST LACKAWANNOCK,Governor,NA,LIB,KRAWCHUK / SMITH,3,3,0,0
Mercer,0501 EAST LACKAWANNOCK,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0501 EAST LACKAWANNOCK,U.S. House,16,DEM,RON DINICOLA,205,196,9,0
Mercer,0501 EAST LACKAWANNOCK,U.S. House,16,REP,MIKE KELLY,440,424,16,0
Mercer,0501 EAST LACKAWANNOCK,U.S. House,16,LIB,EBERT G. BILL BEEMAN,5,5,0,0
Mercer,0501 EAST LACKAWANNOCK,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0501 EAST LACKAWANNOCK,State Senate,50,DEM,SUE MULVEY,149,138,11,0
Mercer,0501 EAST LACKAWANNOCK,State Senate,50,REP,MICHELE BROOKS,492,478,14,0
Mercer,0501 EAST LACKAWANNOCK,State Senate,50,NA,Write-ins,1,1,0,0
Mercer,0501 EAST LACKAWANNOCK,State House,17,REP,PARKE WENTLING,538,521,17,0
Mercer,0501 EAST LACKAWANNOCK,State House,17,NA,Write-ins,11,11,0,0
Mercer,0601 FAIRVIEW,Registered Voters,NA,NA,NA,480,NA,NA,NA
Mercer,0601 FAIRVIEW,Ballots Cast,NA,NA,NA,308,296,12,0
Mercer,0601 FAIRVIEW,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,41,38,3,0
Mercer,0601 FAIRVIEW,STRAIGHT PARTY,NA,REP,REPUBLICAN,137,131,6,0
Mercer,0601 FAIRVIEW,STRAIGHT PARTY,NA,GRN,GREEN,1,1,0,0
Mercer,0601 FAIRVIEW,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,0,0,0,0
Mercer,0601 FAIRVIEW,U.S. Senate,NA,DEM,BOB CASEY JR.,86,82,4,0
Mercer,0601 FAIRVIEW,U.S. Senate,NA,REP,LOU BARLETTA,208,201,7,0
Mercer,0601 FAIRVIEW,U.S. Senate,NA,GRN,NEAL GALE,2,2,0,0
Mercer,0601 FAIRVIEW,U.S. Senate,NA,LIB,DALE R. KERNS JR.,4,4,0,0
Mercer,0601 FAIRVIEW,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0601 FAIRVIEW,Governor,NA,DEM,WOLF / FETTERMAN,81,77,4,0
Mercer,0601 FAIRVIEW,Governor,NA,REP,WAGNER / BARTOS,216,208,8,0
Mercer,0601 FAIRVIEW,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,3,3,0,0
Mercer,0601 FAIRVIEW,Governor,NA,LIB,KRAWCHUK / SMITH,4,4,0,0
Mercer,0601 FAIRVIEW,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0601 FAIRVIEW,U.S. House,16,DEM,RON DINICOLA,81,77,4,0
Mercer,0601 FAIRVIEW,U.S. House,16,REP,MIKE KELLY,215,208,7,0
Mercer,0601 FAIRVIEW,U.S. House,16,LIB,EBERT G. BILL BEEMAN,2,2,0,0
Mercer,0601 FAIRVIEW,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0601 FAIRVIEW,State Senate,50,DEM,SUE MULVEY,62,58,4,0
Mercer,0601 FAIRVIEW,State Senate,50,REP,MICHELE BROOKS,240,232,8,0
Mercer,0601 FAIRVIEW,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0601 FAIRVIEW,State House,8,DEM,LISA BOEVING-LEARNED,72,68,4,0
Mercer,0601 FAIRVIEW,State House,8,REP,TEDD NESBIT,228,221,7,0
Mercer,0601 FAIRVIEW,State House,8,NA,Write-ins,0,0,0,0
Mercer,0711 FARRELL 1-1,Registered Voters,NA,NA,NA,256,NA,NA,NA
Mercer,0711 FARRELL 1-1,Ballots Cast,NA,NA,NA,101,96,5,0
Mercer,0711 FARRELL 1-1,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,72,71,1,0
Mercer,0711 FARRELL 1-1,STRAIGHT PARTY,NA,REP,REPUBLICAN,9,7,2,0
Mercer,0711 FARRELL 1-1,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0711 FARRELL 1-1,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,1,1,0,0
Mercer,0711 FARRELL 1-1,U.S. Senate,NA,DEM,BOB CASEY JR.,86,85,1,0
Mercer,0711 FARRELL 1-1,U.S. Senate,NA,REP,LOU BARLETTA,13,9,4,0
Mercer,0711 FARRELL 1-1,U.S. Senate,NA,GRN,NEAL GALE,1,1,0,0
Mercer,0711 FARRELL 1-1,U.S. Senate,NA,LIB,DALE R. KERNS JR.,0,0,0,0
Mercer,0711 FARRELL 1-1,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0711 FARRELL 1-1,Governor,NA,DEM,WOLF / FETTERMAN,84,83,1,0
Mercer,0711 FARRELL 1-1,Governor,NA,REP,WAGNER / BARTOS,14,10,4,0
Mercer,0711 FARRELL 1-1,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0
Mercer,0711 FARRELL 1-1,Governor,NA,LIB,KRAWCHUK / SMITH,1,1,0,0
Mercer,0711 FARRELL 1-1,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0711 FARRELL 1-1,U.S. House,16,DEM,RON DINICOLA,84,83,1,0
Mercer,0711 FARRELL 1-1,U.S. House,16,REP,MIKE KELLY,12,10,2,0
Mercer,0711 FARRELL 1-1,U.S. House,16,LIB,EBERT G. BILL BEEMAN,1,1,0,0
Mercer,0711 FARRELL 1-1,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0711 FARRELL 1-1,State Senate,50,DEM,SUE MULVEY,83,82,1,0
Mercer,0711 FARRELL 1-1,State Senate,50,REP,MICHELE BROOKS,15,11,4,0
Mercer,0711 FARRELL 1-1,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0711 FARRELL 1-1,State House,7,DEM,MARK LONGIETTI,95,90,5,0
Mercer,0711 FARRELL 1-1,State House,7,NA,Write-ins,1,1,0,0
Mercer,0712 FARRELL 1-2,Registered Voters,NA,NA,NA,267,NA,NA,NA
Mercer,0712 FARRELL 1-2,Ballots Cast,NA,NA,NA,101,101,0,0
Mercer,0712 FARRELL 1-2,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,82,82,0,0
Mercer,0712 FARRELL 1-2,STRAIGHT PARTY,NA,REP,REPUBLICAN,7,7,0,0
Mercer,0712 FARRELL 1-2,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0712 FARRELL 1-2,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,0,0,0,0
Mercer,0712 FARRELL 1-2,U.S. Senate,NA,DEM,BOB CASEY JR.,93,93,0,0
Mercer,0712 FARRELL 1-2,U.S. Senate,NA,REP,LOU BARLETTA,7,7,0,0
Mercer,0712 FARRELL 1-2,U.S. Senate,NA,GRN,NEAL GALE,0,0,0,0
Mercer,0712 FARRELL 1-2,U.S. Senate,NA,LIB,DALE R. KERNS JR.,0,0,0,0
Mercer,0712 FARRELL 1-2,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0712 FARRELL 1-2,Governor,NA,DEM,WOLF / FETTERMAN,93,93,0,0
Mercer,0712 FARRELL 1-2,Governor,NA,REP,WAGNER / BARTOS,7,7,0,0
Mercer,0712 FARRELL 1-2,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0
Mercer,0712 FARRELL 1-2,Governor,NA,LIB,KRAWCHUK / SMITH,0,0,0,0
Mercer,0712 FARRELL 1-2,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0712 FARRELL 1-2,U.S. House,16,DEM,RON DINICOLA,93,93,0,0
Mercer,0712 FARRELL 1-2,U.S. House,16,REP,MIKE KELLY,8,8,0,0
Mercer,0712 FARRELL 1-2,U.S. House,16,LIB,EBERT G. BILL BEEMAN,0,0,0,0
Mercer,0712 FARRELL 1-2,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0712 FARRELL 1-2,State Senate,50,DEM,SUE MULVEY,92,92,0,0
Mercer,0712 FARRELL 1-2,State Senate,50,REP,MICHELE BROOKS,9,9,0,0
Mercer,0712 FARRELL 1-2,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0712 FARRELL 1-2,State House,7,DEM,MARK LONGIETTI,100,100,0,0
Mercer,0712 FARRELL 1-2,State House,7,NA,Write-ins,0,0,0,0
Mercer,0713 FARRELL 1-3,Registered Voters,NA,NA,NA,510,NA,NA,NA
Mercer,0713 FARRELL 1-3,Ballots Cast,NA,NA,NA,252,235,17,0
Mercer,0713 FARRELL 1-3,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,159,151,8,0
Mercer,0713 FARRELL 1-3,STRAIGHT PARTY,NA,REP,REPUBLICAN,22,20,2,0
Mercer,0713 FARRELL 1-3,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0713 FARRELL 1-3,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,1,1,0,0
Mercer,0713 FARRELL 1-3,U.S. Senate,NA,DEM,BOB CASEY JR.,210,199,11,0
Mercer,0713 FARRELL 1-3,U.S. Senate,NA,REP,LOU BARLETTA,34,28,6,0
Mercer,0713 FARRELL 1-3,U.S. Senate,NA,GRN,NEAL GALE,1,1,0,0
Mercer,0713 FARRELL 1-3,U.S. Senate,NA,LIB,DALE R. KERNS JR.,2,2,0,0
Mercer,0713 FARRELL 1-3,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0713 FARRELL 1-3,Governor,NA,DEM,WOLF / FETTERMAN,206,195,11,0
Mercer,0713 FARRELL 1-3,Governor,NA,REP,WAGNER / BARTOS,37,31,6,0
Mercer,0713 FARRELL 1-3,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,2,2,0,0
Mercer,0713 FARRELL 1-3,Governor,NA,LIB,KRAWCHUK / SMITH,2,2,0,0
Mercer,0713 FARRELL 1-3,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0713 FARRELL 1-3,U.S. House,16,DEM,RON DINICOLA,206,197,9,0
Mercer,0713 FARRELL 1-3,U.S. House,16,REP,MIKE KELLY,37,29,8,0
Mercer,0713 FARRELL 1-3,U.S. House,16,LIB,EBERT G. BILL BEEMAN,2,2,0,0
Mercer,0713 FARRELL 1-3,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0713 FARRELL 1-3,State Senate,50,DEM,SUE MULVEY,203,195,8,0
Mercer,0713 FARRELL 1-3,State Senate,50,REP,MICHELE BROOKS,43,35,8,0
Mercer,0713 FARRELL 1-3,State Senate,50,NA,Write-ins,1,1,0,0
Mercer,0713 FARRELL 1-3,State House,7,DEM,MARK LONGIETTI,244,227,17,0
Mercer,0713 FARRELL 1-3,State House,7,NA,Write-ins,2,2,0,0
Mercer,0721 FARRELL 2-1,Registered Voters,NA,NA,NA,247,NA,NA,NA
Mercer,0721 FARRELL 2-1,Ballots Cast,NA,NA,NA,104,103,1,0
Mercer,0721 FARRELL 2-1,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,85,85,0,0
Mercer,0721 FARRELL 2-1,STRAIGHT PARTY,NA,REP,REPUBLICAN,3,3,0,0
Mercer,0721 FARRELL 2-1,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0721 FARRELL 2-1,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,0,0,0,0
Mercer,0721 FARRELL 2-1,U.S. Senate,NA,DEM,BOB CASEY JR.,99,99,0,0
Mercer,0721 FARRELL 2-1,U.S. Senate,NA,REP,LOU BARLETTA,3,3,0,0
Mercer,0721 FARRELL 2-1,U.S. Senate,NA,GRN,NEAL GALE,0,0,0,0
Mercer,0721 FARRELL 2-1,U.S. Senate,NA,LIB,DALE R. KERNS JR.,0,0,0,0
Mercer,0721 FARRELL 2-1,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0721 FARRELL 2-1,Governor,NA,DEM,WOLF / FETTERMAN,98,98,0,0
Mercer,0721 FARRELL 2-1,Governor,NA,REP,WAGNER / BARTOS,4,4,0,0
Mercer,0721 FARRELL 2-1,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,0,0,0,0
Mercer,0721 FARRELL 2-1,Governor,NA,LIB,KRAWCHUK / SMITH,0,0,0,0
Mercer,0721 FARRELL 2-1,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0721 FARRELL 2-1,U.S. House,16,DEM,RON DINICOLA,100,100,0,0
Mercer,0721 FARRELL 2-1,U.S. House,16,REP,MIKE KELLY,3,3,0,0
Mercer,0721 FARRELL 2-1,U.S. House,16,LIB,EBERT G. BILL BEEMAN,0,0,0,0
Mercer,0721 FARRELL 2-1,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0721 FARRELL 2-1,State Senate,50,DEM,SUE MULVEY,96,96,0,0
Mercer,0721 FARRELL 2-1,State Senate,50,REP,MICHELE BROOKS,5,5,0,0
Mercer,0721 FARRELL 2-1,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0721 FARRELL 2-1,State House,7,DEM,MARK LONGIETTI,104,103,1,0
Mercer,0721 FARRELL 2-1,State House,7,NA,Write-ins,0,0,0,0
Mercer,0722 FARRELL 2-2,Registered Voters,NA,NA,NA,473,NA,NA,NA
Mercer,0722 FARRELL 2-2,Ballots Cast,NA,NA,NA,232,230,2,0
Mercer,0722 FARRELL 2-2,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,191,190,1,0
Mercer,0722 FARRELL 2-2,STRAIGHT PARTY,NA,REP,REPUBLICAN,6,6,0,0
Mercer,0722 FARRELL 2-2,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0722 FARRELL 2-2,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,0,0,0,0
Mercer,0722 FARRELL 2-2,U.S. Senate,NA,DEM,BOB CASEY JR.,211,209,2,0
Mercer,0722 FARRELL 2-2,U.S. Senate,NA,REP,LOU BARLETTA,18,18,0,0
Mercer,0722 FARRELL 2-2,U.S. Senate,NA,GRN,NEAL GALE,0,0,0,0
Mercer,0722 FARRELL 2-2,U.S. Senate,NA,LIB,DALE R. KERNS JR.,0,0,0,0
Mercer,0722 FARRELL 2-2,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0722 FARRELL 2-2,Governor,NA,DEM,WOLF / FETTERMAN,209,207,2,0
Mercer,0722 FARRELL 2-2,Governor,NA,REP,WAGNER / BARTOS,17,17,0,0
Mercer,0722 FARRELL 2-2,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,1,1,0,0
Mercer,0722 FARRELL 2-2,Governor,NA,LIB,KRAWCHUK / SMITH,0,0,0,0
Mercer,0722 FARRELL 2-2,Governor,NA,NA,Write-ins,0,0,0,0
Mercer,0722 FARRELL 2-2,U.S. House,16,DEM,RON DINICOLA,208,206,2,0
Mercer,0722 FARRELL 2-2,U.S. House,16,REP,MIKE KELLY,18,18,0,0
Mercer,0722 FARRELL 2-2,U.S. House,16,LIB,EBERT G. BILL BEEMAN,0,0,0,0
Mercer,0722 FARRELL 2-2,U.S. House,16,NA,Write-ins,0,0,0,0
Mercer,0722 FARRELL 2-2,State Senate,50,DEM,SUE MULVEY,205,203,2,0
Mercer,0722 FARRELL 2-2,State Senate,50,REP,MICHELE BROOKS,21,21,0,0
Mercer,0722 FARRELL 2-2,State Senate,50,NA,Write-ins,0,0,0,0
Mercer,0722 FARRELL 2-2,State House,7,DEM,MARK LONGIETTI,221,219,2,0
Mercer,0722 FARRELL 2-2,State House,7,NA,Write-ins,1,1,0,0
Mercer,0723 FARRELL 2-3,Registered Voters,NA,NA,NA,656,NA,NA,NA
Mercer,0723 FARRELL 2-3,Ballots Cast,NA,NA,NA,340,329,11,0
Mercer,0723 FARRELL 2-3,STRAIGHT PARTY,NA,DEM,DEMOCRATIC,189,183,6,0
Mercer,0723 FARRELL 2-3,STRAIGHT PARTY,NA,REP,REPUBLICAN,41,40,1,0
Mercer,0723 FARRELL 2-3,STRAIGHT PARTY,NA,GRN,GREEN,0,0,0,0
Mercer,0723 FARRELL 2-3,STRAIGHT PARTY,NA,LIB,LIBERTARIAN,2,2,0,0
Mercer,0723 FARRELL 2-3,U.S. Senate,NA,DEM,BOB CASEY JR.,272,263,9,0
Mercer,0723 FARRELL 2-3,U.S. Senate,NA,REP,LOU BARLETTA,63,61,2,0
Mercer,0723 FARRELL 2-3,U.S. Senate,NA,GRN,NEAL GALE,1,1,0,0
Mercer,0723 FARRELL 2-3,U.S. Senate,NA,LIB,DALE R. KERNS JR.,2,2,0,0
Mercer,0723 FARRELL 2-3,U.S. Senate,NA,NA,Write-ins,0,0,0,0
Mercer,0723 FARRELL 2-3,Governor,NA,DEM,WOLF / FETTERMAN,262,256,6,0
Mercer,0723 FARRELL 2-3,Governor,NA,REP,WAGNER / BARTOS,64,62,2,0
Mercer,0723 FARRELL 2-3,Governor,NA,GRN,GLOVER / BOWSER-BOSTICK,3,3,0,0
