county,precinct,precinct_name,party,office,district,candidate,votes
Centre,50,50 FERGUSON NORTHEAST 2,LIB,U.S. Senate,,"DALE R KERNS, JR",22.0
Centre,50,50 FERGUSON NORTHEAST 2,,U.S. Senate,,WRITE-INS,2.0
Centre,50,50 FERGUSON NORTHEAST 2,DEM,Governor,,TOM WOLF,430.0
Centre,50,50 FERGUSON NORTHEAST 2,REP,Governor,,SCOTT R WAGNER,149.0
Centre,50,50 FERGUSON NORTHEAST 2,GRN,Governor,,PAUL GLOVER,4.0
Centre,50,50 FERGUSON NORTHEAST 2,LIB,Governor,,KEN V KRAWCHUK,17.0
Centre,50,50 FERGUSON NORTHEAST 2,,Governor,,WRITE-INS,0.0
Centre,50,50 FERGUSON NORTHEAST 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,433.0
Centre,50,50 FERGUSON NORTHEAST 2,REP,U.S. House,12.0,TOM MARINO,163.0
Centre,50,50 FERGUSON NORTHEAST 2,,U.S. House,12.0,WRITE-INS,2.0
Centre,50,50 FERGUSON NORTHEAST 2,DEM,State Senate,34.0,EZRA NANES,419.0
Centre,50,50 FERGUSON NORTHEAST 2,REP,State Senate,34.0,JACOB D CORMAN III,177.0
Centre,50,50 FERGUSON NORTHEAST 2,,State Senate,34.0,WRITE-INS,1.0
Centre,50,50 FERGUSON NORTHEAST 2,DEM,State House,77.0,H SCOTT CONKLIN,493.0
Centre,50,50 FERGUSON NORTHEAST 2,,State House,77.0,WRITE-INS,21.0
Centre,51,51 FERGUSON EAST,,Registered Voters,,,1459.0
Centre,51,51 FERGUSON EAST,,Ballots Cast,,,1032.0
Centre,51,51 FERGUSON EAST,,VOTER TURNOUT - TOTAL,,,
Centre,51,51 FERGUSON EAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,287.0
Centre,51,51 FERGUSON EAST,REP,STRAIGHT PARTY,,REPUBLICAN,240.0
Centre,51,51 FERGUSON EAST,GRN,STRAIGHT PARTY,,GREEN,2.0
Centre,51,51 FERGUSON EAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,51,51 FERGUSON EAST,DEM,U.S. Senate,,"BOB CASEY, JR",613.0
Centre,51,51 FERGUSON EAST,REP,U.S. Senate,,LOU BARLETTA,394.0
Centre,51,51 FERGUSON EAST,GRN,U.S. Senate,,NEAL GALE,6.0
Centre,51,51 FERGUSON EAST,LIB,U.S. Senate,,"DALE R KERNS, JR",13.0
Centre,51,51 FERGUSON EAST,,U.S. Senate,,WRITE-INS,0.0
Centre,51,51 FERGUSON EAST,DEM,Governor,,TOM WOLF,613.0
Centre,51,51 FERGUSON EAST,REP,Governor,,SCOTT R WAGNER,394.0
Centre,51,51 FERGUSON EAST,GRN,Governor,,PAUL GLOVER,6.0
Centre,51,51 FERGUSON EAST,LIB,Governor,,KEN V KRAWCHUK,16.0
Centre,51,51 FERGUSON EAST,,Governor,,WRITE-INS,0.0
Centre,51,51 FERGUSON EAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,597.0
Centre,51,51 FERGUSON EAST,REP,U.S. House,12.0,TOM MARINO,430.0
Centre,51,51 FERGUSON EAST,,U.S. House,12.0,WRITE-INS,1.0
Centre,51,51 FERGUSON EAST,DEM,State Senate,34.0,EZRA NANES,567.0
Centre,51,51 FERGUSON EAST,REP,State Senate,34.0,JACOB D CORMAN III,455.0
Centre,51,51 FERGUSON EAST,,State Senate,34.0,WRITE-INS,0.0
Centre,51,51 FERGUSON EAST,DEM,State House,171.0,ERIN MCCRACKEN,534.0
Centre,51,51 FERGUSON EAST,REP,State House,171.0,KERRY A BENNINGHOFF,494.0
Centre,51,51 FERGUSON EAST,,State House,171.0,WRITE-INS,0.0
Centre,52,52 FERGUSON WEST,,Registered Voters,,,1199.0
Centre,52,52 FERGUSON WEST,,Ballots Cast,,,902.0
Centre,52,52 FERGUSON WEST,,VOTER TURNOUT - TOTAL,,,
Centre,52,52 FERGUSON WEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,194.0
Centre,52,52 FERGUSON WEST,REP,STRAIGHT PARTY,,REPUBLICAN,275.0
Centre,52,52 FERGUSON WEST,GRN,STRAIGHT PARTY,,GREEN,2.0
Centre,52,52 FERGUSON WEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,52,52 FERGUSON WEST,DEM,U.S. Senate,,"BOB CASEY, JR",435.0
Centre,52,52 FERGUSON WEST,REP,U.S. Senate,,LOU BARLETTA,442.0
Centre,52,52 FERGUSON WEST,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,52,52 FERGUSON WEST,LIB,U.S. Senate,,"DALE R KERNS, JR",11.0
Centre,52,52 FERGUSON WEST,,U.S. Senate,,WRITE-INS,1.0
Centre,52,52 FERGUSON WEST,DEM,Governor,,TOM WOLF,426.0
Centre,52,52 FERGUSON WEST,REP,Governor,,SCOTT R WAGNER,456.0
Centre,52,52 FERGUSON WEST,GRN,Governor,,PAUL GLOVER,7.0
Centre,52,52 FERGUSON WEST,LIB,Governor,,KEN V KRAWCHUK,8.0
Centre,52,52 FERGUSON WEST,,Governor,,WRITE-INS,2.0
Centre,52,52 FERGUSON WEST,DEM,U.S. House,12.0,MARC FRIEDENBERG,414.0
Centre,52,52 FERGUSON WEST,REP,U.S. House,12.0,TOM MARINO,481.0
Centre,52,52 FERGUSON WEST,,U.S. House,12.0,WRITE-INS,0.0
Centre,52,52 FERGUSON WEST,DEM,State Senate,34.0,EZRA NANES,375.0
Centre,52,52 FERGUSON WEST,REP,State Senate,34.0,JACOB D CORMAN III,519.0
Centre,52,52 FERGUSON WEST,,State Senate,34.0,WRITE-INS,1.0
Centre,52,52 FERGUSON WEST,DEM,State House,81.0,RICK ROGERS,374.0
Centre,52,52 FERGUSON WEST,REP,State House,81.0,RICH IRVIN,499.0
Centre,52,52 FERGUSON WEST,LIB,State House,81.0,JOSEPH P SOLOSKI,26.0
Centre,52,52 FERGUSON WEST,,State House,81.0,WRITE-INS,0.0
Centre,53,53 GREGG,,Registered Voters,,,1447.0
Centre,53,53 GREGG,,Ballots Cast,,,940.0
Centre,53,53 GREGG,,VOTER TURNOUT - TOTAL,,,
Centre,53,53 GREGG,DEM,STRAIGHT PARTY,,DEMOCRATIC,153.0
Centre,53,53 GREGG,REP,STRAIGHT PARTY,,REPUBLICAN,315.0
Centre,53,53 GREGG,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,53,53 GREGG,LIB,STRAIGHT PARTY,,LIBERTARIAN,3.0
Centre,53,53 GREGG,DEM,U.S. Senate,,"BOB CASEY, JR",387.0
Centre,53,53 GREGG,REP,U.S. Senate,,LOU BARLETTA,531.0
Centre,53,53 GREGG,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,53,53 GREGG,LIB,U.S. Senate,,"DALE R KERNS, JR",7.0
Centre,53,53 GREGG,,U.S. Senate,,WRITE-INS,0.0
Centre,53,53 GREGG,DEM,Governor,,TOM WOLF,380.0
Centre,53,53 GREGG,REP,Governor,,SCOTT R WAGNER,539.0
Centre,53,53 GREGG,GRN,Governor,,PAUL GLOVER,9.0
Centre,53,53 GREGG,LIB,Governor,,KEN V KRAWCHUK,8.0
Centre,53,53 GREGG,,Governor,,WRITE-INS,0.0
Centre,53,53 GREGG,DEM,U.S. House,12.0,MARC FRIEDENBERG,337.0
Centre,53,53 GREGG,REP,U.S. House,12.0,TOM MARINO,588.0
Centre,53,53 GREGG,,U.S. House,12.0,WRITE-INS,1.0
Centre,53,53 GREGG,DEM,State Senate,34.0,EZRA NANES,322.0
Centre,53,53 GREGG,REP,State Senate,34.0,JACOB D CORMAN III,609.0
Centre,53,53 GREGG,,State Senate,34.0,WRITE-INS,1.0
Centre,53,53 GREGG,DEM,State House,171.0,ERIN MCCRACKEN,266.0
Centre,53,53 GREGG,REP,State House,171.0,KERRY A BENNINGHOFF,667.0
Centre,53,53 GREGG,,State House,171.0,WRITE-INS,0.0
Centre,54,54 HAINES,,Registered Voters,,,747.0
Centre,54,54 HAINES,,Ballots Cast,,,498.0
Centre,54,54 HAINES,,VOTER TURNOUT - TOTAL,,,
Centre,54,54 HAINES,DEM,STRAIGHT PARTY,,DEMOCRATIC,86.0
Centre,54,54 HAINES,REP,STRAIGHT PARTY,,REPUBLICAN,161.0
Centre,54,54 HAINES,GRN,STRAIGHT PARTY,,GREEN,2.0
Centre,54,54 HAINES,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,54,54 HAINES,DEM,U.S. Senate,,"BOB CASEY, JR",240.0
Centre,54,54 HAINES,REP,U.S. Senate,,LOU BARLETTA,246.0
Centre,54,54 HAINES,GRN,U.S. Senate,,NEAL GALE,6.0
Centre,54,54 HAINES,LIB,U.S. Senate,,"DALE R KERNS, JR",2.0
Centre,54,54 HAINES,,U.S. Senate,,WRITE-INS,1.0
Centre,54,54 HAINES,DEM,Governor,,TOM WOLF,217.0
Centre,54,54 HAINES,REP,Governor,,SCOTT R WAGNER,266.0
Centre,54,54 HAINES,GRN,Governor,,PAUL GLOVER,1.0
Centre,54,54 HAINES,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,54,54 HAINES,,Governor,,WRITE-INS,1.0
Centre,54,54 HAINES,DEM,U.S. House,12.0,MARC FRIEDENBERG,193.0
Centre,54,54 HAINES,REP,U.S. House,12.0,TOM MARINO,296.0
Centre,54,54 HAINES,,U.S. House,12.0,WRITE-INS,1.0
Centre,54,54 HAINES,DEM,State Senate,34.0,EZRA NANES,177.0
Centre,54,54 HAINES,REP,State Senate,34.0,JACOB D CORMAN III,318.0
Centre,54,54 HAINES,,State Senate,34.0,WRITE-INS,1.0
Centre,54,54 HAINES,DEM,State House,76.0,MIKE HANNA,243.0
Centre,54,54 HAINES,REP,State House,76.0,STEPHANIE BOROWICZ,248.0
Centre,54,54 HAINES,,State House,76.0,WRITE-INS,1.0
Centre,55,55 HALFMOON PROPER,,Registered Voters,,,830.0
Centre,55,55 HALFMOON PROPER,,Ballots Cast,,,584.0
Centre,55,55 HALFMOON PROPER,,VOTER TURNOUT - TOTAL,,,
Centre,55,55 HALFMOON PROPER,DEM,STRAIGHT PARTY,,DEMOCRATIC,124.0
Centre,55,55 HALFMOON PROPER,REP,STRAIGHT PARTY,,REPUBLICAN,185.0
Centre,55,55 HALFMOON PROPER,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,55,55 HALFMOON PROPER,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,55,55 HALFMOON PROPER,DEM,U.S. Senate,,"BOB CASEY, JR",276.0
Centre,55,55 HALFMOON PROPER,REP,U.S. Senate,,LOU BARLETTA,292.0
Centre,55,55 HALFMOON PROPER,GRN,U.S. Senate,,NEAL GALE,3.0
Centre,55,55 HALFMOON PROPER,LIB,U.S. Senate,,"DALE R KERNS, JR",12.0
Centre,55,55 HALFMOON PROPER,,U.S. Senate,,WRITE-INS,0.0
Centre,55,55 HALFMOON PROPER,DEM,Governor,,TOM WOLF,280.0
Centre,55,55 HALFMOON PROPER,REP,Governor,,SCOTT R WAGNER,288.0
Centre,55,55 HALFMOON PROPER,GRN,Governor,,PAUL GLOVER,6.0
Centre,55,55 HALFMOON PROPER,LIB,Governor,,KEN V KRAWCHUK,8.0
Centre,55,55 HALFMOON PROPER,,Governor,,WRITE-INS,0.0
Centre,55,55 HALFMOON PROPER,DEM,U.S. House,12.0,MARC FRIEDENBERG,185.0
Centre,55,55 HALFMOON PROPER,REP,U.S. House,12.0,TOM MARINO,201.0
Centre,55,55 HALFMOON PROPER,,U.S. House,12.0,WRITE-INS,0.0
Centre,55,55 HALFMOON PROPER,DEM,U.S. House,15.0,SUSAN BOSER,74.0
Centre,55,55 HALFMOON PROPER,REP,U.S. House,15.0,GLENN GT THOMPSON,120.0
Centre,55,55 HALFMOON PROPER,,U.S. House,15.0,WRITE-INS,0.0
Centre,55,55 HALFMOON PROPER,DEM,State Senate,34.0,EZRA NANES,244.0
Centre,55,55 HALFMOON PROPER,REP,State Senate,34.0,JACOB D CORMAN III,335.0
Centre,55,55 HALFMOON PROPER,,State Senate,34.0,WRITE-INS,0.0
Centre,55,55 HALFMOON PROPER,DEM,State House,81.0,RICK ROGERS,232.0
Centre,55,55 HALFMOON PROPER,REP,State House,81.0,RICH IRVIN,314.0
Centre,55,55 HALFMOON PROPER,LIB,State House,81.0,JOSEPH P SOLOSKI,33.0
Centre,55,55 HALFMOON PROPER,,State House,81.0,WRITE-INS,1.0
Centre,56,56 HARRIS EAST,,Registered Voters,,,2538.0
Centre,56,56 HARRIS EAST,,Ballots Cast,,,1664.0
Centre,56,56 HARRIS EAST,,VOTER TURNOUT - TOTAL,,,
Centre,56,56 HARRIS EAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,514.0
Centre,56,56 HARRIS EAST,REP,STRAIGHT PARTY,,REPUBLICAN,376.0
Centre,56,56 HARRIS EAST,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,56,56 HARRIS EAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,56,56 HARRIS EAST,DEM,U.S. Senate,,"BOB CASEY, JR",960.0
Centre,56,56 HARRIS EAST,REP,U.S. Senate,,LOU BARLETTA,660.0
Centre,56,56 HARRIS EAST,GRN,U.S. Senate,,NEAL GALE,12.0
Centre,56,56 HARRIS EAST,LIB,U.S. Senate,,"DALE R KERNS, JR",20.0
Centre,56,56 HARRIS EAST,,U.S. Senate,,WRITE-INS,0.0
Centre,56,56 HARRIS EAST,DEM,Governor,,TOM WOLF,993.0
Centre,56,56 HARRIS EAST,REP,Governor,,SCOTT R WAGNER,627.0
Centre,56,56 HARRIS EAST,GRN,Governor,,PAUL GLOVER,12.0
Centre,56,56 HARRIS EAST,LIB,Governor,,KEN V KRAWCHUK,20.0
Centre,56,56 HARRIS EAST,,Governor,,WRITE-INS,1.0
Centre,56,56 HARRIS EAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,948.0
Centre,56,56 HARRIS EAST,REP,U.S. House,12.0,TOM MARINO,707.0
Centre,56,56 HARRIS EAST,,U.S. House,12.0,WRITE-INS,4.0
Centre,56,56 HARRIS EAST,DEM,State Senate,34.0,EZRA NANES,887.0
Centre,56,56 HARRIS EAST,REP,State Senate,34.0,JACOB D CORMAN III,762.0
Centre,56,56 HARRIS EAST,,State Senate,34.0,WRITE-INS,2.0
Centre,56,56 HARRIS EAST,DEM,State House,171.0,ERIN MCCRACKEN,860.0
Centre,56,56 HARRIS EAST,REP,State House,171.0,KERRY A BENNINGHOFF,796.0
Centre,56,56 HARRIS EAST,,State House,171.0,WRITE-INS,0.0
Centre,57,57 HARRIS WEST,,Registered Voters,,,2142.0
Centre,57,57 HARRIS WEST,,Ballots Cast,,,1540.0
Centre,57,57 HARRIS WEST,,VOTER TURNOUT - TOTAL,,,
Centre,57,57 HARRIS WEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,477.0
Centre,57,57 HARRIS WEST,REP,STRAIGHT PARTY,,REPUBLICAN,343.0
Centre,57,57 HARRIS WEST,GRN,STRAIGHT PARTY,,GREEN,2.0
Centre,57,57 HARRIS WEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,57,57 HARRIS WEST,DEM,U.S. Senate,,"BOB CASEY, JR",926.0
Centre,57,57 HARRIS WEST,REP,U.S. Senate,,LOU BARLETTA,567.0
Centre,57,57 HARRIS WEST,GRN,U.S. Senate,,NEAL GALE,17.0
Centre,57,57 HARRIS WEST,LIB,U.S. Senate,,"DALE R KERNS, JR",16.0
Centre,57,57 HARRIS WEST,,U.S. Senate,,WRITE-INS,1.0
Centre,57,57 HARRIS WEST,DEM,Governor,,TOM WOLF,938.0
Centre,57,57 HARRIS WEST,REP,Governor,,SCOTT R WAGNER,564.0
Centre,57,57 HARRIS WEST,GRN,Governor,,PAUL GLOVER,17.0
Centre,57,57 HARRIS WEST,LIB,Governor,,KEN V KRAWCHUK,12.0
Centre,57,57 HARRIS WEST,,Governor,,WRITE-INS,1.0
Centre,57,57 HARRIS WEST,DEM,U.S. House,12.0,MARC FRIEDENBERG,914.0
Centre,57,57 HARRIS WEST,REP,U.S. House,12.0,TOM MARINO,616.0
Centre,57,57 HARRIS WEST,,U.S. House,12.0,WRITE-INS,3.0
Centre,57,57 HARRIS WEST,DEM,State Senate,34.0,EZRA NANES,866.0
Centre,57,57 HARRIS WEST,REP,State Senate,34.0,JACOB D CORMAN III,656.0
Centre,57,57 HARRIS WEST,,State Senate,34.0,WRITE-INS,1.0
Centre,57,57 HARRIS WEST,DEM,State House,171.0,ERIN MCCRACKEN,831.0
Centre,57,57 HARRIS WEST,REP,State House,171.0,KERRY A BENNINGHOFF,700.0
Centre,57,57 HARRIS WEST,,State House,171.0,WRITE-INS,1.0
Centre,58,58 HOWARD TWP,,Registered Voters,,,580.0
Centre,58,58 HOWARD TWP,,Ballots Cast,,,400.0
Centre,58,58 HOWARD TWP,,VOTER TURNOUT - TOTAL,,,
Centre,58,58 HOWARD TWP,DEM,STRAIGHT PARTY,,DEMOCRATIC,53.0
Centre,58,58 HOWARD TWP,REP,STRAIGHT PARTY,,REPUBLICAN,148.0
Centre,58,58 HOWARD TWP,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,58,58 HOWARD TWP,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,58,58 HOWARD TWP,DEM,U.S. Senate,,"BOB CASEY, JR",136.0
Centre,58,58 HOWARD TWP,REP,U.S. Senate,,LOU BARLETTA,253.0
Centre,58,58 HOWARD TWP,GRN,U.S. Senate,,NEAL GALE,0.0
Centre,58,58 HOWARD TWP,LIB,U.S. Senate,,"DALE R KERNS, JR",6.0
Centre,58,58 HOWARD TWP,,U.S. Senate,,WRITE-INS,0.0
Centre,58,58 HOWARD TWP,DEM,Governor,,TOM WOLF,134.0
Centre,58,58 HOWARD TWP,REP,Governor,,SCOTT R WAGNER,260.0
Centre,58,58 HOWARD TWP,GRN,Governor,,PAUL GLOVER,2.0
Centre,58,58 HOWARD TWP,LIB,Governor,,KEN V KRAWCHUK,2.0
Centre,58,58 HOWARD TWP,,Governor,,WRITE-INS,0.0
Centre,58,58 HOWARD TWP,DEM,U.S. House,15.0,SUSAN BOSER,102.0
Centre,58,58 HOWARD TWP,REP,U.S. House,15.0,GLENN GT THOMPSON,296.0
Centre,58,58 HOWARD TWP,,U.S. House,15.0,WRITE-INS,0.0
Centre,58,58 HOWARD TWP,DEM,State Senate,34.0,EZRA NANES,102.0
Centre,58,58 HOWARD TWP,REP,State Senate,34.0,JACOB D CORMAN III,292.0
Centre,58,58 HOWARD TWP,,State Senate,34.0,WRITE-INS,0.0
Centre,58,58 HOWARD TWP,DEM,State House,76.0,MIKE HANNA,157.0
Centre,58,58 HOWARD TWP,REP,State House,76.0,STEPHANIE BOROWICZ,237.0
Centre,58,58 HOWARD TWP,,State House,76.0,WRITE-INS,0.0
Centre,59,59 HUSTON,,Registered Voters,,,929.0
Centre,59,59 HUSTON,,Ballots Cast,,,608.0
Centre,59,59 HUSTON,,VOTER TURNOUT - TOTAL,,,
Centre,59,59 HUSTON,DEM,STRAIGHT PARTY,,DEMOCRATIC,83.0
Centre,59,59 HUSTON,REP,STRAIGHT PARTY,,REPUBLICAN,226.0
Centre,59,59 HUSTON,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,59,59 HUSTON,LIB,STRAIGHT PARTY,,LIBERTARIAN,4.0
Centre,59,59 HUSTON,DEM,U.S. Senate,,"BOB CASEY, JR",205.0
Centre,59,59 HUSTON,REP,U.S. Senate,,LOU BARLETTA,382.0
Centre,59,59 HUSTON,GRN,U.S. Senate,,NEAL GALE,6.0
Centre,59,59 HUSTON,LIB,U.S. Senate,,"DALE R KERNS, JR",12.0
Centre,59,59 HUSTON,,U.S. Senate,,WRITE-INS,1.0
Centre,59,59 HUSTON,DEM,Governor,,TOM WOLF,201.0
Centre,59,59 HUSTON,REP,Governor,,SCOTT R WAGNER,387.0
Centre,59,59 HUSTON,GRN,Governor,,PAUL GLOVER,8.0
Centre,59,59 HUSTON,LIB,Governor,,KEN V KRAWCHUK,9.0
Centre,59,59 HUSTON,,Governor,,WRITE-INS,2.0
Centre,59,59 HUSTON,DEM,U.S. House,15.0,SUSAN BOSER,169.0
Centre,59,59 HUSTON,REP,U.S. House,15.0,GLENN GT THOMPSON,436.0
Centre,59,59 HUSTON,,U.S. House,15.0,WRITE-INS,1.0
Centre,59,59 HUSTON,DEM,State Senate,34.0,EZRA NANES,172.0
Centre,59,59 HUSTON,REP,State Senate,34.0,JACOB D CORMAN III,429.0
Centre,59,59 HUSTON,,State Senate,34.0,WRITE-INS,1.0
Centre,59,59 HUSTON,DEM,State House,77.0,H SCOTT CONKLIN,331.0
Centre,59,59 HUSTON,,State House,77.0,WRITE-INS,24.0
Centre,60,60 LIBERTY,,Registered Voters,,,1050.0
Centre,60,60 LIBERTY,,Ballots Cast,,,650.0
Centre,60,60 LIBERTY,,VOTER TURNOUT - TOTAL,,,
Centre,60,60 LIBERTY,DEM,STRAIGHT PARTY,,DEMOCRATIC,98.0
Centre,60,60 LIBERTY,REP,STRAIGHT PARTY,,REPUBLICAN,213.0
Centre,60,60 LIBERTY,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,60,60 LIBERTY,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,60,60 LIBERTY,DEM,U.S. Senate,,"BOB CASEY, JR",255.0
Centre,60,60 LIBERTY,REP,U.S. Senate,,LOU BARLETTA,372.0
Centre,60,60 LIBERTY,GRN,U.S. Senate,,NEAL GALE,10.0
Centre,60,60 LIBERTY,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,60,60 LIBERTY,,U.S. Senate,,WRITE-INS,0.0
Centre,60,60 LIBERTY,DEM,Governor,,TOM WOLF,255.0
Centre,60,60 LIBERTY,REP,Governor,,SCOTT R WAGNER,372.0
Centre,60,60 LIBERTY,GRN,Governor,,PAUL GLOVER,7.0
Centre,60,60 LIBERTY,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,60,60 LIBERTY,,Governor,,WRITE-INS,0.0
Centre,60,60 LIBERTY,DEM,U.S. House,15.0,SUSAN BOSER,160.0
Centre,60,60 LIBERTY,REP,U.S. House,15.0,GLENN GT THOMPSON,483.0
Centre,60,60 LIBERTY,,U.S. House,15.0,WRITE-INS,1.0
Centre,60,60 LIBERTY,DEM,State Senate,34.0,EZRA NANES,163.0
Centre,60,60 LIBERTY,REP,State Senate,34.0,JACOB D CORMAN III,468.0
Centre,60,60 LIBERTY,,State Senate,34.0,WRITE-INS,0.0
Centre,60,60 LIBERTY,DEM,State House,76.0,MIKE HANNA,283.0
Centre,60,60 LIBERTY,REP,State House,76.0,STEPHANIE BOROWICZ,359.0
Centre,60,60 LIBERTY,,State House,76.0,WRITE-INS,1.0
Centre,61,61 MARION,,Registered Voters,,,665.0
Centre,61,61 MARION,,Ballots Cast,,,415.0
Centre,61,61 MARION,,VOTER TURNOUT - TOTAL,,,
Centre,61,61 MARION,DEM,STRAIGHT PARTY,,DEMOCRATIC,49.0
Centre,61,61 MARION,REP,STRAIGHT PARTY,,REPUBLICAN,136.0
Centre,61,61 MARION,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,61,61 MARION,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,61,61 MARION,DEM,U.S. Senate,,"BOB CASEY, JR",140.0
Centre,61,61 MARION,REP,U.S. Senate,,LOU BARLETTA,261.0
Centre,61,61 MARION,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,61,61 MARION,LIB,U.S. Senate,,"DALE R KERNS, JR",8.0
Centre,61,61 MARION,,U.S. Senate,,WRITE-INS,0.0
Centre,61,61 MARION,DEM,Governor,,TOM WOLF,142.0
Centre,61,61 MARION,REP,Governor,,SCOTT R WAGNER,262.0
Centre,61,61 MARION,GRN,Governor,,PAUL GLOVER,1.0
Centre,61,61 MARION,LIB,Governor,,KEN V KRAWCHUK,8.0
Centre,61,61 MARION,,Governor,,WRITE-INS,0.0
Centre,61,61 MARION,DEM,U.S. House,15.0,SUSAN BOSER,101.0
Centre,61,61 MARION,REP,U.S. House,15.0,GLENN GT THOMPSON,308.0
Centre,61,61 MARION,,U.S. House,15.0,WRITE-INS,0.0
Centre,61,61 MARION,DEM,State Senate,34.0,EZRA NANES,99.0
Centre,61,61 MARION,REP,State Senate,34.0,JACOB D CORMAN III,303.0
Centre,61,61 MARION,,State Senate,34.0,WRITE-INS,1.0
Centre,61,61 MARION,DEM,State House,76.0,MIKE HANNA,164.0
Centre,61,61 MARION,REP,State House,76.0,STEPHANIE BOROWICZ,246.0
Centre,61,61 MARION,,State House,76.0,WRITE-INS,0.0
Centre,62,62 MILES EAST,,Registered Voters,,,458.0
Centre,62,62 MILES EAST,,Ballots Cast,,,297.0
Centre,62,62 MILES EAST,,VOTER TURNOUT - TOTAL,,,
Centre,62,62 MILES EAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,49.0
Centre,62,62 MILES EAST,REP,STRAIGHT PARTY,,REPUBLICAN,95.0
Centre,62,62 MILES EAST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,62,62 MILES EAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,62,62 MILES EAST,DEM,U.S. Senate,,"BOB CASEY, JR",135.0
Centre,62,62 MILES EAST,REP,U.S. Senate,,LOU BARLETTA,157.0
Centre,62,62 MILES EAST,GRN,U.S. Senate,,NEAL GALE,0.0
Centre,62,62 MILES EAST,LIB,U.S. Senate,,"DALE R KERNS, JR",2.0
Centre,62,62 MILES EAST,,U.S. Senate,,WRITE-INS,0.0
Centre,62,62 MILES EAST,DEM,Governor,,TOM WOLF,125.0
Centre,62,62 MILES EAST,REP,Governor,,SCOTT R WAGNER,167.0
Centre,62,62 MILES EAST,GRN,Governor,,PAUL GLOVER,3.0
Centre,62,62 MILES EAST,LIB,Governor,,KEN V KRAWCHUK,0.0
Centre,62,62 MILES EAST,,Governor,,WRITE-INS,1.0
Centre,62,62 MILES EAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,109.0
Centre,62,62 MILES EAST,REP,U.S. House,12.0,TOM MARINO,184.0
Centre,62,62 MILES EAST,,U.S. House,12.0,WRITE-INS,0.0
Centre,62,62 MILES EAST,DEM,State Senate,34.0,EZRA NANES,99.0
Centre,62,62 MILES EAST,REP,State Senate,34.0,JACOB D CORMAN III,193.0
Centre,62,62 MILES EAST,,State Senate,34.0,WRITE-INS,0.0
Centre,62,62 MILES EAST,DEM,State House,76.0,MIKE HANNA,135.0
Centre,62,62 MILES EAST,REP,State House,76.0,STEPHANIE BOROWICZ,159.0
Centre,62,62 MILES EAST,,State House,76.0,WRITE-INS,0.0
Centre,63,63 MILES WEST,,Registered Voters,,,199.0
Centre,63,63 MILES WEST,,Ballots Cast,,,130.0
Centre,63,63 MILES WEST,,VOTER TURNOUT - TOTAL,,,
Centre,63,63 MILES WEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,26.0
Centre,63,63 MILES WEST,REP,STRAIGHT PARTY,,REPUBLICAN,49.0
Centre,63,63 MILES WEST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,63,63 MILES WEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,63,63 MILES WEST,DEM,U.S. Senate,,"BOB CASEY, JR",49.0
Centre,63,63 MILES WEST,REP,U.S. Senate,,LOU BARLETTA,79.0
Centre,63,63 MILES WEST,GRN,U.S. Senate,,NEAL GALE,0.0
Centre,63,63 MILES WEST,LIB,U.S. Senate,,"DALE R KERNS, JR",0.0
Centre,63,63 MILES WEST,,U.S. Senate,,WRITE-INS,0.0
