county,precinct,office,district,party,candidate,absentee,election_day,votes
Fayette,UtownW2,Ballots Cast,,,,14,306,320
Fayette,UtownW3,Ballots Cast,,,,12,354,366
Fayette,UtownW4,Ballots Cast,,,,7,269,276
Fayette,UtownW5,Ballots Cast,,,,20,458,478
Fayette,UtownW6,Ballots Cast,,,,10,279,289
Fayette,UtownW7,Ballots Cast,,,,22,449,471
Fayette,UTyroneTwp,Ballots Cast,,,,4,559,563
Fayette,VbiltBoro,Ballots Cast,,,,6,150,156
Fayette,Washington,Ballots Cast,,,,36,1346,1382
Fayette,Wharton,Ballots Cast,,,,69,1151,1220
Fayette,BelleVernon,Registered Voters,,,,,,625
Fayette,BvilleTwp,Registered Voters,,,,,,377
Fayette,BvilleW1,Registered Voters,,,,,,404
Fayette,BvilleW2,Registered Voters,,,,,,415
Fayette,BvilleW3,Registered Voters,,,,,,560
Fayette,BullskinD1,Registered Voters,,,,,,2639
Fayette,BullskinD2,Registered Voters,,,,,,958
Fayette,BullskinD3,Registered Voters,,,,,,919
Fayette,CvilleW1,Registered Voters,,,,,,1331
Fayette,CvilleW2,Registered Voters,,,,,,1182
Fayette,CvilleW3,Registered Voters,,,,,,595
Fayette,CvilleW4,Registered Voters,,,,,,891
Fayette,CvilleTwp,Registered Voters,,,,,,1306
Fayette,DawsonBoro,Registered Voters,,,,,,200
Fayette,DunbarTwp1,Registered Voters,,,,,,1545
Fayette,DunbarTwp2,Registered Voters,,,,,,2475
Fayette,DunbarBoro,Registered Voters,,,,,,595
Fayette,Everson,Registered Voters,,,,,,384
Fayette,Fchance,Registered Voters,,,,,,1055
Fayette,FayCtyBoro,Registered Voters,,,,,,324
Fayette,FranklinD1,Registered Voters,,,,,,874
Fayette,FranklinD2,Registered Voters,,,,,,619
Fayette,GeorgesD1,Registered Voters,,,,,,856
Fayette,GeorgesD2,Registered Voters,,,,,,1338
Fayette,GeorgesD3,Registered Voters,,,,,,1357
Fayette,GermanD1,Registered Voters,,,,,,1320
Fayette,GermanD2,Registered Voters,,,,,,670
Fayette,GermanD3,Registered Voters,,,,,,617
Fayette,GermanD4,Registered Voters,,,,,,299
Fayette,HenryClay,Registered Voters,,,,,,1080
Fayette,JeffTwp,Registered Voters,,,,,,1264
Fayette,LTyroneTwp,Registered Voters,,,,,,674
Fayette,LuzerneD1,Registered Voters,,,,,,909
Fayette,LuzerneD2,Registered Voters,,,,,,911
Fayette,LuzerneD3,Registered Voters,,,,,,382
Fayette,LuzerneD4,Registered Voters,,,,,,258
Fayette,Markleysbrg,Registered Voters,,,,,,139
Fayette,Masontwn,Registered Voters,,,,,,1916
Fayette,Menallen1,Registered Voters,,,,,,776
Fayette,Menallen2,Registered Voters,,,,,,1110
Fayette,Menallen3,Registered Voters,,,,,,607
Fayette,NewellBoro,Registered Voters,,,,,,317
Fayette,Nicholson,Registered Voters,,,,,,1134
Fayette,NUnion1,Registered Voters,,,,,,1648
Fayette,NUnion2,Registered Voters,,,,,,2323
Fayette,NUnion3,Registered Voters,,,,,,723
Fayette,NUnion4,Registered Voters,,,,,,2082
Fayette,NUnion5,Registered Voters,,,,,,422
Fayette,Ohiopyle,Registered Voters,,,,,,37
Fayette,PerryTwp,Registered Voters,,,,,,1535
Fayette,Perryopolis,Registered Voters,,,,,,1082
Fayette,PtMarion,Registered Voters,,,,,,601
Fayette,Redstone1,Registered Voters,,,,,,1169
Fayette,Redstone2,Registered Voters,,,,,,1229
Fayette,Redstone3,Registered Voters,,,,,,324
Fayette,Redstone4,Registered Voters,,,,,,344
Fayette,Saltlick,Registered Voters,,,,,,1833
Fayette,Smithfield,Registered Voters,,,,,,523
Fayette,SCvilleBoro,Registered Voters,,,,,,1023
Fayette,SUnion1,Registered Voters,,,,,,3401
Fayette,SUnion2,Registered Voters,,,,,,1799
Fayette,SUnion3,Registered Voters,,,,,,1982
Fayette,Spfield1,Registered Voters,,,,,,848
Fayette,Spfield2,Registered Voters,,,,,,596
Fayette,Sphill1,Registered Voters,,,,,,714
Fayette,Sphill2,Registered Voters,,,,,,814
Fayette,Stewart,Registered Voters,,,,,,424
Fayette,UtownW1,Registered Voters,,,,,,885
Fayette,UtownW2,Registered Voters,,,,,,947
Fayette,UtownW3,Registered Voters,,,,,,882
Fayette,UtownW4,Registered Voters,,,,,,828
Fayette,UtownW5,Registered Voters,,,,,,898
Fayette,UtownW6,Registered Voters,,,,,,683
Fayette,UtownW7,Registered Voters,,,,,,867
Fayette,UTyroneTwp,Registered Voters,,,,,,1004
Fayette,VbiltBoro,Registered Voters,,,,,,273
Fayette,Washington,Registered Voters,,,,,,2454
Fayette,Wharton,Registered Voters,,,,,,2415
Fayette,BelleVernon,Straight Party,,DEM,Democratic,,,90
Fayette,BvilleTwp,Straight Party,,DEM,Democratic,,,73
Fayette,BvilleW1,Straight Party,,DEM,Democratic,,,65
Fayette,BvilleW2,Straight Party,,DEM,Democratic,,,71
Fayette,BvilleW3,Straight Party,,DEM,Democratic,,,90
Fayette,BullskinD1,Straight Party,,DEM,Democratic,,,202
Fayette,BullskinD2,Straight Party,,DEM,Democratic,,,75
Fayette,BullskinD3,Straight Party,,DEM,Democratic,,,114
Fayette,CvilleW1,Straight Party,,DEM,Democratic,,,129
Fayette,CvilleW2,Straight Party,,DEM,Democratic,,,127
Fayette,CvilleW3,Straight Party,,DEM,Democratic,,,44
Fayette,CvilleW4,Straight Party,,DEM,Democratic,,,123
Fayette,CvilleTwp,Straight Party,,DEM,Democratic,,,119
Fayette,DawsonBoro,Straight Party,,DEM,Democratic,,,21
Fayette,DunbarTwp1,Straight Party,,DEM,Democratic,,,122
Fayette,DunbarTwp2,Straight Party,,DEM,Democratic,,,261
Fayette,DunbarBoro,Straight Party,,DEM,Democratic,,,42
Fayette,Everson,Straight Party,,DEM,Democratic,,,45
Fayette,Fchance,Straight Party,,DEM,Democratic,,,147
Fayette,FayCtyBoro,Straight Party,,DEM,Democratic,,,40
Fayette,FranklinD1,Straight Party,,DEM,Democratic,,,86
Fayette,FranklinD2,Straight Party,,DEM,Democratic,,,88
Fayette,GeorgesD1,Straight Party,,DEM,Democratic,,,84
Fayette,GeorgesD2,Straight Party,,DEM,Democratic,,,153
Fayette,GeorgesD3,Straight Party,,DEM,Democratic,,,172
Fayette,GermanD1,Straight Party,,DEM,Democratic,,,66
Fayette,GermanD2,Straight Party,,DEM,Democratic,,,115
Fayette,GermanD3,Straight Party,,DEM,Democratic,,,92
Fayette,GermanD4,Straight Party,,DEM,Democratic,,,47
Fayette,HenryClay,Straight Party,,DEM,Democratic,,,61
Fayette,JeffTwp,Straight Party,,DEM,Democratic,,,178
Fayette,LTyroneTwp,Straight Party,,DEM,Democratic,,,65
Fayette,LuzerneD1,Straight Party,,DEM,Democratic,,,126
Fayette,LuzerneD2,Straight Party,,DEM,Democratic,,,155
Fayette,LuzerneD3,Straight Party,,DEM,Democratic,,,78
Fayette,LuzerneD4,Straight Party,,DEM,Democratic,,,37
Fayette,Markleysbrg,Straight Party,,DEM,Democratic,,,13
Fayette,Masontwn,Straight Party,,DEM,Democratic,,,244
Fayette,Menallen1,Straight Party,,DEM,Democratic,,,107
Fayette,Menallen2,Straight Party,,DEM,Democratic,,,115
Fayette,Menallen3,Straight Party,,DEM,Democratic,,,94
Fayette,NewellBoro,Straight Party,,DEM,Democratic,,,50
Fayette,Nicholson,Straight Party,,DEM,Democratic,,,131
Fayette,NUnion1,Straight Party,,DEM,Democratic,,,244
Fayette,NUnion2,Straight Party,,DEM,Democratic,,,259
Fayette,NUnion3,Straight Party,,DEM,Democratic,,,91
Fayette,NUnion4,Straight Party,,DEM,Democratic,,,257
Fayette,NUnion5,Straight Party,,DEM,Democratic,,,57
Fayette,Ohiopyle,Straight Party,,DEM,Democratic,,,2
Fayette,PerryTwp,Straight Party,,DEM,Democratic,,,202
Fayette,Perryopolis,Straight Party,,DEM,Democratic,,,175
Fayette,PtMarion,Straight Party,,DEM,Democratic,,,64
Fayette,Redstone1,Straight Party,,DEM,Democratic,,,171
Fayette,Redstone2,Straight Party,,DEM,Democratic,,,202
Fayette,Redstone3,Straight Party,,DEM,Democratic,,,38
Fayette,Redstone4,Straight Party,,DEM,Democratic,,,70
Fayette,Saltlick,Straight Party,,DEM,Democratic,,,155
Fayette,Smithfield,Straight Party,,DEM,Democratic,,,47
Fayette,SCvilleBoro,Straight Party,,DEM,Democratic,,,95
Fayette,SUnion1,Straight Party,,DEM,Democratic,,,471
Fayette,SUnion2,Straight Party,,DEM,Democratic,,,225
Fayette,SUnion3,Straight Party,,DEM,Democratic,,,243
Fayette,Spfield1,Straight Party,,DEM,Democratic,,,43
Fayette,Spfield2,Straight Party,,DEM,Democratic,,,41
Fayette,Sphill1,Straight Party,,DEM,Democratic,,,60
Fayette,Sphill2,Straight Party,,DEM,Democratic,,,79
Fayette,Stewart,Straight Party,,DEM,Democratic,,,17
Fayette,UtownW1,Straight Party,,DEM,Democratic,,,143
Fayette,UtownW2,Straight Party,,DEM,Democratic,,,143
Fayette,UtownW3,Straight Party,,DEM,Democratic,,,168
Fayette,UtownW4,Straight Party,,DEM,Democratic,,,172
Fayette,UtownW5,Straight Party,,DEM,Democratic,,,168
Fayette,UtownW6,Straight Party,,DEM,Democratic,,,84
Fayette,UtownW7,Straight Party,,DEM,Democratic,,,132
Fayette,UTyroneTwp,Straight Party,,DEM,Democratic,,,76
Fayette,VbiltBoro,Straight Party,,DEM,Democratic,,,31
Fayette,Washington,Straight Party,,DEM,Democratic,,,359
Fayette,Wharton,Straight Party,,DEM,Democratic,,,145
Fayette,BelleVernon,Straight Party,,REP,Republican,,,92
Fayette,BvilleTwp,Straight Party,,REP,Republican,,,32
Fayette,BvilleW1,Straight Party,,REP,Republican,,,23
Fayette,BvilleW2,Straight Party,,REP,Republican,,,40
Fayette,BvilleW3,Straight Party,,REP,Republican,,,48
Fayette,BullskinD1,Straight Party,,REP,Republican,,,595
Fayette,BullskinD2,Straight Party,,REP,Republican,,,229
Fayette,BullskinD3,Straight Party,,REP,Republican,,,202
Fayette,CvilleW1,Straight Party,,REP,Republican,,,188
Fayette,CvilleW2,Straight Party,,REP,Republican,,,141
Fayette,CvilleW3,Straight Party,,REP,Republican,,,93
Fayette,CvilleW4,Straight Party,,REP,Republican,,,100
Fayette,CvilleTwp,Straight Party,,REP,Republican,,,230
Fayette,DawsonBoro,Straight Party,,REP,Republican,,,41
Fayette,DunbarTwp1,Straight Party,,REP,Republican,,,276
Fayette,DunbarTwp2,Straight Party,,REP,Republican,,,411
Fayette,DunbarBoro,Straight Party,,REP,Republican,,,125
Fayette,Everson,Straight Party,,REP,Republican,,,53
Fayette,Fchance,Straight Party,,REP,Republican,,,176
Fayette,FayCtyBoro,Straight Party,,REP,Republican,,,55
Fayette,FranklinD1,Straight Party,,REP,Republican,,,166
Fayette,FranklinD2,Straight Party,,REP,Republican,,,107
Fayette,GeorgesD1,Straight Party,,REP,Republican,,,164
Fayette,GeorgesD2,Straight Party,,REP,Republican,,,234
Fayette,GeorgesD3,Straight Party,,REP,Republican,,,189
Fayette,GermanD1,Straight Party,,REP,Republican,,,204
Fayette,GermanD2,Straight Party,,REP,Republican,,,74
Fayette,GermanD3,Straight Party,,REP,Republican,,,91
Fayette,GermanD4,Straight Party,,REP,Republican,,,31
Fayette,HenryClay,Straight Party,,REP,Republican,,,233
Fayette,JeffTwp,Straight Party,,REP,Republican,,,266
Fayette,LTyroneTwp,Straight Party,,REP,Republican,,,166
Fayette,LuzerneD1,Straight Party,,REP,Republican,,,115
Fayette,LuzerneD2,Straight Party,,REP,Republican,,,110
Fayette,LuzerneD3,Straight Party,,REP,Republican,,,38
Fayette,LuzerneD4,Straight Party,,REP,Republican,,,31
Fayette,Markleysbrg,Straight Party,,REP,Republican,,,26
Fayette,Masontwn,Straight Party,,REP,Republican,,,190
Fayette,Menallen1,Straight Party,,REP,Republican,,,109
Fayette,Menallen2,Straight Party,,REP,Republican,,,194
Fayette,Menallen3,Straight Party,,REP,Republican,,,73
Fayette,NewellBoro,Straight Party,,REP,Republican,,,45
Fayette,Nicholson,Straight Party,,REP,Republican,,,187
Fayette,NUnion1,Straight Party,,REP,Republican,,,191
Fayette,NUnion2,Straight Party,,REP,Republican,,,397
Fayette,NUnion3,Straight Party,,REP,Republican,,,131
Fayette,NUnion4,Straight Party,,REP,Republican,,,245
Fayette,NUnion5,Straight Party,,REP,Republican,,,71
Fayette,Ohiopyle,Straight Party,,REP,Republican,,,4
Fayette,PerryTwp,Straight Party,,REP,Republican,,,260
Fayette,Perryopolis,Straight Party,,REP,Republican,,,153
Fayette,PtMarion,Straight Party,,REP,Republican,,,86
Fayette,Redstone1,Straight Party,,REP,Republican,,,143
Fayette,Redstone2,Straight Party,,REP,Republican,,,140
Fayette,Redstone3,Straight Party,,REP,Republican,,,66
Fayette,Redstone4,Straight Party,,REP,Republican,,,32
Fayette,Saltlick,Straight Party,,REP,Republican,,,405
Fayette,Smithfield,Straight Party,,REP,Republican,,,96
Fayette,SCvilleBoro,Straight Party,,REP,Republican,,,190
Fayette,SUnion1,Straight Party,,REP,Republican,,,417
Fayette,SUnion2,Straight Party,,REP,Republican,,,288
Fayette,SUnion3,Straight Party,,REP,Republican,,,267
Fayette,Spfield1,Straight Party,,REP,Republican,,,166
Fayette,Spfield2,Straight Party,,REP,Republican,,,108
Fayette,Sphill1,Straight Party,,REP,Republican,,,159
Fayette,Sphill2,Straight Party,,REP,Republican,,,169
Fayette,Stewart,Straight Party,,REP,Republican,,,105
Fayette,UtownW1,Straight Party,,REP,Republican,,,110
Fayette,UtownW2,Straight Party,,REP,Republican,,,45
Fayette,UtownW3,Straight Party,,REP,Republican,,,52
Fayette,UtownW4,Straight Party,,REP,Republican,,,38
Fayette,UtownW5,Straight Party,,REP,Republican,,,76
Fayette,UtownW6,Straight Party,,REP,Republican,,,64
Fayette,UtownW7,Straight Party,,REP,Republican,,,104
Fayette,UTyroneTwp,Straight Party,,REP,Republican,,,251
Fayette,VbiltBoro,Straight Party,,REP,Republican,,,44
Fayette,Washington,Straight Party,,REP,Republican,,,397
Fayette,Wharton,Straight Party,,REP,Republican,,,372
Fayette,BelleVernon,Straight Party,,GRN,Green,,,0
Fayette,BvilleTwp,Straight Party,,GRN,Green,,,0
Fayette,BvilleW1,Straight Party,,GRN,Green,,,0
Fayette,BvilleW2,Straight Party,,GRN,Green,,,1
Fayette,BvilleW3,Straight Party,,GRN,Green,,,0
Fayette,BullskinD1,Straight Party,,GRN,Green,,,1
Fayette,BullskinD2,Straight Party,,GRN,Green,,,1
Fayette,BullskinD3,Straight Party,,GRN,Green,,,1
Fayette,CvilleW1,Straight Party,,GRN,Green,,,1
Fayette,CvilleW2,Straight Party,,GRN,Green,,,0
Fayette,CvilleW3,Straight Party,,GRN,Green,,,0
Fayette,CvilleW4,Straight Party,,GRN,Green,,,0
Fayette,CvilleTwp,Straight Party,,GRN,Green,,,1
Fayette,DawsonBoro,Straight Party,,GRN,Green,,,1
Fayette,DunbarTwp1,Straight Party,,GRN,Green,,,1
Fayette,DunbarTwp2,Straight Party,,GRN,Green,,,2
Fayette,DunbarBoro,Straight Party,,GRN,Green,,,1
Fayette,Everson,Straight Party,,GRN,Green,,,1
Fayette,Fchance,Straight Party,,GRN,Green,,,0
Fayette,FayCtyBoro,Straight Party,,GRN,Green,,,0
Fayette,FranklinD1,Straight Party,,GRN,Green,,,0
Fayette,FranklinD2,Straight Party,,GRN,Green,,,0
Fayette,GeorgesD1,Straight Party,,GRN,Green,,,1
Fayette,GeorgesD2,Straight Party,,GRN,Green,,,0
Fayette,GeorgesD3,Straight Party,,GRN,Green,,,1
Fayette,GermanD1,Straight Party,,GRN,Green,,,1
Fayette,GermanD2,Straight Party,,GRN,Green,,,0
Fayette,GermanD3,Straight Party,,GRN,Green,,,0
Fayette,GermanD4,Straight Party,,GRN,Green,,,0
Fayette,HenryClay,Straight Party,,GRN,Green,,,0
Fayette,JeffTwp,Straight Party,,GRN,Green,,,0
Fayette,LTyroneTwp,Straight Party,,GRN,Green,,,1
Fayette,LuzerneD1,Straight Party,,GRN,Green,,,0
Fayette,LuzerneD2,Straight Party,,GRN,Green,,,0
Fayette,LuzerneD3,Straight Party,,GRN,Green,,,0
Fayette,LuzerneD4,Straight Party,,GRN,Green,,,0
Fayette,Markleysbrg,Straight Party,,GRN,Green,,,0
Fayette,Masontwn,Straight Party,,GRN,Green,,,0
Fayette,Menallen1,Straight Party,,GRN,Green,,,0
Fayette,Menallen2,Straight Party,,GRN,Green,,,0
Fayette,Menallen3,Straight Party,,GRN,Green,,,0
Fayette,NewellBoro,Straight Party,,GRN,Green,,,0
Fayette,Nicholson,Straight Party,,GRN,Green,,,3
Fayette,NUnion1,Straight Party,,GRN,Green,,,1
Fayette,NUnion2,Straight Party,,GRN,Green,,,0
Fayette,NUnion3,Straight Party,,GRN,Green,,,0
Fayette,NUnion4,Straight Party,,GRN,Green,,,0
Fayette,NUnion5,Straight Party,,GRN,Green,,,0
Fayette,Ohiopyle,Straight Party,,GRN,Green,,,0
Fayette,PerryTwp,Straight Party,,GRN,Green,,,1
Fayette,Perryopolis,Straight Party,,GRN,Green,,,0
Fayette,PtMarion,Straight Party,,GRN,Green,,,0
Fayette,Redstone1,Straight Party,,GRN,Green,,,1
Fayette,Redstone2,Straight Party,,GRN,Green,,,0
Fayette,Redstone3,Straight Party,,GRN,Green,,,0
Fayette,Redstone4,Straight Party,,GRN,Green,,,0
Fayette,Saltlick,Straight Party,,GRN,Green,,,0
Fayette,Smithfield,Straight Party,,GRN,Green,,,0
Fayette,SCvilleBoro,Straight Party,,GRN,Green,,,0
Fayette,SUnion1,Straight Party,,GRN,Green,,,1
Fayette,SUnion2,Straight Party,,GRN,Green,,,3
Fayette,SUnion3,Straight Party,,GRN,Green,,,0
Fayette,Spfield1,Straight Party,,GRN,Green,,,2
Fayette,Spfield2,Straight Party,,GRN,Green,,,0
Fayette,Sphill1,Straight Party,,GRN,Green,,,0
Fayette,Sphill2,Straight Party,,GRN,Green,,,0
Fayette,Stewart,Straight Party,,GRN,Green,,,0
Fayette,UtownW1,Straight Party,,GRN,Green,,,1
Fayette,UtownW2,Straight Party,,GRN,Green,,,1
Fayette,UtownW3,Straight Party,,GRN,Green,,,0
Fayette,UtownW4,Straight Party,,GRN,Green,,,0
Fayette,UtownW5,Straight Party,,GRN,Green,,,0
Fayette,UtownW6,Straight Party,,GRN,Green,,,0
Fayette,UtownW7,Straight Party,,GRN,Green,,,0
Fayette,UTyroneTwp,Straight Party,,GRN,Green,,,0
Fayette,VbiltBoro,Straight Party,,GRN,Green,,,0
Fayette,Washington,Straight Party,,GRN,Green,,,1
Fayette,Wharton,Straight Party,,GRN,Green,,,2
Fayette,BelleVernon,Straight Party,,LIB,Libertarian,,,1
Fayette,BvilleTwp,Straight Party,,LIB,Libertarian,,,0
Fayette,BvilleW1,Straight Party,,LIB,Libertarian,,,1
Fayette,BvilleW2,Straight Party,,LIB,Libertarian,,,2
Fayette,BvilleW3,Straight Party,,LIB,Libertarian,,,0
Fayette,BullskinD1,Straight Party,,LIB,Libertarian,,,3
Fayette,BullskinD2,Straight Party,,LIB,Libertarian,,,0
Fayette,BullskinD3,Straight Party,,LIB,Libertarian,,,0
Fayette,CvilleW1,Straight Party,,LIB,Libertarian,,,0
Fayette,CvilleW2,Straight Party,,LIB,Libertarian,,,1
Fayette,CvilleW3,Straight Party,,LIB,Libertarian,,,2
Fayette,CvilleW4,Straight Party,,LIB,Libertarian,,,5
Fayette,CvilleTwp,Straight Party,,LIB,Libertarian,,,2
Fayette,DawsonBoro,Straight Party,,LIB,Libertarian,,,0
Fayette,DunbarTwp1,Straight Party,,LIB,Libertarian,,,2
Fayette,DunbarTwp2,Straight Party,,LIB,Libertarian,,,2
Fayette,DunbarBoro,Straight Party,,LIB,Libertarian,,,2
Fayette,Everson,Straight Party,,LIB,Libertarian,,,0
Fayette,Fchance,Straight Party,,LIB,Libertarian,,,1
Fayette,FayCtyBoro,Straight Party,,LIB,Libertarian,,,2
Fayette,FranklinD1,Straight Party,,LIB,Libertarian,,,2
Fayette,FranklinD2,Straight Party,,LIB,Libertarian,,,2
Fayette,GeorgesD1,Straight Party,,LIB,Libertarian,,,1
Fayette,GeorgesD2,Straight Party,,LIB,Libertarian,,,1
Fayette,GeorgesD3,Straight Party,,LIB,Libertarian,,,0
Fayette,GermanD1,Straight Party,,LIB,Libertarian,,,1
Fayette,GermanD2,Straight Party,,LIB,Libertarian,,,0
Fayette,GermanD3,Straight Party,,LIB,Libertarian,,,1
Fayette,GermanD4,Straight Party,,LIB,Libertarian,,,0
Fayette,HenryClay,Straight Party,,LIB,Libertarian,,,2
Fayette,JeffTwp,Straight Party,,LIB,Libertarian,,,1
Fayette,LTyroneTwp,Straight Party,,LIB,Libertarian,,,0
Fayette,LuzerneD1,Straight Party,,LIB,Libertarian,,,2
Fayette,LuzerneD2,Straight Party,,LIB,Libertarian,,,2
Fayette,LuzerneD3,Straight Party,,LIB,Libertarian,,,0
Fayette,LuzerneD4,Straight Party,,LIB,Libertarian,,,1
Fayette,Markleysbrg,Straight Party,,LIB,Libertarian,,,0
Fayette,Masontwn,Straight Party,,LIB,Libertarian,,,1
Fayette,Menallen1,Straight Party,,LIB,Libertarian,,,0
Fayette,Menallen2,Straight Party,,LIB,Libertarian,,,2
Fayette,Menallen3,Straight Party,,LIB,Libertarian,,,1
Fayette,NewellBoro,Straight Party,,LIB,Libertarian,,,1
Fayette,Nicholson,Straight Party,,LIB,Libertarian,,,0
Fayette,NUnion1,Straight Party,,LIB,Libertarian,,,3
Fayette,NUnion2,Straight Party,,LIB,Libertarian,,,5
Fayette,NUnion3,Straight Party,,LIB,Libertarian,,,2
Fayette,NUnion4,Straight Party,,LIB,Libertarian,,,1
Fayette,NUnion5,Straight Party,,LIB,Libertarian,,,1
Fayette,Ohiopyle,Straight Party,,LIB,Libertarian,,,0
Fayette,PerryTwp,Straight Party,,LIB,Libertarian,,,0
Fayette,Perryopolis,Straight Party,,LIB,Libertarian,,,2
Fayette,PtMarion,Straight Party,,LIB,Libertarian,,,1
Fayette,Redstone1,Straight Party,,LIB,Libertarian,,,0
Fayette,Redstone2,Straight Party,,LIB,Libertarian,,,1
Fayette,Redstone3,Straight Party,,LIB,Libertarian,,,0
Fayette,Redstone4,Straight Party,,LIB,Libertarian,,,0
Fayette,Saltlick,Straight Party,,LIB,Libertarian,,,5
Fayette,Smithfield,Straight Party,,LIB,Libertarian,,,1
Fayette,SCvilleBoro,Straight Party,,LIB,Libertarian,,,0
Fayette,SUnion1,Straight Party,,LIB,Libertarian,,,1
Fayette,SUnion2,Straight Party,,LIB,Libertarian,,,1
Fayette,SUnion3,Straight Party,,LIB,Libertarian,,,5
Fayette,Spfield1,Straight Party,,LIB,Libertarian,,,3
Fayette,Spfield2,Straight Party,,LIB,Libertarian,,,1
Fayette,Sphill1,Straight Party,,LIB,Libertarian,,,2
Fayette,Sphill2,Straight Party,,LIB,Libertarian,,,1
Fayette,Stewart,Straight Party,,LIB,Libertarian,,,0
Fayette,UtownW1,Straight Party,,LIB,Libertarian,,,1
Fayette,UtownW2,Straight Party,,LIB,Libertarian,,,1
Fayette,UtownW3,Straight Party,,LIB,Libertarian,,,1
Fayette,UtownW4,Straight Party,,LIB,Libertarian,,,1
Fayette,UtownW5,Straight Party,,LIB,Libertarian,,,0
Fayette,UtownW6,Straight Party,,LIB,Libertarian,,,0
Fayette,UtownW7,Straight Party,,LIB,Libertarian,,,0
Fayette,UTyroneTwp,Straight Party,,LIB,Libertarian,,,1
Fayette,VbiltBoro,Straight Party,,LIB,Libertarian,,,1
Fayette,Washington,Straight Party,,LIB,Libertarian,,,4
