county,precinct,candidate,office,district,party,votes
Northumberland,Lower Mahanoy Township,Write In Votes,U.S. House,12,,0
Northumberland,Lower Mahanoy Township,Lynda J. Schlegel-Culver,State House,108,REP,566
Northumberland,Lower Mahanoy Township,Write In Votes,State House,108,REP,1
Northumberland,McEwensville Borough,,Ballots Cast,,,102
Northumberland,McEwensville Borough,,Straight Party,,DEM,8
Northumberland,McEwensville Borough,,Straight Party,,REP,41
Northumberland,McEwensville Borough,,Straight Party,,GRE,1
Northumberland,McEwensville Borough,,Straight Party,,LIB,1
Northumberland,McEwensville Borough,"Bob Casey, Jr.",U.S. Senate,,DEM,32
Northumberland,McEwensville Borough,Lou Barletta,U.S. Senate,,REP,64
Northumberland,McEwensville Borough,Neal Gale,U.S. Senate,,GRE,0
Northumberland,McEwensville Borough,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,3
Northumberland,McEwensville Borough,Write In Votes,U.S. Senate,,,0
Northumberland,McEwensville Borough,Tom Wolf,Governor,,DEM,31
Northumberland,McEwensville Borough,Scott R. Wagner,Governor,,REP,69
Northumberland,McEwensville Borough,Paul Glover,Governor,,GRE,2
Northumberland,McEwensville Borough,Ken V. Krawchuk,Governor,,LIB,0
Northumberland,McEwensville Borough,Write In Votes,Governor,,,0
Northumberland,McEwensville Borough,Marc Friedenberg,U.S. House,12,DEM,24
Northumberland,McEwensville Borough,Tom Marino,U.S. House,12,REP,75
Northumberland,McEwensville Borough,Write In Votes,U.S. House,12,,0
Northumberland,McEwensville Borough,Lynda J. Schlegel-Culver,State House,108,REP,93
Northumberland,McEwensville Borough,Write In Votes,State House,108,REP,1
Northumberland,Milton Borough 1,,Ballots Cast,,,408
Northumberland,Milton Borough 1,,Straight Party,,DEM,57
Northumberland,Milton Borough 1,,Straight Party,,REP,167
Northumberland,Milton Borough 1,,Straight Party,,GRE,1
Northumberland,Milton Borough 1,,Straight Party,,LIB,0
Northumberland,Milton Borough 1,"Bob Casey, Jr.",U.S. Senate,,DEM,142
Northumberland,Milton Borough 1,Lou Barletta,U.S. Senate,,REP,257
Northumberland,Milton Borough 1,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Milton Borough 1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Milton Borough 1,Write In Votes,U.S. Senate,,,0
Northumberland,Milton Borough 1,Tom Wolf,Governor,,DEM,169
Northumberland,Milton Borough 1,Scott R. Wagner,Governor,,REP,229
Northumberland,Milton Borough 1,Paul Glover,Governor,,GRE,4
Northumberland,Milton Borough 1,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Milton Borough 1,Write In Votes,Governor,,,0
Northumberland,Milton Borough 1,Marc Friedenberg,U.S. House,12,DEM,124
Northumberland,Milton Borough 1,Tom Marino,U.S. House,12,REP,274
Northumberland,Milton Borough 1,Write In Votes,U.S. House,12,,0
Northumberland,Milton Borough 1,Lynda J. Schlegel-Culver,State House,108,REP,334
Northumberland,Milton Borough 1,Write In Votes,State House,108,REP,6
Northumberland,Milton Borough 2,,Ballots Cast,,,415
Northumberland,Milton Borough 2,,Straight Party,,DEM,91
Northumberland,Milton Borough 2,,Straight Party,,REP,137
Northumberland,Milton Borough 2,,Straight Party,,GRE,1
Northumberland,Milton Borough 2,,Straight Party,,LIB,0
Northumberland,Milton Borough 2,"Bob Casey, Jr.",U.S. Senate,,DEM,184
Northumberland,Milton Borough 2,Lou Barletta,U.S. Senate,,REP,221
Northumberland,Milton Borough 2,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Milton Borough 2,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Milton Borough 2,Write In Votes,U.S. Senate,,,1
Northumberland,Milton Borough 2,Tom Wolf,Governor,,DEM,196
Northumberland,Milton Borough 2,Scott R. Wagner,Governor,,REP,209
Northumberland,Milton Borough 2,Paul Glover,Governor,,GRE,2
Northumberland,Milton Borough 2,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Milton Borough 2,Write In Votes,Governor,,,0
Northumberland,Milton Borough 2,Marc Friedenberg,U.S. House,12,DEM,172
Northumberland,Milton Borough 2,Tom Marino,U.S. House,12,REP,231
Northumberland,Milton Borough 2,Write In Votes,U.S. House,12,,0
Northumberland,Milton Borough 2,Lynda J. Schlegel-Culver,State House,108,REP,299
Northumberland,Milton Borough 2,Write In Votes,State House,108,REP,5
Northumberland,Milton Borough 3,,Ballots Cast,,,409
Northumberland,Milton Borough 3,,Straight Party,,DEM,96
Northumberland,Milton Borough 3,,Straight Party,,REP,126
Northumberland,Milton Borough 3,,Straight Party,,GRE,2
Northumberland,Milton Borough 3,,Straight Party,,LIB,1
Northumberland,Milton Borough 3,"Bob Casey, Jr.",U.S. Senate,,DEM,181
Northumberland,Milton Borough 3,Lou Barletta,U.S. Senate,,REP,212
Northumberland,Milton Borough 3,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Milton Borough 3,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Milton Borough 3,Write In Votes,U.S. Senate,,,0
Northumberland,Milton Borough 3,Tom Wolf,Governor,,DEM,207
Northumberland,Milton Borough 3,Scott R. Wagner,Governor,,REP,187
Northumberland,Milton Borough 3,Paul Glover,Governor,,GRE,7
Northumberland,Milton Borough 3,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Milton Borough 3,Write In Votes,Governor,,,0
Northumberland,Milton Borough 3,Marc Friedenberg,U.S. House,12,DEM,168
Northumberland,Milton Borough 3,Tom Marino,U.S. House,12,REP,231
Northumberland,Milton Borough 3,Write In Votes,U.S. House,12,,0
Northumberland,Milton Borough 3,Lynda J. Schlegel-Culver,State House,108,REP,307
Northumberland,Milton Borough 3,Write In Votes,State House,108,REP,6
Northumberland,Milton Borough 4,,Ballots Cast,,,257
Northumberland,Milton Borough 4,,Straight Party,,DEM,63
Northumberland,Milton Borough 4,,Straight Party,,REP,99
Northumberland,Milton Borough 4,,Straight Party,,GRE,0
Northumberland,Milton Borough 4,,Straight Party,,LIB,0
Northumberland,Milton Borough 4,"Bob Casey, Jr.",U.S. Senate,,DEM,106
Northumberland,Milton Borough 4,Lou Barletta,U.S. Senate,,REP,139
Northumberland,Milton Borough 4,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Milton Borough 4,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Milton Borough 4,Write In Votes,U.S. Senate,,,1
Northumberland,Milton Borough 4,Tom Wolf,Governor,,DEM,118
Northumberland,Milton Borough 4,Scott R. Wagner,Governor,,REP,126
Northumberland,Milton Borough 4,Paul Glover,Governor,,GRE,2
Northumberland,Milton Borough 4,Ken V. Krawchuk,Governor,,LIB,7
Northumberland,Milton Borough 4,Write In Votes,Governor,,,0
Northumberland,Milton Borough 4,Marc Friedenberg,U.S. House,12,DEM,98
Northumberland,Milton Borough 4,Tom Marino,U.S. House,12,REP,153
Northumberland,Milton Borough 4,Write In Votes,U.S. House,12,,1
Northumberland,Milton Borough 4,Lynda J. Schlegel-Culver,State House,108,REP,190
Northumberland,Milton Borough 4,Write In Votes,State House,108,REP,1
Northumberland,Milton Borough 5,,Ballots Cast,,,498
Northumberland,Milton Borough 5,,Straight Party,,DEM,86
Northumberland,Milton Borough 5,,Straight Party,,REP,179
Northumberland,Milton Borough 5,,Straight Party,,GRE,0
Northumberland,Milton Borough 5,,Straight Party,,LIB,1
Northumberland,Milton Borough 5,"Bob Casey, Jr.",U.S. Senate,,DEM,195
Northumberland,Milton Borough 5,Lou Barletta,U.S. Senate,,REP,285
Northumberland,Milton Borough 5,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Milton Borough 5,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,7
Northumberland,Milton Borough 5,Write In Votes,U.S. Senate,,,0
Northumberland,Milton Borough 5,Tom Wolf,Governor,,DEM,208
Northumberland,Milton Borough 5,Scott R. Wagner,Governor,,REP,275
Northumberland,Milton Borough 5,Paul Glover,Governor,,GRE,3
Northumberland,Milton Borough 5,Ken V. Krawchuk,Governor,,LIB,6
Northumberland,Milton Borough 5,Write In Votes,Governor,,,1
Northumberland,Milton Borough 5,Marc Friedenberg,U.S. House,12,DEM,162
Northumberland,Milton Borough 5,Tom Marino,U.S. House,12,REP,321
Northumberland,Milton Borough 5,Write In Votes,U.S. House,12,,0
Northumberland,Milton Borough 5,Lynda J. Schlegel-Culver,State House,108,REP,390
Northumberland,Milton Borough 5,Write In Votes,State House,108,REP,5
Northumberland,Coal Township 4-2,,Ballots Cast,,,283
Northumberland,Coal Township 4-2,,Straight Party,,DEM,35
Northumberland,Coal Township 4-2,,Straight Party,,REP,64
Northumberland,Coal Township 4-2,,Straight Party,,GRE,0
Northumberland,Coal Township 4-2,,Straight Party,,LIB,0
Northumberland,Coal Township 4-2,"Bob Casey, Jr.",U.S. Senate,,DEM,133
Northumberland,Coal Township 4-2,Lou Barletta,U.S. Senate,,REP,147
Northumberland,Coal Township 4-2,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Coal Township 4-2,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Coal Township 4-2,Write In Votes,U.S. Senate,,,0
Northumberland,Coal Township 4-2,Tom Wolf,Governor,,DEM,164
Northumberland,Coal Township 4-2,Scott R. Wagner,Governor,,REP,111
Northumberland,Coal Township 4-2,Paul Glover,Governor,,GRE,2
Northumberland,Coal Township 4-2,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Coal Township 4-2,Write In Votes,Governor,,,0
Northumberland,Coal Township 4-2,Denny Wolff,U.S. House,9,DEM,124
Northumberland,Coal Township 4-2,Dan Meuser,U.S. House,9,REP,149
Northumberland,Coal Township 4-2,Write In Votes,U.S. House,9,,0
Northumberland,Coal Township 4-2,Sarah Donnelly,State House,107,DEM,97
Northumberland,Coal Township 4-2,Kurt A. Masser,State House,107,REP,178
Northumberland,Coal Township 4-2,Write In Votes,State House,107,,0
Northumberland,Northumberland Borough 1,,Ballots Cast,,,347
Northumberland,Northumberland Borough 1,,Straight Party,,DEM,60
Northumberland,Northumberland Borough 1,,Straight Party,,REP,98
Northumberland,Northumberland Borough 1,,Straight Party,,GRE,1
Northumberland,Northumberland Borough 1,,Straight Party,,LIB,1
Northumberland,Northumberland Borough 1,"Bob Casey, Jr.",U.S. Senate,,DEM,145
Northumberland,Northumberland Borough 1,Lou Barletta,U.S. Senate,,REP,190
Northumberland,Northumberland Borough 1,Neal Gale,U.S. Senate,,GRE,3
Northumberland,Northumberland Borough 1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,6
Northumberland,Northumberland Borough 1,Write In Votes,U.S. Senate,,,0
Northumberland,Northumberland Borough 1,Tom Wolf,Governor,,DEM,164
Northumberland,Northumberland Borough 1,Scott R. Wagner,Governor,,REP,170
Northumberland,Northumberland Borough 1,Paul Glover,Governor,,GRE,3
Northumberland,Northumberland Borough 1,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Northumberland Borough 1,Write In Votes,Governor,,,0
Northumberland,Northumberland Borough 1,Marc Friedenberg,U.S. House,12,DEM,131
Northumberland,Northumberland Borough 1,Tom Marino,U.S. House,12,REP,201
Northumberland,Northumberland Borough 1,Write In Votes,U.S. House,12,,1
Northumberland,Northumberland Borough 1,Lynda J. Schlegel-Culver,State House,108,REP,256
Northumberland,Northumberland Borough 1,Write In Votes,State House,108,REP,11
Northumberland,Northumberland Borough 2,,Ballots Cast,,,525
Northumberland,Northumberland Borough 2,,Straight Party,,DEM,103
Northumberland,Northumberland Borough 2,,Straight Party,,REP,171
Northumberland,Northumberland Borough 2,,Straight Party,,GRE,2
Northumberland,Northumberland Borough 2,,Straight Party,,LIB,2
Northumberland,Northumberland Borough 2,"Bob Casey, Jr.",U.S. Senate,,DEM,232
Northumberland,Northumberland Borough 2,Lou Barletta,U.S. Senate,,REP,274
Northumberland,Northumberland Borough 2,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Northumberland Borough 2,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,7
Northumberland,Northumberland Borough 2,Write In Votes,U.S. Senate,,,1
Northumberland,Northumberland Borough 2,Tom Wolf,Governor,,DEM,251
Northumberland,Northumberland Borough 2,Scott R. Wagner,Governor,,REP,251
Northumberland,Northumberland Borough 2,Paul Glover,Governor,,GRE,4
Northumberland,Northumberland Borough 2,Ken V. Krawchuk,Governor,,LIB,6
Northumberland,Northumberland Borough 2,Write In Votes,Governor,,,3
Northumberland,Northumberland Borough 2,Marc Friedenberg,U.S. House,12,DEM,216
Northumberland,Northumberland Borough 2,Tom Marino,U.S. House,12,REP,295
Northumberland,Northumberland Borough 2,Write In Votes,U.S. House,12,,1
Northumberland,Northumberland Borough 2,Lynda J. Schlegel-Culver,State House,108,REP,403
Northumberland,Northumberland Borough 2,Write In Votes,State House,108,REP,12
Northumberland,Northumberland Borough 3,,Ballots Cast,,,481
Northumberland,Northumberland Borough 3,,Straight Party,,DEM,70
Northumberland,Northumberland Borough 3,,Straight Party,,REP,164
Northumberland,Northumberland Borough 3,,Straight Party,,GRE,1
Northumberland,Northumberland Borough 3,,Straight Party,,LIB,1
Northumberland,Northumberland Borough 3,"Bob Casey, Jr.",U.S. Senate,,DEM,196
Northumberland,Northumberland Borough 3,Lou Barletta,U.S. Senate,,REP,266
Northumberland,Northumberland Borough 3,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Northumberland Borough 3,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,12
Northumberland,Northumberland Borough 3,Write In Votes,U.S. Senate,,,0
Northumberland,Northumberland Borough 3,Tom Wolf,Governor,,DEM,236
Northumberland,Northumberland Borough 3,Scott R. Wagner,Governor,,REP,232
Northumberland,Northumberland Borough 3,Paul Glover,Governor,,GRE,6
Northumberland,Northumberland Borough 3,Ken V. Krawchuk,Governor,,LIB,6
Northumberland,Northumberland Borough 3,Write In Votes,Governor,,,0
Northumberland,Northumberland Borough 3,Marc Friedenberg,U.S. House,12,DEM,173
Northumberland,Northumberland Borough 3,Tom Marino,U.S. House,12,REP,294
Northumberland,Northumberland Borough 3,Write In Votes,U.S. House,12,,4
Northumberland,Northumberland Borough 3,Lynda J. Schlegel-Culver,State House,108,REP,396
Northumberland,Northumberland Borough 3,Write In Votes,State House,108,REP,9
Northumberland,Point Township East,,Ballots Cast,,,579
Northumberland,Point Township East,,Straight Party,,DEM,65
Northumberland,Point Township East,,Straight Party,,REP,219
Northumberland,Point Township East,,Straight Party,,GRE,0
Northumberland,Point Township East,,Straight Party,,LIB,0
Northumberland,Point Township East,"Bob Casey, Jr.",U.S. Senate,,DEM,210
Northumberland,Point Township East,Lou Barletta,U.S. Senate,,REP,356
Northumberland,Point Township East,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Point Township East,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Point Township East,Write In Votes,U.S. Senate,,,0
Northumberland,Point Township East,Tom Wolf,Governor,,DEM,231
Northumberland,Point Township East,Scott R. Wagner,Governor,,REP,336
Northumberland,Point Township East,Paul Glover,Governor,,GRE,2
Northumberland,Point Township East,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Point Township East,Write In Votes,Governor,,,1
Northumberland,Point Township East,Marc Friedenberg,U.S. House,12,DEM,175
Northumberland,Point Township East,Tom Marino,U.S. House,12,REP,392
Northumberland,Point Township East,Write In Votes,U.S. House,12,,0
Northumberland,Point Township East,Lynda J. Schlegel-Culver,State House,108,REP,501
Northumberland,Point Township East,Write In Votes,State House,108,REP,3
Northumberland,Point Township West,,Ballots Cast,,,919
Northumberland,Point Township West,,Straight Party,,DEM,98
Northumberland,Point Township West,,Straight Party,,REP,414
Northumberland,Point Township West,,Straight Party,,GRE,0
Northumberland,Point Township West,,Straight Party,,LIB,5
Northumberland,Point Township West,"Bob Casey, Jr.",U.S. Senate,,DEM,271
Northumberland,Point Township West,Lou Barletta,U.S. Senate,,REP,626
Northumberland,Point Township West,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Point Township West,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,11
Northumberland,Point Township West,Write In Votes,U.S. Senate,,,1
Northumberland,Point Township West,Tom Wolf,Governor,,DEM,320
Northumberland,Point Township West,Scott R. Wagner,Governor,,REP,566
Northumberland,Point Township West,Paul Glover,Governor,,GRE,3
Northumberland,Point Township West,Ken V. Krawchuk,Governor,,LIB,17
Northumberland,Point Township West,Write In Votes,Governor,,,0
Northumberland,Point Township West,Marc Friedenberg,U.S. House,12,DEM,227
Northumberland,Point Township West,Tom Marino,U.S. House,12,REP,671
Northumberland,Point Township West,Write In Votes,U.S. House,12,,1
Northumberland,Point Township West,Lynda J. Schlegel-Culver,State House,108,REP,810
Northumberland,Point Township West,Write In Votes,State House,108,REP,3
Northumberland,Riverside Borough,,Ballots Cast,,,835
Northumberland,Riverside Borough,,Straight Party,,DEM,170
Northumberland,Riverside Borough,,Straight Party,,REP,242
Northumberland,Riverside Borough,,Straight Party,,GRE,1
Northumberland,Riverside Borough,,Straight Party,,LIB,0
Northumberland,Riverside Borough,"Bob Casey, Jr.",U.S. Senate,,DEM,385
Northumberland,Riverside Borough,Lou Barletta,U.S. Senate,,REP,443
Northumberland,Riverside Borough,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Riverside Borough,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Riverside Borough,Write In Votes,U.S. Senate,,,0
Northumberland,Riverside Borough,Tom Wolf,Governor,,DEM,409
Northumberland,Riverside Borough,Scott R. Wagner,Governor,,REP,408
Northumberland,Riverside Borough,Paul Glover,Governor,,GRE,4
Northumberland,Riverside Borough,Ken V. Krawchuk,Governor,,LIB,4
Northumberland,Riverside Borough,Write In Votes,Governor,,,0
Northumberland,Riverside Borough,Marc Friedenberg,U.S. House,12,DEM,336
Northumberland,Riverside Borough,Tom Marino,U.S. House,12,REP,471
Northumberland,Riverside Borough,Write In Votes,U.S. House,12,,1
Northumberland,Riverside Borough,Lynda J. Schlegel-Culver,State House,108,REP,607
Northumberland,Riverside Borough,Write In Votes,State House,108,REP,21
Northumberland,Rockefeller Township,,Ballots Cast,,,950
Northumberland,Rockefeller Township,,Straight Party,,DEM,74
Northumberland,Rockefeller Township,,Straight Party,,REP,380
Northumberland,Rockefeller Township,,Straight Party,,GRE,0
Northumberland,Rockefeller Township,,Straight Party,,LIB,1
Northumberland,Rockefeller Township,"Bob Casey, Jr.",U.S. Senate,,DEM,244
Northumberland,Rockefeller Township,Lou Barletta,U.S. Senate,,REP,686
Northumberland,Rockefeller Township,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Rockefeller Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Rockefeller Township,Write In Votes,U.S. Senate,,,0
Northumberland,Rockefeller Township,Tom Wolf,Governor,,DEM,283
Northumberland,Rockefeller Township,Scott R. Wagner,Governor,,REP,634
Northumberland,Rockefeller Township,Paul Glover,Governor,,GRE,3
Northumberland,Rockefeller Township,Ken V. Krawchuk,Governor,,LIB,12
Northumberland,Rockefeller Township,Write In Votes,Governor,,,1
Northumberland,Rockefeller Township,Marc Friedenberg,U.S. House,12,DEM,195
Northumberland,Rockefeller Township,Tom Marino,U.S. House,12,REP,729
Northumberland,Rockefeller Township,Write In Votes,U.S. House,12,,1
Northumberland,Rockefeller Township,Lynda J. Schlegel-Culver,State House,108,REP,838
Northumberland,Rockefeller Township,Write In Votes,State House,108,REP,7
Northumberland,Rush Township,,Ballots Cast,,,461
Northumberland,Rush Township,,Straight Party,,DEM,47
Northumberland,Rush Township,,Straight Party,,REP,185
Northumberland,Rush Township,,Straight Party,,GRE,0
Northumberland,Rush Township,,Straight Party,,LIB,2
Northumberland,Rush Township,"Bob Casey, Jr.",U.S. Senate,,DEM,142
Northumberland,Rush Township,Lou Barletta,U.S. Senate,,REP,306
Northumberland,Rush Township,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Rush Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Rush Township,Write In Votes,U.S. Senate,,,0
Northumberland,Rush Township,Tom Wolf,Governor,,DEM,165
Northumberland,Rush Township,Scott R. Wagner,Governor,,REP,282
Northumberland,Rush Township,Paul Glover,Governor,,GRE,2
Northumberland,Rush Township,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Rush Township,Write In Votes,Governor,,,0
Northumberland,Rush Township,Marc Friedenberg,U.S. House,12,DEM,116
Northumberland,Rush Township,Tom Marino,U.S. House,12,REP,332
Northumberland,Rush Township,Write In Votes,U.S. House,12,,0
Northumberland,Rush Township,Lynda J. Schlegel-Culver,State House,108,REP,396
Northumberland,Rush Township,Write In Votes,State House,108,REP,2
Northumberland,Shamokin Township,,Ballots Cast,,,993
Northumberland,Shamokin Township,,Straight Party,,DEM,93
Northumberland,Shamokin Township,,Straight Party,,REP,379
Northumberland,Shamokin Township,,Straight Party,,GRE,0
Northumberland,Shamokin Township,,Straight Party,,LIB,4
Northumberland,Shamokin Township,"Bob Casey, Jr.",U.S. Senate,,DEM,281
Northumberland,Shamokin Township,Lou Barletta,U.S. Senate,,REP,675
Northumberland,Shamokin Township,Neal Gale,U.S. Senate,,GRE,7
Northumberland,Shamokin Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,13
Northumberland,Shamokin Township,Write In Votes,U.S. Senate,,,0
Northumberland,Shamokin Township,Tom Wolf,Governor,,DEM,349
Northumberland,Shamokin Township,Scott R. Wagner,Governor,,REP,609
Northumberland,Shamokin Township,Paul Glover,Governor,,GRE,8
Northumberland,Shamokin Township,Ken V. Krawchuk,Governor,,LIB,14
Northumberland,Shamokin Township,Write In Votes,Governor,,,2
Northumberland,Shamokin Township,Marc Friedenberg,U.S. House,12,DEM,243
Northumberland,Shamokin Township,Tom Marino,U.S. House,12,REP,712
Northumberland,Shamokin Township,Write In Votes,U.S. House,12,,0
Northumberland,Shamokin Township,Sarah Donnelly,State House,107,DEM,227
Northumberland,Shamokin Township,Kurt A. Masser,State House,107,REP,748
Northumberland,Shamokin Township,Write In Votes,State House,107,,2
Northumberland,Snydertown Borough,,Ballots Cast,,,135
Northumberland,Snydertown Borough,,Straight Party,,DEM,12
Northumberland,Snydertown Borough,,Straight Party,,REP,55
Northumberland,Snydertown Borough,,Straight Party,,GRE,0
Northumberland,Snydertown Borough,,Straight Party,,LIB,0
Northumberland,Snydertown Borough,"Bob Casey, Jr.",U.S. Senate,,DEM,39
Northumberland,Snydertown Borough,Lou Barletta,U.S. Senate,,REP,94
Northumberland,Snydertown Borough,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Snydertown Borough,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Snydertown Borough,Write In Votes,U.S. Senate,,,0
Northumberland,Snydertown Borough,Tom Wolf,Governor,,DEM,45
Northumberland,Snydertown Borough,Scott R. Wagner,Governor,,REP,88
Northumberland,Snydertown Borough,Paul Glover,Governor,,GRE,0
Northumberland,Snydertown Borough,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Snydertown Borough,Write In Votes,Governor,,,0
Northumberland,Snydertown Borough,Marc Friedenberg,U.S. House,12,DEM,32
Northumberland,Snydertown Borough,Tom Marino,U.S. House,12,REP,98
Northumberland,Snydertown Borough,Write In Votes,U.S. House,12,,0
Northumberland,Snydertown Borough,Lynda J. Schlegel-Culver,State House,108,REP,122
Northumberland,Snydertown Borough,Write In Votes,State House,108,REP,0
Northumberland,Coal Township 5,,Ballots Cast,,,504
Northumberland,Coal Township 5,,Straight Party,,DEM,88
Northumberland,Coal Township 5,,Straight Party,,REP,145
Northumberland,Coal Township 5,,Straight Party,,GRE,0
Northumberland,Coal Township 5,,Straight Party,,LIB,0
Northumberland,Coal Township 5,"Bob Casey, Jr.",U.S. Senate,,DEM,205
Northumberland,Coal Township 5,Lou Barletta,U.S. Senate,,REP,282
Northumberland,Coal Township 5,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Coal Township 5,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Coal Township 5,Write In Votes,U.S. Senate,,,0
Northumberland,Coal Township 5,Tom Wolf,Governor,,DEM,233
Northumberland,Coal Township 5,Scott R. Wagner,Governor,,REP,250
Northumberland,Coal Township 5,Paul Glover,Governor,,GRE,4
Northumberland,Coal Township 5,Ken V. Krawchuk,Governor,,LIB,8
Northumberland,Coal Township 5,Write In Votes,Governor,,,1
Northumberland,Coal Township 5,Denny Wolff,U.S. House,9,DEM,185
Northumberland,Coal Township 5,Dan Meuser,U.S. House,9,REP,294
Northumberland,Coal Township 5,Write In Votes,U.S. House,9,,1
Northumberland,Coal Township 5,Sarah Donnelly,State House,107,DEM,170
Northumberland,Coal Township 5,Kurt A. Masser,State House,107,REP,319
Northumberland,Coal Township 5,Write In Votes,State House,107,,0
Northumberland,Sunbury City 1,,Ballots Cast,,,422
Northumberland,Sunbury City 1,,Straight Party,,DEM,101
Northumberland,Sunbury City 1,,Straight Party,,REP,137
Northumberland,Sunbury City 1,,Straight Party,,GRE,0
Northumberland,Sunbury City 1,,Straight Party,,LIB,4
Northumberland,Sunbury City 1,"Bob Casey, Jr.",U.S. Senate,,DEM,202
Northumberland,Sunbury City 1,Lou Barletta,U.S. Senate,,REP,209
Northumberland,Sunbury City 1,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Sunbury City 1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Sunbury City 1,Write In Votes,U.S. Senate,,,0
Northumberland,Sunbury City 1,Tom Wolf,Governor,,DEM,217
Northumberland,Sunbury City 1,Scott R. Wagner,Governor,,REP,193
Northumberland,Sunbury City 1,Paul Glover,Governor,,GRE,2
Northumberland,Sunbury City 1,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Sunbury City 1,Write In Votes,Governor,,,1
Northumberland,Sunbury City 1,Marc Friedenberg,U.S. House,12,DEM,179
Northumberland,Sunbury City 1,Tom Marino,U.S. House,12,REP,229
Northumberland,Sunbury City 1,Write In Votes,U.S. House,12,,0
Northumberland,Sunbury City 1,Lynda J. Schlegel-Culver,State House,108,REP,319
Northumberland,Sunbury City 1,Write In Votes,State House,108,REP,8
Northumberland,Sunbury City 2,,Ballots Cast,,,391
Northumberland,Sunbury City 2,,Straight Party,,DEM,83
Northumberland,Sunbury City 2,,Straight Party,,REP,113
Northumberland,Sunbury City 2,,Straight Party,,GRE,0
Northumberland,Sunbury City 2,,Straight Party,,LIB,3
Northumberland,Sunbury City 2,"Bob Casey, Jr.",U.S. Senate,,DEM,173
Northumberland,Sunbury City 2,Lou Barletta,U.S. Senate,,REP,195
Northumberland,Sunbury City 2,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Sunbury City 2,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,12
Northumberland,Sunbury City 2,Write In Votes,U.S. Senate,,,0
Northumberland,Sunbury City 2,Tom Wolf,Governor,,DEM,175
Northumberland,Sunbury City 2,Scott R. Wagner,Governor,,REP,197
Northumberland,Sunbury City 2,Paul Glover,Governor,,GRE,5
Northumberland,Sunbury City 2,Ken V. Krawchuk,Governor,,LIB,10
Northumberland,Sunbury City 2,Write In Votes,Governor,,,0
Northumberland,Sunbury City 2,Marc Friedenberg,U.S. House,12,DEM,155
Northumberland,Sunbury City 2,Tom Marino,U.S. House,12,REP,226
Northumberland,Sunbury City 2,Write In Votes,U.S. House,12,,1
Northumberland,Sunbury City 2,Lynda J. Schlegel-Culver,State House,108,REP,309
Northumberland,Sunbury City 2,Write In Votes,State House,108,REP,6
Northumberland,Sunbury City 5,,Ballots Cast,,,334
Northumberland,Sunbury City 5,,Straight Party,,DEM,77
Northumberland,Sunbury City 5,,Straight Party,,REP,94
