county,precinct,office,district,party,candidate,votes,absentee,military,ivo,provisional
Luzerne,DUPONT BORO W 02,U.S. Senate,,REP,LOU BARLETTA,171,6,0,165,0
Luzerne,DURYEA BORO W 01,U.S. Senate,,REP,LOU BARLETTA,209,4,0,205,0
Luzerne,DURYEA BORO W 02,U.S. Senate,,REP,LOU BARLETTA,484,16,0,468,0
Luzerne,DURYEA BORO W 03,U.S. Senate,,REP,LOU BARLETTA,172,4,1,167,0
Luzerne,EDWARDSVILLE BORO W 01,U.S. Senate,,REP,LOU BARLETTA,269,8,0,261,0
Luzerne,EDWARDSVILLE BORO W 02,U.S. Senate,,REP,LOU BARLETTA,265,14,0,251,0
Luzerne,EXETER BORO W 01,U.S. Senate,,REP,LOU BARLETTA,219,8,0,211,0
Luzerne,EXETER BORO W 02,U.S. Senate,,REP,LOU BARLETTA,264,1,0,263,0
Luzerne,EXETER BORO W 03,U.S. Senate,,REP,LOU BARLETTA,426,16,0,410,0
Luzerne,EXETER TWP,U.S. Senate,,REP,LOU BARLETTA,598,16,0,582,0
Luzerne,FAIRMOUNT TWP,U.S. Senate,,REP,LOU BARLETTA,323,6,0,317,0
Luzerne,FAIRVIEW TWP,U.S. Senate,,REP,LOU BARLETTA,1037,59,1,977,0
Luzerne,FORTY FORT BORO W 01,U.S. Senate,,REP,LOU BARLETTA,331,10,1,320,0
Luzerne,FORTY FORT BORO W 02,U.S. Senate,,REP,LOU BARLETTA,265,11,0,254,0
Luzerne,FORTY FORT BORO W 03,U.S. Senate,,REP,LOU BARLETTA,276,9,0,267,0
Luzerne,FOSTER TWP D 01,U.S. Senate,,REP,LOU BARLETTA,411,14,0,397,0
Luzerne,FOSTER TWP D 02,U.S. Senate,,REP,LOU BARLETTA,378,20,0,358,0
Luzerne,FRANKLIN TWP,U.S. Senate,,REP,LOU BARLETTA,513,10,2,501,0
Luzerne,FREELAND BORO W 01,U.S. Senate,,REP,LOU BARLETTA,250,0,0,250,0
Luzerne,FREELAND BORO W 02,U.S. Senate,,REP,LOU BARLETTA,319,10,0,309,0
Luzerne,HANOVER TWP W 01,U.S. Senate,,REP,LOU BARLETTA,398,11,0,387,0
Luzerne,HANOVER TWP W 02,U.S. Senate,,REP,LOU BARLETTA,297,5,0,292,0
Luzerne,HANOVER TWP W 03,U.S. Senate,,REP,LOU BARLETTA,479,5,0,474,0
Luzerne,HANOVER TWP W 04,U.S. Senate,,REP,LOU BARLETTA,341,6,0,335,0
Luzerne,HANOVER TWP W 05,U.S. Senate,,REP,LOU BARLETTA,266,9,0,257,0
Luzerne,HANOVER TWP W 06,U.S. Senate,,REP,LOU BARLETTA,217,5,0,212,0
Luzerne,HARVEYS LAKE BORO,U.S. Senate,,REP,LOU BARLETTA,724,21,1,702,0
Luzerne,HAZLE TWP D 01,U.S. Senate,,REP,LOU BARLETTA,473,12,0,461,0
Luzerne,HAZLE TWP D 02,U.S. Senate,,REP,LOU BARLETTA,452,28,0,424,0
Luzerne,HAZLE TWP D 03,U.S. Senate,,REP,LOU BARLETTA,353,8,1,344,0
Luzerne,HAZLE TWP D 04,U.S. Senate,,REP,LOU BARLETTA,545,10,0,535,0
Luzerne,HAZLE TWP D 05,U.S. Senate,,REP,LOU BARLETTA,340,8,0,332,0
Luzerne,HAZLETON CITY W 01,U.S. Senate,,REP,LOU BARLETTA,201,5,0,196,0
Luzerne,HAZLETON CITY W 02,U.S. Senate,,REP,LOU BARLETTA,182,3,0,179,0
Luzerne,HAZLETON CITY W 03,U.S. Senate,,REP,LOU BARLETTA,362,13,0,349,0
Luzerne,HAZLETON CITY W 04,U.S. Senate,,REP,LOU BARLETTA,223,5,0,218,0
Luzerne,HAZLETON CITY W 05,U.S. Senate,,REP,LOU BARLETTA,314,10,0,304,0
Luzerne,HAZLETON CITY W 06,U.S. Senate,,REP,LOU BARLETTA,255,8,0,247,0
Luzerne,HAZLETON CITY W 07,U.S. Senate,,REP,LOU BARLETTA,309,10,0,299,0
Luzerne,HAZLETON CITY W 08,U.S. Senate,,REP,LOU BARLETTA,186,12,1,172,1
Luzerne,HAZLETON CITY W 09,U.S. Senate,,REP,LOU BARLETTA,349,6,0,343,0
Luzerne,HAZLETON CITY W 10,U.S. Senate,,REP,LOU BARLETTA,134,7,1,126,0
Luzerne,HAZLETON CITY W 11,U.S. Senate,,REP,LOU BARLETTA,229,8,0,221,0
Luzerne,HOLLENBACK TWP,U.S. Senate,,REP,LOU BARLETTA,367,5,0,362,0
Luzerne,HUGHESTOWN BORO,U.S. Senate,,REP,LOU BARLETTA,267,3,1,263,0
Luzerne,HUNLOCK TWP,U.S. Senate,,REP,LOU BARLETTA,588,11,0,577,0
Luzerne,HUNTINGTON TWP,U.S. Senate,,REP,LOU BARLETTA,548,22,0,526,0
Luzerne,JACKSON TWP,U.S. Senate,,REP,LOU BARLETTA,792,40,0,752,0
Luzerne,JEDDO BORO,U.S. Senate,,REP,LOU BARLETTA,32,0,0,32,0
Luzerne,JENKINS TWP D 01,U.S. Senate,,REP,LOU BARLETTA,336,13,0,323,0
Luzerne,JENKINS TWP D 02,U.S. Senate,,REP,LOU BARLETTA,190,4,0,186,0
Luzerne,JENKINS TWP D 03,U.S. Senate,,REP,LOU BARLETTA,343,28,0,315,0
Luzerne,KINGSTON BORO W 01,U.S. Senate,,REP,LOU BARLETTA,310,5,0,305,0
Luzerne,KINGSTON BORO W 02,U.S. Senate,,REP,LOU BARLETTA,161,3,0,158,0
Luzerne,KINGSTON BORO W 03,U.S. Senate,,REP,LOU BARLETTA,202,10,1,191,0
Luzerne,KINGSTON BORO W 04,U.S. Senate,,REP,LOU BARLETTA,282,10,0,272,0
Luzerne,KINGSTON BORO W 05,U.S. Senate,,REP,LOU BARLETTA,304,16,0,288,0
Luzerne,KINGSTON BORO W 06,U.S. Senate,,REP,LOU BARLETTA,298,14,1,283,0
Luzerne,KINGSTON BORO W 07,U.S. Senate,,REP,LOU BARLETTA,188,1,0,187,0
Luzerne,KINGSTON BORO W 08,U.S. Senate,,REP,LOU BARLETTA,244,16,1,227,0
Luzerne,KINGSTON TWP D 01,U.S. Senate,,REP,LOU BARLETTA,237,6,0,231,0
Luzerne,KINGSTON TWP D 02,U.S. Senate,,REP,LOU BARLETTA,508,20,0,488,0
Luzerne,KINGSTON TWP D 03,U.S. Senate,,REP,LOU BARLETTA,957,48,2,907,0
Luzerne,LAFLIN BORO,U.S. Senate,,REP,LOU BARLETTA,396,12,1,383,0
Luzerne,LAKE TWP,U.S. Senate,,REP,LOU BARLETTA,528,15,0,513,0
Luzerne,LARKSVILLE BORO W 01,U.S. Senate,,REP,LOU BARLETTA,275,15,0,260,0
Luzerne,LARKSVILLE BORO W 02,U.S. Senate,,REP,LOU BARLETTA,283,4,0,279,0
Luzerne,LARKSVILLE BORO W 03,U.S. Senate,,REP,LOU BARLETTA,280,10,0,270,0
Luzerne,LAUREL RUN BORO,U.S. Senate,,REP,LOU BARLETTA,121,4,0,117,0
Luzerne,LEHMAN TWP D 01,U.S. Senate,,REP,LOU BARLETTA,240,7,0,233,0
Luzerne,LEHMAN TWP D 02,U.S. Senate,,REP,LOU BARLETTA,434,14,0,420,0
Luzerne,LEHMAN TWP D 03,U.S. Senate,,REP,LOU BARLETTA,260,10,0,250,0
Luzerne,LUZERNE BORO W 01,U.S. Senate,,REP,LOU BARLETTA,161,4,0,157,0
Luzerne,LUZERNE BORO W 02,U.S. Senate,,REP,LOU BARLETTA,288,8,0,280,0
Luzerne,NANTICOKE CITY W 01,U.S. Senate,,REP,LOU BARLETTA,178,5,0,173,0
Luzerne,NANTICOKE CITY W 02,U.S. Senate,,REP,LOU BARLETTA,265,17,1,247,0
Luzerne,NANTICOKE CITY W 03,U.S. Senate,,REP,LOU BARLETTA,303,14,0,289,0
Luzerne,NANTICOKE CITY W 04,U.S. Senate,,REP,LOU BARLETTA,298,14,2,282,0
Luzerne,NANTICOKE CITY W 05,U.S. Senate,,REP,LOU BARLETTA,231,6,1,224,0
Luzerne,NANTICOKE CITY W 06,U.S. Senate,,REP,LOU BARLETTA,247,7,0,240,0
Luzerne,NESCOPECK BORO,U.S. Senate,,REP,LOU BARLETTA,333,5,0,328,0
Luzerne,NESCOPECK TWP,U.S. Senate,,REP,LOU BARLETTA,293,5,0,288,0
Luzerne,NEW COLUMBUS BORO,U.S. Senate,,REP,LOU BARLETTA,64,3,0,61,0
Luzerne,NEWPORT TWP W 01,U.S. Senate,,REP,LOU BARLETTA,229,2,0,227,0
Luzerne,NEWPORT TWP W 02,U.S. Senate,,REP,LOU BARLETTA,275,13,0,262,0
Luzerne,NEWPORT TWP W 03,U.S. Senate,,REP,LOU BARLETTA,209,9,0,200,0
Luzerne,NUANGOLA BORO,U.S. Senate,,REP,LOU BARLETTA,187,8,0,179,0
Luzerne,PENN LAKE PARK BORO,U.S. Senate,,REP,LOU BARLETTA,123,9,0,114,0
Luzerne,PITTSTON CITY W 01,U.S. Senate,,REP,LOU BARLETTA,250,6,0,244,0
Luzerne,PITTSTON CITY W 02,U.S. Senate,,REP,LOU BARLETTA,208,3,0,205,0
Luzerne,PITTSTON CITY W 03,U.S. Senate,,REP,LOU BARLETTA,238,5,0,233,0
Luzerne,PITTSTON CITY W 04,U.S. Senate,,REP,LOU BARLETTA,187,0,1,186,0
Luzerne,PITTSTON TWP D 01,U.S. Senate,,REP,LOU BARLETTA,412,17,0,395,0
Luzerne,PITTSTON TWP D 02,U.S. Senate,,REP,LOU BARLETTA,299,6,0,293,0
Luzerne,PLAINS TWP W 01,U.S. Senate,,REP,LOU BARLETTA,332,6,0,326,0
Luzerne,PLAINS TWP W 02,U.S. Senate,,REP,LOU BARLETTA,273,10,0,263,0
Luzerne,PLAINS TWP W 03,U.S. Senate,,REP,LOU BARLETTA,480,32,0,448,0
Luzerne,PLAINS TWP W 04,U.S. Senate,,REP,LOU BARLETTA,310,4,0,306,0
Luzerne,PLAINS TWP W 05,U.S. Senate,,REP,LOU BARLETTA,306,15,1,290,0
Luzerne,PLYMOUTH BORO W 01,U.S. Senate,,REP,LOU BARLETTA,231,5,0,226,0
Luzerne,PLYMOUTH BORO W 02,U.S. Senate,,REP,LOU BARLETTA,254,8,0,246,0
Luzerne,PLYMOUTH BORO W 03,U.S. Senate,,REP,LOU BARLETTA,206,5,0,201,0
Luzerne,PLYMOUTH TWP,U.S. Senate,,REP,LOU BARLETTA,381,13,1,367,0
Luzerne,PRINGLE BORO,U.S. Senate,,REP,LOU BARLETTA,178,11,0,167,0
Luzerne,RICE TWP,U.S. Senate,,REP,LOU BARLETTA,893,26,2,865,0
Luzerne,ROSS TWP,U.S. Senate,,REP,LOU BARLETTA,854,29,2,823,0
Luzerne,SALEM TWP D 01,U.S. Senate,,REP,LOU BARLETTA,358,5,0,353,0
Luzerne,SALEM TWP D 02,U.S. Senate,,REP,LOU BARLETTA,560,11,0,549,0
Luzerne,SHICKSHINNY BORO,U.S. Senate,,REP,LOU BARLETTA,142,0,0,142,0
Luzerne,SLOCUM TWP,U.S. Senate,,REP,LOU BARLETTA,309,7,0,302,0
Luzerne,SUGAR NOTCH BORO,U.S. Senate,,REP,LOU BARLETTA,139,4,0,135,0
Luzerne,SUGARLOAF TWP,U.S. Senate,,REP,LOU BARLETTA,1263,56,1,1206,0
Luzerne,SWOYERSVILLE BORO W 01,U.S. Senate,,REP,LOU BARLETTA,472,10,0,462,0
Luzerne,SWOYERSVILLE BORO W 02,U.S. Senate,,REP,LOU BARLETTA,408,9,0,399,0
Luzerne,SWOYERSVILLE BORO W 03,U.S. Senate,,REP,LOU BARLETTA,173,3,0,170,0
Luzerne,UNION TWP,U.S. Senate,,REP,LOU BARLETTA,523,12,2,509,0
Luzerne,WARRIOR RUN BORO,U.S. Senate,,REP,LOU BARLETTA,113,2,0,111,0
Luzerne,WEST HAZLETON BORO W 01,U.S. Senate,,REP,LOU BARLETTA,201,9,0,192,0
Luzerne,WEST HAZLETON BORO W 02,U.S. Senate,,REP,LOU BARLETTA,289,11,0,278,0
Luzerne,WEST PITTSTON BORO W 01,U.S. Senate,,REP,LOU BARLETTA,224,5,0,219,0
Luzerne,WEST PITTSTON BORO W 02,U.S. Senate,,REP,LOU BARLETTA,397,11,0,386,0
Luzerne,WEST PITTSTON BORO W 03,U.S. Senate,,REP,LOU BARLETTA,324,16,0,308,0
Luzerne,WEST WYOMING BORO W 01,U.S. Senate,,REP,LOU BARLETTA,365,12,2,351,0
Luzerne,WEST WYOMING BORO W 02,U.S. Senate,,REP,LOU BARLETTA,261,6,0,255,0
Luzerne,WHITE HAVEN BORO,U.S. Senate,,REP,LOU BARLETTA,229,9,0,220,0
Luzerne,WILKES BARRE CITY W 01,U.S. Senate,,REP,LOU BARLETTA,296,5,0,291,0
Luzerne,WILKES BARRE CITY W 02,U.S. Senate,,REP,LOU BARLETTA,290,16,0,274,0
Luzerne,WILKES BARRE CITY W 03,U.S. Senate,,REP,LOU BARLETTA,171,6,0,165,0
Luzerne,WILKES BARRE CITY W 04,U.S. Senate,,REP,LOU BARLETTA,206,8,1,197,0
Luzerne,WILKES BARRE CITY W 05,U.S. Senate,,REP,LOU BARLETTA,205,10,0,195,0
Luzerne,WILKES BARRE CITY W 06,U.S. Senate,,REP,LOU BARLETTA,173,5,0,168,0
Luzerne,WILKES BARRE CITY W 07,U.S. Senate,,REP,LOU BARLETTA,122,8,0,114,0
Luzerne,WILKES BARRE CITY W 08,U.S. Senate,,REP,LOU BARLETTA,145,3,0,142,0
Luzerne,WILKES BARRE CITY W 09,U.S. Senate,,REP,LOU BARLETTA,98,5,0,93,0
Luzerne,WILKES BARRE CITY W 10,U.S. Senate,,REP,LOU BARLETTA,136,6,0,130,0
Luzerne,WILKES BARRE CITY W 11,U.S. Senate,,REP,LOU BARLETTA,201,9,0,192,0
Luzerne,WILKES BARRE CITY W 12,U.S. Senate,,REP,LOU BARLETTA,151,4,1,146,0
Luzerne,WILKES BARRE CITY W 13,U.S. Senate,,REP,LOU BARLETTA,161,2,1,158,0
Luzerne,WILKES BARRE CITY W 14,U.S. Senate,,REP,LOU BARLETTA,134,3,0,131,0
Luzerne,WILKES BARRE CITY W 15,U.S. Senate,,REP,LOU BARLETTA,226,9,0,217,0
Luzerne,WILKES BARRE CITY W 16,U.S. Senate,,REP,LOU BARLETTA,277,13,0,264,0
Luzerne,WILKES BARRE CITY W 17,U.S. Senate,,REP,LOU BARLETTA,119,3,0,116,0
Luzerne,WILKES BARRE CITY W 18,U.S. Senate,,REP,LOU BARLETTA,128,1,1,126,0
Luzerne,WILKES BARRE CITY W 19,U.S. Senate,,REP,LOU BARLETTA,159,2,0,157,0
Luzerne,WILKES BARRE CITY W 20,U.S. Senate,,REP,LOU BARLETTA,225,8,0,217,0
Luzerne,WILKES BARRE TWP W 01,U.S. Senate,,REP,LOU BARLETTA,285,16,0,269,0
Luzerne,WILKES BARRE TWP W 02,U.S. Senate,,REP,LOU BARLETTA,224,13,0,211,0
Luzerne,WRIGHT TWP D 01,U.S. Senate,,REP,LOU BARLETTA,620,28,0,592,0
Luzerne,WRIGHT TWP D 02,U.S. Senate,,REP,LOU BARLETTA,863,25,0,838,0
Luzerne,WYOMING BORO W 01,U.S. Senate,,REP,LOU BARLETTA,207,10,0,197,0
Luzerne,WYOMING BORO W 02,U.S. Senate,,REP,LOU BARLETTA,141,10,0,131,0
Luzerne,WYOMING BORO W 03,U.S. Senate,,REP,LOU BARLETTA,292,10,0,282,0
Luzerne,YATESVILLE BORO,U.S. Senate,,REP,LOU BARLETTA,139,4,0,135,0
Luzerne,ASHLEY BORO W 01,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,ASHLEY BORO W 02,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,AVOCA BORO W 01,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,AVOCA BORO W 02,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,AVOCA BORO W 03,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,BEAR CREEK TWP D 01,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,BEAR CREEK TWP D 02,U.S. Senate,,GRN,NEAL GALE,5,1,0,4,0
Luzerne,BEAR CREEK TWP D 03,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,BEAR CREEK VLG BORO,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,BLACK CREEK TWP D 01,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,BLACK CREEK TWP D 02,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,BUCK TWP,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,BUTLER TWP D 01,U.S. Senate,,GRN,NEAL GALE,3,1,0,2,0
Luzerne,BUTLER TWP D 02,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,BUTLER TWP D 03,U.S. Senate,,GRN,NEAL GALE,1,1,0,0,0
Luzerne,BUTLER TWP D 04,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,CONYNGHAM BORO,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,CONYNGHAM TWP,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,COURTDALE BORO,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,DALLAS BORO W 01,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,DALLAS BORO W 02,U.S. Senate,,GRN,NEAL GALE,4,1,0,3,0
Luzerne,DALLAS TWP D 01,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,DALLAS TWP D 02,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,DALLAS TWP D 03,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,DENNISON TWP,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,DORRANCE TWP,U.S. Senate,,GRN,NEAL GALE,4,1,0,3,0
Luzerne,DUPONT BORO W 01,U.S. Senate,,GRN,NEAL GALE,4,1,0,3,0
Luzerne,DUPONT BORO W 02,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,DURYEA BORO W 01,U.S. Senate,,GRN,NEAL GALE,3,0,1,2,0
Luzerne,DURYEA BORO W 02,U.S. Senate,,GRN,NEAL GALE,5,0,0,5,0
Luzerne,DURYEA BORO W 03,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,EDWARDSVILLE BORO W 01,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,EDWARDSVILLE BORO W 02,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,EXETER BORO W 01,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,EXETER BORO W 02,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,EXETER BORO W 03,U.S. Senate,,GRN,NEAL GALE,3,0,1,2,0
Luzerne,EXETER TWP,U.S. Senate,,GRN,NEAL GALE,3,1,0,2,0
Luzerne,FAIRMOUNT TWP,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,FAIRVIEW TWP,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,FORTY FORT BORO W 01,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,FORTY FORT BORO W 02,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,FORTY FORT BORO W 03,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,FOSTER TWP D 01,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,FOSTER TWP D 02,U.S. Senate,,GRN,NEAL GALE,4,1,0,3,0
Luzerne,FRANKLIN TWP,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,FREELAND BORO W 01,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,FREELAND BORO W 02,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,HANOVER TWP W 01,U.S. Senate,,GRN,NEAL GALE,3,1,0,2,0
Luzerne,HANOVER TWP W 02,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,HANOVER TWP W 03,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,HANOVER TWP W 04,U.S. Senate,,GRN,NEAL GALE,3,1,0,2,0
Luzerne,HANOVER TWP W 05,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,HANOVER TWP W 06,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HARVEYS LAKE BORO,U.S. Senate,,GRN,NEAL GALE,10,0,0,10,0
Luzerne,HAZLE TWP D 01,U.S. Senate,,GRN,NEAL GALE,2,1,0,1,0
Luzerne,HAZLE TWP D 02,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLE TWP D 03,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,HAZLE TWP D 04,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLE TWP D 05,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,HAZLETON CITY W 01,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,HAZLETON CITY W 02,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,HAZLETON CITY W 03,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLETON CITY W 04,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,HAZLETON CITY W 05,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLETON CITY W 06,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,HAZLETON CITY W 07,U.S. Senate,,GRN,NEAL GALE,1,1,0,0,0
Luzerne,HAZLETON CITY W 08,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLETON CITY W 09,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HAZLETON CITY W 10,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,HAZLETON CITY W 11,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,HOLLENBACK TWP,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,HUGHESTOWN BORO,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,HUNLOCK TWP,U.S. Senate,,GRN,NEAL GALE,5,0,0,5,0
Luzerne,HUNTINGTON TWP,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,JACKSON TWP,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,JEDDO BORO,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,JENKINS TWP D 01,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,JENKINS TWP D 02,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,JENKINS TWP D 03,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,KINGSTON BORO W 01,U.S. Senate,,GRN,NEAL GALE,4,1,0,3,0
Luzerne,KINGSTON BORO W 02,U.S. Senate,,GRN,NEAL GALE,7,1,0,6,0
Luzerne,KINGSTON BORO W 03,U.S. Senate,,GRN,NEAL GALE,1,1,0,0,0
Luzerne,KINGSTON BORO W 04,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,KINGSTON BORO W 05,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,KINGSTON BORO W 06,U.S. Senate,,GRN,NEAL GALE,8,0,0,8,0
Luzerne,KINGSTON BORO W 07,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,KINGSTON BORO W 08,U.S. Senate,,GRN,NEAL GALE,7,1,0,6,0
Luzerne,KINGSTON TWP D 01,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,KINGSTON TWP D 02,U.S. Senate,,GRN,NEAL GALE,6,1,0,5,0
Luzerne,KINGSTON TWP D 03,U.S. Senate,,GRN,NEAL GALE,5,0,0,5,0
Luzerne,LAFLIN BORO,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,LAKE TWP,U.S. Senate,,GRN,NEAL GALE,8,0,0,8,0
Luzerne,LARKSVILLE BORO W 01,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,LARKSVILLE BORO W 02,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,LARKSVILLE BORO W 03,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,LAUREL RUN BORO,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,LEHMAN TWP D 01,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
Luzerne,LEHMAN TWP D 02,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,LEHMAN TWP D 03,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,LUZERNE BORO W 01,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,LUZERNE BORO W 02,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,NANTICOKE CITY W 01,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,NANTICOKE CITY W 02,U.S. Senate,,GRN,NEAL GALE,5,0,0,5,0
Luzerne,NANTICOKE CITY W 03,U.S. Senate,,GRN,NEAL GALE,10,0,0,10,0
Luzerne,NANTICOKE CITY W 04,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,NANTICOKE CITY W 05,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,NANTICOKE CITY W 06,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,NESCOPECK BORO,U.S. Senate,,GRN,NEAL GALE,3,2,0,1,0
Luzerne,NESCOPECK TWP,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,NEW COLUMBUS BORO,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,NEWPORT TWP W 01,U.S. Senate,,GRN,NEAL GALE,5,1,0,4,0
Luzerne,NEWPORT TWP W 02,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,NEWPORT TWP W 03,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,NUANGOLA BORO,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,PENN LAKE PARK BORO,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,PITTSTON CITY W 01,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,PITTSTON CITY W 02,U.S. Senate,,GRN,NEAL GALE,7,0,0,7,0
Luzerne,PITTSTON CITY W 03,U.S. Senate,,GRN,NEAL GALE,4,0,0,4,0
Luzerne,PITTSTON CITY W 04,U.S. Senate,,GRN,NEAL GALE,2,0,0,2,0
Luzerne,PITTSTON TWP D 01,U.S. Senate,,GRN,NEAL GALE,0,0,0,0,0
Luzerne,PITTSTON TWP D 02,U.S. Senate,,GRN,NEAL GALE,3,0,0,3,0
Luzerne,PLAINS TWP W 01,U.S. Senate,,GRN,NEAL GALE,6,1,0,5,0
Luzerne,PLAINS TWP W 02,U.S. Senate,,GRN,NEAL GALE,6,0,0,6,0
Luzerne,PLAINS TWP W 03,U.S. Senate,,GRN,NEAL GALE,1,0,0,1,0
