county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,210101,Upper Milford Eastern District,State House,131,Milou Mackenzie,Rep,1562
Lehigh,210101,Upper Milford Eastern District,State House,131,Kevin Branco,Dem,1266
Lehigh,210102,Upper Milford Western District,State House,131,Kevin Branco,Dem,877
Lehigh,210102,Upper Milford Western District,State House,131,Milou Mackenzie,Rep,1433
Lehigh,220101,Upper Saucon 1st District,State House,131,Milou Mackenzie,Rep,1072
Lehigh,220101,Upper Saucon 1st District,State House,131,Kevin Branco,Dem,958
Lehigh,220102,Upper Saucon 2nd District,State House,131,Kevin Branco,Dem,646
Lehigh,220102,Upper Saucon 2nd District,State House,131,Milou Mackenzie,Rep,811
Lehigh,220103,Upper Saucon 3rd District,State House,131,Milou Mackenzie,Rep,593
Lehigh,220103,Upper Saucon 3rd District,State House,131,Kevin Branco,Dem,501
Lehigh,220104,Upper Saucon 4th District,State House,131,Kevin Branco,Dem,1463
Lehigh,220104,Upper Saucon 4th District,State House,131,Milou Mackenzie,Rep,1723
Lehigh,220105,Upper Saucon 5th District,State House,131,Milou Mackenzie,Rep,715
Lehigh,220105,Upper Saucon 5th District,State House,131,Kevin Branco,Dem,619
Lehigh,220106,Upper Saucon 6th District,State House,131,Kevin Branco,Dem,606
Lehigh,220106,Upper Saucon 6th District,State House,131,Milou Mackenzie,Rep,600
Lehigh,10602,Allentown 6th Ward 2nd District,State House,132,Mike Schlossberg,Dem,400
Lehigh,10602,Allentown 6th Ward 2nd District,State House,132,Michael McCreary,Rep,141
Lehigh,10803,Allentown 8th Ward 3rd District,State House,132,Mike Schlossberg,Dem,462
Lehigh,10803,Allentown 8th Ward 3rd District,State House,132,Michael McCreary,Rep,133
Lehigh,10804,Allentown 8th Ward 4th District,State House,132,Mike Schlossberg,Dem,604
Lehigh,10804,Allentown 8th Ward 4th District,State House,132,Michael McCreary,Rep,210
Lehigh,10805,Allentown 8th Ward 5th District,State House,132,Mike Schlossberg,Dem,266
Lehigh,10805,Allentown 8th Ward 5th District,State House,132,Michael McCreary,Rep,89
Lehigh,10806,Allentown 8th Ward 6th District,State House,132,Mike Schlossberg,Dem,367
Lehigh,10806,Allentown 8th Ward 6th District,State House,132,Michael McCreary,Rep,101
Lehigh,10807,Allentown 8th Ward 7th District,State House,132,Mike Schlossberg,Dem,464
Lehigh,10807,Allentown 8th Ward 7th District,State House,132,Michael McCreary,Rep,238
Lehigh,11003,Allentown 10th Ward 3rd District,State House,132,Mike Schlossberg,Dem,380
Lehigh,11003,Allentown 10th Ward 3rd District,State House,132,Michael McCreary,Rep,116
Lehigh,11004,Allentown 10th Ward 4th District,State House,132,Mike Schlossberg,Dem,402
Lehigh,11004,Allentown 10th Ward 4th District,State House,132,Michael McCreary,Rep,96
Lehigh,11103,Allentown 11th Ward 3rd District,State House,132,Mike Schlossberg,Dem,473
Lehigh,11103,Allentown 11th Ward 3rd District,State House,132,Michael McCreary,Rep,162
Lehigh,11104,Allentown 11th Ward 4th District,State House,132,Mike Schlossberg,Dem,815
Lehigh,11104,Allentown 11th Ward 4th District,State House,132,Michael McCreary,Rep,222
Lehigh,11105,Allentown 11th Ward 5th District,State House,132,Mike Schlossberg,Dem,392
Lehigh,11105,Allentown 11th Ward 5th District,State House,132,Michael McCreary,Rep,193
Lehigh,11106,Allentown 11th Ward 6th District,State House,132,Mike Schlossberg,Dem,676
Lehigh,11106,Allentown 11th Ward 6th District,State House,132,Michael McCreary,Rep,319
Lehigh,11107,Allentown 11th Ward 7th District,State House,132,Mike Schlossberg,Dem,479
Lehigh,11107,Allentown 11th Ward 7th District,State House,132,Michael McCreary,Rep,223
Lehigh,11301,Allentown 13th Ward 1st District,State House,132,Mike Schlossberg,Dem,506
Lehigh,11301,Allentown 13th Ward 1st District,State House,132,Michael McCreary,Rep,127
Lehigh,11302,Allentown 13th Ward 2nd District,State House,132,Mike Schlossberg,Dem,376
Lehigh,11302,Allentown 13th Ward 2nd District,State House,132,Michael McCreary,Rep,159
Lehigh,11303,Allentown 13th Ward 3rd District,State House,132,Mike Schlossberg,Dem,459
Lehigh,11303,Allentown 13th Ward 3rd District,State House,132,Michael McCreary,Rep,191
Lehigh,11304,Allentown 13th Ward 4th District,State House,132,Mike Schlossberg,Dem,333
Lehigh,11304,Allentown 13th Ward 4th District,State House,132,Michael McCreary,Rep,123
Lehigh,11401,Allentown 14th Ward 1st District,State House,132,Mike Schlossberg,Dem,726
Lehigh,11401,Allentown 14th Ward 1st District,State House,132,Michael McCreary,Rep,297
Lehigh,11501,Allentown 15th Ward 1st District,State House,132,Mike Schlossberg,Dem,534
Lehigh,11501,Allentown 15th Ward 1st District,State House,132,Michael McCreary,Rep,274
Lehigh,11502,Allentown 15th Ward 2nd District,State House,132,Mike Schlossberg,Dem,679
Lehigh,11502,Allentown 15th Ward 2nd District,State House,132,Michael McCreary,Rep,321
Lehigh,11503,Allentown 15th Ward 3rd District,State House,132,Mike Schlossberg,Dem,734
Lehigh,11503,Allentown 15th Ward 3rd District,State House,132,Michael McCreary,Rep,316
Lehigh,11504,Allentown 15th Ward 4th District,State House,132,Mike Schlossberg,Dem,502
Lehigh,11504,Allentown 15th Ward 4th District,State House,132,Michael McCreary,Rep,236
Lehigh,11701,Allentown 17th Ward 1st District,State House,132,Mike Schlossberg,Dem,464
Lehigh,11701,Allentown 17th Ward 1st District,State House,132,Michael McCreary,Rep,205
Lehigh,11702,Allentown 17th Ward 2nd District,State House,132,Mike Schlossberg,Dem,500
Lehigh,11702,Allentown 17th Ward 2nd District,State House,132,Michael McCreary,Rep,265
Lehigh,11703,Allentown 17th Ward 3rd District,State House,132,Mike Schlossberg,Dem,506
Lehigh,11703,Allentown 17th Ward 3rd District,State House,132,Michael McCreary,Rep,275
Lehigh,11704,Allentown 17th Ward 4th District,State House,132,Mike Schlossberg,Dem,373
Lehigh,11704,Allentown 17th Ward 4th District,State House,132,Michael McCreary,Rep,210
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,State House,132,Mike Schlossberg,Dem,992
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,State House,132,Michael McCreary,Rep,603
Lehigh,11801,Allentown 18th Ward 1st District,State House,132,Mike Schlossberg,Dem,520
Lehigh,11801,Allentown 18th Ward 1st District,State House,132,Michael McCreary,Rep,229
Lehigh,11802,Allentown 18th Ward 2nd District,State House,132,Mike Schlossberg,Dem,633
Lehigh,11802,Allentown 18th Ward 2nd District,State House,132,Michael McCreary,Rep,352
Lehigh,190101,South Whitehall 1st District,State House,132,Mike Schlossberg,Dem,1012
Lehigh,190101,South Whitehall 1st District,State House,132,Michael McCreary,Rep,832
Lehigh,190102,South Whitehall 2nd District,State House,132,Mike Schlossberg,Dem,491
Lehigh,190102,South Whitehall 2nd District,State House,132,Michael McCreary,Rep,412
Lehigh,190107,South Whitehall 7th District,State House,132,Mike Schlossberg,Dem,505
Lehigh,190107,South Whitehall 7th District,State House,132,Michael McCreary,Rep,381
Lehigh,21001,Bethlehem 10th Ward 1st District,State House,133,Jeanne McNeill,Dem,590
Lehigh,21001,Bethlehem 10th Ward 1st District,State House,133,David Molony,Rep,230
Lehigh,21101,Bethlehem 11th Ward 1st District,State House,133,David Molony,Rep,206
Lehigh,21101,Bethlehem 11th Ward 1st District,State House,133,Jeanne McNeill,Dem,423
Lehigh,21201,Bethlehem 12th Ward 1st District,State House,133,Jeanne McNeill,Dem,439
Lehigh,21201,Bethlehem 12th Ward 1st District,State House,133,David Molony,Rep,165
Lehigh,21202,Bethlehem 12th Ward 2nd District,State House,133,David Molony,Rep,202
Lehigh,21202,Bethlehem 12th Ward 2nd District,State House,133,Jeanne McNeill,Dem,474
Lehigh,21301,Bethlehem 13th Ward 1st District,State House,133,Jeanne McNeill,Dem,820
Lehigh,21301,Bethlehem 13th Ward 1st District,State House,133,David Molony,Rep,392
Lehigh,21302,Bethlehem 13th Ward 2nd District,State House,133,David Molony,Rep,294
Lehigh,21302,Bethlehem 13th Ward 2nd District,State House,133,Jeanne McNeill,Dem,507
Lehigh,21303,Bethlehem 13th Ward 3rd District,State House,133,Jeanne McNeill,Dem,611
Lehigh,21303,Bethlehem 13th Ward 3rd District,State House,133,David Molony,Rep,415
Lehigh,21304,Bethlehem 13th Ward 4th District,State House,133,David Molony,Rep,430
Lehigh,21304,Bethlehem 13th Ward 4th District,State House,133,Jeanne McNeill,Dem,659
Lehigh,21305,Bethlehem 13th Ward 5th District,State House,133,Jeanne McNeill,Dem,549
Lehigh,21305,Bethlehem 13th Ward 5th District,State House,133,David Molony,Rep,292
Lehigh,21306,Bethlehem 13th Ward 6th District,State House,133,David Molony,Rep,307
Lehigh,21306,Bethlehem 13th Ward 6th District,State House,133,Jeanne McNeill,Dem,396
Lehigh,21307,Bethlehem 13th Ward 7th District,State House,133,Jeanne McNeill,Dem,577
Lehigh,21307,Bethlehem 13th Ward 7th District,State House,133,David Molony,Rep,303
Lehigh,21308,Bethlehem 13th Ward 8th District,State House,133,David Molony,Rep,356
Lehigh,21308,Bethlehem 13th Ward 8th District,State House,133,Jeanne McNeill,Dem,553
Lehigh,40101,Catasauqua 1st District,State House,133,Jeanne McNeill,Dem,587
Lehigh,40101,Catasauqua 1st District,State House,133,David Molony,Rep,377
Lehigh,40102,Catasauqua 2nd District,State House,133,David Molony,Rep,496
Lehigh,40102,Catasauqua 2nd District,State House,133,Jeanne McNeill,Dem,529
Lehigh,40103,Catasauqua 3rd District,State House,133,Jeanne McNeill,Dem,580
Lehigh,40103,Catasauqua 3rd District,State House,133,David Molony,Rep,488
Lehigh,60101,Coplay 1st District,State House,133,David Molony,Rep,333
Lehigh,60101,Coplay 1st District,State House,133,Jeanne McNeill,Dem,446
Lehigh,60102,Coplay 2nd District,State House,133,Jeanne McNeill,Dem,548
Lehigh,60102,Coplay 2nd District,State House,133,David Molony,Rep,410
Lehigh,80101,Fountain Hill 1st District,State House,133,David Molony,Rep,255
Lehigh,80101,Fountain Hill 1st District,State House,133,Jeanne McNeill,Dem,612
Lehigh,80102,Fountain Hill 2nd District,State House,133,Jeanne McNeill,Dem,446
Lehigh,80102,Fountain Hill 2nd District,State House,133,David Molony,Rep,222
Lehigh,80103,Fountain Hill 3rd District,State House,133,David Molony,Rep,213
Lehigh,80103,Fountain Hill 3rd District,State House,133,Jeanne McNeill,Dem,439
Lehigh,110101,Hanover,State House,133,Jeanne McNeill,Dem,420
Lehigh,110101,Hanover,State House,133,David Molony,Rep,292
Lehigh,180101,Salisbury 1st Ward,State House,133,David Molony,Rep,669
Lehigh,180101,Salisbury 1st Ward,State House,133,Jeanne McNeill,Dem,714
Lehigh,180201,Salisbury 2nd Ward,State House,133,Jeanne McNeill,Dem,813
Lehigh,180201,Salisbury 2nd Ward,State House,133,David Molony,Rep,756
Lehigh,180302,Salisbury 3rd Ward 2nd District,State House,133,David Molony,Rep,381
Lehigh,180302,Salisbury 3rd Ward 2nd District,State House,133,Jeanne McNeill,Dem,414
Lehigh,250101,Whitehall 1st District,State House,133,Jeanne McNeill,Dem,938
Lehigh,250101,Whitehall 1st District,State House,133,David Molony,Rep,502
Lehigh,250102,Whitehall 2nd District,State House,133,David Molony,Rep,241
Lehigh,250102,Whitehall 2nd District,State House,133,Jeanne McNeill,Dem,329
Lehigh,250103,Whitehall 3rd District,State House,133,Jeanne McNeill,Dem,621
Lehigh,250103,Whitehall 3rd District,State House,133,David Molony,Rep,251
Lehigh,250104,Whitehall 4th District,State House,133,David Molony,Rep,411
Lehigh,250104,Whitehall 4th District,State House,133,Jeanne McNeill,Dem,542
Lehigh,250105,Whitehall 5th District,State House,133,Jeanne McNeill,Dem,298
Lehigh,250105,Whitehall 5th District,State House,133,David Molony,Rep,272
Lehigh,250106,Whitehall 6th District,State House,133,David Molony,Rep,421
Lehigh,250106,Whitehall 6th District,State House,133,Jeanne McNeill,Dem,641
Lehigh,250108,Whitehall 8th District,State House,133,Jeanne McNeill,Dem,786
Lehigh,250108,Whitehall 8th District,State House,133,David Molony,Rep,637
Lehigh,250109,Whitehall 9th District,State House,133,David Molony,Rep,504
Lehigh,250109,Whitehall 9th District,State House,133,Jeanne McNeill,Dem,680
Lehigh,250112,Whitehall 12th District,State House,133,Jeanne McNeill,Dem,863
Lehigh,250112,Whitehall 12th District,State House,133,David Molony,Rep,504
Lehigh,30101,Alburtis,State House,134,Marc I Basist,Dem,554
Lehigh,30101,Alburtis,State House,134,Ryan E Mackenzie,Rep,822
Lehigh,90101,Macungie,State House,134,Marc I Basist,Dem,812
Lehigh,90101,Macungie,State House,134,Ryan E Mackenzie,Rep,1029
Lehigh,130101,Lower Macungie 1st District,State House,134,Ryan E Mackenzie,Rep,1278
Lehigh,130101,Lower Macungie 1st District,State House,134,Marc I Basist,Dem,911
Lehigh,130102,Lower Macungie 2nd District,State House,134,Marc I Basist,Dem,1524
Lehigh,130102,Lower Macungie 2nd District,State House,134,Ryan E Mackenzie,Rep,2164
Lehigh,130103,Lower Macungie 3rd District,State House,134,Ryan E Mackenzie,Rep,1093
Lehigh,130103,Lower Macungie 3rd District,State House,134,Marc I Basist,Dem,702
Lehigh,130104,Lower Macungie 4th District,State House,134,Marc I Basist,Dem,716
Lehigh,130104,Lower Macungie 4th District,State House,134,Ryan E Mackenzie,Rep,1016
Lehigh,130105,Lower Macungie 5th District,State House,134,Ryan E Mackenzie,Rep,804
Lehigh,130105,Lower Macungie 5th District,State House,134,Marc I Basist,Dem,555
Lehigh,130106,Lower Macungie 6th District,State House,134,Marc I Basist,Dem,1256
Lehigh,130106,Lower Macungie 6th District,State House,134,Ryan E Mackenzie,Rep,1551
Lehigh,130107,Lower Macungie 7th District,State House,134,Ryan E Mackenzie,Rep,926
Lehigh,130107,Lower Macungie 7th District,State House,134,Marc I Basist,Dem,744
Lehigh,130108,Lower Macungie 8th District,State House,134,Marc I Basist,Dem,596
Lehigh,130108,Lower Macungie 8th District,State House,134,Ryan E Mackenzie,Rep,864
Lehigh,130109,Lower Macungie 9th District,State House,134,Ryan E Mackenzie,Rep,662
Lehigh,130109,Lower Macungie 9th District,State House,134,Marc I Basist,Dem,493
Lehigh,130110,Lower Macungie 10th District,State House,134,Ryan E Mackenzie,Rep,1121
Lehigh,130110,Lower Macungie 10th District,State House,134,Marc I Basist,Dem,756
Lehigh,180401,Salisbury 4th Ward 1st District,State House,134,Marc I Basist,Dem,462
Lehigh,180401,Salisbury 4th Ward 1st District,State House,134,Ryan E Mackenzie,Rep,619
Lehigh,180402,Salisbury 4th Ward 2nd District,State House,134,Ryan E Mackenzie,Rep,377
Lehigh,180402,Salisbury 4th Ward 2nd District,State House,134,Marc I Basist,Dem,280
Lehigh,180501,Salisbury 5th Ward 1st District,State House,134,Marc I Basist,Dem,317
Lehigh,180501,Salisbury 5th Ward 1st District,State House,134,Ryan E Mackenzie,Rep,456
Lehigh,180502,Salisbury 5th Ward 2nd District,State House,134,Ryan E Mackenzie,Rep,655
Lehigh,180502,Salisbury 5th Ward 2nd District,State House,134,Marc I Basist,Dem,482
Lehigh,190103,South Whitehall 3rd District,State House,134,Marc I Basist,Dem,988
Lehigh,190103,South Whitehall 3rd District,State House,134,Ryan E Mackenzie,Rep,981
Lehigh,190104,South Whitehall 4th District,State House,134,Ryan E Mackenzie,Rep,639
Lehigh,190104,South Whitehall 4th District,State House,134,Marc I Basist,Dem,458
Lehigh,100101,Slatington 1st District,State House,183,Jason Ruff,Dem,223
Lehigh,100101,Slatington 1st District,State House,183,Zach Mako,Rep,330
Lehigh,100102,Slatington 2nd District,State House,183,Jason Ruff,Dem,173
Lehigh,100102,Slatington 2nd District,State House,183,Zach Mako,Rep,290
Lehigh,100103,Slatington 3rd District,State House,183,Jason Ruff,Dem,333
Lehigh,100103,Slatington 3rd District,State House,183,Zach Mako,Rep,546
Lehigh,190105,South Whitehall 5th District,State House,183,Jason Ruff,Dem,988
Lehigh,190105,South Whitehall 5th District,State House,183,Zach Mako,Rep,819
Lehigh,190106,South Whitehall 6th District,State House,183,Jason Ruff,Dem,902
Lehigh,190106,South Whitehall 6th District,State House,183,Zach Mako,Rep,705
Lehigh,190108,South Whitehall 8th District,State House,183,Jason Ruff,Dem,1101
Lehigh,190108,South Whitehall 8th District,State House,183,Zach Mako,Rep,1263
Lehigh,230101,Washington Eastern District,State House,183,Jason Ruff,Dem,205
Lehigh,230101,Washington Eastern District,State House,183,Zach Mako,Rep,523
Lehigh,230102,Washington Southern District,State House,183,Jason Ruff,Dem,755
Lehigh,230102,Washington Southern District,State House,183,Zach Mako,Rep,1694
Lehigh,230103,Washington Western District,State House,183,Jason Ruff,Dem,188
Lehigh,230103,Washington Western District,State House,183,Zach Mako,Rep,449
Lehigh,250107,Whitehall 7th District,State House,183,Jason Ruff,Dem,753
Lehigh,250107,Whitehall 7th District,State House,183,Zach Mako,Rep,1011
Lehigh,250110,Whitehall 10th District,State House,183,Jason Ruff,Dem,658
Lehigh,250110,Whitehall 10th District,State House,183,Zach Mako,Rep,972
Lehigh,250111,Whitehall 11th District,State House,183,Jason Ruff,Dem,578
Lehigh,250111,Whitehall 11th District,State House,183,Zach Mako,Rep,741
Lehigh,120101,Heidelberg,State House,187,Michael Blichar Jr,Dem,483
Lehigh,120101,Heidelberg,State House,187,Gary Day,Rep,1465
Lehigh,150101,Lowhill,State House,187,Michael Blichar Jr,Dem,426
Lehigh,150101,Lowhill,State House,187,Gary Day,Rep,1056
Lehigh,160101,Lynn New Tripoli District,State House,187,Michael Blichar Jr,Dem,428
Lehigh,160101,Lynn New Tripoli District,State House,187,Gary Day,Rep,1117
Lehigh,160102,Lynn Lynnville District,State House,187,Michael Blichar Jr,Dem,113
Lehigh,160102,Lynn Lynnville District,State House,187,Gary Day,Rep,338
Lehigh,160103,Lynn Jacksonville District,State House,187,Michael Blichar Jr,Dem,143
Lehigh,160103,Lynn Jacksonville District,State House,187,Gary Day,Rep,489
Lehigh,170101,North Whitehall 1st District,State House,187,Michael Blichar Jr,Dem,774
Lehigh,170101,North Whitehall 1st District,State House,187,Gary Day,Rep,1525
Lehigh,170102,North Whitehall 2nd District,State House,187,Michael Blichar Jr,Dem,722
Lehigh,170102,North Whitehall 2nd District,State House,187,Gary Day,Rep,1405
Lehigh,170103,North Whitehall 3rd District,State House,187,Michael Blichar Jr,Dem,397
Lehigh,170103,North Whitehall 3rd District,State House,187,Gary Day,Rep,756
Lehigh,170104,North Whitehall 4th District,State House,187,Michael Blichar Jr,Dem,532
Lehigh,170104,North Whitehall 4th District,State House,187,Gary Day,Rep,1026
Lehigh,170105,North Whitehall 5th District,State House,187,Michael Blichar Jr,Dem,448
Lehigh,170105,North Whitehall 5th District,State House,187,Gary Day,Rep,989
Lehigh,170106,North Whitehall 6th District,State House,187,Michael Blichar Jr,Dem,428
Lehigh,170106,North Whitehall 6th District,State House,187,Gary Day,Rep,713
Lehigh,200101,Upper Macungie 1st District,State House,187,Michael Blichar Jr,Dem,859
Lehigh,200101,Upper Macungie 1st District,State House,187,Gary Day,Rep,1096
Lehigh,200102,Upper Macungie 2nd District,State House,187,Michael Blichar Jr,Dem,1107
Lehigh,200102,Upper Macungie 2nd District,State House,187,Gary Day,Rep,1457
Lehigh,200103,Upper Macungie 3rd District,State House,187,Michael Blichar Jr,Dem,681
Lehigh,200103,Upper Macungie 3rd District,State House,187,Gary Day,Rep,965
Lehigh,200104,Upper Macungie 4th District,State House,187,Michael Blichar Jr,Dem,593
Lehigh,200104,Upper Macungie 4th District,State House,187,Gary Day,Rep,482
Lehigh,200105,Upper Macungie 5th District,State House,187,Michael Blichar Jr,Dem,1562
Lehigh,200105,Upper Macungie 5th District,State House,187,Gary Day,Rep,1715
Lehigh,200106,Upper Macungie 6th District,State House,187,Michael Blichar Jr,Dem,669
Lehigh,200106,Upper Macungie 6th District,State House,187,Gary Day,Rep,599
Lehigh,200107,Upper Macungie 7th District,State House,187,Michael Blichar Jr,Dem,636
Lehigh,200107,Upper Macungie 7th District,State House,187,Gary Day,Rep,688
Lehigh,200108,Upper Macungie 8th District,State House,187,Michael Blichar Jr,Dem,655
