county,precinct,office,district,party,candidate,election_day,absentee,mail_in,provisional,votes
Bedford,2101 Monroe Township,Auditor General,,DEM,Michael Lamb,,,,,4
Bedford,2101 Monroe Township,Auditor General,,DEM,Tracie Fountain,,,,,4
Bedford,2101 Monroe Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,4
Bedford,2101 Monroe Township,Auditor General,,DEM,Nina Ahmad,,,,,3
Bedford,2101 Monroe Township,Auditor General,,DEM,Christina M Hartman,,,,,6
Bedford,2101 Monroe Township,Auditor General,,DEM,Write-in,,,,,1
Bedford,2201 Napier Township,Auditor General,,DEM,H Scott Conklin,,,,,56
Bedford,2201 Napier Township,Auditor General,,DEM,Michael Lamb,,,,,16
Bedford,2201 Napier Township,Auditor General,,DEM,Tracie Fountain,,,,,4
Bedford,2201 Napier Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,7
Bedford,2201 Napier Township,Auditor General,,DEM,Nina Ahmad,,,,,5
Bedford,2201 Napier Township,Auditor General,,DEM,Christina M Hartman,,,,,15
Bedford,2201 Napier Township,Auditor General,,DEM,Write-in,,,,,4
Bedford,2301 New Paris Borough,Auditor General,,DEM,H Scott Conklin,,,,,5
Bedford,2301 New Paris Borough,Auditor General,,DEM,Michael Lamb,,,,,3
Bedford,2301 New Paris Borough,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,2301 New Paris Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,2301 New Paris Borough,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,2301 New Paris Borough,Auditor General,,DEM,Christina M Hartman,,,,,2
Bedford,2301 New Paris Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,H Scott Conklin,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Michael Lamb,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Christina M Hartman,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2501 East Providence Township,Auditor General,,DEM,H Scott Conklin,,,,,31
Bedford,2501 East Providence Township,Auditor General,,DEM,Michael Lamb,,,,,8
Bedford,2501 East Providence Township,Auditor General,,DEM,Tracie Fountain,,,,,5
Bedford,2501 East Providence Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,3
Bedford,2501 East Providence Township,Auditor General,,DEM,Nina Ahmad,,,,,6
Bedford,2501 East Providence Township,Auditor General,,DEM,Christina M Hartman,,,,,7
Bedford,2501 East Providence Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,2502 West Providence Township,Auditor General,,DEM,H Scott Conklin,,,,,63
Bedford,2502 West Providence Township,Auditor General,,DEM,Michael Lamb,,,,,18
Bedford,2502 West Providence Township,Auditor General,,DEM,Tracie Fountain,,,,,13
Bedford,2502 West Providence Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,6
Bedford,2502 West Providence Township,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,2502 West Providence Township,Auditor General,,DEM,Christina M Hartman,,,,,19
Bedford,2502 West Providence Township,Auditor General,,DEM,Write-in,,,,,4
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,H Scott Conklin,,,,,4
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Michael Lamb,,,,,0
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,2601 Rainsburg Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2701 Saxton Borough,Auditor General,,DEM,H Scott Conklin,,,,,18
Bedford,2701 Saxton Borough,Auditor General,,DEM,Michael Lamb,,,,,6
Bedford,2701 Saxton Borough,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,2701 Saxton Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,2701 Saxton Borough,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,2701 Saxton Borough,Auditor General,,DEM,Christina M Hartman,,,,,5
Bedford,2701 Saxton Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,H Scott Conklin,,,,,7
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Michael Lamb,,,,,4
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Tracie Fountain,,,,,2
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Christina M Hartman,,,,,3
Bedford,2801 Schellsburg Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2901 Snake Spring Township,Auditor General,,DEM,H Scott Conklin,,,,,72
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Michael Lamb,,,,,21
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Nina Ahmad,,,,,8
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Christina M Hartman,,,,,13
Bedford,2901 Snake Spring Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,3003 Southampton Township,Auditor General,,DEM,H Scott Conklin,,,,,10
Bedford,3003 Southampton Township,Auditor General,,DEM,Michael Lamb,,,,,7
Bedford,3003 Southampton Township,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,3003 Southampton Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,3003 Southampton Township,Auditor General,,DEM,Nina Ahmad,,,,,3
Bedford,3003 Southampton Township,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,3003 Southampton Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,H Scott Conklin,,,,,2
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Michael Lamb,,,,,0
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,3101 St. Clairsville Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,3201 East St. Clair Township,Auditor General,,DEM,H Scott Conklin,,,,,82
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Michael Lamb,,,,,21
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Tracie Fountain,,,,,11
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,4
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Nina Ahmad,,,,,9
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Christina M Hartman,,,,,11
Bedford,3201 East St. Clair Township,Auditor General,,DEM,Write-in,,,,,4
Bedford,3202 West St. Clair Township,Auditor General,,DEM,H Scott Conklin,,,,,39
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Michael Lamb,,,,,19
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,7
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Christina M Hartman,,,,,3
Bedford,3202 West St. Clair Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,3301 Pavia Township,Auditor General,,DEM,H Scott Conklin,,,,,6
Bedford,3301 Pavia Township,Auditor General,,DEM,Michael Lamb,,,,,1
Bedford,3301 Pavia Township,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,3301 Pavia Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,3301 Pavia Township,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,3301 Pavia Township,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,3301 Pavia Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,3501 Woodbury Township,Auditor General,,DEM,H Scott Conklin,,,,,9
Bedford,3501 Woodbury Township,Auditor General,,DEM,Michael Lamb,,,,,3
Bedford,3501 Woodbury Township,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,3501 Woodbury Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,3501 Woodbury Township,Auditor General,,DEM,Nina Ahmad,,,,,1
Bedford,3501 Woodbury Township,Auditor General,,DEM,Christina M Hartman,,,,,2
Bedford,3501 Woodbury Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,3401 Woodbury Borough,Auditor General,,DEM,H Scott Conklin,,,,,3
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Michael Lamb,,,,,3
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Tracie Fountain,,,,,0
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,3401 Woodbury Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,3601 South Woodbury Township,Auditor General,,DEM,H Scott Conklin,,,,,24
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Michael Lamb,,,,,9
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,3
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Nina Ahmad,,,,,1
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Christina M Hartman,,,,,5
Bedford,3601 South Woodbury Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,0101 Bedford Borough East Ward,Auditor General,,REP,Timothy DeFoor,,,,,237
Bedford,0101 Bedford Borough East Ward,Auditor General,,REP,Write-in,,,,,0
Bedford,0102 Bedford Borough West Ward,Auditor General,,REP,Timothy DeFoor,,,,,237
Bedford,0102 Bedford Borough West Ward,Auditor General,,REP,Write-in,,,,,2
Bedford,0201 Bedford Township No 1,Auditor General,,REP,Timothy DeFoor,,,,,437
Bedford,0201 Bedford Township No 1,Auditor General,,REP,Write-in,,,,,0
Bedford,0202 Bedford Township No 2,Auditor General,,REP,Timothy DeFoor,,,,,460
Bedford,0202 Bedford Township No 2,Auditor General,,REP,Write-in,,,,,2
Bedford,0301 Bloomfield Township,Auditor General,,REP,Timothy DeFoor,,,,,192
Bedford,0301 Bloomfield Township,Auditor General,,REP,Write-in,,,,,0
Bedford,0401 Broad Top Township,Auditor General,,REP,Timothy DeFoor,,,,,159
Bedford,0401 Broad Top Township,Auditor General,,REP,Write-in,,,,,0
Bedford,0501 Coaldale Borough,Auditor General,,REP,Timothy DeFoor,,,,,15
Bedford,0501 Coaldale Borough,Auditor General,,REP,Write-in,,,,,1
Bedford,0601 Colerain Township,Auditor General,,REP,Timothy DeFoor,,,,,212
Bedford,0601 Colerain Township,Auditor General,,REP,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,Auditor General,,REP,Timothy DeFoor,,,,,195
Bedford,0701 Cumberland Valley Township,Auditor General,,REP,Write-in,,,,,1
Bedford,0801 Everett Borough,Auditor General,,REP,Timothy DeFoor,,,,,203
Bedford,0801 Everett Borough,Auditor General,,REP,Write-in,,,,,1
Bedford,0901 Harrison Township,Auditor General,,REP,Timothy DeFoor,,,,,162
Bedford,0901 Harrison Township,Auditor General,,REP,Write-in,,,,,0
Bedford,1001 Hopewell Borough,Auditor General,,REP,Timothy DeFoor,,,,,12
Bedford,1001 Hopewell Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,1101 Hopewell Township,Auditor General,,REP,Timothy DeFoor,,,,,335
Bedford,1101 Hopewell Township,Auditor General,,REP,Write-in,,,,,3
Bedford,1201 Hyndman Borough,Auditor General,,REP,Timothy DeFoor,,,,,129
Bedford,1201 Hyndman Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,1301 Juniata Township,Auditor General,,REP,Timothy DeFoor,,,,,165
Bedford,1301 Juniata Township,Auditor General,,REP,Write-in,,,,,0
Bedford,1401 Kimmel Township,Auditor General,,REP,Timothy DeFoor,,,,,228
Bedford,1401 Kimmel Township,Auditor General,,REP,Write-in,,,,,0
Bedford,1501 King Township,Auditor General,,REP,Timothy DeFoor,,,,,177
Bedford,1501 King Township,Auditor General,,REP,Write-in,,,,,1
Bedford,1601 Liberty Township,Auditor General,,REP,Timothy DeFoor,,,,,214
Bedford,1601 Liberty Township,Auditor General,,REP,Write-in,,,,,0
Bedford,1701 Lincoln Township,Auditor General,,REP,Timothy DeFoor,,,,,89
Bedford,1701 Lincoln Township,Auditor General,,REP,Write-in,,,,,0
Bedford,1801 Londonderry Township,Auditor General,,REP,Timothy DeFoor,,,,,230
Bedford,1801 Londonderry Township,Auditor General,,REP,Write-in,,,,,1
Bedford,1901 Mann Township,Auditor General,,REP,Timothy DeFoor,,,,,79
Bedford,1901 Mann Township,Auditor General,,REP,Write-in,,,,,0
Bedford,2001 Manns Choice Borough,Auditor General,,REP,Timothy DeFoor,,,,,31
Bedford,2001 Manns Choice Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2101 Monroe Township,Auditor General,,REP,Timothy DeFoor,,,,,205
Bedford,2101 Monroe Township,Auditor General,,REP,Write-in,,,,,1
Bedford,2201 Napier Township,Auditor General,,REP,Timothy DeFoor,,,,,398
Bedford,2201 Napier Township,Auditor General,,REP,Write-in,,,,,2
Bedford,2301 New Paris Borough,Auditor General,,REP,Timothy DeFoor,,,,,25
Bedford,2301 New Paris Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,Auditor General,,REP,Timothy DeFoor,,,,,23
Bedford,2401 Pleasantville Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2501 East Providence Township,Auditor General,,REP,Timothy DeFoor,,,,,346
Bedford,2501 East Providence Township,Auditor General,,REP,Write-in,,,,,1
Bedford,2502 West Providence Township,Auditor General,,REP,Timothy DeFoor,,,,,523
Bedford,2502 West Providence Township,Auditor General,,REP,Write-in,,,,,2
Bedford,2601 Rainsburg Borough,Auditor General,,REP,Timothy DeFoor,,,,,13
Bedford,2601 Rainsburg Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2701 Saxton Borough,Auditor General,,REP,Timothy DeFoor,,,,,63
Bedford,2701 Saxton Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2801 Schellsburg Borough,Auditor General,,REP,Timothy DeFoor,,,,,68
Bedford,2801 Schellsburg Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,2901 Snake Spring Township,Auditor General,,REP,Timothy DeFoor,,,,,332
Bedford,2901 Snake Spring Township,Auditor General,,REP,Write-in,,,,,0
Bedford,3003 Southampton Township,Auditor General,,REP,Timothy DeFoor,,,,,116
Bedford,3003 Southampton Township,Auditor General,,REP,Write-in,,,,,1
Bedford,3101 St. Clairsville Borough,Auditor General,,REP,Timothy DeFoor,,,,,8
Bedford,3101 St. Clairsville Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,3201 East St. Clair Township,Auditor General,,REP,Timothy DeFoor,,,,,456
Bedford,3201 East St. Clair Township,Auditor General,,REP,Write-in,,,,,5
Bedford,3202 West St. Clair Township,Auditor General,,REP,Timothy DeFoor,,,,,292
Bedford,3202 West St. Clair Township,Auditor General,,REP,Write-in,,,,,2
Bedford,3301 Pavia Township,Auditor General,,REP,Timothy DeFoor,,,,,58
Bedford,3301 Pavia Township,Auditor General,,REP,Write-in,,,,,0
Bedford,3501 Woodbury Township,Auditor General,,REP,Timothy DeFoor,,,,,190
Bedford,3501 Woodbury Township,Auditor General,,REP,Write-in,,,,,0
Bedford,3401 Woodbury Borough,Auditor General,,REP,Timothy DeFoor,,,,,49
Bedford,3401 Woodbury Borough,Auditor General,,REP,Write-in,,,,,0
Bedford,3601 South Woodbury Township,Auditor General,,REP,Timothy DeFoor,,,,,381
Bedford,3601 South Woodbury Township,Auditor General,,REP,Write-in,,,,,0
Bedford,0101 Bedford Borough East Ward,State Treasurer,,DEM,Joe Torsella,,,,,112
Bedford,0101 Bedford Borough East Ward,State Treasurer,,DEM,Write-in,,,,,0
Bedford,0102 Bedford Borough West Ward,State Treasurer,,DEM,Joe Torsella,,,,,102
Bedford,0102 Bedford Borough West Ward,State Treasurer,,DEM,Write-in,,,,,3
Bedford,0201 Bedford Township No 1,State Treasurer,,DEM,Joe Torsella,,,,,105
Bedford,0201 Bedford Township No 1,State Treasurer,,DEM,Write-in,,,,,2
Bedford,0202 Bedford Township No 2,State Treasurer,,DEM,Joe Torsella,,,,,139
Bedford,0202 Bedford Township No 2,State Treasurer,,DEM,Write-in,,,,,1
Bedford,0301 Bloomfield Township,State Treasurer,,DEM,Joe Torsella,,,,,29
Bedford,0301 Bloomfield Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,0401 Broad Top Township,State Treasurer,,DEM,Joe Torsella,,,,,62
Bedford,0401 Broad Top Township,State Treasurer,,DEM,Write-in,,,,,2
Bedford,0501 Coaldale Borough,State Treasurer,,DEM,Joe Torsella,,,,,7
Bedford,0501 Coaldale Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,0601 Colerain Township,State Treasurer,,DEM,Joe Torsella,,,,,53
Bedford,0601 Colerain Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,DEM,Joe Torsella,,,,,63
Bedford,0701 Cumberland Valley Township,State Treasurer,,DEM,Write-in,,,,,1
Bedford,0801 Everett Borough,State Treasurer,,DEM,Joe Torsella,,,,,56
Bedford,0801 Everett Borough,State Treasurer,,DEM,Write-in,,,,,1
Bedford,0901 Harrison Township,State Treasurer,,DEM,Joe Torsella,,,,,51
Bedford,0901 Harrison Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,1001 Hopewell Borough,State Treasurer,,DEM,Joe Torsella,,,,,8
Bedford,1001 Hopewell Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,1101 Hopewell Township,State Treasurer,,DEM,Joe Torsella,,,,,73
Bedford,1101 Hopewell Township,State Treasurer,,DEM,Write-in,,,,,1
Bedford,1201 Hyndman Borough,State Treasurer,,DEM,Joe Torsella,,,,,33
Bedford,1201 Hyndman Borough,State Treasurer,,DEM,Write-in,,,,,1
Bedford,1301 Juniata Township,State Treasurer,,DEM,Joe Torsella,,,,,60
Bedford,1301 Juniata Township,State Treasurer,,DEM,Write-in,,,,,3
Bedford,1401 Kimmel Township,State Treasurer,,DEM,Joe Torsella,,,,,98
Bedford,1401 Kimmel Township,State Treasurer,,DEM,Write-in,,,,,3
Bedford,1501 King Township,State Treasurer,,DEM,Joe Torsella,,,,,39
Bedford,1501 King Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,1601 Liberty Township,State Treasurer,,DEM,Joe Torsella,,,,,82
Bedford,1601 Liberty Township,State Treasurer,,DEM,Write-in,,,,,1
Bedford,1701 Lincoln Township,State Treasurer,,DEM,Joe Torsella,,,,,12
Bedford,1701 Lincoln Township,State Treasurer,,DEM,Write-in,,,,,1
Bedford,1801 Londonderry Township,State Treasurer,,DEM,Joe Torsella,,,,,39
Bedford,1801 Londonderry Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,1901 Mann Township,State Treasurer,,DEM,Joe Torsella,,,,,20
Bedford,1901 Mann Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2001 Manns Choice Borough,State Treasurer,,DEM,Joe Torsella,,,,,19
Bedford,2001 Manns Choice Borough,State Treasurer,,DEM,Write-in,,,,,1
Bedford,2101 Monroe Township,State Treasurer,,DEM,Joe Torsella,,,,,33
Bedford,2101 Monroe Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2201 Napier Township,State Treasurer,,DEM,Joe Torsella,,,,,85
Bedford,2201 Napier Township,State Treasurer,,DEM,Write-in,,,,,5
Bedford,2301 New Paris Borough,State Treasurer,,DEM,Joe Torsella,,,,,10
Bedford,2301 New Paris Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,State Treasurer,,DEM,Joe Torsella,,,,,1
Bedford,2401 Pleasantville Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2501 East Providence Township,State Treasurer,,DEM,Joe Torsella,,,,,53
Bedford,2501 East Providence Township,State Treasurer,,DEM,Write-in,,,,,1
Bedford,2502 West Providence Township,State Treasurer,,DEM,Joe Torsella,,,,,116
Bedford,2502 West Providence Township,State Treasurer,,DEM,Write-in,,,,,5
Bedford,2601 Rainsburg Borough,State Treasurer,,DEM,Joe Torsella,,,,,5
Bedford,2601 Rainsburg Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2701 Saxton Borough,State Treasurer,,DEM,Joe Torsella,,,,,30
Bedford,2701 Saxton Borough,State Treasurer,,DEM,Write-in,,,,,1
Bedford,2801 Schellsburg Borough,State Treasurer,,DEM,Joe Torsella,,,,,17
Bedford,2801 Schellsburg Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,2901 Snake Spring Township,State Treasurer,,DEM,Joe Torsella,,,,,112
Bedford,2901 Snake Spring Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3003 Southampton Township,State Treasurer,,DEM,Joe Torsella,,,,,21
Bedford,3003 Southampton Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3101 St. Clairsville Borough,State Treasurer,,DEM,Joe Torsella,,,,,6
Bedford,3101 St. Clairsville Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3201 East St. Clair Township,State Treasurer,,DEM,Joe Torsella,,,,,127
Bedford,3201 East St. Clair Township,State Treasurer,,DEM,Write-in,,,,,4
Bedford,3202 West St. Clair Township,State Treasurer,,DEM,Joe Torsella,,,,,66
Bedford,3202 West St. Clair Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3301 Pavia Township,State Treasurer,,DEM,Joe Torsella,,,,,6
Bedford,3301 Pavia Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3501 Woodbury Township,State Treasurer,,DEM,Joe Torsella,,,,,14
Bedford,3501 Woodbury Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3401 Woodbury Borough,State Treasurer,,DEM,Joe Torsella,,,,,8
Bedford,3401 Woodbury Borough,State Treasurer,,DEM,Write-in,,,,,0
Bedford,3601 South Woodbury Township,State Treasurer,,DEM,Joe Torsella,,,,,41
Bedford,3601 South Woodbury Township,State Treasurer,,DEM,Write-in,,,,,0
Bedford,0101 Bedford Borough East Ward,State Treasurer,,REP,Stacy L Garrity,,,,,243
Bedford,0101 Bedford Borough East Ward,State Treasurer,,REP,Write-in,,,,,0
Bedford,0102 Bedford Borough West Ward,State Treasurer,,REP,Stacy L Garrity,,,,,239
Bedford,0102 Bedford Borough West Ward,State Treasurer,,REP,Write-in,,,,,2
Bedford,0201 Bedford Township No 1,State Treasurer,,REP,Stacy L Garrity,,,,,443
Bedford,0201 Bedford Township No 1,State Treasurer,,REP,Write-in,,,,,0
Bedford,0202 Bedford Township No 2,State Treasurer,,REP,Stacy L Garrity,,,,,465
Bedford,0202 Bedford Township No 2,State Treasurer,,REP,Write-in,,,,,1
Bedford,0301 Bloomfield Township,State Treasurer,,REP,Stacy L Garrity,,,,,197
Bedford,0301 Bloomfield Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,0401 Broad Top Township,State Treasurer,,REP,Stacy L Garrity,,,,,158
Bedford,0401 Broad Top Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,0501 Coaldale Borough,State Treasurer,,REP,Stacy L Garrity,,,,,16
Bedford,0501 Coaldale Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,0601 Colerain Township,State Treasurer,,REP,Stacy L Garrity,,,,,211
Bedford,0601 Colerain Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,REP,Stacy L Garrity,,,,,197
Bedford,0701 Cumberland Valley Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,0801 Everett Borough,State Treasurer,,REP,Stacy L Garrity,,,,,207
Bedford,0801 Everett Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,0901 Harrison Township,State Treasurer,,REP,Stacy L Garrity,,,,,161
Bedford,0901 Harrison Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1001 Hopewell Borough,State Treasurer,,REP,Stacy L Garrity,,,,,11
Bedford,1001 Hopewell Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,1101 Hopewell Township,State Treasurer,,REP,Stacy L Garrity,,,,,339
Bedford,1101 Hopewell Township,State Treasurer,,REP,Write-in,,,,,1
Bedford,1201 Hyndman Borough,State Treasurer,,REP,Stacy L Garrity,,,,,129
Bedford,1201 Hyndman Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,1301 Juniata Township,State Treasurer,,REP,Stacy L Garrity,,,,,168
Bedford,1301 Juniata Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1401 Kimmel Township,State Treasurer,,REP,Stacy L Garrity,,,,,232
Bedford,1401 Kimmel Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1501 King Township,State Treasurer,,REP,Stacy L Garrity,,,,,176
Bedford,1501 King Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1601 Liberty Township,State Treasurer,,REP,Stacy L Garrity,,,,,215
Bedford,1601 Liberty Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1701 Lincoln Township,State Treasurer,,REP,Stacy L Garrity,,,,,92
Bedford,1701 Lincoln Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1801 Londonderry Township,State Treasurer,,REP,Stacy L Garrity,,,,,237
Bedford,1801 Londonderry Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,1901 Mann Township,State Treasurer,,REP,Stacy L Garrity,,,,,77
Bedford,1901 Mann Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,2001 Manns Choice Borough,State Treasurer,,REP,Stacy L Garrity,,,,,31
Bedford,2001 Manns Choice Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,2101 Monroe Township,State Treasurer,,REP,Stacy L Garrity,,,,,203
Bedford,2101 Monroe Township,State Treasurer,,REP,Write-in,,,,,0
Bedford,2201 Napier Township,State Treasurer,,REP,Stacy L Garrity,,,,,404
Bedford,2201 Napier Township,State Treasurer,,REP,Write-in,,,,,3
Bedford,2301 New Paris Borough,State Treasurer,,REP,Stacy L Garrity,,,,,25
Bedford,2301 New Paris Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,State Treasurer,,REP,Stacy L Garrity,,,,,22
Bedford,2401 Pleasantville Borough,State Treasurer,,REP,Write-in,,,,,0
Bedford,2501 East Providence Township,State Treasurer,,REP,Stacy L Garrity,,,,,350
