county,precinct,office,district,party,candidate,election_day,mail_in,votes
Delaware,NEWTOWN 7P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NEWTOWN 7P,U.S. House,5,REP,Rob Jordan,48,17,65
Delaware,NEWTOWN 7P,U.S. House,5,REP,Dasha Pruett,95,29,124
Delaware,NEWTOWN 7P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NEWTOWN 7P,General Assembly,168,DEM,Brittany Forman,21,47,68
Delaware,NEWTOWN 7P,General Assembly,168,DEM,Deb Ciamacca,36,74,110
Delaware,NEWTOWN 7P,General Assembly,168,DEM,Write-in,0,0,0
Delaware,NEWTOWN 7P,General Assembly,168,REP,Chris Quinn,147,45,192
Delaware,NEWTOWN 7P,General Assembly,168,REP,Write-in,0,0,0
Delaware,NEWTOWN 8P,President,,DEM,Bernie Sanders,17,21,38
Delaware,NEWTOWN 8P,President,,DEM,Joseph R. Biden,50,172,222
Delaware,NEWTOWN 8P,President,,DEM,Tulsi Gabbard,1,0,1
Delaware,NEWTOWN 8P,President,,DEM,Write-in,1,1,2
Delaware,NEWTOWN 8P,President,,REP,Donald J. Trump,112,34,146
Delaware,NEWTOWN 8P,President,,REP,Roque Rocky De La Fuente,3,4,7
Delaware,NEWTOWN 8P,President,,REP,Billy Weld,3,5,8
Delaware,NEWTOWN 8P,President,,REP,Write-in,3,9,12
Delaware,NEWTOWN 8P,Attorney General,,DEM,Josh Shapiro,59,181,240
Delaware,NEWTOWN 8P,Attorney General,,DEM,Write-in,0,1,1
Delaware,NEWTOWN 8P,Attorney General,,REP,Heather Heidelbaugh,109,57,166
Delaware,NEWTOWN 8P,Attorney General,,REP,Write-in,2,0,2
Delaware,NEWTOWN 8P,Auditor General,,DEM,H. Scott Conklin,2,9,11
Delaware,NEWTOWN 8P,Auditor General,,DEM,Michael Lamb,0,9,9
Delaware,NEWTOWN 8P,Auditor General,,DEM,Tracie Fountain,6,22,28
Delaware,NEWTOWN 8P,Auditor General,,DEM,Rose Rosie Marie Davis,1,7,8
Delaware,NEWTOWN 8P,Auditor General,,DEM,Nina Ahmad,49,108,157
Delaware,NEWTOWN 8P,Auditor General,,DEM,Christina M. Hartman,4,23,27
Delaware,NEWTOWN 8P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NEWTOWN 8P,Auditor General,,REP,Timothy Defoor,108,57,165
Delaware,NEWTOWN 8P,Auditor General,,REP,Write-in,2,0,2
Delaware,NEWTOWN 8P,State Treasurer,,DEM,Joe Torsella,60,173,233
Delaware,NEWTOWN 8P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NEWTOWN 8P,State Treasurer,,REP,Stacy L. Garrity,109,57,166
Delaware,NEWTOWN 8P,State Treasurer,,REP,Write-in,1,0,1
Delaware,NEWTOWN 8P,U.S. House,5,DEM,Mary Gay Scanlon,62,185,247
Delaware,NEWTOWN 8P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NEWTOWN 8P,U.S. House,5,REP,Rob Jordan,36,9,45
Delaware,NEWTOWN 8P,U.S. House,5,REP,Dasha Pruett,79,50,129
Delaware,NEWTOWN 8P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NEWTOWN 8P,General Assembly,168,DEM,Brittany Forman,28,67,95
Delaware,NEWTOWN 8P,General Assembly,168,DEM,Deb Ciamacca,38,122,160
Delaware,NEWTOWN 8P,General Assembly,168,DEM,Write-in,0,0,0
Delaware,NEWTOWN 8P,General Assembly,168,REP,Chris Quinn,111,57,168
Delaware,NEWTOWN 8P,General Assembly,168,REP,Write-in,2,0,2
Delaware,NORWOOD 1P,President,,DEM,Bernie Sanders,18,16,34
Delaware,NORWOOD 1P,President,,DEM,Joseph R. Biden,27,33,60
Delaware,NORWOOD 1P,President,,DEM,Tulsi Gabbard,3,0,3
Delaware,NORWOOD 1P,President,,DEM,Write-in,1,0,1
Delaware,NORWOOD 1P,President,,REP,Donald J. Trump,66,4,70
Delaware,NORWOOD 1P,President,,REP,Roque Rocky De La Fuente,7,2,9
Delaware,NORWOOD 1P,President,,REP,Billy Weld,2,1,3
Delaware,NORWOOD 1P,President,,REP,Write-in,3,2,5
Delaware,NORWOOD 1P,Attorney General,,DEM,Josh Shapiro,38,42,80
Delaware,NORWOOD 1P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 1P,Attorney General,,REP,Heather Heidelbaugh,66,9,75
Delaware,NORWOOD 1P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 1P,Auditor General,,DEM,H. Scott Conklin,1,1,2
Delaware,NORWOOD 1P,Auditor General,,DEM,Michael Lamb,3,2,5
Delaware,NORWOOD 1P,Auditor General,,DEM,Tracie Fountain,3,0,3
Delaware,NORWOOD 1P,Auditor General,,DEM,Rose Rosie Marie Davis,1,2,3
Delaware,NORWOOD 1P,Auditor General,,DEM,Nina Ahmad,26,30,56
Delaware,NORWOOD 1P,Auditor General,,DEM,Christina M. Hartman,7,11,18
Delaware,NORWOOD 1P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 1P,Auditor General,,REP,Timothy Defoor,64,9,73
Delaware,NORWOOD 1P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 1P,State Treasurer,,DEM,Joe Torsella,34,41,75
Delaware,NORWOOD 1P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 1P,State Treasurer,,REP,Stacy L. Garrity,68,9,77
Delaware,NORWOOD 1P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 1P,U.S. House,5,DEM,Mary Gay Scanlon,39,47,86
Delaware,NORWOOD 1P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 1P,U.S. House,5,REP,Rob Jordan,26,4,30
Delaware,NORWOOD 1P,U.S. House,5,REP,Dasha Pruett,50,5,55
Delaware,NORWOOD 1P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 1P,General Assembly,162,DEM,Dave Delloso,41,47,88
Delaware,NORWOOD 1P,General Assembly,162,DEM,Write-in,0,0,0
Delaware,NORWOOD 1P,General Assembly,162,REP,Pete Gaglio,67,9,76
Delaware,NORWOOD 1P,General Assembly,162,REP,Write-in,0,0,0
Delaware,NORWOOD 2P,President,,DEM,Bernie Sanders,11,3,14
Delaware,NORWOOD 2P,President,,DEM,Joseph R. Biden,26,28,54
Delaware,NORWOOD 2P,President,,DEM,Tulsi Gabbard,0,0,0
Delaware,NORWOOD 2P,President,,DEM,Write-in,1,3,4
Delaware,NORWOOD 2P,President,,REP,Donald J. Trump,63,12,75
Delaware,NORWOOD 2P,President,,REP,Roque Rocky De La Fuente,0,1,1
Delaware,NORWOOD 2P,President,,REP,Billy Weld,2,2,4
Delaware,NORWOOD 2P,President,,REP,Write-in,3,0,3
Delaware,NORWOOD 2P,Attorney General,,DEM,Josh Shapiro,32,30,62
Delaware,NORWOOD 2P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 2P,Attorney General,,REP,Heather Heidelbaugh,66,14,80
Delaware,NORWOOD 2P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 2P,Auditor General,,DEM,H. Scott Conklin,5,1,6
Delaware,NORWOOD 2P,Auditor General,,DEM,Michael Lamb,0,1,1
Delaware,NORWOOD 2P,Auditor General,,DEM,Tracie Fountain,4,1,5
Delaware,NORWOOD 2P,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2
Delaware,NORWOOD 2P,Auditor General,,DEM,Nina Ahmad,20,25,45
Delaware,NORWOOD 2P,Auditor General,,DEM,Christina M. Hartman,4,1,5
Delaware,NORWOOD 2P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 2P,Auditor General,,REP,Timothy Defoor,63,14,77
Delaware,NORWOOD 2P,Auditor General,,REP,Write-in,1,0,1
Delaware,NORWOOD 2P,State Treasurer,,DEM,Joe Torsella,32,29,61
Delaware,NORWOOD 2P,State Treasurer,,DEM,Write-in,1,0,1
Delaware,NORWOOD 2P,State Treasurer,,REP,Stacy L. Garrity,64,14,78
Delaware,NORWOOD 2P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 2P,U.S. House,5,DEM,Mary Gay Scanlon,33,33,66
Delaware,NORWOOD 2P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 2P,U.S. House,5,REP,Rob Jordan,31,6,37
Delaware,NORWOOD 2P,U.S. House,5,REP,Dasha Pruett,37,8,45
Delaware,NORWOOD 2P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 2P,General Assembly,162,DEM,Dave Delloso,34,33,67
Delaware,NORWOOD 2P,General Assembly,162,DEM,Write-in,1,0,1
Delaware,NORWOOD 2P,General Assembly,162,REP,Pete Gaglio,64,13,77
Delaware,NORWOOD 2P,General Assembly,162,REP,Write-in,0,0,0
Delaware,NORWOOD 3P,President,,DEM,Bernie Sanders,6,0,6
Delaware,NORWOOD 3P,President,,DEM,Joseph R. Biden,22,24,46
Delaware,NORWOOD 3P,President,,DEM,Tulsi Gabbard,1,1,2
Delaware,NORWOOD 3P,President,,DEM,Write-in,0,0,0
Delaware,NORWOOD 3P,President,,REP,Donald J. Trump,26,4,30
Delaware,NORWOOD 3P,President,,REP,Roque Rocky De La Fuente,3,0,3
Delaware,NORWOOD 3P,President,,REP,Billy Weld,2,0,2
Delaware,NORWOOD 3P,President,,REP,Write-in,4,0,4
Delaware,NORWOOD 3P,Attorney General,,DEM,Josh Shapiro,25,21,46
Delaware,NORWOOD 3P,Attorney General,,DEM,Write-in,1,0,1
Delaware,NORWOOD 3P,Attorney General,,REP,Heather Heidelbaugh,29,4,33
Delaware,NORWOOD 3P,Attorney General,,REP,Write-in,1,0,1
Delaware,NORWOOD 3P,Auditor General,,DEM,H. Scott Conklin,1,1,2
Delaware,NORWOOD 3P,Auditor General,,DEM,Michael Lamb,1,1,2
Delaware,NORWOOD 3P,Auditor General,,DEM,Tracie Fountain,0,5,5
Delaware,NORWOOD 3P,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Delaware,NORWOOD 3P,Auditor General,,DEM,Nina Ahmad,17,9,26
Delaware,NORWOOD 3P,Auditor General,,DEM,Christina M. Hartman,4,4,8
Delaware,NORWOOD 3P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 3P,Auditor General,,REP,Timothy Defoor,29,4,33
Delaware,NORWOOD 3P,Auditor General,,REP,Write-in,1,0,1
Delaware,NORWOOD 3P,State Treasurer,,DEM,Joe Torsella,23,21,44
Delaware,NORWOOD 3P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 3P,State Treasurer,,REP,Stacy L. Garrity,29,4,33
Delaware,NORWOOD 3P,State Treasurer,,REP,Write-in,1,0,1
Delaware,NORWOOD 3P,U.S. House,5,DEM,Mary Gay Scanlon,29,24,53
Delaware,NORWOOD 3P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 3P,U.S. House,5,REP,Rob Jordan,6,3,9
Delaware,NORWOOD 3P,U.S. House,5,REP,Dasha Pruett,26,1,27
Delaware,NORWOOD 3P,U.S. House,5,REP,Write-in,1,0,1
Delaware,NORWOOD 3P,General Assembly,162,DEM,Dave Delloso,26,22,48
Delaware,NORWOOD 3P,General Assembly,162,DEM,Write-in,0,0,0
Delaware,NORWOOD 3P,General Assembly,162,REP,Pete Gaglio,30,4,34
Delaware,NORWOOD 3P,General Assembly,162,REP,Write-in,2,0,2
Delaware,NORWOOD 4P,President,,DEM,Bernie Sanders,5,1,6
Delaware,NORWOOD 4P,President,,DEM,Joseph R. Biden,24,14,38
Delaware,NORWOOD 4P,President,,DEM,Tulsi Gabbard,0,0,0
Delaware,NORWOOD 4P,President,,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,President,,REP,Donald J. Trump,38,3,41
Delaware,NORWOOD 4P,President,,REP,Roque Rocky De La Fuente,3,0,3
Delaware,NORWOOD 4P,President,,REP,Billy Weld,1,2,3
Delaware,NORWOOD 4P,President,,REP,Write-in,0,0,0
Delaware,NORWOOD 4P,Attorney General,,DEM,Josh Shapiro,25,13,38
Delaware,NORWOOD 4P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,Attorney General,,REP,Heather Heidelbaugh,37,5,42
Delaware,NORWOOD 4P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 4P,Auditor General,,DEM,H. Scott Conklin,0,1,1
Delaware,NORWOOD 4P,Auditor General,,DEM,Michael Lamb,4,0,4
Delaware,NORWOOD 4P,Auditor General,,DEM,Tracie Fountain,1,1,2
Delaware,NORWOOD 4P,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2
Delaware,NORWOOD 4P,Auditor General,,DEM,Nina Ahmad,17,9,26
Delaware,NORWOOD 4P,Auditor General,,DEM,Christina M. Hartman,3,3,6
Delaware,NORWOOD 4P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,Auditor General,,REP,Timothy Defoor,38,5,43
Delaware,NORWOOD 4P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 4P,State Treasurer,,DEM,Joe Torsella,22,13,35
Delaware,NORWOOD 4P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,State Treasurer,,REP,Stacy L. Garrity,37,5,42
Delaware,NORWOOD 4P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 4P,U.S. House,5,DEM,Mary Gay Scanlon,27,14,41
Delaware,NORWOOD 4P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,U.S. House,5,REP,Rob Jordan,13,0,13
Delaware,NORWOOD 4P,U.S. House,5,REP,Dasha Pruett,22,3,25
Delaware,NORWOOD 4P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 4P,General Assembly,162,DEM,Dave Delloso,27,15,42
Delaware,NORWOOD 4P,General Assembly,162,DEM,Write-in,0,0,0
Delaware,NORWOOD 4P,General Assembly,162,REP,Pete Gaglio,37,4,41
Delaware,NORWOOD 4P,General Assembly,162,REP,Write-in,0,0,0
Delaware,NORWOOD 5P,President,,DEM,Bernie Sanders,14,4,18
Delaware,NORWOOD 5P,President,,DEM,Joseph R. Biden,30,32,62
Delaware,NORWOOD 5P,President,,DEM,Tulsi Gabbard,3,1,4
Delaware,NORWOOD 5P,President,,DEM,Write-in,1,1,2
Delaware,NORWOOD 5P,President,,REP,Donald J. Trump,45,11,56
Delaware,NORWOOD 5P,President,,REP,Roque Rocky De La Fuente,2,0,2
Delaware,NORWOOD 5P,President,,REP,Billy Weld,4,2,6
Delaware,NORWOOD 5P,President,,REP,Write-in,1,2,3
Delaware,NORWOOD 5P,Attorney General,,DEM,Josh Shapiro,43,33,76
Delaware,NORWOOD 5P,Attorney General,,DEM,Write-in,2,0,2
Delaware,NORWOOD 5P,Attorney General,,REP,Heather Heidelbaugh,43,13,56
Delaware,NORWOOD 5P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 5P,Auditor General,,DEM,H. Scott Conklin,5,0,5
Delaware,NORWOOD 5P,Auditor General,,DEM,Michael Lamb,2,2,4
Delaware,NORWOOD 5P,Auditor General,,DEM,Tracie Fountain,2,4,6
Delaware,NORWOOD 5P,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,1
Delaware,NORWOOD 5P,Auditor General,,DEM,Nina Ahmad,27,25,52
Delaware,NORWOOD 5P,Auditor General,,DEM,Christina M. Hartman,6,2,8
Delaware,NORWOOD 5P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 5P,Auditor General,,REP,Timothy Defoor,42,13,55
Delaware,NORWOOD 5P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 5P,State Treasurer,,DEM,Joe Torsella,38,30,68
Delaware,NORWOOD 5P,State Treasurer,,DEM,Write-in,1,0,1
Delaware,NORWOOD 5P,State Treasurer,,REP,Stacy L. Garrity,41,13,54
Delaware,NORWOOD 5P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 5P,U.S. House,5,DEM,Mary Gay Scanlon,44,35,79
Delaware,NORWOOD 5P,U.S. House,5,DEM,Write-in,2,0,2
Delaware,NORWOOD 5P,U.S. House,5,REP,Rob Jordan,18,2,20
Delaware,NORWOOD 5P,U.S. House,5,REP,Dasha Pruett,31,12,43
Delaware,NORWOOD 5P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 5P,General Assembly,162,DEM,Dave Delloso,43,34,77
Delaware,NORWOOD 5P,General Assembly,162,DEM,Write-in,0,0,0
Delaware,NORWOOD 5P,General Assembly,162,REP,Pete Gaglio,44,13,57
Delaware,NORWOOD 5P,General Assembly,162,REP,Write-in,0,0,0
Delaware,NORWOOD 6P,President,,DEM,Bernie Sanders,17,4,21
Delaware,NORWOOD 6P,President,,DEM,Joseph R. Biden,37,45,82
Delaware,NORWOOD 6P,President,,DEM,Tulsi Gabbard,2,1,3
Delaware,NORWOOD 6P,President,,DEM,Write-in,0,1,1
Delaware,NORWOOD 6P,President,,REP,Donald J. Trump,74,6,80
Delaware,NORWOOD 6P,President,,REP,Roque Rocky De La Fuente,0,0,0
Delaware,NORWOOD 6P,President,,REP,Billy Weld,2,1,3
Delaware,NORWOOD 6P,President,,REP,Write-in,1,1,2
Delaware,NORWOOD 6P,Attorney General,,DEM,Josh Shapiro,44,45,89
Delaware,NORWOOD 6P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 6P,Attorney General,,REP,Heather Heidelbaugh,65,8,73
Delaware,NORWOOD 6P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 6P,Auditor General,,DEM,H. Scott Conklin,2,2,4
Delaware,NORWOOD 6P,Auditor General,,DEM,Michael Lamb,8,6,14
Delaware,NORWOOD 6P,Auditor General,,DEM,Tracie Fountain,1,6,7
Delaware,NORWOOD 6P,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0
Delaware,NORWOOD 6P,Auditor General,,DEM,Nina Ahmad,29,27,56
Delaware,NORWOOD 6P,Auditor General,,DEM,Christina M. Hartman,6,2,8
Delaware,NORWOOD 6P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 6P,Auditor General,,REP,Timothy Defoor,65,7,72
Delaware,NORWOOD 6P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 6P,State Treasurer,,DEM,Joe Torsella,40,43,83
Delaware,NORWOOD 6P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 6P,State Treasurer,,REP,Stacy L. Garrity,65,7,72
Delaware,NORWOOD 6P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 6P,U.S. House,5,DEM,Mary Gay Scanlon,48,48,96
Delaware,NORWOOD 6P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 6P,U.S. House,5,REP,Rob Jordan,30,3,33
Delaware,NORWOOD 6P,U.S. House,5,REP,Dasha Pruett,39,3,42
Delaware,NORWOOD 6P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 6P,General Assembly,162,DEM,Dave Delloso,48,46,94
Delaware,NORWOOD 6P,General Assembly,162,DEM,Write-in,0,1,1
Delaware,NORWOOD 6P,General Assembly,162,REP,Pete Gaglio,67,8,75
Delaware,NORWOOD 6P,General Assembly,162,REP,Write-in,0,0,0
Delaware,NORWOOD 7P,President,,DEM,Bernie Sanders,8,6,14
Delaware,NORWOOD 7P,President,,DEM,Joseph R. Biden,32,36,68
Delaware,NORWOOD 7P,President,,DEM,Tulsi Gabbard,1,1,2
Delaware,NORWOOD 7P,President,,DEM,Write-in,1,0,1
Delaware,NORWOOD 7P,President,,REP,Donald J. Trump,67,16,83
Delaware,NORWOOD 7P,President,,REP,Roque Rocky De La Fuente,2,0,2
Delaware,NORWOOD 7P,President,,REP,Billy Weld,3,3,6
Delaware,NORWOOD 7P,President,,REP,Write-in,0,1,1
Delaware,NORWOOD 7P,Attorney General,,DEM,Josh Shapiro,33,40,73
Delaware,NORWOOD 7P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 7P,Attorney General,,REP,Heather Heidelbaugh,63,18,81
Delaware,NORWOOD 7P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 7P,Auditor General,,DEM,H. Scott Conklin,1,1,2
Delaware,NORWOOD 7P,Auditor General,,DEM,Michael Lamb,2,5,7
Delaware,NORWOOD 7P,Auditor General,,DEM,Tracie Fountain,3,4,7
Delaware,NORWOOD 7P,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,1
Delaware,NORWOOD 7P,Auditor General,,DEM,Nina Ahmad,22,22,44
Delaware,NORWOOD 7P,Auditor General,,DEM,Christina M. Hartman,7,5,12
Delaware,NORWOOD 7P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 7P,Auditor General,,REP,Timothy Defoor,62,18,80
Delaware,NORWOOD 7P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 7P,State Treasurer,,DEM,Joe Torsella,30,37,67
Delaware,NORWOOD 7P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 7P,State Treasurer,,REP,Stacy L. Garrity,62,19,81
Delaware,NORWOOD 7P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 7P,U.S. House,5,DEM,Mary Gay Scanlon,35,42,77
Delaware,NORWOOD 7P,U.S. House,5,DEM,Write-in,1,0,1
Delaware,NORWOOD 7P,U.S. House,5,REP,Rob Jordan,24,9,33
Delaware,NORWOOD 7P,U.S. House,5,REP,Dasha Pruett,39,11,50
Delaware,NORWOOD 7P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 7P,General Assembly,162,DEM,Dave Delloso,33,42,75
Delaware,NORWOOD 7P,General Assembly,162,DEM,Write-in,1,0,1
Delaware,NORWOOD 7P,General Assembly,162,REP,Pete Gaglio,63,20,83
Delaware,NORWOOD 7P,General Assembly,162,REP,Write-in,1,0,1
Delaware,NORWOOD 8P,President,,DEM,Bernie Sanders,8,2,10
Delaware,NORWOOD 8P,President,,DEM,Joseph R. Biden,24,41,65
Delaware,NORWOOD 8P,President,,DEM,Tulsi Gabbard,2,1,3
Delaware,NORWOOD 8P,President,,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,President,,REP,Donald J. Trump,57,7,64
Delaware,NORWOOD 8P,President,,REP,Roque Rocky De La Fuente,1,1,2
Delaware,NORWOOD 8P,President,,REP,Billy Weld,5,1,6
Delaware,NORWOOD 8P,President,,REP,Write-in,3,1,4
Delaware,NORWOOD 8P,Attorney General,,DEM,Josh Shapiro,29,38,67
Delaware,NORWOOD 8P,Attorney General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,Attorney General,,REP,Heather Heidelbaugh,64,11,75
Delaware,NORWOOD 8P,Attorney General,,REP,Write-in,0,0,0
Delaware,NORWOOD 8P,Auditor General,,DEM,H. Scott Conklin,3,1,4
Delaware,NORWOOD 8P,Auditor General,,DEM,Michael Lamb,2,2,4
Delaware,NORWOOD 8P,Auditor General,,DEM,Tracie Fountain,1,3,4
Delaware,NORWOOD 8P,Auditor General,,DEM,Rose Rosie Marie Davis,1,3,4
Delaware,NORWOOD 8P,Auditor General,,DEM,Nina Ahmad,14,29,43
Delaware,NORWOOD 8P,Auditor General,,DEM,Christina M. Hartman,7,3,10
Delaware,NORWOOD 8P,Auditor General,,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,Auditor General,,REP,Timothy Defoor,65,11,76
Delaware,NORWOOD 8P,Auditor General,,REP,Write-in,0,0,0
Delaware,NORWOOD 8P,State Treasurer,,DEM,Joe Torsella,26,41,67
Delaware,NORWOOD 8P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,State Treasurer,,REP,Stacy L. Garrity,65,10,75
Delaware,NORWOOD 8P,State Treasurer,,REP,Write-in,0,0,0
Delaware,NORWOOD 8P,U.S. House,5,DEM,Mary Gay Scanlon,32,44,76
Delaware,NORWOOD 8P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,U.S. House,5,REP,Rob Jordan,24,1,25
Delaware,NORWOOD 8P,U.S. House,5,REP,Dasha Pruett,40,10,50
Delaware,NORWOOD 8P,U.S. House,5,REP,Write-in,0,0,0
Delaware,NORWOOD 8P,General Assembly,162,DEM,Dave Delloso,29,42,71
Delaware,NORWOOD 8P,General Assembly,162,DEM,Write-in,0,0,0
Delaware,NORWOOD 8P,General Assembly,162,REP,Pete Gaglio,66,10,76
Delaware,NORWOOD 8P,General Assembly,162,REP,Write-in,0,0,0
Delaware,PARKSIDE,President,,DEM,Bernie Sanders,34,32,66
Delaware,PARKSIDE,President,,DEM,Joseph R. Biden,141,91,232
Delaware,PARKSIDE,President,,DEM,Tulsi Gabbard,3,1,4
Delaware,PARKSIDE,President,,DEM,Write-in,5,0,5
Delaware,PARKSIDE,President,,REP,Donald J. Trump,145,27,172
Delaware,PARKSIDE,President,,REP,Roque Rocky De La Fuente,12,1,13
Delaware,PARKSIDE,President,,REP,Billy Weld,9,9,18
Delaware,PARKSIDE,President,,REP,Write-in,8,1,9
Delaware,PARKSIDE,Attorney General,,DEM,Josh Shapiro,148,114,262
Delaware,PARKSIDE,Attorney General,,DEM,Write-in,2,1,3
Delaware,PARKSIDE,Attorney General,,REP,Heather Heidelbaugh,155,33,188
Delaware,PARKSIDE,Attorney General,,REP,Write-in,4,0,4
Delaware,PARKSIDE,Auditor General,,DEM,H. Scott Conklin,12,8,20
Delaware,PARKSIDE,Auditor General,,DEM,Michael Lamb,8,2,10
Delaware,PARKSIDE,Auditor General,,DEM,Tracie Fountain,13,15,28
Delaware,PARKSIDE,Auditor General,,DEM,Rose Rosie Marie Davis,7,4,11
Delaware,PARKSIDE,Auditor General,,DEM,Nina Ahmad,106,73,179
Delaware,PARKSIDE,Auditor General,,DEM,Christina M. Hartman,13,12,25
Delaware,PARKSIDE,Auditor General,,DEM,Write-in,1,0,1
Delaware,PARKSIDE,Auditor General,,REP,Timothy Defoor,152,33,185
Delaware,PARKSIDE,Auditor General,,REP,Write-in,3,0,3
Delaware,PARKSIDE,State Treasurer,,DEM,Joe Torsella,151,111,262
Delaware,PARKSIDE,State Treasurer,,DEM,Write-in,3,0,3
Delaware,PARKSIDE,State Treasurer,,REP,Stacy L. Garrity,150,33,183
Delaware,PARKSIDE,State Treasurer,,REP,Write-in,4,0,4
Delaware,PARKSIDE,U.S. House,5,DEM,Mary Gay Scanlon,164,126,290
Delaware,PARKSIDE,U.S. House,5,DEM,Write-in,1,0,1
Delaware,PARKSIDE,U.S. House,5,REP,Rob Jordan,62,8,70
Delaware,PARKSIDE,U.S. House,5,REP,Dasha Pruett,104,25,129
Delaware,PARKSIDE,U.S. House,5,REP,Write-in,2,0,2
Delaware,PARKSIDE,State Senate,9,DEM,Brett Burman,98,72,170
Delaware,PARKSIDE,State Senate,9,DEM,John I. Kane,75,50,125
Delaware,PARKSIDE,State Senate,9,DEM,Write-in,2,0,2
Delaware,PARKSIDE,State Senate,9,REP,Thomas H. Killion,161,35,196
Delaware,PARKSIDE,State Senate,9,REP,Write-in,3,0,3
Delaware,PARKSIDE,General Assembly,159,DEM,Angela Renee Prattis,74,51,125
Delaware,PARKSIDE,General Assembly,159,DEM,Brian Kirkland,97,70,167
Delaware,PARKSIDE,General Assembly,159,DEM,Write-in,2,1,3
Delaware,PARKSIDE,General Assembly,159,REP,Ruth Moton,151,33,184
Delaware,PARKSIDE,General Assembly,159,REP,Write-in,3,0,3
Delaware,PROSPECT PARK 1P,President,,DEM,Bernie Sanders,25,10,35
Delaware,PROSPECT PARK 1P,President,,DEM,Joseph R. Biden,78,65,143
