county,precinct,office,district,party,candidate,election_day,mail_in,votes
Delaware,ALDAN Western,Auditor General,,DEM,Michael Lamb,4,3,7
Delaware,ALDAN Western,Auditor General,,DEM,Tracie Fountain,9,4,13
Delaware,ALDAN Western,Auditor General,,DEM,Rose Rosie Marie Davis,6,3,9
Delaware,ALDAN Western,Auditor General,,DEM,Nina Ahmad,132,89,221
Delaware,ALDAN Western,Auditor General,,DEM,Christina M. Hartman,15,19,34
Delaware,ALDAN Western,Auditor General,,DEM,Write-in,1,0,1
Delaware,ALDAN Western,Auditor General,,REP,Timothy Defoor,108,38,146
Delaware,ALDAN Western,Auditor General,,REP,Write-in,1,0,1
Delaware,ALDAN Western,State Treasurer,,DEM,Joe Torsella,161,125,286
Delaware,ALDAN Western,State Treasurer,,DEM,Write-in,3,0,3
Delaware,ALDAN Western,State Treasurer,,REP,Stacy L. Garrity,112,37,149
Delaware,ALDAN Western,State Treasurer,,REP,Write-in,1,0,1
Delaware,ALDAN Western,U.S. House,5,DEM,Mary Gay Scanlon,180,139,319
Delaware,ALDAN Western,U.S. House,5,DEM,Write-in,4,0,4
Delaware,ALDAN Western,U.S. House,5,REP,Rob Jordan,59,19,78
Delaware,ALDAN Western,U.S. House,5,REP,Dasha Pruett,58,24,82
Delaware,ALDAN Western,U.S. House,5,REP,Write-in,0,0,0
Delaware,ALDAN Western,General Assembly,163,DEM,Mike Zabel,177,131,308
Delaware,ALDAN Western,General Assembly,163,DEM,Write-in,6,0,6
Delaware,ALDAN Western,General Assembly,163,REP,Michael Mccollum,111,38,149
Delaware,ALDAN Western,General Assembly,163,REP,Write-in,0,0,0
Delaware,ASTON 1W,President,,DEM,Bernie Sanders,16,14,30
Delaware,ASTON 1W,President,,DEM,Joseph R. Biden,53,159,212
Delaware,ASTON 1W,President,,DEM,Tulsi Gabbard,2,0,2
Delaware,ASTON 1W,President,,DEM,Write-in,1,4,5
Delaware,ASTON 1W,President,,REP,Donald J. Trump,144,55,199
Delaware,ASTON 1W,President,,REP,Roque Rocky De La Fuente,7,6,13
Delaware,ASTON 1W,President,,REP,Billy Weld,9,6,15
Delaware,ASTON 1W,President,,REP,Write-in,1,6,7
Delaware,ASTON 1W,Attorney General,,DEM,Josh Shapiro,60,160,220
Delaware,ASTON 1W,Attorney General,,DEM,Write-in,0,0,0
Delaware,ASTON 1W,Attorney General,,REP,Heather Heidelbaugh,143,74,217
Delaware,ASTON 1W,Attorney General,,REP,Write-in,0,0,0
Delaware,ASTON 1W,Auditor General,,DEM,H. Scott Conklin,7,7,14
Delaware,ASTON 1W,Auditor General,,DEM,Michael Lamb,3,13,16
Delaware,ASTON 1W,Auditor General,,DEM,Tracie Fountain,2,11,13
Delaware,ASTON 1W,Auditor General,,DEM,Rose Rosie Marie Davis,2,3,5
Delaware,ASTON 1W,Auditor General,,DEM,Nina Ahmad,44,98,142
Delaware,ASTON 1W,Auditor General,,DEM,Christina M. Hartman,8,26,34
Delaware,ASTON 1W,Auditor General,,DEM,Write-in,1,0,1
Delaware,ASTON 1W,Auditor General,,REP,Timothy Defoor,135,74,209
Delaware,ASTON 1W,Auditor General,,REP,Write-in,0,1,1
Delaware,ASTON 1W,State Treasurer,,DEM,Joe Torsella,58,151,209
Delaware,ASTON 1W,State Treasurer,,DEM,Write-in,0,0,0
Delaware,ASTON 1W,State Treasurer,,REP,Stacy L. Garrity,136,74,210
Delaware,ASTON 1W,State Treasurer,,REP,Write-in,0,0,0
Delaware,ASTON 1W,U.S. House,5,DEM,Mary Gay Scanlon,63,170,233
Delaware,ASTON 1W,U.S. House,5,DEM,Write-in,1,0,1
Delaware,ASTON 1W,U.S. House,5,REP,Rob Jordan,53,20,73
Delaware,ASTON 1W,U.S. House,5,REP,Dasha Pruett,99,63,162
Delaware,ASTON 1W,U.S. House,5,REP,Write-in,1,1,2
Delaware,ASTON 1W,State Senate,9,DEM,Brett Burman,42,95,137
Delaware,ASTON 1W,State Senate,9,DEM,John I. Kane,26,80,106
Delaware,ASTON 1W,State Senate,9,DEM,Write-in,0,1,1
Delaware,ASTON 1W,State Senate,9,REP,Thomas H. Killion,157,88,245
Delaware,ASTON 1W,State Senate,9,REP,Write-in,1,0,1
Delaware,ASTON 1W,General Assembly,161,DEM,Leanne Krueger,62,162,224
Delaware,ASTON 1W,General Assembly,161,DEM,Write-in,1,1,2
Delaware,ASTON 1W,General Assembly,161,REP,Ralph Shicatano,154,82,236
Delaware,ASTON 1W,General Assembly,161,REP,Write-in,0,0,0
Delaware,ASTON 2W,President,,DEM,Bernie Sanders,23,24,47
Delaware,ASTON 2W,President,,DEM,Joseph R. Biden,81,250,331
Delaware,ASTON 2W,President,,DEM,Tulsi Gabbard,6,2,8
Delaware,ASTON 2W,President,,DEM,Write-in,4,0,4
Delaware,ASTON 2W,President,,REP,Donald J. Trump,257,101,358
Delaware,ASTON 2W,President,,REP,Roque Rocky De La Fuente,7,7,14
Delaware,ASTON 2W,President,,REP,Billy Weld,13,21,34
Delaware,ASTON 2W,President,,REP,Write-in,7,6,13
Delaware,ASTON 2W,Attorney General,,DEM,Josh Shapiro,98,231,329
Delaware,ASTON 2W,Attorney General,,DEM,Write-in,0,0,0
Delaware,ASTON 2W,Attorney General,,REP,Heather Heidelbaugh,256,128,384
Delaware,ASTON 2W,Attorney General,,REP,Write-in,0,0,0
Delaware,ASTON 2W,Auditor General,,DEM,H. Scott Conklin,5,10,15
Delaware,ASTON 2W,Auditor General,,DEM,Michael Lamb,6,27,33
Delaware,ASTON 2W,Auditor General,,DEM,Tracie Fountain,7,17,24
Delaware,ASTON 2W,Auditor General,,DEM,Rose Rosie Marie Davis,3,4,7
Delaware,ASTON 2W,Auditor General,,DEM,Nina Ahmad,67,148,215
Delaware,ASTON 2W,Auditor General,,DEM,Christina M. Hartman,13,33,46
Delaware,ASTON 2W,Auditor General,,DEM,Write-in,0,0,0
Delaware,ASTON 2W,Auditor General,,REP,Timothy Defoor,255,124,379
Delaware,ASTON 2W,Auditor General,,REP,Write-in,0,0,0
Delaware,ASTON 2W,State Treasurer,,DEM,Joe Torsella,93,226,319
Delaware,ASTON 2W,State Treasurer,,DEM,Write-in,0,0,0
Delaware,ASTON 2W,State Treasurer,,REP,Stacy L. Garrity,254,123,377
Delaware,ASTON 2W,State Treasurer,,REP,Write-in,0,0,0
Delaware,ASTON 2W,U.S. House,5,DEM,Mary Gay Scanlon,104,256,360
Delaware,ASTON 2W,U.S. House,5,DEM,Write-in,1,0,1
Delaware,ASTON 2W,U.S. House,5,REP,Rob Jordan,84,33,117
Delaware,ASTON 2W,U.S. House,5,REP,Dasha Pruett,192,104,296
Delaware,ASTON 2W,U.S. House,5,REP,Write-in,0,0,0
Delaware,ASTON 2W,State Senate,9,DEM,Brett Burman,58,140,198
Delaware,ASTON 2W,State Senate,9,DEM,John I. Kane,51,116,167
Delaware,ASTON 2W,State Senate,9,DEM,Write-in,0,0,0
Delaware,ASTON 2W,State Senate,9,REP,Thomas H. Killion,281,139,420
Delaware,ASTON 2W,State Senate,9,REP,Write-in,2,1,3
Delaware,ASTON 2W,General Assembly,161,DEM,Leanne Krueger,103,245,348
Delaware,ASTON 2W,General Assembly,161,DEM,Write-in,2,0,2
Delaware,ASTON 2W,General Assembly,161,REP,Ralph Shicatano,271,136,407
Delaware,ASTON 2W,General Assembly,161,REP,Write-in,0,0,0
Delaware,ASTON 3W,President,,DEM,Bernie Sanders,20,15,35
Delaware,ASTON 3W,President,,DEM,Joseph R. Biden,61,117,178
Delaware,ASTON 3W,President,,DEM,Tulsi Gabbard,3,4,7
Delaware,ASTON 3W,President,,DEM,Write-in,1,0,1
Delaware,ASTON 3W,President,,REP,Donald J. Trump,235,53,288
Delaware,ASTON 3W,President,,REP,Roque Rocky De La Fuente,4,5,9
Delaware,ASTON 3W,President,,REP,Billy Weld,4,27,31
Delaware,ASTON 3W,President,,REP,Write-in,5,5,10
Delaware,ASTON 3W,Attorney General,,DEM,Josh Shapiro,75,117,192
Delaware,ASTON 3W,Attorney General,,DEM,Write-in,0,1,1
Delaware,ASTON 3W,Attorney General,,REP,Heather Heidelbaugh,226,79,305
Delaware,ASTON 3W,Attorney General,,REP,Write-in,2,1,3
Delaware,ASTON 3W,Auditor General,,DEM,H. Scott Conklin,6,3,9
Delaware,ASTON 3W,Auditor General,,DEM,Michael Lamb,6,9,15
Delaware,ASTON 3W,Auditor General,,DEM,Tracie Fountain,1,6,7
Delaware,ASTON 3W,Auditor General,,DEM,Rose Rosie Marie Davis,5,3,8
Delaware,ASTON 3W,Auditor General,,DEM,Nina Ahmad,45,70,115
Delaware,ASTON 3W,Auditor General,,DEM,Christina M. Hartman,9,23,32
Delaware,ASTON 3W,Auditor General,,DEM,Write-in,0,0,0
Delaware,ASTON 3W,Auditor General,,REP,Timothy Defoor,224,79,303
Delaware,ASTON 3W,Auditor General,,REP,Write-in,2,1,3
Delaware,ASTON 3W,State Treasurer,,DEM,Joe Torsella,72,115,187
Delaware,ASTON 3W,State Treasurer,,DEM,Write-in,0,0,0
Delaware,ASTON 3W,State Treasurer,,REP,Stacy L. Garrity,227,81,308
Delaware,ASTON 3W,State Treasurer,,REP,Write-in,2,1,3
Delaware,ASTON 3W,U.S. House,5,DEM,Mary Gay Scanlon,80,125,205
Delaware,ASTON 3W,U.S. House,5,DEM,Write-in,0,0,0
Delaware,ASTON 3W,U.S. House,5,REP,Rob Jordan,84,24,108
Delaware,ASTON 3W,U.S. House,5,REP,Dasha Pruett,154,64,218
Delaware,ASTON 3W,U.S. House,5,REP,Write-in,1,2,3
Delaware,ASTON 3W,State Senate,9,DEM,Brett Burman,37,60,97
Delaware,ASTON 3W,State Senate,9,DEM,John I. Kane,44,65,109
Delaware,ASTON 3W,State Senate,9,DEM,Write-in,0,0,0
Delaware,ASTON 3W,State Senate,9,REP,Thomas H. Killion,238,88,326
Delaware,ASTON 3W,State Senate,9,REP,Write-in,1,2,3
Delaware,ASTON 3W,General Assembly,161,DEM,Leanne Krueger,75,123,198
Delaware,ASTON 3W,General Assembly,161,DEM,Write-in,0,0,0
Delaware,ASTON 3W,General Assembly,161,REP,Ralph Shicatano,236,82,318
Delaware,ASTON 3W,General Assembly,161,REP,Write-in,1,2,3
Delaware,ASTON 4W,President,,DEM,Bernie Sanders,22,15,37
Delaware,ASTON 4W,President,,DEM,Joseph R. Biden,55,86,141
Delaware,ASTON 4W,President,,DEM,Tulsi Gabbard,1,4,5
Delaware,ASTON 4W,President,,DEM,Write-in,1,0,1
Delaware,ASTON 4W,President,,REP,Donald J. Trump,201,61,262
Delaware,ASTON 4W,President,,REP,Roque Rocky De La Fuente,7,4,11
Delaware,ASTON 4W,President,,REP,Billy Weld,8,17,25
Delaware,ASTON 4W,President,,REP,Write-in,1,5,6
Delaware,ASTON 4W,Attorney General,,DEM,Josh Shapiro,66,94,160
Delaware,ASTON 4W,Attorney General,,DEM,Write-in,0,1,1
Delaware,ASTON 4W,Attorney General,,REP,Heather Heidelbaugh,199,84,283
Delaware,ASTON 4W,Attorney General,,REP,Write-in,1,1,2
Delaware,ASTON 4W,Auditor General,,DEM,H. Scott Conklin,3,3,6
Delaware,ASTON 4W,Auditor General,,DEM,Michael Lamb,6,4,10
Delaware,ASTON 4W,Auditor General,,DEM,Tracie Fountain,3,2,5
Delaware,ASTON 4W,Auditor General,,DEM,Rose Rosie Marie Davis,7,3,10
Delaware,ASTON 4W,Auditor General,,DEM,Nina Ahmad,33,59,92
Delaware,ASTON 4W,Auditor General,,DEM,Christina M. Hartman,13,19,32
Delaware,ASTON 4W,Auditor General,,DEM,Write-in,0,0,0
Delaware,ASTON 4W,Auditor General,,REP,Timothy Defoor,191,81,272
Delaware,ASTON 4W,Auditor General,,REP,Write-in,1,2,3
Delaware,ASTON 4W,State Treasurer,,DEM,Joe Torsella,63,89,152
Delaware,ASTON 4W,State Treasurer,,DEM,Write-in,0,1,1
Delaware,ASTON 4W,State Treasurer,,REP,Stacy L. Garrity,196,84,280
Delaware,ASTON 4W,State Treasurer,,REP,Write-in,1,0,1
Delaware,ASTON 4W,U.S. House,5,DEM,Mary Gay Scanlon,77,100,177
Delaware,ASTON 4W,U.S. House,5,DEM,Write-in,0,1,1
Delaware,ASTON 4W,U.S. House,5,REP,Rob Jordan,83,28,111
Delaware,ASTON 4W,U.S. House,5,REP,Dasha Pruett,130,61,191
Delaware,ASTON 4W,U.S. House,5,REP,Write-in,1,1,2
Delaware,ASTON 4W,State Senate,9,DEM,Brett Burman,31,61,92
Delaware,ASTON 4W,State Senate,9,DEM,John I. Kane,48,41,89
Delaware,ASTON 4W,State Senate,9,DEM,Write-in,0,0,0
Delaware,ASTON 4W,State Senate,9,REP,Thomas H. Killion,217,91,308
Delaware,ASTON 4W,State Senate,9,REP,Write-in,0,0,0
Delaware,ASTON 4W,General Assembly,161,DEM,Leanne Krueger,73,97,170
Delaware,ASTON 4W,General Assembly,161,DEM,Write-in,0,0,0
Delaware,ASTON 4W,General Assembly,161,REP,Ralph Shicatano,213,87,300
Delaware,ASTON 4W,General Assembly,161,REP,Write-in,1,1,2
Delaware,ASTON 5W,President,,DEM,Bernie Sanders,14,32,46
Delaware,ASTON 5W,President,,DEM,Joseph R. Biden,41,98,139
Delaware,ASTON 5W,President,,DEM,Tulsi Gabbard,2,2,4
Delaware,ASTON 5W,President,,DEM,Write-in,0,1,1
Delaware,ASTON 5W,President,,REP,Donald J. Trump,195,54,249
Delaware,ASTON 5W,President,,REP,Roque Rocky De La Fuente,7,5,12
Delaware,ASTON 5W,President,,REP,Billy Weld,11,10,21
Delaware,ASTON 5W,President,,REP,Write-in,4,3,7
Delaware,ASTON 5W,Attorney General,,DEM,Josh Shapiro,50,119,169
Delaware,ASTON 5W,Attorney General,,DEM,Write-in,0,1,1
Delaware,ASTON 5W,Attorney General,,REP,Heather Heidelbaugh,209,67,276
Delaware,ASTON 5W,Attorney General,,REP,Write-in,0,1,1
Delaware,ASTON 5W,Auditor General,,DEM,H. Scott Conklin,3,3,6
Delaware,ASTON 5W,Auditor General,,DEM,Michael Lamb,5,9,14
Delaware,ASTON 5W,Auditor General,,DEM,Tracie Fountain,3,6,9
Delaware,ASTON 5W,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,4
Delaware,ASTON 5W,Auditor General,,DEM,Nina Ahmad,25,80,105
Delaware,ASTON 5W,Auditor General,,DEM,Christina M. Hartman,12,26,38
Delaware,ASTON 5W,Auditor General,,DEM,Write-in,0,0,0
Delaware,ASTON 5W,Auditor General,,REP,Timothy Defoor,206,66,272
Delaware,ASTON 5W,Auditor General,,REP,Write-in,0,1,1
Delaware,ASTON 5W,State Treasurer,,DEM,Joe Torsella,52,112,164
Delaware,ASTON 5W,State Treasurer,,DEM,Write-in,0,0,0
Delaware,ASTON 5W,State Treasurer,,REP,Stacy L. Garrity,201,67,268
Delaware,ASTON 5W,State Treasurer,,REP,Write-in,1,1,2
Delaware,ASTON 5W,U.S. House,5,DEM,Mary Gay Scanlon,53,124,177
Delaware,ASTON 5W,U.S. House,5,DEM,Write-in,0,0,0
Delaware,ASTON 5W,U.S. House,5,REP,Rob Jordan,66,18,84
Delaware,ASTON 5W,U.S. House,5,REP,Dasha Pruett,148,53,201
Delaware,ASTON 5W,U.S. House,5,REP,Write-in,0,0,0
Delaware,ASTON 5W,State Senate,9,DEM,Brett Burman,33,69,102
Delaware,ASTON 5W,State Senate,9,DEM,John I. Kane,21,60,81
Delaware,ASTON 5W,State Senate,9,DEM,Write-in,0,0,0
Delaware,ASTON 5W,State Senate,9,REP,Thomas H. Killion,215,72,287
Delaware,ASTON 5W,State Senate,9,REP,Write-in,1,0,1
Delaware,ASTON 5W,General Assembly,161,DEM,Leanne Krueger,49,124,173
Delaware,ASTON 5W,General Assembly,161,DEM,Write-in,1,0,1
Delaware,ASTON 5W,General Assembly,161,REP,Ralph Shicatano,214,71,285
Delaware,ASTON 5W,General Assembly,161,REP,Write-in,0,0,0
Delaware,ASTON 6W,President,,DEM,Bernie Sanders,19,39,58
Delaware,ASTON 6W,President,,DEM,Joseph R. Biden,69,98,167
Delaware,ASTON 6W,President,,DEM,Tulsi Gabbard,1,1,2
Delaware,ASTON 6W,President,,DEM,Write-in,1,4,5
Delaware,ASTON 6W,President,,REP,Donald J. Trump,241,49,290
Delaware,ASTON 6W,President,,REP,Roque Rocky De La Fuente,10,2,12
Delaware,ASTON 6W,President,,REP,Billy Weld,8,8,16
Delaware,ASTON 6W,President,,REP,Write-in,5,4,9
Delaware,ASTON 6W,Attorney General,,DEM,Josh Shapiro,78,131,209
Delaware,ASTON 6W,Attorney General,,DEM,Write-in,0,1,1
Delaware,ASTON 6W,Attorney General,,REP,Heather Heidelbaugh,238,62,300
Delaware,ASTON 6W,Attorney General,,REP,Write-in,2,0,2
Delaware,ASTON 6W,Auditor General,,DEM,H. Scott Conklin,2,7,9
Delaware,ASTON 6W,Auditor General,,DEM,Michael Lamb,10,8,18
Delaware,ASTON 6W,Auditor General,,DEM,Tracie Fountain,3,14,17
Delaware,ASTON 6W,Auditor General,,DEM,Rose Rosie Marie Davis,4,2,6
Delaware,ASTON 6W,Auditor General,,DEM,Nina Ahmad,51,80,131
Delaware,ASTON 6W,Auditor General,,DEM,Christina M. Hartman,9,21,30
Delaware,ASTON 6W,Auditor General,,DEM,Write-in,1,3,4
Delaware,ASTON 6W,Auditor General,,REP,Timothy Defoor,237,61,298
Delaware,ASTON 6W,Auditor General,,REP,Write-in,1,0,1
Delaware,ASTON 6W,State Treasurer,,DEM,Joe Torsella,72,130,202
Delaware,ASTON 6W,State Treasurer,,DEM,Write-in,1,1,2
Delaware,ASTON 6W,State Treasurer,,REP,Stacy L. Garrity,233,62,295
Delaware,ASTON 6W,State Treasurer,,REP,Write-in,2,0,2
Delaware,ASTON 6W,U.S. House,5,DEM,Mary Gay Scanlon,83,139,222
Delaware,ASTON 6W,U.S. House,5,DEM,Write-in,2,0,2
Delaware,ASTON 6W,U.S. House,5,REP,Rob Jordan,84,14,98
Delaware,ASTON 6W,U.S. House,5,REP,Dasha Pruett,167,52,219
Delaware,ASTON 6W,U.S. House,5,REP,Write-in,1,1,2
Delaware,ASTON 6W,State Senate,9,DEM,Brett Burman,45,89,134
Delaware,ASTON 6W,State Senate,9,DEM,John I. Kane,45,51,96
Delaware,ASTON 6W,State Senate,9,DEM,Write-in,1,0,1
Delaware,ASTON 6W,State Senate,9,REP,Thomas H. Killion,251,68,319
Delaware,ASTON 6W,State Senate,9,REP,Write-in,2,0,2
Delaware,ASTON 6W,General Assembly,161,DEM,Leanne Krueger,80,137,217
Delaware,ASTON 6W,General Assembly,161,DEM,Write-in,2,0,2
Delaware,ASTON 6W,General Assembly,161,REP,Ralph Shicatano,257,63,320
Delaware,ASTON 6W,General Assembly,161,REP,Write-in,1,0,1
Delaware,ASTON 7W,President,,DEM,Bernie Sanders,22,13,35
Delaware,ASTON 7W,President,,DEM,Joseph R. Biden,58,71,129
Delaware,ASTON 7W,President,,DEM,Tulsi Gabbard,2,0,2
Delaware,ASTON 7W,President,,DEM,Write-in,2,0,2
Delaware,ASTON 7W,President,,REP,Donald J. Trump,242,50,292
Delaware,ASTON 7W,President,,REP,Roque Rocky De La Fuente,11,1,12
Delaware,ASTON 7W,President,,REP,Billy Weld,6,12,18
Delaware,ASTON 7W,President,,REP,Write-in,4,8,12
Delaware,ASTON 7W,Attorney General,,DEM,Josh Shapiro,75,75,150
Delaware,ASTON 7W,Attorney General,,DEM,Write-in,1,0,1
Delaware,ASTON 7W,Attorney General,,REP,Heather Heidelbaugh,251,71,322
Delaware,ASTON 7W,Attorney General,,REP,Write-in,1,4,5
Delaware,ASTON 7W,Auditor General,,DEM,H. Scott Conklin,8,2,10
Delaware,ASTON 7W,Auditor General,,DEM,Michael Lamb,2,3,5
Delaware,ASTON 7W,Auditor General,,DEM,Tracie Fountain,5,4,9
Delaware,ASTON 7W,Auditor General,,DEM,Rose Rosie Marie Davis,3,4,7
Delaware,ASTON 7W,Auditor General,,DEM,Nina Ahmad,49,49,98
Delaware,ASTON 7W,Auditor General,,DEM,Christina M. Hartman,10,17,27
Delaware,ASTON 7W,Auditor General,,DEM,Write-in,0,0,0
Delaware,ASTON 7W,Auditor General,,REP,Timothy Defoor,244,71,315
Delaware,ASTON 7W,Auditor General,,REP,Write-in,0,2,2
Delaware,ASTON 7W,State Treasurer,,DEM,Joe Torsella,73,69,142
Delaware,ASTON 7W,State Treasurer,,DEM,Write-in,0,1,1
Delaware,ASTON 7W,State Treasurer,,REP,Stacy L. Garrity,245,70,315
Delaware,ASTON 7W,State Treasurer,,REP,Write-in,1,2,3
Delaware,ASTON 7W,U.S. House,5,DEM,Mary Gay Scanlon,79,81,160
Delaware,ASTON 7W,U.S. House,5,DEM,Write-in,1,0,1
Delaware,ASTON 7W,U.S. House,5,REP,Rob Jordan,85,17,102
Delaware,ASTON 7W,U.S. House,5,REP,Dasha Pruett,172,62,234
Delaware,ASTON 7W,U.S. House,5,REP,Write-in,0,1,1
Delaware,ASTON 7W,State Senate,9,DEM,Brett Burman,56,45,101
Delaware,ASTON 7W,State Senate,9,DEM,John I. Kane,23,37,60
Delaware,ASTON 7W,State Senate,9,DEM,Write-in,0,0,0
Delaware,ASTON 7W,State Senate,9,REP,Thomas H. Killion,260,83,343
Delaware,ASTON 7W,State Senate,9,REP,Write-in,0,1,1
Delaware,ASTON 7W,General Assembly,161,DEM,Leanne Krueger,74,83,157
Delaware,ASTON 7W,General Assembly,161,DEM,Write-in,0,0,0
Delaware,ASTON 7W,General Assembly,161,REP,Ralph Shicatano,255,80,335
Delaware,ASTON 7W,General Assembly,161,REP,Write-in,0,3,3
Delaware,BETHEL 1P,President,,DEM,Bernie Sanders,8,14,22
Delaware,BETHEL 1P,President,,DEM,Joseph R. Biden,39,123,162
Delaware,BETHEL 1P,President,,DEM,Tulsi Gabbard,5,2,7
Delaware,BETHEL 1P,President,,DEM,Write-in,0,2,2
Delaware,BETHEL 1P,President,,REP,Donald J. Trump,143,33,176
Delaware,BETHEL 1P,President,,REP,Roque Rocky De La Fuente,7,3,10
Delaware,BETHEL 1P,President,,REP,Billy Weld,4,13,17
Delaware,BETHEL 1P,President,,REP,Write-in,2,5,7
Delaware,BETHEL 1P,Attorney General,,DEM,Josh Shapiro,43,127,170
Delaware,BETHEL 1P,Attorney General,,DEM,Write-in,1,1,2
Delaware,BETHEL 1P,Attorney General,,REP,Heather Heidelbaugh,148,52,200
Delaware,BETHEL 1P,Attorney General,,REP,Write-in,1,0,1
Delaware,BETHEL 1P,Auditor General,,DEM,H. Scott Conklin,7,1,8
Delaware,BETHEL 1P,Auditor General,,DEM,Michael Lamb,4,9,13
Delaware,BETHEL 1P,Auditor General,,DEM,Tracie Fountain,2,16,18
Delaware,BETHEL 1P,Auditor General,,DEM,Rose Rosie Marie Davis,1,2,3
Delaware,BETHEL 1P,Auditor General,,DEM,Nina Ahmad,20,75,95
Delaware,BETHEL 1P,Auditor General,,DEM,Christina M. Hartman,9,25,34
Delaware,BETHEL 1P,Auditor General,,DEM,Write-in,0,1,1
Delaware,BETHEL 1P,Auditor General,,REP,Timothy Defoor,147,47,194
Delaware,BETHEL 1P,Auditor General,,REP,Write-in,0,3,3
Delaware,BETHEL 1P,State Treasurer,,DEM,Joe Torsella,41,124,165
Delaware,BETHEL 1P,State Treasurer,,DEM,Write-in,1,1,2
Delaware,BETHEL 1P,State Treasurer,,REP,Stacy L. Garrity,147,49,196
Delaware,BETHEL 1P,State Treasurer,,REP,Write-in,0,2,2
Delaware,BETHEL 1P,U.S. House,5,DEM,Mary Gay Scanlon,48,127,175
Delaware,BETHEL 1P,U.S. House,5,DEM,Write-in,1,4,5
Delaware,BETHEL 1P,U.S. House,5,REP,Rob Jordan,53,20,73
Delaware,BETHEL 1P,U.S. House,5,REP,Dasha Pruett,98,33,131
Delaware,BETHEL 1P,U.S. House,5,REP,Write-in,0,1,1
Delaware,BETHEL 1P,State Senate,9,DEM,Brett Burman,23,78,101
Delaware,BETHEL 1P,State Senate,9,DEM,John I. Kane,21,54,75
