county,precinct,office,district,party,candidate,election_day,absentee,mail,provisional,votes
Bradford,TOWANDA BOROUGH 3RD WARD,Attorney General,,GRN,Richard L. Weiss,3,1,0,0,4
Bradford,TOWANDA TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,0,1,4
Bradford,NORTH TOWANDA TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,2,0,1,0,3
Bradford,TROY BOROUGH,Attorney General,,GRN,Richard L. Weiss,4,0,2,0,6
Bradford,TROY TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,5,0,0,0,5
Bradford,TUSCARORA TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,4,0,1,0,5
Bradford,ULSTER TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,5,1,1,0,7
Bradford,WARREN TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,0,0,3
Bradford,WELLS TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,9,0,0,0,9
Bradford,WILMOT TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,4,0,0,0,4
Bradford,WINDHAM TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,3,0,1,1,5
Bradford,WYALUSING BOROUGH,Attorney General,,GRN,Richard L. Weiss,0,0,3,0,3
Bradford,WYALUSING TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,2,1,0,0,3
Bradford,WYSOX TOWNSHIP,Attorney General,,GRN,Richard L. Weiss,4,1,5,1,11
Bradford,ALBA BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ARMENIA TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 1ST WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 3RD WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,BURLINGTON BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,CANTON TOWNSHIP,Attorney General,,,Write-ins,0,0,1,0,1
Bradford,COLUMBIA TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,LERAYSVILLE BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,MONROE BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,MONROE TOWNSHIP,Attorney General,,,Write-ins,0,0,1,0,1
Bradford,NEW ALBANY BOROUGH,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ROME BOROUGH,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,ROME TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,Attorney General,,,Write-ins,0,0,1,0,1
Bradford,SAYRE BOROUGH 3RD WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,Attorney General,,,Write-ins,0,1,0,0,1
Bradford,SMITHFIELD TOWNSHIP,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,SOUTH CREEK TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SOUTH WAVERLY BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,STEVENS TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,Attorney General,,,Write-ins,0,0,1,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 3RD WARD,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,NORTH TOWANDA TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,TROY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,TUSCARORA TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ULSTER TOWNSHIP,Attorney General,,,Write-ins,0,0,1,0,1
Bradford,WARREN TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WELLS TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,Attorney General,,,Write-ins,1,0,0,0,1
Bradford,WINDHAM TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING BOROUGH,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,WYSOX TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0,0
Bradford,ALBA BOROUGH,Auditor General,,DEM,Nina Ahmad,3,1,3,0,7
Bradford,ALBANY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,49,6,32,1,88
Bradford,ARMENIA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,8,2,4,0,14
Bradford,ASYLUM TOWNSHIP,Auditor General,,DEM,Nina Ahmad,50,4,49,0,103
Bradford,ATHENS BOROUGH 1ST WARD,Auditor General,,DEM,Nina Ahmad,60,2,35,2,99
Bradford,ATHENS BOROUGH 2ND WARD,Auditor General,,DEM,Nina Ahmad,53,4,35,2,94
Bradford,ATHENS BOROUGH 3RD WARD,Auditor General,,DEM,Nina Ahmad,70,9,52,7,138
Bradford,ATHENS BOROUGH 4TH WARD,Auditor General,,DEM,Nina Ahmad,78,4,60,0,142
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Auditor General,,DEM,Nina Ahmad,147,16,138,1,302
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Auditor General,,DEM,Nina Ahmad,171,43,275,4,493
Bradford,BURLINGTON BOROUGH,Auditor General,,DEM,Nina Ahmad,5,0,5,0,10
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,36,3,39,2,80
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,29,4,12,3,48
Bradford,CANTON BOROUGH,Auditor General,,DEM,Nina Ahmad,79,16,58,2,155
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,61,5,49,2,117
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,68,5,38,3,114
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,30,5,20,1,56
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,36,9,21,0,66
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Nina Ahmad,44,4,19,1,68
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Nina Ahmad,11,1,11,0,23
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,32,1,18,1,52
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,55,10,37,1,103
Bradford,MONROE BOROUGH,Auditor General,,DEM,Nina Ahmad,31,4,30,1,66
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,66,4,32,3,105
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Nina Ahmad,19,1,4,2,26
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Nina Ahmad,74,9,38,3,124
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,13,0,7,1,21
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,34,2,16,0,52
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,86,14,74,0,174
Bradford,ROME BOROUGH,Auditor General,,DEM,Nina Ahmad,14,1,7,0,22
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Nina Ahmad,46,4,35,0,85
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Nina Ahmad,74,9,70,1,154
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Nina Ahmad,222,25,194,8,449
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Nina Ahmad,50,5,20,2,77
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Nina Ahmad,143,15,92,6,256
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Nina Ahmad,20,2,17,0,39
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,58,3,49,3,113
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,72,7,69,2,150
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Nina Ahmad,50,5,34,0,89
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Nina Ahmad,136,8,74,0,218
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,74,12,50,0,136
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,34,4,20,2,60
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Nina Ahmad,18,2,14,2,36
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Nina Ahmad,11,1,12,0,24
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,48,4,37,0,89
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,DEM,Nina Ahmad,37,4,24,0,65
Bradford,TOWANDA BOROUGH 2ND WARD,Auditor General,,DEM,Nina Ahmad,68,10,49,1,128
Bradford,TOWANDA BOROUGH 3RD WARD,Auditor General,,DEM,Nina Ahmad,89,21,67,0,177
Bradford,TOWANDA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,65,5,60,1,131
Bradford,NORTH TOWANDA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,48,7,77,1,133
Bradford,TROY BOROUGH,Auditor General,,DEM,Nina Ahmad,109,7,53,3,172
Bradford,TROY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,79,14,61,3,157
Bradford,TUSCARORA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,51,7,28,0,86
Bradford,ULSTER TOWNSHIP,Auditor General,,DEM,Nina Ahmad,63,8,47,3,121
Bradford,WARREN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,48,11,32,1,92
Bradford,WELLS TOWNSHIP,Auditor General,,DEM,Nina Ahmad,57,8,49,1,115
Bradford,WILMOT TOWNSHIP,Auditor General,,DEM,Nina Ahmad,64,6,45,0,115
Bradford,WINDHAM TOWNSHIP,Auditor General,,DEM,Nina Ahmad,50,2,28,0,80
Bradford,WYALUSING BOROUGH,Auditor General,,DEM,Nina Ahmad,49,9,26,1,85
Bradford,WYALUSING TOWNSHIP,Auditor General,,DEM,Nina Ahmad,59,7,45,1,112
Bradford,WYSOX TOWNSHIP,Auditor General,,DEM,Nina Ahmad,70,11,80,0,161
Bradford,ALBA BOROUGH,Auditor General,,REP,Timothy DeFoor,63,1,1,1,66
Bradford,ALBANY TOWNSHIP,Auditor General,,REP,Timothy DeFoor,316,13,29,3,361
Bradford,ARMENIA TOWNSHIP,Auditor General,,REP,Timothy DeFoor,78,1,3,0,82
Bradford,ASYLUM TOWNSHIP,Auditor General,,REP,Timothy DeFoor,325,9,39,2,375
Bradford,ATHENS BOROUGH 1ST WARD,Auditor General,,REP,Timothy DeFoor,139,10,21,1,171
Bradford,ATHENS BOROUGH 2ND WARD,Auditor General,,REP,Timothy DeFoor,114,4,9,2,129
Bradford,ATHENS BOROUGH 3RD WARD,Auditor General,,REP,Timothy DeFoor,209,0,21,7,237
Bradford,ATHENS BOROUGH 4TH WARD,Auditor General,,REP,Timothy DeFoor,249,8,32,0,289
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Auditor General,,REP,Timothy DeFoor,562,28,79,9,678
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Auditor General,,REP,Timothy DeFoor,657,47,175,17,896
Bradford,BURLINGTON BOROUGH,Auditor General,,REP,Timothy DeFoor,41,1,3,0,45
Bradford,BURLINGTON TOWNSHIP,Auditor General,,REP,Timothy DeFoor,239,11,27,3,280
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,REP,Timothy DeFoor,179,4,9,3,195
Bradford,CANTON BOROUGH,Auditor General,,REP,Timothy DeFoor,465,12,33,7,517
Bradford,CANTON TOWNSHIP,Auditor General,,REP,Timothy DeFoor,676,34,66,10,786
Bradford,COLUMBIA TOWNSHIP,Auditor General,,REP,Timothy DeFoor,363,10,39,4,416
Bradford,FRANKLIN TOWNSHIP,Auditor General,,REP,Timothy DeFoor,217,7,16,2,242
Bradford,GRANVILLE TOWNSHIP,Auditor General,,REP,Timothy DeFoor,300,15,27,0,342
Bradford,HERRICK TOWNSHIP,Auditor General,,REP,Timothy DeFoor,277,9,40,2,328
Bradford,LERAYSVILLE BOROUGH,Auditor General,,REP,Timothy DeFoor,86,4,6,0,96
Bradford,LEROY TOWNSHIP,Auditor General,,REP,Timothy DeFoor,230,7,15,13,265
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,REP,Timothy DeFoor,483,22,58,7,570
Bradford,MONROE BOROUGH,Auditor General,,REP,Timothy DeFoor,138,6,10,3,157
Bradford,MONROE TOWNSHIP,Auditor General,,REP,Timothy DeFoor,359,14,39,6,418
Bradford,NEW ALBANY BOROUGH,Auditor General,,REP,Timothy DeFoor,67,3,1,2,73
Bradford,ORWELL TOWNSHIP,Auditor General,,REP,Timothy DeFoor,404,13,57,8,482
Bradford,OVERTON TOWNSHIP,Auditor General,,REP,Timothy DeFoor,96,0,8,3,107
Bradford,PIKE TOWNSHIP,Auditor General,,REP,Timothy DeFoor,206,9,33,2,250
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,REP,Timothy DeFoor,597,16,75,8,696
Bradford,ROME BOROUGH,Auditor General,,REP,Timothy DeFoor,95,6,6,1,108
Bradford,ROME TOWNSHIP,Auditor General,,REP,Timothy DeFoor,376,10,43,8,437
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,REP,Timothy DeFoor,146,9,19,2,176
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,REP,Timothy DeFoor,476,18,64,7,565
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,REP,Timothy DeFoor,130,2,13,3,148
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,REP,Timothy DeFoor,324,7,24,7,362
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,REP,Timothy DeFoor,61,3,2,4,70
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,REP,Timothy DeFoor,401,18,48,12,479
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,REP,Timothy DeFoor,536,15,57,14,622
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,REP,Timothy DeFoor,440,9,39,10,498
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,REP,Timothy DeFoor,276,8,38,0,322
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,REP,Timothy DeFoor,414,7,31,9,461
Bradford,STANDING STONE TOWNSHIP,Auditor General,,REP,Timothy DeFoor,185,9,21,5,220
Bradford,STEVENS TOWNSHIP,Auditor General,,REP,Timothy DeFoor,167,4,7,5,183
Bradford,SYLVANIA BOROUGH,Auditor General,,REP,Timothy DeFoor,59,1,6,0,66
Bradford,TERRY TOWNSHIP,Auditor General,,REP,Timothy DeFoor,320,12,32,5,369
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,REP,Timothy DeFoor,142,7,15,1,165
Bradford,TOWANDA BOROUGH 2ND WARD,Auditor General,,REP,Timothy DeFoor,169,5,27,4,205
Bradford,TOWANDA BOROUGH 3RD WARD,Auditor General,,REP,Timothy DeFoor,293,19,34,2,348
Bradford,TOWANDA TOWNSHIP,Auditor General,,REP,Timothy DeFoor,254,9,30,3,296
Bradford,NORTH TOWANDA TOWNSHIP,Auditor General,,REP,Timothy DeFoor,216,11,77,11,315
Bradford,TROY BOROUGH,Auditor General,,REP,Timothy DeFoor,292,10,30,8,340
Bradford,TROY TOWNSHIP,Auditor General,,REP,Timothy DeFoor,554,21,78,14,667
Bradford,TUSCARORA TOWNSHIP,Auditor General,,REP,Timothy DeFoor,391,16,23,10,440
Bradford,ULSTER TOWNSHIP,Auditor General,,REP,Timothy DeFoor,397,13,26,11,447
Bradford,WARREN TOWNSHIP,Auditor General,,REP,Timothy DeFoor,385,17,31,6,439
Bradford,WELLS TOWNSHIP,Auditor General,,REP,Timothy DeFoor,415,10,34,3,462
Bradford,WILMOT TOWNSHIP,Auditor General,,REP,Timothy DeFoor,422,10,44,9,485
Bradford,WINDHAM TOWNSHIP,Auditor General,,REP,Timothy DeFoor,277,8,43,3,331
Bradford,WYALUSING BOROUGH,Auditor General,,REP,Timothy DeFoor,153,4,20,4,181
Bradford,WYALUSING TOWNSHIP,Auditor General,,REP,Timothy DeFoor,469,17,48,8,542
Bradford,WYSOX TOWNSHIP,Auditor General,,REP,Timothy DeFoor,440,20,82,6,548
Bradford,ALBA BOROUGH,Auditor General,,LBT,Jennifer Moore,2,0,0,0,2
Bradford,ALBANY TOWNSHIP,Auditor General,,LBT,Jennifer Moore,6,0,5,0,11
Bradford,ARMENIA TOWNSHIP,Auditor General,,LBT,Jennifer Moore,4,0,0,0,4
Bradford,ASYLUM TOWNSHIP,Auditor General,,LBT,Jennifer Moore,24,0,7,0,31
Bradford,ATHENS BOROUGH 1ST WARD,Auditor General,,LBT,Jennifer Moore,12,0,3,1,16
Bradford,ATHENS BOROUGH 2ND WARD,Auditor General,,LBT,Jennifer Moore,11,0,2,0,13
Bradford,ATHENS BOROUGH 3RD WARD,Auditor General,,LBT,Jennifer Moore,11,0,6,1,18
Bradford,ATHENS BOROUGH 4TH WARD,Auditor General,,LBT,Jennifer Moore,20,1,5,0,26
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Auditor General,,LBT,Jennifer Moore,32,4,13,0,49
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Auditor General,,LBT,Jennifer Moore,41,7,25,0,73
Bradford,BURLINGTON BOROUGH,Auditor General,,LBT,Jennifer Moore,5,0,2,0,7
Bradford,BURLINGTON TOWNSHIP,Auditor General,,LBT,Jennifer Moore,12,0,1,0,13
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,LBT,Jennifer Moore,5,0,2,0,7
Bradford,CANTON BOROUGH,Auditor General,,LBT,Jennifer Moore,25,0,8,0,33
Bradford,CANTON TOWNSHIP,Auditor General,,LBT,Jennifer Moore,19,2,4,1,26
Bradford,COLUMBIA TOWNSHIP,Auditor General,,LBT,Jennifer Moore,12,2,4,1,19
Bradford,FRANKLIN TOWNSHIP,Auditor General,,LBT,Jennifer Moore,4,1,1,0,6
Bradford,GRANVILLE TOWNSHIP,Auditor General,,LBT,Jennifer Moore,18,3,3,1,25
Bradford,HERRICK TOWNSHIP,Auditor General,,LBT,Jennifer Moore,6,1,6,0,13
Bradford,LERAYSVILLE BOROUGH,Auditor General,,LBT,Jennifer Moore,5,0,0,0,5
Bradford,LEROY TOWNSHIP,Auditor General,,LBT,Jennifer Moore,17,0,0,0,17
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,LBT,Jennifer Moore,21,0,4,2,27
Bradford,MONROE BOROUGH,Auditor General,,LBT,Jennifer Moore,7,1,3,0,11
Bradford,MONROE TOWNSHIP,Auditor General,,LBT,Jennifer Moore,21,0,6,0,27
Bradford,NEW ALBANY BOROUGH,Auditor General,,LBT,Jennifer Moore,4,1,0,0,5
Bradford,ORWELL TOWNSHIP,Auditor General,,LBT,Jennifer Moore,13,1,3,1,18
Bradford,OVERTON TOWNSHIP,Auditor General,,LBT,Jennifer Moore,6,0,0,0,6
Bradford,PIKE TOWNSHIP,Auditor General,,LBT,Jennifer Moore,13,1,1,0,15
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,LBT,Jennifer Moore,28,2,9,0,39
Bradford,ROME BOROUGH,Auditor General,,LBT,Jennifer Moore,5,0,1,0,6
Bradford,ROME TOWNSHIP,Auditor General,,LBT,Jennifer Moore,15,3,2,0,20
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,LBT,Jennifer Moore,14,0,9,0,23
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,LBT,Jennifer Moore,43,1,13,1,58
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,LBT,Jennifer Moore,10,1,0,0,11
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,LBT,Jennifer Moore,28,1,1,0,30
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,LBT,Jennifer Moore,8,0,0,0,8
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,LBT,Jennifer Moore,20,1,6,1,28
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,LBT,Jennifer Moore,19,1,6,1,27
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,LBT,Jennifer Moore,18,1,7,0,26
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,LBT,Jennifer Moore,19,1,3,0,23
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,LBT,Jennifer Moore,23,2,2,0,27
Bradford,STANDING STONE TOWNSHIP,Auditor General,,LBT,Jennifer Moore,9,1,3,0,13
Bradford,STEVENS TOWNSHIP,Auditor General,,LBT,Jennifer Moore,3,1,2,0,6
Bradford,SYLVANIA BOROUGH,Auditor General,,LBT,Jennifer Moore,5,0,1,0,6
Bradford,TERRY TOWNSHIP,Auditor General,,LBT,Jennifer Moore,7,0,1,0,8
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,LBT,Jennifer Moore,9,0,4,0,13
Bradford,TOWANDA BOROUGH 2ND WARD,Auditor General,,LBT,Jennifer Moore,15,0,2,0,17
Bradford,TOWANDA BOROUGH 3RD WARD,Auditor General,,LBT,Jennifer Moore,23,2,6,0,31
Bradford,TOWANDA TOWNSHIP,Auditor General,,LBT,Jennifer Moore,15,0,4,1,20
Bradford,NORTH TOWANDA TOWNSHIP,Auditor General,,LBT,Jennifer Moore,10,1,8,1,20
Bradford,TROY BOROUGH,Auditor General,,LBT,Jennifer Moore,15,2,1,0,18
Bradford,TROY TOWNSHIP,Auditor General,,LBT,Jennifer Moore,32,1,2,2,37
Bradford,TUSCARORA TOWNSHIP,Auditor General,,LBT,Jennifer Moore,15,0,1,0,16
Bradford,ULSTER TOWNSHIP,Auditor General,,LBT,Jennifer Moore,29,1,7,0,37
Bradford,WARREN TOWNSHIP,Auditor General,,LBT,Jennifer Moore,25,1,8,0,34
Bradford,WELLS TOWNSHIP,Auditor General,,LBT,Jennifer Moore,19,2,4,0,25
Bradford,WILMOT TOWNSHIP,Auditor General,,LBT,Jennifer Moore,19,0,3,1,23
Bradford,WINDHAM TOWNSHIP,Auditor General,,LBT,Jennifer Moore,24,0,3,0,27
Bradford,WYALUSING BOROUGH,Auditor General,,LBT,Jennifer Moore,10,0,3,1,14
Bradford,WYALUSING TOWNSHIP,Auditor General,,LBT,Jennifer Moore,6,0,8,0,14
Bradford,WYSOX TOWNSHIP,Auditor General,,LBT,Jennifer Moore,19,0,8,1,28
Bradford,ALBA BOROUGH,Auditor General,,GRN,Olivia Faison,0,0,0,0,0
Bradford,ALBANY TOWNSHIP,Auditor General,,GRN,Olivia Faison,3,1,2,0,6
Bradford,ARMENIA TOWNSHIP,Auditor General,,GRN,Olivia Faison,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,1,1,6
Bradford,ATHENS BOROUGH 1ST WARD,Auditor General,,GRN,Olivia Faison,2,0,2,0,4
Bradford,ATHENS BOROUGH 2ND WARD,Auditor General,,GRN,Olivia Faison,3,1,1,0,5
Bradford,ATHENS BOROUGH 3RD WARD,Auditor General,,GRN,Olivia Faison,2,2,2,0,6
Bradford,ATHENS BOROUGH 4TH WARD,Auditor General,,GRN,Olivia Faison,4,0,1,0,5
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Auditor General,,GRN,Olivia Faison,9,0,7,1,17
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Auditor General,,GRN,Olivia Faison,5,2,6,0,13
Bradford,BURLINGTON BOROUGH,Auditor General,,GRN,Olivia Faison,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,0,1,5
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,GRN,Olivia Faison,1,1,2,0,4
Bradford,CANTON BOROUGH,Auditor General,,GRN,Olivia Faison,5,0,1,0,6
Bradford,CANTON TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,3,0,7
Bradford,COLUMBIA TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,0,2,0,8
Bradford,FRANKLIN TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,0,0,4
Bradford,GRANVILLE TOWNSHIP,Auditor General,,GRN,Olivia Faison,1,1,1,0,3
Bradford,HERRICK TOWNSHIP,Auditor General,,GRN,Olivia Faison,0,0,1,0,1
Bradford,LERAYSVILLE BOROUGH,Auditor General,,GRN,Olivia Faison,1,0,0,0,1
Bradford,LEROY TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,0,0,4
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,GRN,Olivia Faison,5,0,4,0,9
Bradford,MONROE BOROUGH,Auditor General,,GRN,Olivia Faison,2,1,3,0,6
Bradford,MONROE TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,0,0,2
