county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
BUCKS,Bedminster Twp West,Auditor General,,DEM,Nina Ahmad,48,132,5,185
BUCKS,Bedminster Twp West,Auditor General,,DEM,Christina Hartman,14,65,2,81
BUCKS,Bedminster Twp West,Auditor General,,DEM,Write-ins,1,0,0,1
BUCKS,Bedminster Twp West,State Treasurer,,DEM,Joe Torsella,80,288,7,375
BUCKS,Bedminster Twp West,State Treasurer,,DEM,Write-ins,1,0,0,1
BUCKS,Bedminster Twp West,U.S. House,1,DEM,Christina Finello,65,238,6,309
BUCKS,Bedminster Twp West,U.S. House,1,DEM,Skylar D. Hurwitz,20,65,1,86
BUCKS,Bedminster Twp West,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Bedminster Twp West,General Assembly,143,DEM,Wendy Ullman,83,297,6,386
BUCKS,Bedminster Twp West,General Assembly,143,DEM,Write-ins,3,1,1,5
BUCKS,Bedminster Twp West,President,,REP,Donald J. Trump,299,123,13,435
BUCKS,Bedminster Twp West,President,,REP,Roque Rocky De La Fuente,1,3,0,4
BUCKS,Bedminster Twp West,President,,REP,Bill Weld,14,29,0,43
BUCKS,Bedminster Twp West,President,,REP,Write-ins,3,7,0,10
BUCKS,Bedminster Twp West,Attorney General,,REP,Heather Heidelbaugh,294,147,12,453
BUCKS,Bedminster Twp West,Attorney General,,REP,Write-ins,3,3,0,6
BUCKS,Bedminster Twp West,Auditor General,,REP,Timothy Defoor,291,148,13,452
BUCKS,Bedminster Twp West,Auditor General,,REP,Write-ins,2,2,0,4
BUCKS,Bedminster Twp West,State Treasurer,,REP,Stacy L. Garrity,287,149,12,448
BUCKS,Bedminster Twp West,State Treasurer,,REP,Write-ins,2,1,0,3
BUCKS,Bedminster Twp West,U.S. House,1,REP,Andy Meehan,146,47,5,198
BUCKS,Bedminster Twp West,U.S. House,1,REP,Brian Fitzpatrick,171,121,8,300
BUCKS,Bedminster Twp West,U.S. House,1,REP,Write-ins,1,1,0,2
BUCKS,Bedminster Twp West,General Assembly,143,REP,Shelby Labs,298,158,11,467
BUCKS,Bedminster Twp West,General Assembly,143,REP,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 1,President,,DEM,Bernie Sanders,28,31,1,60
BUCKS,Ben Twp Lower East 1,President,,DEM,Joseph R. Biden,116,178,24,318
BUCKS,Ben Twp Lower East 1,President,,DEM,Tulsi Gabbard,1,2,0,3
BUCKS,Ben Twp Lower East 1,President,,DEM,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 1,Attorney General,,DEM,Josh Shapiro,123,201,22,346
BUCKS,Ben Twp Lower East 1,Attorney General,,DEM,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,H. Scott Conklin,7,2,0,9
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Michael Lamb,17,12,4,33
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Tracie Fountain,2,21,2,25
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Rose Rosie Marie Davis,5,5,2,12
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Nina Ahmad,93,124,11,228
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Christina Hartman,10,38,3,51
BUCKS,Ben Twp Lower East 1,Auditor General,,DEM,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 1,State Treasurer,,DEM,Joe Torsella,125,195,23,343
BUCKS,Ben Twp Lower East 1,State Treasurer,,DEM,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 1,U.S. House,1,DEM,Christina Finello,95,139,22,256
BUCKS,Ben Twp Lower East 1,U.S. House,1,DEM,Skylar D. Hurwitz,39,62,2,103
BUCKS,Ben Twp Lower East 1,U.S. House,1,DEM,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 1,General Assembly,18,DEM,Harold Hayes,132,195,24,351
BUCKS,Ben Twp Lower East 1,General Assembly,18,DEM,Write-ins,0,5,0,5
BUCKS,Ben Twp Lower East 1,President,,REP,Donald J. Trump,156,43,5,204
BUCKS,Ben Twp Lower East 1,President,,REP,Roque Rocky De La Fuente,3,3,0,6
BUCKS,Ben Twp Lower East 1,President,,REP,Bill Weld,8,11,0,19
BUCKS,Ben Twp Lower East 1,President,,REP,Write-ins,3,5,0,8
BUCKS,Ben Twp Lower East 1,Attorney General,,REP,Heather Heidelbaugh,152,58,4,214
BUCKS,Ben Twp Lower East 1,Attorney General,,REP,Write-ins,0,2,0,2
BUCKS,Ben Twp Lower East 1,Auditor General,,REP,Timothy Defoor,154,58,4,216
BUCKS,Ben Twp Lower East 1,Auditor General,,REP,Write-ins,0,2,0,2
BUCKS,Ben Twp Lower East 1,State Treasurer,,REP,Stacy L. Garrity,155,57,4,216
BUCKS,Ben Twp Lower East 1,State Treasurer,,REP,Write-ins,0,2,0,2
BUCKS,Ben Twp Lower East 1,U.S. House,1,REP,Andy Meehan,61,10,3,74
BUCKS,Ben Twp Lower East 1,U.S. House,1,REP,Brian Fitzpatrick,113,58,2,173
BUCKS,Ben Twp Lower East 1,U.S. House,1,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 1,General Assembly,18,REP,Kathleen Kc Tomlinson,167,67,5,239
BUCKS,Ben Twp Lower East 1,General Assembly,18,REP,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 2,President,,DEM,Bernie Sanders,19,30,4,53
BUCKS,Ben Twp Lower East 2,President,,DEM,Joseph R. Biden,107,139,17,263
BUCKS,Ben Twp Lower East 2,President,,DEM,Tulsi Gabbard,1,2,0,3
BUCKS,Ben Twp Lower East 2,President,,DEM,Write-ins,3,0,0,3
BUCKS,Ben Twp Lower East 2,Attorney General,,DEM,Josh Shapiro,110,152,19,281
BUCKS,Ben Twp Lower East 2,Attorney General,,DEM,Write-ins,1,2,0,3
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,H. Scott Conklin,2,4,0,6
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Michael Lamb,7,8,0,15
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Tracie Fountain,4,4,3,11
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Rose Rosie Marie Davis,7,7,0,14
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Nina Ahmad,81,109,12,202
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Christina Hartman,13,25,3,41
BUCKS,Ben Twp Lower East 2,Auditor General,,DEM,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 2,State Treasurer,,DEM,Joe Torsella,110,156,18,284
BUCKS,Ben Twp Lower East 2,State Treasurer,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 2,U.S. House,1,DEM,Christina Finello,91,126,14,231
BUCKS,Ben Twp Lower East 2,U.S. House,1,DEM,Skylar D. Hurwitz,32,36,5,73
BUCKS,Ben Twp Lower East 2,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 2,General Assembly,18,DEM,Harold Hayes,117,158,19,294
BUCKS,Ben Twp Lower East 2,General Assembly,18,DEM,Write-ins,3,1,2,6
BUCKS,Ben Twp Lower East 2,President,,REP,Donald J. Trump,139,24,4,167
BUCKS,Ben Twp Lower East 2,President,,REP,Roque Rocky De La Fuente,2,0,0,2
BUCKS,Ben Twp Lower East 2,President,,REP,Bill Weld,3,11,0,14
BUCKS,Ben Twp Lower East 2,President,,REP,Write-ins,4,2,1,7
BUCKS,Ben Twp Lower East 2,Attorney General,,REP,Heather Heidelbaugh,134,33,5,172
BUCKS,Ben Twp Lower East 2,Attorney General,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 2,Auditor General,,REP,Timothy Defoor,137,33,5,175
BUCKS,Ben Twp Lower East 2,Auditor General,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 2,State Treasurer,,REP,Stacy L. Garrity,138,33,5,176
BUCKS,Ben Twp Lower East 2,State Treasurer,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 2,U.S. House,1,REP,Andy Meehan,64,3,2,69
BUCKS,Ben Twp Lower East 2,U.S. House,1,REP,Brian Fitzpatrick,92,33,3,128
BUCKS,Ben Twp Lower East 2,U.S. House,1,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 2,General Assembly,18,REP,Kathleen Kc Tomlinson,155,37,5,197
BUCKS,Ben Twp Lower East 2,General Assembly,18,REP,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 3,President,,DEM,Bernie Sanders,16,22,1,39
BUCKS,Ben Twp Lower East 3,President,,DEM,Joseph R. Biden,76,133,12,221
BUCKS,Ben Twp Lower East 3,President,,DEM,Tulsi Gabbard,0,0,2,2
BUCKS,Ben Twp Lower East 3,President,,DEM,Write-ins,7,0,0,7
BUCKS,Ben Twp Lower East 3,Attorney General,,DEM,Josh Shapiro,86,147,15,248
BUCKS,Ben Twp Lower East 3,Attorney General,,DEM,Write-ins,5,0,0,5
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,H. Scott Conklin,4,2,0,6
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Michael Lamb,1,5,1,7
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Tracie Fountain,2,14,0,16
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Rose Rosie Marie Davis,2,4,1,7
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Nina Ahmad,68,111,11,190
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Christina Hartman,11,17,1,29
BUCKS,Ben Twp Lower East 3,Auditor General,,DEM,Write-ins,4,0,0,4
BUCKS,Ben Twp Lower East 3,State Treasurer,,DEM,Joe Torsella,83,148,14,245
BUCKS,Ben Twp Lower East 3,State Treasurer,,DEM,Write-ins,5,0,0,5
BUCKS,Ben Twp Lower East 3,U.S. House,1,DEM,Christina Finello,58,110,9,177
BUCKS,Ben Twp Lower East 3,U.S. House,1,DEM,Skylar D. Hurwitz,32,43,6,81
BUCKS,Ben Twp Lower East 3,U.S. House,1,DEM,Write-ins,4,0,0,4
BUCKS,Ben Twp Lower East 3,General Assembly,18,DEM,Harold Hayes,90,153,15,258
BUCKS,Ben Twp Lower East 3,General Assembly,18,DEM,Write-ins,3,1,0,4
BUCKS,Ben Twp Lower East 3,President,,REP,Donald J. Trump,143,31,2,176
BUCKS,Ben Twp Lower East 3,President,,REP,Roque Rocky De La Fuente,0,1,0,1
BUCKS,Ben Twp Lower East 3,President,,REP,Bill Weld,3,4,0,7
BUCKS,Ben Twp Lower East 3,President,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 3,Attorney General,,REP,Heather Heidelbaugh,134,33,2,169
BUCKS,Ben Twp Lower East 3,Attorney General,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 3,Auditor General,,REP,Timothy Defoor,132,32,2,166
BUCKS,Ben Twp Lower East 3,Auditor General,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 3,State Treasurer,,REP,Stacy L. Garrity,134,33,2,169
BUCKS,Ben Twp Lower East 3,State Treasurer,,REP,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 3,U.S. House,1,REP,Andy Meehan,60,10,2,72
BUCKS,Ben Twp Lower East 3,U.S. House,1,REP,Brian Fitzpatrick,88,27,1,116
BUCKS,Ben Twp Lower East 3,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 3,General Assembly,18,REP,Kathleen Kc Tomlinson,139,37,3,179
BUCKS,Ben Twp Lower East 3,General Assembly,18,REP,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 4,President,,DEM,Bernie Sanders,14,14,0,28
BUCKS,Ben Twp Lower East 4,President,,DEM,Joseph R. Biden,54,75,7,136
BUCKS,Ben Twp Lower East 4,President,,DEM,Tulsi Gabbard,2,1,0,3
BUCKS,Ben Twp Lower East 4,President,,DEM,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 4,Attorney General,,DEM,Josh Shapiro,63,82,7,152
BUCKS,Ben Twp Lower East 4,Attorney General,,DEM,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,H. Scott Conklin,3,1,0,4
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Michael Lamb,2,7,1,10
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Tracie Fountain,4,13,0,17
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Rose Rosie Marie Davis,6,2,0,8
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Nina Ahmad,44,54,6,104
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Christina Hartman,6,11,0,17
BUCKS,Ben Twp Lower East 4,Auditor General,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 4,State Treasurer,,DEM,Joe Torsella,61,82,6,149
BUCKS,Ben Twp Lower East 4,State Treasurer,,DEM,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 4,U.S. House,1,DEM,Christina Finello,48,60,5,113
BUCKS,Ben Twp Lower East 4,U.S. House,1,DEM,Skylar D. Hurwitz,19,30,1,50
BUCKS,Ben Twp Lower East 4,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 4,General Assembly,18,DEM,Harold Hayes,64,85,6,155
BUCKS,Ben Twp Lower East 4,General Assembly,18,DEM,Write-ins,4,1,0,5
BUCKS,Ben Twp Lower East 4,President,,REP,Donald J. Trump,49,13,5,67
BUCKS,Ben Twp Lower East 4,President,,REP,Roque Rocky De La Fuente,0,0,0,0
BUCKS,Ben Twp Lower East 4,President,,REP,Bill Weld,3,1,0,4
BUCKS,Ben Twp Lower East 4,President,,REP,Write-ins,0,3,0,3
BUCKS,Ben Twp Lower East 4,Attorney General,,REP,Heather Heidelbaugh,46,19,4,69
BUCKS,Ben Twp Lower East 4,Attorney General,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 4,Auditor General,,REP,Timothy Defoor,46,19,4,69
BUCKS,Ben Twp Lower East 4,Auditor General,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 4,State Treasurer,,REP,Stacy L. Garrity,47,19,4,70
BUCKS,Ben Twp Lower East 4,State Treasurer,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 4,U.S. House,1,REP,Andy Meehan,20,3,2,25
BUCKS,Ben Twp Lower East 4,U.S. House,1,REP,Brian Fitzpatrick,32,18,2,52
BUCKS,Ben Twp Lower East 4,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 4,General Assembly,18,REP,Kathleen Kc Tomlinson,48,19,5,72
BUCKS,Ben Twp Lower East 4,General Assembly,18,REP,Write-ins,0,2,0,2
BUCKS,Ben Twp Lower East 5,President,,DEM,Bernie Sanders,17,24,7,48
BUCKS,Ben Twp Lower East 5,President,,DEM,Joseph R. Biden,89,176,8,273
BUCKS,Ben Twp Lower East 5,President,,DEM,Tulsi Gabbard,3,1,0,4
BUCKS,Ben Twp Lower East 5,President,,DEM,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 5,Attorney General,,DEM,Josh Shapiro,95,176,13,284
BUCKS,Ben Twp Lower East 5,Attorney General,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,H. Scott Conklin,4,9,1,14
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Michael Lamb,7,13,0,20
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Tracie Fountain,3,20,0,23
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Rose Rosie Marie Davis,6,3,0,9
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Nina Ahmad,66,95,9,170
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Christina Hartman,18,39,4,61
BUCKS,Ben Twp Lower East 5,Auditor General,,DEM,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 5,State Treasurer,,DEM,Joe Torsella,94,173,12,279
BUCKS,Ben Twp Lower East 5,State Treasurer,,DEM,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 5,U.S. House,1,DEM,Christina Finello,73,143,11,227
BUCKS,Ben Twp Lower East 5,U.S. House,1,DEM,Skylar D. Hurwitz,32,46,4,82
BUCKS,Ben Twp Lower East 5,U.S. House,1,DEM,Write-ins,0,0,0,0
BUCKS,Ben Twp Lower East 5,General Assembly,18,DEM,Harold Hayes,99,184,15,298
BUCKS,Ben Twp Lower East 5,General Assembly,18,DEM,Write-ins,2,4,0,6
BUCKS,Ben Twp Lower East 5,President,,REP,Donald J. Trump,271,68,8,347
BUCKS,Ben Twp Lower East 5,President,,REP,Roque Rocky De La Fuente,6,4,0,10
BUCKS,Ben Twp Lower East 5,President,,REP,Bill Weld,20,18,1,39
BUCKS,Ben Twp Lower East 5,President,,REP,Write-ins,5,6,0,11
BUCKS,Ben Twp Lower East 5,Attorney General,,REP,Heather Heidelbaugh,268,83,8,359
BUCKS,Ben Twp Lower East 5,Attorney General,,REP,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 5,Auditor General,,REP,Timothy Defoor,263,81,8,352
BUCKS,Ben Twp Lower East 5,Auditor General,,REP,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 5,State Treasurer,,REP,Stacy L. Garrity,269,81,8,358
BUCKS,Ben Twp Lower East 5,State Treasurer,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 5,U.S. House,1,REP,Andy Meehan,126,18,5,149
BUCKS,Ben Twp Lower East 5,U.S. House,1,REP,Brian Fitzpatrick,181,79,4,264
BUCKS,Ben Twp Lower East 5,U.S. House,1,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 5,General Assembly,18,REP,Kathleen Kc Tomlinson,298,92,9,399
BUCKS,Ben Twp Lower East 5,General Assembly,18,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 6,President,,DEM,Bernie Sanders,8,11,0,19
BUCKS,Ben Twp Lower East 6,President,,DEM,Joseph R. Biden,49,131,1,181
BUCKS,Ben Twp Lower East 6,President,,DEM,Tulsi Gabbard,4,1,0,5
BUCKS,Ben Twp Lower East 6,President,,DEM,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 6,Attorney General,,DEM,Josh Shapiro,51,132,1,184
BUCKS,Ben Twp Lower East 6,Attorney General,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,H. Scott Conklin,6,5,0,11
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Michael Lamb,2,4,0,6
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Tracie Fountain,3,8,0,11
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Rose Rosie Marie Davis,3,6,1,10
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Nina Ahmad,34,87,0,121
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Christina Hartman,6,23,0,29
BUCKS,Ben Twp Lower East 6,Auditor General,,DEM,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 6,State Treasurer,,DEM,Joe Torsella,45,127,1,173
BUCKS,Ben Twp Lower East 6,State Treasurer,,DEM,Write-ins,1,2,0,3
BUCKS,Ben Twp Lower East 6,U.S. House,1,DEM,Christina Finello,46,102,1,149
BUCKS,Ben Twp Lower East 6,U.S. House,1,DEM,Skylar D. Hurwitz,9,35,0,44
BUCKS,Ben Twp Lower East 6,U.S. House,1,DEM,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 6,General Assembly,18,DEM,Harold Hayes,57,132,1,190
BUCKS,Ben Twp Lower East 6,General Assembly,18,DEM,Write-ins,1,2,0,3
BUCKS,Ben Twp Lower East 6,President,,REP,Donald J. Trump,113,50,7,170
BUCKS,Ben Twp Lower East 6,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Ben Twp Lower East 6,President,,REP,Bill Weld,3,9,1,13
BUCKS,Ben Twp Lower East 6,President,,REP,Write-ins,1,3,0,4
BUCKS,Ben Twp Lower East 6,Attorney General,,REP,Heather Heidelbaugh,107,64,6,177
BUCKS,Ben Twp Lower East 6,Attorney General,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 6,Auditor General,,REP,Timothy Defoor,102,61,6,169
BUCKS,Ben Twp Lower East 6,Auditor General,,REP,Write-ins,1,1,0,2
BUCKS,Ben Twp Lower East 6,State Treasurer,,REP,Stacy L. Garrity,103,62,8,173
BUCKS,Ben Twp Lower East 6,State Treasurer,,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 6,U.S. House,1,REP,Andy Meehan,44,13,3,60
BUCKS,Ben Twp Lower East 6,U.S. House,1,REP,Brian Fitzpatrick,80,58,5,143
BUCKS,Ben Twp Lower East 6,U.S. House,1,REP,Write-ins,0,2,0,2
BUCKS,Ben Twp Lower East 6,General Assembly,18,REP,Kathleen Kc Tomlinson,117,66,7,190
BUCKS,Ben Twp Lower East 6,General Assembly,18,REP,Write-ins,0,1,0,1
BUCKS,Ben Twp Lower East 7,President,,DEM,Bernie Sanders,13,22,4,39
BUCKS,Ben Twp Lower East 7,President,,DEM,Joseph R. Biden,115,108,7,230
BUCKS,Ben Twp Lower East 7,President,,DEM,Tulsi Gabbard,2,1,0,3
BUCKS,Ben Twp Lower East 7,President,,DEM,Write-ins,2,1,0,3
BUCKS,Ben Twp Lower East 7,Attorney General,,DEM,Josh Shapiro,119,119,10,248
BUCKS,Ben Twp Lower East 7,Attorney General,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,H. Scott Conklin,3,2,0,5
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Michael Lamb,11,8,2,21
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Tracie Fountain,8,11,1,20
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Rose Rosie Marie Davis,8,3,1,12
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Nina Ahmad,79,91,6,176
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Christina Hartman,14,10,1,25
BUCKS,Ben Twp Lower East 7,Auditor General,,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 7,State Treasurer,,DEM,Joe Torsella,116,114,10,240
BUCKS,Ben Twp Lower East 7,State Treasurer,,DEM,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 7,U.S. House,1,DEM,Christina Finello,100,97,11,208
BUCKS,Ben Twp Lower East 7,U.S. House,1,DEM,Skylar D. Hurwitz,24,27,1,52
BUCKS,Ben Twp Lower East 7,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Ben Twp Lower East 7,General Assembly,18,DEM,Harold Hayes,125,119,11,255
BUCKS,Ben Twp Lower East 7,General Assembly,18,DEM,Write-ins,1,3,0,4
BUCKS,Ben Twp Lower East 7,President,,REP,Donald J. Trump,168,42,2,212
BUCKS,Ben Twp Lower East 7,President,,REP,Roque Rocky De La Fuente,1,4,0,5
BUCKS,Ben Twp Lower East 7,President,,REP,Bill Weld,10,5,0,15
BUCKS,Ben Twp Lower East 7,President,,REP,Write-ins,2,2,0,4
BUCKS,Ben Twp Lower East 7,Attorney General,,REP,Heather Heidelbaugh,164,45,2,211
BUCKS,Ben Twp Lower East 7,Attorney General,,REP,Write-ins,1,2,0,3
BUCKS,Ben Twp Lower East 7,Auditor General,,REP,Timothy Defoor,159,44,2,205
BUCKS,Ben Twp Lower East 7,Auditor General,,REP,Write-ins,2,0,0,2
BUCKS,Ben Twp Lower East 7,State Treasurer,,REP,Stacy L. Garrity,161,45,2,208
BUCKS,Ben Twp Lower East 7,State Treasurer,,REP,Write-ins,1,0,0,1
