county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,
York,Springettsbury Township 7,President,,DEM,Joseph R. Biden,508,,,,,,,,,,,,,,,,,
York,Springettsbury Township 8,President,,DEM,Joseph R. Biden,1010,,,,,,,,,,,,,,,,,
York,Springfield Township,President,,DEM,Joseph R. Biden,1350,,,,,,,,,,,,,,,,,
York,Spring Garden Township 1,President,,DEM,Joseph R. Biden,493,,,,,,,,,,,,,,,,,
York,Spring Garden Township 2,President,,DEM,Joseph R. Biden,548,,,,,,,,,,,,,,,,,
York,Spring Garden Township 3,President,,DEM,Joseph R. Biden,879,,,,,,,,,,,,,,,,,
York,Spring Garden Township 4,President,,DEM,Joseph R. Biden,1209,,,,,,,,,,,,,,,,,
York,Spring Garden Township 5,President,,DEM,Joseph R. Biden,840,,,,,,,,,,,,,,,,,
York,Warrington Township,President,,DEM,Joseph R. Biden,667,,,,,,,,,,,,,,,,,
York,Washington Township,President,,DEM,Joseph R. Biden,299,,,,,,,,,,,,,,,,,
York,West Manchester Township 1,President,,DEM,Joseph R. Biden,672,,,,,,,,,,,,,,,,,
York,West Manchester Township 2,President,,DEM,Joseph R. Biden,1270,,,,,,,,,,,,,,,,,
York,West Manchester Township 3,President,,DEM,Joseph R. Biden,809,,,,,,,,,,,,,,,,,
York,West Manchester Township 4,President,,DEM,Joseph R. Biden,358,,,,,,,,,,,,,,,,,
York,West Manchester Township 5,President,,DEM,Joseph R. Biden,1273,,,,,,,,,,,,,,,,,
York,West Manheim Township 1,President,,DEM,Joseph R. Biden,635,,,,,,,,,,,,,,,,,
York,West Manheim Township 2,President,,DEM,Joseph R. Biden,465,,,,,,,,,,,,,,,,,
York,West Manheim Township 3,President,,DEM,Joseph R. Biden,360,,,,,,,,,,,,,,,,,
York,Windsor Township 1,President,,DEM,Joseph R. Biden,1196,,,,,,,,,,,,,,,,,
York,Windsor Township 2,President,,DEM,Joseph R. Biden,519,,,,,,,,,,,,,,,,,
York,Windsor Township 3,President,,DEM,Joseph R. Biden,799,,,,,,,,,,,,,,,,,
York,Windsor Township 4,President,,DEM,Joseph R. Biden,966,,,,,,,,,,,,,,,,,
York,York Township 1-1,President,,DEM,Joseph R. Biden,550,,,,,,,,,,,,,,,,,
York,York Township 1-2,President,,DEM,Joseph R. Biden,356,,,,,,,,,,,,,,,,,
York,York Township 1-3,President,,DEM,Joseph R. Biden,874,,,,,,,,,,,,,,,,,
York,York Township 2-1,President,,DEM,Joseph R. Biden,421,,,,,,,,,,,,,,,,,
York,York Township 2-2,President,,DEM,Joseph R. Biden,281,,,,,,,,,,,,,,,,,
York,York Township 2-3,President,,DEM,Joseph R. Biden,576,,,,,,,,,,,,,,,,,
York,York Township 3-1,President,,DEM,Joseph R. Biden,442,,,,,,,,,,,,,,,,,
York,York Township 3-2,President,,DEM,Joseph R. Biden,416,,,,,,,,,,,,,,,,,
York,York Township 3-3,President,,DEM,Joseph R. Biden,358,,,,,,,,,,,,,,,,,
York,York Township 4-1,President,,DEM,Joseph R. Biden,438,,,,,,,,,,,,,,,,,
York,York Township 4-2,President,,DEM,Joseph R. Biden,498,,,,,,,,,,,,,,,,,
York,York Township 4-3,President,,DEM,Joseph R. Biden,573,,,,,,,,,,,,,,,,,
York,York Township 5-1,President,,DEM,Joseph R. Biden,544,,,,,,,,,,,,,,,,,
York,York Township 5-2,President,,DEM,Joseph R. Biden,349,,,,,,,,,,,,,,,,,
York,York Township 5-3,President,,DEM,Joseph R. Biden,567,,,,,,,,,,,,,,,,,
York,Cross Roads Borough,President,,DEM,Joseph R. Biden,52,,,,,,,,,,,,,,,,,
York,Dallastown Borough 1,President,,DEM,Joseph R. Biden,329,,,,,,,,,,,,,,,,,
York,Dallastown Borough 2,President,,DEM,Joseph R. Biden,332,,,,,,,,,,,,,,,,,
York,Delta Borough,President,,DEM,Joseph R. Biden,67,,,,,,,,,,,,,,,,,
York,Dillsburg Borough,President,,DEM,Joseph R. Biden,474,,,,,,,,,,,,,,,,,
York,Dover Borough,President,,DEM,Joseph R. Biden,297,,,,,,,,,,,,,,,,,
York,East Prospect Borough,President,,DEM,Joseph R. Biden,128,,,,,,,,,,,,,,,,,
York,Fawn Grove Borough,President,,DEM,Joseph R. Biden,74,,,,,,,,,,,,,,,,,
York,Felton Borough,President,,DEM,Joseph R. Biden,36,,,,,,,,,,,,,,,,,
York,Franklintown Borough,President,,DEM,Joseph R. Biden,90,,,,,,,,,,,,,,,,,
York,Glen Rock Borough,President,,DEM,Joseph R. Biden,394,,,,,,,,,,,,,,,,,
York,Goldsboro Borough,President,,DEM,Joseph R. Biden,153,,,,,,,,,,,,,,,,,
York,Hallam Borough,President,,DEM,Joseph R. Biden,537,,,,,,,,,,,,,,,,,
York,Hanover Borough 1,President,,DEM,Joseph R. Biden,692,,,,,,,,,,,,,,,,,
York,Hanover Borough 2,President,,DEM,Joseph R. Biden,782,,,,,,,,,,,,,,,,,
York,Hanover Borough 3,President,,DEM,Joseph R. Biden,434,,,,,,,,,,,,,,,,,
York,Hanover Borough 4,President,,DEM,Joseph R. Biden,471,,,,,,,,,,,,,,,,,
York,Hanover Borough 5,President,,DEM,Joseph R. Biden,444,,,,,,,,,,,,,,,,,
York,Jacobus Borough,President,,DEM,Joseph R. Biden,364,,,,,,,,,,,,,,,,,
York,Jefferson Borough,President,,DEM,Joseph R. Biden,96,,,,,,,,,,,,,,,,,
York,Lewisberry Borough,President,,DEM,Joseph R. Biden,64,,,,,,,,,,,,,,,,,
York,Loganville Borough,President,,DEM,Joseph R. Biden,294,,,,,,,,,,,,,,,,,
York,Manchester Borough,President,,DEM,Joseph R. Biden,508,,,,,,,,,,,,,,,,,
York,Mount Wolf Borough,President,,DEM,Joseph R. Biden,289,,,,,,,,,,,,,,,,,
York,New Freedom Borough,President,,DEM,Joseph R. Biden,1211,,,,,,,,,,,,,,,,,
York,New Salem Borough,President,,DEM,Joseph R. Biden,150,,,,,,,,,,,,,,,,,
York,North York Borough,President,,DEM,Joseph R. Biden,428,,,,,,,,,,,,,,,,,
York,Railroad Borough,President,,DEM,Joseph R. Biden,33,,,,,,,,,,,,,,,,,
York,Red Lion Borough 1,President,,DEM,Joseph R. Biden,243,,,,,,,,,,,,,,,,,
York,Red Lion Borough 2,President,,DEM,Joseph R. Biden,334,,,,,,,,,,,,,,,,,
York,Red Lion Borough 3,President,,DEM,Joseph R. Biden,440,,,,,,,,,,,,,,,,,
York,Seven Valleys Borough,President,,DEM,Joseph R. Biden,77,,,,,,,,,,,,,,,,,
York,Shrewsbury Borough,President,,DEM,Joseph R. Biden,804,,,,,,,,,,,,,,,,,
York,Spring Grove Borough,President,,DEM,Joseph R. Biden,393,,,,,,,,,,,,,,,,,
York,Stewartstown Borough,President,,DEM,Joseph R. Biden,415,,,,,,,,,,,,,,,,,
York,Wellsville Borough,President,,DEM,Joseph R. Biden,38,,,,,,,,,,,,,,,,,
York,West York Borough 1,President,,DEM,Joseph R. Biden,318,,,,,,,,,,,,,,,,,
York,West York Borough 2,President,,DEM,Joseph R. Biden,571,,,,,,,,,,,,,,,,,
York,Windsor Borough,President,,DEM,Joseph R. Biden,141,,,,,,,,,,,,,,,,,
York,Winterstown Borough,President,,DEM,Joseph R. Biden,68,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 1,President,,DEM,Joseph R. Biden,101,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 2,President,,DEM,Joseph R. Biden,100,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 3,President,,DEM,Joseph R. Biden,148,,,,,,,,,,,,,,,,,
York,Yoe Borough,President,,DEM,Joseph R. Biden,159,,,,,,,,,,,,,,,,,
York,Yorkana Borough,President,,DEM,Joseph R. Biden,43,,,,,,,,,,,,,,,,,
York,York Haven Borough,President,,DEM,Joseph R. Biden,95,,,,,,,,,,,,,,,,,
York,York City 1-0,President,,DEM,Joseph R. Biden,394,,,,,,,,,,,,,,,,,
York,York City 5-0,President,,DEM,Joseph R. Biden,780,,,,,,,,,,,,,,,,,
York,York City 6-0,President,,DEM,Joseph R. Biden,501,,,,,,,,,,,,,,,,,
York,York City 7-0,President,,DEM,Joseph R. Biden,395,,,,,,,,,,,,,,,,,
York,York City 8-0,President,,DEM,Joseph R. Biden,767,,,,,,,,,,,,,,,,,
York,York City 9-1,President,,DEM,Joseph R. Biden,528,,,,,,,,,,,,,,,,,
York,York City 9-2,President,,DEM,Joseph R. Biden,393,,,,,,,,,,,,,,,,,
York,York City 11-0,President,,DEM,Joseph R. Biden,869,,,,,,,,,,,,,,,,,
York,York City 12-1,President,,DEM,Joseph R. Biden,617,,,,,,,,,,,,,,,,,
York,York City 12-2,President,,DEM,Joseph R. Biden,408,,,,,,,,,,,,,,,,,
York,York City 12-3,President,,DEM,Joseph R. Biden,401,,,,,,,,,,,,,,,,,
York,York City 12-4,President,,DEM,Joseph R. Biden,592,,,,,,,,,,,,,,,,,
York,York City 13-0,President,,DEM,Joseph R. Biden,455,,,,,,,,,,,,,,,,,
York,York City 14-1,President,,DEM,Joseph R. Biden,420,,,,,,,,,,,,,,,,,
York,York City 14-2,President,,DEM,Joseph R. Biden,474,,,,,,,,,,,,,,,,,
York,York City 14-3,President,,DEM,Joseph R. Biden,627,,,,,,,,,,,,,,,,,
York,York City 15-0,President,,DEM,Joseph R. Biden,693,,,,,,,,,,,,,,,,,
York,Carroll Township,President,,REP,Donald J. Trump,2685,,,,,,,,,,,,,,,,,
York,Chanceford Township 1,President,,REP,Donald J. Trump,1204,,,,,,,,,,,,,,,,,
York,Chanceford Township 2,President,,REP,Donald J. Trump,483,,,,,,,,,,,,,,,,,
York,Chanceford Township 3,President,,REP,Donald J. Trump,797,,,,,,,,,,,,,,,,,
York,Codorus Township 1,President,,REP,Donald J. Trump,559,,,,,,,,,,,,,,,,,
York,Codorus Township 2,President,,REP,Donald J. Trump,619,,,,,,,,,,,,,,,,,
York,Codorus Township 3,President,,REP,Donald J. Trump,511,,,,,,,,,,,,,,,,,
York,Conewago Township 1,President,,REP,Donald J. Trump,1723,,,,,,,,,,,,,,,,,
York,Conewago Township 2,President,,REP,Donald J. Trump,1037,,,,,,,,,,,,,,,,,
York,Dover Township 1,President,,REP,Donald J. Trump,2316,,,,,,,,,,,,,,,,,
York,Dover Township 2,President,,REP,Donald J. Trump,2523,,,,,,,,,,,,,,,,,
York,Dover Township 3,President,,REP,Donald J. Trump,1773,,,,,,,,,,,,,,,,,
York,Dover Township 4,President,,REP,Donald J. Trump,1312,,,,,,,,,,,,,,,,,
York,East Hopewell Township,President,,REP,Donald J. Trump,1154,,,,,,,,,,,,,,,,,
York,East Manchester Township,President,,REP,Donald J. Trump,2519,,,,,,,,,,,,,,,,,
York,Fairview Township 1,President,,REP,Donald J. Trump,1017,,,,,,,,,,,,,,,,,
York,Fairview Township 2,President,,REP,Donald J. Trump,1507,,,,,,,,,,,,,,,,,
York,Fairview Township 3,President,,REP,Donald J. Trump,2518,,,,,,,,,,,,,,,,,
York,Fairview Township 4,President,,REP,Donald J. Trump,1422,,,,,,,,,,,,,,,,,
York,Fawn Township,President,,REP,Donald J. Trump,1402,,,,,,,,,,,,,,,,,
York,Franklin Township,President,,REP,Donald J. Trump,2028,,,,,,,,,,,,,,,,,
York,Heidelberg Township,President,,REP,Donald J. Trump,1361,,,,,,,,,,,,,,,,,
York,Hellam Township 1,President,,REP,Donald J. Trump,1093,,,,,,,,,,,,,,,,,
York,Hellam Township 2,President,,REP,Donald J. Trump,1287,,,,,,,,,,,,,,,,,
York,Hopewell Township,President,,REP,Donald J. Trump,2289,,,,,,,,,,,,,,,,,
York,Jackson Township 1,President,,REP,Donald J. Trump,1634,,,,,,,,,,,,,,,,,
York,Jackson Township 2,President,,REP,Donald J. Trump,1628,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 1,President,,REP,Donald J. Trump,434,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 2,President,,REP,Donald J. Trump,664,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 1,President,,REP,Donald J. Trump,481,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 2,President,,REP,Donald J. Trump,1041,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 3,President,,REP,Donald J. Trump,1592,,,,,,,,,,,,,,,,,
York,Manchester Township 1,President,,REP,Donald J. Trump,562,,,,,,,,,,,,,,,,,
York,Manchester Township 2,President,,REP,Donald J. Trump,922,,,,,,,,,,,,,,,,,
York,Manchester Township 3,President,,REP,Donald J. Trump,1172,,,,,,,,,,,,,,,,,
York,Manchester Township 4,President,,REP,Donald J. Trump,811,,,,,,,,,,,,,,,,,
York,Manchester Township 5,President,,REP,Donald J. Trump,1184,,,,,,,,,,,,,,,,,
York,Manchester Township 6,President,,REP,Donald J. Trump,1245,,,,,,,,,,,,,,,,,
York,Manchester Township 7,President,,REP,Donald J. Trump,657,,,,,,,,,,,,,,,,,
York,Manheim Township,President,,REP,Donald J. Trump,1598,,,,,,,,,,,,,,,,,
York,Monaghan Township,President,,REP,Donald J. Trump,1179,,,,,,,,,,,,,,,,,
York,Newberry Township 1,President,,REP,Donald J. Trump,2607,,,,,,,,,,,,,,,,,
York,Newberry Township 2,President,,REP,Donald J. Trump,1326,,,,,,,,,,,,,,,,,
York,Newberry Township 3,President,,REP,Donald J. Trump,1617,,,,,,,,,,,,,,,,,
York,North Codorus Township 1,President,,REP,Donald J. Trump,2284,,,,,,,,,,,,,,,,,
York,North Codorus Township 2,President,,REP,Donald J. Trump,1507,,,,,,,,,,,,,,,,,
York,North Hopewell Township,President,,REP,Donald J. Trump,1244,,,,,,,,,,,,,,,,,
York,Paradise Township,President,,REP,Donald J. Trump,1663,,,,,,,,,,,,,,,,,
York,Peach Bottom Township,President,,REP,Donald J. Trump,2031,,,,,,,,,,,,,,,,,
York,Penn Township 1,President,,REP,Donald J. Trump,1363,,,,,,,,,,,,,,,,,
York,Penn Township 2,President,,REP,Donald J. Trump,1615,,,,,,,,,,,,,,,,,
York,Penn Township 3,President,,REP,Donald J. Trump,834,,,,,,,,,,,,,,,,,
York,Penn Township 4,President,,REP,Donald J. Trump,2136,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 1,President,,REP,Donald J. Trump,1126,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 2,President,,REP,Donald J. Trump,1662,,,,,,,,,,,,,,,,,
York,Springettsbury Township 1,President,,REP,Donald J. Trump,384,,,,,,,,,,,,,,,,,
York,Springettsbury Township 2,President,,REP,Donald J. Trump,1454,,,,,,,,,,,,,,,,,
York,Springettsbury Township 3,President,,REP,Donald J. Trump,1373,,,,,,,,,,,,,,,,,
York,Springettsbury Township 4,President,,REP,Donald J. Trump,1102,,,,,,,,,,,,,,,,,
York,Springettsbury Township 5,President,,REP,Donald J. Trump,490,,,,,,,,,,,,,,,,,
York,Springettsbury Township 6,President,,REP,Donald J. Trump,574,,,,,,,,,,,,,,,,,
York,Springettsbury Township 7,President,,REP,Donald J. Trump,627,,,,,,,,,,,,,,,,,
York,Springettsbury Township 8,President,,REP,Donald J. Trump,1220,,,,,,,,,,,,,,,,,
York,Springfield Township,President,,REP,Donald J. Trump,2218,,,,,,,,,,,,,,,,,
York,Spring Garden Township 1,President,,REP,Donald J. Trump,466,,,,,,,,,,,,,,,,,
York,Spring Garden Township 2,President,,REP,Donald J. Trump,400,,,,,,,,,,,,,,,,,
York,Spring Garden Township 3,President,,REP,Donald J. Trump,639,,,,,,,,,,,,,,,,,
York,Spring Garden Township 4,President,,REP,Donald J. Trump,1102,,,,,,,,,,,,,,,,,
York,Spring Garden Township 5,President,,REP,Donald J. Trump,686,,,,,,,,,,,,,,,,,
York,Warrington Township,President,,REP,Donald J. Trump,2001,,,,,,,,,,,,,,,,,
York,Washington Township,President,,REP,Donald J. Trump,1128,,,,,,,,,,,,,,,,,
York,West Manchester Township 1,President,,REP,Donald J. Trump,886,,,,,,,,,,,,,,,,,
York,West Manchester Township 2,President,,REP,Donald J. Trump,1964,,,,,,,,,,,,,,,,,
York,West Manchester Township 3,President,,REP,Donald J. Trump,1394,,,,,,,,,,,,,,,,,
York,West Manchester Township 4,President,,REP,Donald J. Trump,731,,,,,,,,,,,,,,,,,
York,West Manchester Township 5,President,,REP,Donald J. Trump,1531,,,,,,,,,,,,,,,,,
York,West Manheim Township 1,President,,REP,Donald J. Trump,1210,,,,,,,,,,,,,,,,,
York,West Manheim Township 2,President,,REP,Donald J. Trump,1010,,,,,,,,,,,,,,,,,
York,West Manheim Township 3,President,,REP,Donald J. Trump,1223,,,,,,,,,,,,,,,,,
York,Windsor Township 1,President,,REP,Donald J. Trump,2079,,,,,,,,,,,,,,,,,
York,Windsor Township 2,President,,REP,Donald J. Trump,1434,,,,,,,,,,,,,,,,,
York,Windsor Township 3,President,,REP,Donald J. Trump,1529,,,,,,,,,,,,,,,,,
York,Windsor Township 4,President,,REP,Donald J. Trump,1757,,,,,,,,,,,,,,,,,
York,York Township 1-1,President,,REP,Donald J. Trump,710,,,,,,,,,,,,,,,,,
York,York Township 1-2,President,,REP,Donald J. Trump,336,,,,,,,,,,,,,,,,,
York,York Township 1-3,President,,REP,Donald J. Trump,965,,,,,,,,,,,,,,,,,
York,York Township 2-1,President,,REP,Donald J. Trump,698,,,,,,,,,,,,,,,,,
York,York Township 2-2,President,,REP,Donald J. Trump,564,,,,,,,,,,,,,,,,,
York,York Township 2-3,President,,REP,Donald J. Trump,909,,,,,,,,,,,,,,,,,
York,York Township 3-1,President,,REP,Donald J. Trump,494,,,,,,,,,,,,,,,,,
York,York Township 3-2,President,,REP,Donald J. Trump,616,,,,,,,,,,,,,,,,,
York,York Township 3-3,President,,REP,Donald J. Trump,527,,,,,,,,,,,,,,,,,
York,York Township 4-1,President,,REP,Donald J. Trump,406,,,,,,,,,,,,,,,,,
York,York Township 4-2,President,,REP,Donald J. Trump,509,,,,,,,,,,,,,,,,,
York,York Township 4-3,President,,REP,Donald J. Trump,669,,,,,,,,,,,,,,,,,
York,York Township 5-1,President,,REP,Donald J. Trump,643,,,,,,,,,,,,,,,,,
York,York Township 5-2,President,,REP,Donald J. Trump,508,,,,,,,,,,,,,,,,,
York,York Township 5-3,President,,REP,Donald J. Trump,942,,,,,,,,,,,,,,,,,
York,Cross Roads Borough,President,,REP,Donald J. Trump,263,,,,,,,,,,,,,,,,,
York,Dallastown Borough 1,President,,REP,Donald J. Trump,499,,,,,,,,,,,,,,,,,
York,Dallastown Borough 2,President,,REP,Donald J. Trump,653,,,,,,,,,,,,,,,,,
York,Delta Borough,President,,REP,Donald J. Trump,251,,,,,,,,,,,,,,,,,
York,Dillsburg Borough,President,,REP,Donald J. Trump,916,,,,,,,,,,,,,,,,,
York,Dover Borough,President,,REP,Donald J. Trump,624,,,,,,,,,,,,,,,,,
York,East Prospect Borough,President,,REP,Donald J. Trump,355,,,,,,,,,,,,,,,,,
York,Fawn Grove Borough,President,,REP,Donald J. Trump,213,,,,,,,,,,,,,,,,,
York,Felton Borough,President,,REP,Donald J. Trump,219,,,,,,,,,,,,,,,,,
York,Franklintown Borough,President,,REP,Donald J. Trump,214,,,,,,,,,,,,,,,,,
York,Glen Rock Borough,President,,REP,Donald J. Trump,675,,,,,,,,,,,,,,,,,
York,Goldsboro Borough,President,,REP,Donald J. Trump,358,,,,,,,,,,,,,,,,,
York,Hallam Borough,President,,REP,Donald J. Trump,823,,,,,,,,,,,,,,,,,
York,Hanover Borough 1,President,,REP,Donald J. Trump,994,,,,,,,,,,,,,,,,,
York,Hanover Borough 2,President,,REP,Donald J. Trump,1323,,,,,,,,,,,,,,,,,
York,Hanover Borough 3,President,,REP,Donald J. Trump,820,,,,,,,,,,,,,,,,,
York,Hanover Borough 4,President,,REP,Donald J. Trump,677,,,,,,,,,,,,,,,,,
York,Hanover Borough 5,President,,REP,Donald J. Trump,743,,,,,,,,,,,,,,,,,
York,Jacobus Borough,President,,REP,Donald J. Trump,693,,,,,,,,,,,,,,,,,
York,Jefferson Borough,President,,REP,Donald J. Trump,246,,,,,,,,,,,,,,,,,
York,Lewisberry Borough,President,,REP,Donald J. Trump,117,,,,,,,,,,,,,,,,,
York,Loganville Borough,President,,REP,Donald J. Trump,474,,,,,,,,,,,,,,,,,
York,Manchester Borough,President,,REP,Donald J. Trump,796,,,,,,,,,,,,,,,,,
York,Mount Wolf Borough,President,,REP,Donald J. Trump,426,,,,,,,,,,,,,,,,,
York,New Freedom Borough,President,,REP,Donald J. Trump,1847,,,,,,,,,,,,,,,,,
York,New Salem Borough,President,,REP,Donald J. Trump,319,,,,,,,,,,,,,,,,,
York,North York Borough,President,,REP,Donald J. Trump,376,,,,,,,,,,,,,,,,,
York,Railroad Borough,President,,REP,Donald J. Trump,70,,,,,,,,,,,,,,,,,
York,Red Lion Borough 1,President,,REP,Donald J. Trump,470,,,,,,,,,,,,,,,,,
York,Red Lion Borough 2,President,,REP,Donald J. Trump,568,,,,,,,,,,,,,,,,,
York,Red Lion Borough 3,President,,REP,Donald J. Trump,758,,,,,,,,,,,,,,,,,
York,Seven Valleys Borough,President,,REP,Donald J. Trump,178,,,,,,,,,,,,,,,,,
York,Shrewsbury Borough,President,,REP,Donald J. Trump,1519,,,,,,,,,,,,,,,,,
York,Spring Grove Borough,President,,REP,Donald J. Trump,745,,,,,,,,,,,,,,,,,
York,Stewartstown Borough,President,,REP,Donald J. Trump,802,,,,,,,,,,,,,,,,,
York,Wellsville Borough,President,,REP,Donald J. Trump,110,,,,,,,,,,,,,,,,,
York,West York Borough 1,President,,REP,Donald J. Trump,376,,,,,,,,,,,,,,,,,
York,West York Borough 2,President,,REP,Donald J. Trump,459,,,,,,,,,,,,,,,,,
York,Windsor Borough,President,,REP,Donald J. Trump,361,,,,,,,,,,,,,,,,,
York,Winterstown Borough,President,,REP,Donald J. Trump,274,,,,,,,,,,,,,,,,,
