county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 2,State Treasurer,,DEM,Joe Torsella,138,,,,,,,,,,,,,,,,,0
York,Lower Windsor Township 1,State Treasurer,,DEM,Joe Torsella,156,,,,,,,,,,,,,,,,,0
York,Lower Windsor Township 2,State Treasurer,,DEM,Joe Torsella,351,,,,,,,,,,,,,,,,,0
York,Lower Windsor Township 3,State Treasurer,,DEM,Joe Torsella,427,,,,,,,,,,,,,,,,,0
York,Manchester Township 1,State Treasurer,,DEM,Joe Torsella,382,,,,,,,,,,,,,,,,,0
York,Manchester Township 2,State Treasurer,,DEM,Joe Torsella,606,,,,,,,,,,,,,,,,,0
York,Manchester Township 3,State Treasurer,,DEM,Joe Torsella,770,,,,,,,,,,,,,,,,,0
York,Manchester Township 4,State Treasurer,,DEM,Joe Torsella,457,,,,,,,,,,,,,,,,,0
York,Manchester Township 5,State Treasurer,,DEM,Joe Torsella,756,,,,,,,,,,,,,,,,,0
York,Manchester Township 6,State Treasurer,,DEM,Joe Torsella,701,,,,,,,,,,,,,,,,,0
York,Manchester Township 7,State Treasurer,,DEM,Joe Torsella,625,,,,,,,,,,,,,,,,,0
York,Manheim Township,State Treasurer,,DEM,Joe Torsella,438,,,,,,,,,,,,,,,,,0
York,Monaghan Township,State Treasurer,,DEM,Joe Torsella,510,,,,,,,,,,,,,,,,,0
York,Newberry Township 1,State Treasurer,,DEM,Joe Torsella,894,,,,,,,,,,,,,,,,,0
York,Newberry Township 2,State Treasurer,,DEM,Joe Torsella,494,,,,,,,,,,,,,,,,,0
York,Newberry Township 3,State Treasurer,,DEM,Joe Torsella,855,,,,,,,,,,,,,,,,,0
York,North Codorus Township 1,State Treasurer,,DEM,Joe Torsella,905,,,,,,,,,,,,,,,,,0
York,North Codorus Township 2,State Treasurer,,DEM,Joe Torsella,454,,,,,,,,,,,,,,,,,0
York,North Hopewell Township,State Treasurer,,DEM,Joe Torsella,287,,,,,,,,,,,,,,,,,0
York,Paradise Township,State Treasurer,,DEM,Joe Torsella,483,,,,,,,,,,,,,,,,,0
York,Peach Bottom Township,State Treasurer,,DEM,Joe Torsella,436,,,,,,,,,,,,,,,,,0
York,Penn Township 1,State Treasurer,,DEM,Joe Torsella,644,,,,,,,,,,,,,,,,,0
York,Penn Township 2,State Treasurer,,DEM,Joe Torsella,630,,,,,,,,,,,,,,,,,0
York,Penn Township 3,State Treasurer,,DEM,Joe Torsella,410,,,,,,,,,,,,,,,,,0
York,Penn Township 4,State Treasurer,,DEM,Joe Torsella,852,,,,,,,,,,,,,,,,,0
York,Shrewsbury Township 1,State Treasurer,,DEM,Joe Torsella,431,,,,,,,,,,,,,,,,,0
York,Shrewsbury Township 2,State Treasurer,,DEM,Joe Torsella,835,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 1,State Treasurer,,DEM,Joe Torsella,463,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 2,State Treasurer,,DEM,Joe Torsella,1004,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 3,State Treasurer,,DEM,Joe Torsella,1136,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 4,State Treasurer,,DEM,Joe Torsella,1063,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 5,State Treasurer,,DEM,Joe Torsella,421,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 6,State Treasurer,,DEM,Joe Torsella,463,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 7,State Treasurer,,DEM,Joe Torsella,466,,,,,,,,,,,,,,,,,0
York,Springettsbury Township 8,State Treasurer,,DEM,Joe Torsella,901,,,,,,,,,,,,,,,,,0
York,Springfield Township,State Treasurer,,DEM,Joe Torsella,1191,,,,,,,,,,,,,,,,,0
York,Spring Garden Township 1,State Treasurer,,DEM,Joe Torsella,439,,,,,,,,,,,,,,,,,0
York,Spring Garden Township 2,State Treasurer,,DEM,Joe Torsella,504,,,,,,,,,,,,,,,,,0
York,Spring Garden Township 3,State Treasurer,,DEM,Joe Torsella,779,,,,,,,,,,,,,,,,,0
York,Spring Garden Township 4,State Treasurer,,DEM,Joe Torsella,1028,,,,,,,,,,,,,,,,,0
York,Spring Garden Township 5,State Treasurer,,DEM,Joe Torsella,740,,,,,,,,,,,,,,,,,0
York,Warrington Township,State Treasurer,,DEM,Joe Torsella,603,,,,,,,,,,,,,,,,,0
York,Washington Township,State Treasurer,,DEM,Joe Torsella,283,,,,,,,,,,,,,,,,,0
York,West Manchester Township 1,State Treasurer,,DEM,Joe Torsella,628,,,,,,,,,,,,,,,,,0
York,West Manchester Township 2,State Treasurer,,DEM,Joe Torsella,1171,,,,,,,,,,,,,,,,,0
York,West Manchester Township 3,State Treasurer,,DEM,Joe Torsella,753,,,,,,,,,,,,,,,,,0
York,West Manchester Township 4,State Treasurer,,DEM,Joe Torsella,326,,,,,,,,,,,,,,,,,0
York,West Manchester Township 5,State Treasurer,,DEM,Joe Torsella,1148,,,,,,,,,,,,,,,,,0
York,West Manheim Township 1,State Treasurer,,DEM,Joe Torsella,550,,,,,,,,,,,,,,,,,0
York,West Manheim Township 2,State Treasurer,,DEM,Joe Torsella,417,,,,,,,,,,,,,,,,,0
York,West Manheim Township 3,State Treasurer,,DEM,Joe Torsella,316,,,,,,,,,,,,,,,,,0
York,Windsor Township 1,State Treasurer,,DEM,Joe Torsella,1064,,,,,,,,,,,,,,,,,0
York,Windsor Township 2,State Treasurer,,DEM,Joe Torsella,459,,,,,,,,,,,,,,,,,0
York,Windsor Township 3,State Treasurer,,DEM,Joe Torsella,693,,,,,,,,,,,,,,,,,0
York,Windsor Township 4,State Treasurer,,DEM,Joe Torsella,857,,,,,,,,,,,,,,,,,0
York,York Township 1-1,State Treasurer,,DEM,Joe Torsella,485,,,,,,,,,,,,,,,,,0
York,York Township 1-2,State Treasurer,,DEM,Joe Torsella,317,,,,,,,,,,,,,,,,,0
York,York Township 1-3,State Treasurer,,DEM,Joe Torsella,774,,,,,,,,,,,,,,,,,0
York,York Township 2-1,State Treasurer,,DEM,Joe Torsella,368,,,,,,,,,,,,,,,,,0
York,York Township 2-2,State Treasurer,,DEM,Joe Torsella,250,,,,,,,,,,,,,,,,,0
York,York Township 2-3,State Treasurer,,DEM,Joe Torsella,522,,,,,,,,,,,,,,,,,0
York,York Township 3-1,State Treasurer,,DEM,Joe Torsella,384,,,,,,,,,,,,,,,,,0
York,York Township 3-2,State Treasurer,,DEM,Joe Torsella,366,,,,,,,,,,,,,,,,,0
York,York Township 3-3,State Treasurer,,DEM,Joe Torsella,322,,,,,,,,,,,,,,,,,0
York,York Township 4-1,State Treasurer,,DEM,Joe Torsella,404,,,,,,,,,,,,,,,,,0
York,York Township 4-2,State Treasurer,,DEM,Joe Torsella,441,,,,,,,,,,,,,,,,,0
York,York Township 4-3,State Treasurer,,DEM,Joe Torsella,518,,,,,,,,,,,,,,,,,0
York,York Township 5-1,State Treasurer,,DEM,Joe Torsella,466,,,,,,,,,,,,,,,,,0
York,York Township 5-2,State Treasurer,,DEM,Joe Torsella,330,,,,,,,,,,,,,,,,,
York,York Township 5-3,State Treasurer,,DEM,Joe Torsella,498,,,,,,,,,,,,,,,,,0
York,Cross Roads Borough,State Treasurer,,DEM,Joe Torsella,46,,,,,,,,,,,,,,,,,0
York,Dallastown Borough 1,State Treasurer,,DEM,Joe Torsella,298,,,,,,,,,,,,,,,,,0
York,Dallastown Borough 2,State Treasurer,,DEM,Joe Torsella,301,,,,,,,,,,,,,,,,,0
York,Delta Borough,State Treasurer,,DEM,Joe Torsella,56,,,,,,,,,,,,,,,,,0
York,Dillsburg Borough,State Treasurer,,DEM,Joe Torsella,414,,,,,,,,,,,,,,,,,0
York,Dover Borough,State Treasurer,,DEM,Joe Torsella,275,,,,,,,,,,,,,,,,,0
York,East Prospect Borough,State Treasurer,,DEM,Joe Torsella,107,,,,,,,,,,,,,,,,,0
York,Fawn Grove Borough,State Treasurer,,DEM,Joe Torsella,61,,,,,,,,,,,,,,,,,0
York,Felton Borough,State Treasurer,,DEM,Joe Torsella,34,,,,,,,,,,,,,,,,,0
York,Franklintown Borough,State Treasurer,,DEM,Joe Torsella,84,,,,,,,,,,,,,,,,,0
York,Glen Rock Borough,State Treasurer,,DEM,Joe Torsella,327,,,,,,,,,,,,,,,,,0
York,Goldsboro Borough,State Treasurer,,DEM,Joe Torsella,138,,,,,,,,,,,,,,,,,0
York,Hallam Borough,State Treasurer,,DEM,Joe Torsella,493,,,,,,,,,,,,,,,,,0
York,Hanover Borough 1,State Treasurer,,DEM,Joe Torsella,616,,,,,,,,,,,,,,,,,0
York,Hanover Borough 2,State Treasurer,,DEM,Joe Torsella,699,,,,,,,,,,,,,,,,,0
York,Hanover Borough 3,State Treasurer,,DEM,Joe Torsella,406,,,,,,,,,,,,,,,,,0
York,Hanover Borough 4,State Treasurer,,DEM,Joe Torsella,433,,,,,,,,,,,,,,,,,0
York,Hanover Borough 5,State Treasurer,,DEM,Joe Torsella,398,,,,,,,,,,,,,,,,,0
York,Jacobus Borough,State Treasurer,,DEM,Joe Torsella,319,,,,,,,,,,,,,,,,,0
York,Jefferson Borough,State Treasurer,,DEM,Joe Torsella,86,,,,,,,,,,,,,,,,,0
York,Lewisberry Borough,State Treasurer,,DEM,Joe Torsella,65,,,,,,,,,,,,,,,,,0
York,Loganville Borough,State Treasurer,,DEM,Joe Torsella,242,,,,,,,,,,,,,,,,,0
York,Manchester Borough,State Treasurer,,DEM,Joe Torsella,448,,,,,,,,,,,,,,,,,0
York,Mount Wolf Borough,State Treasurer,,DEM,Joe Torsella,273,,,,,,,,,,,,,,,,,0
York,New Freedom Borough,State Treasurer,,DEM,Joe Torsella,980,,,,,,,,,,,,,,,,,0
York,New Salem Borough,State Treasurer,,DEM,Joe Torsella,138,,,,,,,,,,,,,,,,,0
York,North York Borough,State Treasurer,,DEM,Joe Torsella,401,,,,,,,,,,,,,,,,,0
York,Railroad Borough,State Treasurer,,DEM,Joe Torsella,29,,,,,,,,,,,,,,,,,0
York,Red Lion Borough 1,State Treasurer,,DEM,Joe Torsella,219,,,,,,,,,,,,,,,,,0
York,Red Lion Borough 2,State Treasurer,,DEM,Joe Torsella,301,,,,,,,,,,,,,,,,,0
York,Red Lion Borough 3,State Treasurer,,DEM,Joe Torsella,397,,,,,,,,,,,,,,,,,0
York,Seven Valleys Borough,State Treasurer,,DEM,Joe Torsella,70,,,,,,,,,,,,,,,,,0
York,Shrewsbury Borough,State Treasurer,,DEM,Joe Torsella,692,,,,,,,,,,,,,,,,,0
York,Spring Grove Borough,State Treasurer,,DEM,Joe Torsella,370,,,,,,,,,,,,,,,,,0
York,Stewartstown Borough,State Treasurer,,DEM,Joe Torsella,358,,,,,,,,,,,,,,,,,0
York,Wellsville Borough,State Treasurer,,DEM,Joe Torsella,32,,,,,,,,,,,,,,,,,0
York,West York Borough 1,State Treasurer,,DEM,Joe Torsella,298,,,,,,,,,,,,,,,,,0
York,West York Borough 2,State Treasurer,,DEM,Joe Torsella,529,,,,,,,,,,,,,,,,,0
York,Windsor Borough,State Treasurer,,DEM,Joe Torsella,120,,,,,,,,,,,,,,,,,0
York,Winterstown Borough,State Treasurer,,DEM,Joe Torsella,70,,,,,,,,,,,,,,,,,0
York,Wrightsville Borough 1,State Treasurer,,DEM,Joe Torsella,92,,,,,,,,,,,,,,,,,0
York,Wrightsville Borough 2,State Treasurer,,DEM,Joe Torsella,93,,,,,,,,,,,,,,,,,0
York,Wrightsville Borough 3,State Treasurer,,DEM,Joe Torsella,137,,,,,,,,,,,,,,,,,0
York,Yoe Borough,State Treasurer,,DEM,Joe Torsella,146,,,,,,,,,,,,,,,,,0
York,Yorkana Borough,State Treasurer,,DEM,Joe Torsella,38,,,,,,,,,,,,,,,,,0
York,York Haven Borough,State Treasurer,,DEM,Joe Torsella,80,,,,,,,,,,,,,,,,,0
York,York City 1-0,State Treasurer,,DEM,Joe Torsella,352,,,,,,,,,,,,,,,,,0
York,York City 5-0,State Treasurer,,DEM,Joe Torsella,708,,,,,,,,,,,,,,,,,0
York,York City 6-0,State Treasurer,,DEM,Joe Torsella,473,,,,,,,,,,,,,,,,,0
York,York City 7-0,State Treasurer,,DEM,Joe Torsella,360,,,,,,,,,,,,,,,,,0
York,York City 8-0,State Treasurer,,DEM,Joe Torsella,719,,,,,,,,,,,,,,,,,0
York,York City 9-1,State Treasurer,,DEM,Joe Torsella,496,,,,,,,,,,,,,,,,,0
York,York City 9-2,State Treasurer,,DEM,Joe Torsella,385,,,,,,,,,,,,,,,,,0
York,York City 11-0,State Treasurer,,DEM,Joe Torsella,806,,,,,,,,,,,,,,,,,
York,York City 12-1,State Treasurer,,DEM,Joe Torsella,561,,,,,,,,,,,,,,,,,
York,York City 12-2,State Treasurer,,DEM,Joe Torsella,376,,,,,,,,,,,,,,,,,
York,York City 12-3,State Treasurer,,DEM,Joe Torsella,386,,,,,,,,,,,,,,,,,
York,York City 12-4,State Treasurer,,DEM,Joe Torsella,559,,,,,,,,,,,,,,,,,
York,York City 13-0,State Treasurer,,DEM,Joe Torsella,427,,,,,,,,,,,,,,,,,
York,York City 14-1,State Treasurer,,DEM,Joe Torsella,372,,,,,,,,,,,,,,,,,
York,York City 14-2,State Treasurer,,DEM,Joe Torsella,451,,,,,,,,,,,,,,,,,
York,York City 14-3,State Treasurer,,DEM,Joe Torsella,594,,,,,,,,,,,,,,,,,
York,York City 15-0,State Treasurer,,DEM,Joe Torsella,653,,,,,,,,,,,,,,,,,
York,Carroll Township,State Treasurer,,REP,Stacy L. Garrity,2752,,,,,,,,,,,,,,,,,
York,Chanceford Township 1,State Treasurer,,REP,Stacy L. Garrity,1159,,,,,,,,,,,,,,,,,
York,Chanceford Township 2,State Treasurer,,REP,Stacy L. Garrity,480,,,,,,,,,,,,,,,,,
York,Chanceford Township 3,State Treasurer,,REP,Stacy L. Garrity,771,,,,,,,,,,,,,,,,,
York,Codorus Township 1,State Treasurer,,REP,Stacy L. Garrity,553,,,,,,,,,,,,,,,,,
York,Codorus Township 2,State Treasurer,,REP,Stacy L. Garrity,608,,,,,,,,,,,,,,,,,
York,Codorus Township 3,State Treasurer,,REP,Stacy L. Garrity,516,,,,,,,,,,,,,,,,,
York,Conewago Township 1,State Treasurer,,REP,Stacy L. Garrity,1714,,,,,,,,,,,,,,,,,
York,Conewago Township 2,State Treasurer,,REP,Stacy L. Garrity,1022,,,,,,,,,,,,,,,,,
York,Dover Township 1,State Treasurer,,REP,Stacy L. Garrity,2322,,,,,,,,,,,,,,,,,
York,Dover Township 2,State Treasurer,,REP,Stacy L. Garrity,2492,,,,,,,,,,,,,,,,,
York,Dover Township 3,State Treasurer,,REP,Stacy L. Garrity,1752,,,,,,,,,,,,,,,,,
York,Dover Township 4,State Treasurer,,REP,Stacy L. Garrity,1293,,,,,,,,,,,,,,,,,
York,East Hopewell Township,State Treasurer,,REP,Stacy L. Garrity,1124,,,,,,,,,,,,,,,,,
York,East Manchester Township,State Treasurer,,REP,Stacy L. Garrity,2490,,,,,,,,,,,,,,,,,
York,Fairview Township 1,State Treasurer,,REP,Stacy L. Garrity,1020,,,,,,,,,,,,,,,,,
York,Fairview Township 2,State Treasurer,,REP,Stacy L. Garrity,1536,,,,,,,,,,,,,,,,,
York,Fairview Township 3,State Treasurer,,REP,Stacy L. Garrity,2569,,,,,,,,,,,,,,,,,
York,Fairview Township 4,State Treasurer,,REP,Stacy L. Garrity,1434,,,,,,,,,,,,,,,,,
York,Fawn Township,State Treasurer,,REP,Stacy L. Garrity,1380,,,,,,,,,,,,,,,,,
York,Franklin Township,State Treasurer,,REP,Stacy L. Garrity,2039,,,,,,,,,,,,,,,,,
York,Heidelberg Township,State Treasurer,,REP,Stacy L. Garrity,1378,,,,,,,,,,,,,,,,,
York,Hellam Township 1,State Treasurer,,REP,Stacy L. Garrity,1080,,,,,,,,,,,,,,,,,
York,Hellam Township 2,State Treasurer,,REP,Stacy L. Garrity,1306,,,,,,,,,,,,,,,,,
York,Hopewell Township,State Treasurer,,REP,Stacy L. Garrity,2276,,,,,,,,,,,,,,,,,
York,Jackson Township 1,State Treasurer,,REP,Stacy L. Garrity,1623,,,,,,,,,,,,,,,,,
York,Jackson Township 2,State Treasurer,,REP,Stacy L. Garrity,1608,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 1,State Treasurer,,REP,Stacy L. Garrity,441,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 2,State Treasurer,,REP,Stacy L. Garrity,626,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 1,State Treasurer,,REP,Stacy L. Garrity,480,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 2,State Treasurer,,REP,Stacy L. Garrity,1049,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 3,State Treasurer,,REP,Stacy L. Garrity,1541,,,,,,,,,,,,,,,,,
York,Manchester Township 1,State Treasurer,,REP,Stacy L. Garrity,559,,,,,,,,,,,,,,,,,
York,Manchester Township 2,State Treasurer,,REP,Stacy L. Garrity,903,,,,,,,,,,,,,,,,,
York,Manchester Township 3,State Treasurer,,REP,Stacy L. Garrity,1171,,,,,,,,,,,,,,,,,
York,Manchester Township 4,State Treasurer,,REP,Stacy L. Garrity,850,,,,,,,,,,,,,,,,,
York,Manchester Township 5,State Treasurer,,REP,Stacy L. Garrity,1219,,,,,,,,,,,,,,,,,
York,Manchester Township 6,State Treasurer,,REP,Stacy L. Garrity,1317,,,,,,,,,,,,,,,,,
York,Manchester Township 7,State Treasurer,,REP,Stacy L. Garrity,683,,,,,,,,,,,,,,,,,
York,Manheim Township,State Treasurer,,REP,Stacy L. Garrity,1601,,,,,,,,,,,,,,,,,
York,Monaghan Township,State Treasurer,,REP,Stacy L. Garrity,1198,,,,,,,,,,,,,,,,,
York,Newberry Township 1,State Treasurer,,REP,Stacy L. Garrity,2618,,,,,,,,,,,,,,,,,
York,Newberry Township 2,State Treasurer,,REP,Stacy L. Garrity,1299,,,,,,,,,,,,,,,,,
York,Newberry Township 3,State Treasurer,,REP,Stacy L. Garrity,1626,,,,,,,,,,,,,,,,,
York,North Codorus Township 1,State Treasurer,,REP,Stacy L. Garrity,2231,,,,,,,,,,,,,,,,,
York,North Codorus Township 2,State Treasurer,,REP,Stacy L. Garrity,1473,,,,,,,,,,,,,,,,,
York,North Hopewell Township,State Treasurer,,REP,Stacy L. Garrity,1226,,,,,,,,,,,,,,,,,
York,Paradise Township,State Treasurer,,REP,Stacy L. Garrity,1635,,,,,,,,,,,,,,,,,
York,Peach Bottom Township,State Treasurer,,REP,Stacy L. Garrity,1979,,,,,,,,,,,,,,,,,
York,Penn Township 1,State Treasurer,,REP,Stacy L. Garrity,1363,,,,,,,,,,,,,,,,,
York,Penn Township 2,State Treasurer,,REP,Stacy L. Garrity,1621,,,,,,,,,,,,,,,,,
York,Penn Township 3,State Treasurer,,REP,Stacy L. Garrity,824,,,,,,,,,,,,,,,,,
York,Penn Township 4,State Treasurer,,REP,Stacy L. Garrity,2140,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 1,State Treasurer,,REP,Stacy L. Garrity,1123,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 2,State Treasurer,,REP,Stacy L. Garrity,1680,,,,,,,,,,,,,,,,,
York,Springettsbury Township 1,State Treasurer,,REP,Stacy L. Garrity,389,,,,,,,,,,,,,,,,,
York,Springettsbury Township 2,State Treasurer,,REP,Stacy L. Garrity,1468,,,,,,,,,,,,,,,,,
York,Springettsbury Township 3,State Treasurer,,REP,Stacy L. Garrity,1421,,,,,,,,,,,,,,,,,
York,Springettsbury Township 4,State Treasurer,,REP,Stacy L. Garrity,1126,,,,,,,,,,,,,,,,,
York,Springettsbury Township 5,State Treasurer,,REP,Stacy L. Garrity,485,,,,,,,,,,,,,,,,,
York,Springettsbury Township 6,State Treasurer,,REP,Stacy L. Garrity,589,,,,,,,,,,,,,,,,,
York,Springettsbury Township 7,State Treasurer,,REP,Stacy L. Garrity,624,,,,,,,,,,,,,,,,,
York,Springettsbury Township 8,State Treasurer,,REP,Stacy L. Garrity,1242,,,,,,,,,,,,,,,,,
York,Springfield Township,State Treasurer,,REP,Stacy L. Garrity,2250,,,,,,,,,,,,,,,,,
York,Spring Garden Township 1,State Treasurer,,REP,Stacy L. Garrity,459,,,,,,,,,,,,,,,,,
York,Spring Garden Township 2,State Treasurer,,REP,Stacy L. Garrity,401,,,,,,,,,,,,,,,,,
York,Spring Garden Township 3,State Treasurer,,REP,Stacy L. Garrity,674,,,,,,,,,,,,,,,,,
York,Spring Garden Township 4,State Treasurer,,REP,Stacy L. Garrity,1200,,,,,,,,,,,,,,,,,
York,Spring Garden Township 5,State Treasurer,,REP,Stacy L. Garrity,699,,,,,,,,,,,,,,,,,
York,Warrington Township,State Treasurer,,REP,Stacy L. Garrity,2000,,,,,,,,,,,,,,,,,
York,Washington Township,State Treasurer,,REP,Stacy L. Garrity,1102,,,,,,,,,,,,,,,,,
York,West Manchester Township 1,State Treasurer,,REP,Stacy L. Garrity,852,,,,,,,,,,,,,,,,,
York,West Manchester Township 2,State Treasurer,,REP,Stacy L. Garrity,1959,,,,,,,,,,,,,,,,,
York,West Manchester Township 3,State Treasurer,,REP,Stacy L. Garrity,1386,,,,,,,,,,,,,,,,,
York,West Manchester Township 4,State Treasurer,,REP,Stacy L. Garrity,708,,,,,,,,,,,,,,,,,
York,West Manchester Township 5,State Treasurer,,REP,Stacy L. Garrity,1536,,,,,,,,,,,,,,,,,
York,West Manheim Township 1,State Treasurer,,REP,Stacy L. Garrity,1220,,,,,,,,,,,,,,,,,
York,West Manheim Township 2,State Treasurer,,REP,Stacy L. Garrity,997,,,,,,,,,,,,,,,,,
York,West Manheim Township 3,State Treasurer,,REP,Stacy L. Garrity,1198,,,,,,,,,,,,,,,,,
York,Windsor Township 1,State Treasurer,,REP,Stacy L. Garrity,2100,,,,,,,,,,,,,,,,,
York,Windsor Township 2,State Treasurer,,REP,Stacy L. Garrity,1412,,,,,,,,,,,,,,,,,
York,Windsor Township 3,State Treasurer,,REP,Stacy L. Garrity,1556,,,,,,,,,,,,,,,,,
York,Windsor Township 4,State Treasurer,,REP,Stacy L. Garrity,1778,,,,,,,,,,,,,,,,,
York,York Township 1-1,State Treasurer,,REP,Stacy L. Garrity,749,,,,,,,,,,,,,,,,,
York,York Township 1-2,State Treasurer,,REP,Stacy L. Garrity,339,,,,,,,,,,,,,,,,,
York,York Township 1-3,State Treasurer,,REP,Stacy L. Garrity,1013,,,,,,,,,,,,,,,,,
York,York Township 2-1,State Treasurer,,REP,Stacy L. Garrity,722,,,,,,,,,,,,,,,,,
York,York Township 2-2,State Treasurer,,REP,Stacy L. Garrity,578,,,,,,,,,,,,,,,,,
York,York Township 2-3,State Treasurer,,REP,Stacy L. Garrity,915,,,,,,,,,,,,,,,,,
York,York Township 3-1,State Treasurer,,REP,Stacy L. Garrity,521,,,,,,,,,,,,,,,,,
York,York Township 3-2,State Treasurer,,REP,Stacy L. Garrity,636,,,,,,,,,,,,,,,,,
York,York Township 3-3,State Treasurer,,REP,Stacy L. Garrity,528,,,,,,,,,,,,,,,,,
York,York Township 4-1,State Treasurer,,REP,Stacy L. Garrity,391,,,,,,,,,,,,,,,,,
York,York Township 4-2,State Treasurer,,REP,Stacy L. Garrity,524,,,,,,,,,,,,,,,,,
York,York Township 4-3,State Treasurer,,REP,Stacy L. Garrity,673,,,,,,,,,,,,,,,,,
York,York Township 5-1,State Treasurer,,REP,Stacy L. Garrity,676,,,,,,,,,,,,,,,,,
York,York Township 5-2,State Treasurer,,REP,Stacy L. Garrity,494,,,,,,,,,,,,,,,,,
York,York Township 5-3,State Treasurer,,REP,Stacy L. Garrity,941,,,,,,,,,,,,,,,,,
York,Cross Roads Borough,State Treasurer,,REP,Stacy L. Garrity,254,,,,,,,,,,,,,,,,,
York,Dallastown Borough 1,State Treasurer,,REP,Stacy L. Garrity,487,,,,,,,,,,,,,,,,,
York,Dallastown Borough 2,State Treasurer,,REP,Stacy L. Garrity,650,,,,,,,,,,,,,,,,,
York,Delta Borough,State Treasurer,,REP,Stacy L. Garrity,246,,,,,,,,,,,,,,,,,
York,Dillsburg Borough,State Treasurer,,REP,Stacy L. Garrity,917,,,,,,,,,,,,,,,,,
York,Dover Borough,State Treasurer,,REP,Stacy L. Garrity,602,,,,,,,,,,,,,,,,,
York,East Prospect Borough,State Treasurer,,REP,Stacy L. Garrity,347,,,,,,,,,,,,,,,,,
York,Fawn Grove Borough,State Treasurer,,REP,Stacy L. Garrity,211,,,,,,,,,,,,,,,,,
York,Felton Borough,State Treasurer,,REP,Stacy L. Garrity,214,,,,,,,,,,,,,,,,,
York,Franklintown Borough,State Treasurer,,REP,Stacy L. Garrity,213,,,,,,,,,,,,,,,,,
York,Glen Rock Borough,State Treasurer,,REP,Stacy L. Garrity,686,,,,,,,,,,,,,,,,,
York,Goldsboro Borough,State Treasurer,,REP,Stacy L. Garrity,351,,,,,,,,,,,,,,,,,
York,Hallam Borough,State Treasurer,,REP,Stacy L. Garrity,803,,,,,,,,,,,,,,,,,
York,Hanover Borough 1,State Treasurer,,REP,Stacy L. Garrity,982,,,,,,,,,,,,,,,,,
York,Hanover Borough 2,State Treasurer,,REP,Stacy L. Garrity,1327,,,,,,,,,,,,,,,,,
York,Hanover Borough 3,State Treasurer,,REP,Stacy L. Garrity,783,,,,,,,,,,,,,,,,,
York,Hanover Borough 4,State Treasurer,,REP,Stacy L. Garrity,654,,,,,,,,,,,,,,,,,
York,Hanover Borough 5,State Treasurer,,REP,Stacy L. Garrity,739,,,,,,,,,,,,,,,,,
York,Jacobus Borough,State Treasurer,,REP,Stacy L. Garrity,696,,,,,,,,,,,,,,,,,
York,Jefferson Borough,State Treasurer,,REP,Stacy L. Garrity,242,,,,,,,,,,,,,,,,,
York,Lewisberry Borough,State Treasurer,,REP,Stacy L. Garrity,104,,,,,,,,,,,,,,,,,
York,Loganville Borough,State Treasurer,,REP,Stacy L. Garrity,491,,,,,,,,,,,,,,,,,
York,Manchester Borough,State Treasurer,,REP,Stacy L. Garrity,795,,,,,,,,,,,,,,,,,
York,Mount Wolf Borough,State Treasurer,,REP,Stacy L. Garrity,407,,,,,,,,,,,,,,,,,
York,New Freedom Borough,State Treasurer,,REP,Stacy L. Garrity,1956,,,,,,,,,,,,,,,,,
York,New Salem Borough,State Treasurer,,REP,Stacy L. Garrity,313,,,,,,,,,,,,,,,,,
York,North York Borough,State Treasurer,,REP,Stacy L. Garrity,364,,,,,,,,,,,,,,,,,
York,Railroad Borough,State Treasurer,,REP,Stacy L. Garrity,65,,,,,,,,,,,,,,,,,
York,Red Lion Borough 1,State Treasurer,,REP,Stacy L. Garrity,456,,,,,,,,,,,,,,,,,
York,Red Lion Borough 2,State Treasurer,,REP,Stacy L. Garrity,539,,,,,,,,,,,,,,,,,
York,Red Lion Borough 3,State Treasurer,,REP,Stacy L. Garrity,730,,,,,,,,,,,,,,,,,
York,Seven Valleys Borough,State Treasurer,,REP,Stacy L. Garrity,174,,,,,,,,,,,,,,,,,
York,Shrewsbury Borough,State Treasurer,,REP,Stacy L. Garrity,1526,,,,,,,,,,,,,,,,,
York,Spring Grove Borough,State Treasurer,,REP,Stacy L. Garrity,737,,,,,,,,,,,,,,,,,
York,Stewartstown Borough,State Treasurer,,REP,Stacy L. Garrity,802,,,,,,,,,,,,,,,,,
York,Wellsville Borough,State Treasurer,,REP,Stacy L. Garrity,116,,,,,,,,,,,,,,,,,
York,West York Borough 1,State Treasurer,,REP,Stacy L. Garrity,355,,,,,,,,,,,,,,,,,
York,West York Borough 2,State Treasurer,,REP,Stacy L. Garrity,431,,,,,,,,,,,,,,,,,
