county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Westmoreland,Allegheny Township #3 Sobers,President,,REP,Donald J Trump,852,121,721,10
Westmoreland,Allegheny Township #4 Stewarts,President,,REP,Donald J Trump,448,37,406,5
Westmoreland,Allegheny Township #5 Bellvue,President,,REP,Donald J Trump,282,38,244,0
Westmoreland,City Of Arnold - 1-1,President,,REP,Donald J Trump,64,9,55,0
Westmoreland,City Of Arnold - 1-2,President,,REP,Donald J Trump,56,7,44,5
Westmoreland,City Of Arnold - 2-1,President,,REP,Donald J Trump,206,41,162,3
Westmoreland,City Of Arnold - 2-2,President,,REP,Donald J Trump,224,34,189,1
Westmoreland,City Of Arnold - 2-3,President,,REP,Donald J Trump,194,20,169,5
Westmoreland,Arona Borough,President,,REP,Donald J Trump,120,8,111,1
Westmoreland,Avonmore Borough,President,,REP,Donald J Trump,318,34,278,6
Westmoreland,Bell Township - Perrysville,President,,REP,Donald J Trump,562,76,485,1
Westmoreland,Bell Township - Roaring Run,President,,REP,Donald J Trump,227,21,202,4
Westmoreland,Bell Township - Salina,President,,REP,Donald J Trump,139,7,129,3
Westmoreland,Bolivar Borough,President,,REP,Donald J Trump,132,7,125,0
Westmoreland,Cook Township,President,,REP,Donald J Trump,880,102,767,11
Westmoreland,Delmont Borough,President,,REP,Donald J Trump,1034,194,821,19
Westmoreland,Derry Borough - 1St Ward,President,,REP,Donald J Trump,277,36,239,2
Westmoreland,Derry Borough - 2Nd Ward,President,,REP,Donald J Trump,205,11,194,0
Westmoreland,Derry Borough - 3Rd Ward,President,,REP,Donald J Trump,179,15,163,1
Westmoreland,Derry Borough - 4Th Ward,President,,REP,Donald J Trump,168,13,155,0
Westmoreland,Derry Township - Alters,President,,REP,Donald J Trump,585,59,518,8
Westmoreland,Derry Township - Bradenville,President,,REP,Donald J Trump,319,54,257,8
Westmoreland,Derry Township - Cokeville,President,,REP,Donald J Trump,282,24,258,0
Westmoreland,Derry Township - Cooperstown,President,,REP,Donald J Trump,636,85,543,8
Westmoreland,Derry Township - Kingston,President,,REP,Donald J Trump,230,34,195,1
Westmoreland,Derry Township - Loyalhanna,President,,REP,Donald J Trump,333,54,272,7
Westmoreland,Derry Township - Millwood,President,,REP,Donald J Trump,489,64,417,8
Westmoreland,Derry Township - New Derry,President,,REP,Donald J Trump,722,80,634,8
Westmoreland,Derry Township - Peanut,President,,REP,Donald J Trump,318,51,266,1
Westmoreland,Derry Township - Saxman,President,,REP,Donald J Trump,468,59,403,6
Westmoreland,Derry Township - Scalp Level,President,,REP,Donald J Trump,308,22,286,0
Westmoreland,Derry Township - Simpsons,President,,REP,Donald J Trump,356,42,310,4
Westmoreland,Derry Township - Torrance,President,,REP,Donald J Trump,94,44,49,1
Westmoreland,Donegal Borough,President,,REP,Donald J Trump,41,4,37,0
Westmoreland,Donegal Township - Four Mile Run,President,,REP,Donald J Trump,653,73,575,5
Westmoreland,Donegal Township - Indian Creek,President,,REP,Donald J Trump,315,31,281,3
Westmoreland,East Huntingdon Township Bessemer #1,President,,REP,Donald J Trump,303,36,267,0
Westmoreland,East Huntingdon Township Bessemer #2,President,,REP,Donald J Trump,593,58,522,13
Westmoreland,E Huntingdon Township - Ruffssale,President,,REP,Donald J Trump,678,66,600,12
Westmoreland,E Huntingdon Township - Stoners,President,,REP,Donald J Trump,316,21,292,3
Westmoreland,E Huntingdon Township - Strohms,President,,REP,Donald J Trump,370,39,327,4
Westmoreland,E Huntingdon Township - Whites,President,,REP,Donald J Trump,736,109,620,7
Westmoreland,E Vandergrift Borough,President,,REP,Donald J Trump,168,11,155,2
Westmoreland,Export Borough,President,,REP,Donald J Trump,273,21,250,2
Westmoreland,Fairfield Township - Fairfield,President,,REP,Donald J Trump,240,25,215,0
Westmoreland,Fairfield Township - N Fairfield,President,,REP,Donald J Trump,194,14,176,4
Westmoreland,Fairfield Township - S Fairfield,President,,REP,Donald J Trump,445,48,378,19
Westmoreland,City Of Greensburg - 1-1,President,,REP,Donald J Trump,96,15,74,7
Westmoreland,City Of Greensburg - 1-2,President,,REP,Donald J Trump,440,72,358,10
Westmoreland,City Of Greensburg - 2-1,President,,REP,Donald J Trump,82,7,75,0
Westmoreland,City Of Greensburg - 2-2,President,,REP,Donald J Trump,208,30,177,1
Westmoreland,City Of Greensburg - 2-3,President,,REP,Donald J Trump,417,104,309,4
Westmoreland,City Of Greensburg - 2-4,President,,REP,Donald J Trump,861,166,679,16
Westmoreland,City Of Greensburg - 3,President,,REP,Donald J Trump,103,3,100,0
Westmoreland,City Of Greensburg - 4-1,President,,REP,Donald J Trump,116,30,83,3
Westmoreland,City Of Greensburg - 5-1,President,,REP,Donald J Trump,217,21,191,5
Westmoreland,City Of Greensburg - 5-2,President,,REP,Donald J Trump,131,18,110,3
Westmoreland,City Of Greensburg - 6,President,,REP,Donald J Trump,89,6,82,1
Westmoreland,City Of Greensburg - 7-1,President,,REP,Donald J Trump,394,71,319,4
Westmoreland,City Of Greensburg - 7-2,President,,REP,Donald J Trump,257,49,202,6
Westmoreland,City Of Greensburg - 8-1,President,,REP,Donald J Trump,222,26,194,2
Westmoreland,City Of Greensburg - 8-2,President,,REP,Donald J Trump,164,29,134,1
Westmoreland,Hempfield Township - #1 Foxhill,President,,REP,Donald J Trump,978,206,770,2
Westmoreland,Hempfield Township - #2 Alwine,President,,REP,Donald J Trump,1383,274,1086,23
Westmoreland,Hempfield Township - #3 Maplewood,President,,REP,Donald J Trump,682,119,558,5
Westmoreland,Hempfield Township - #4 Carbon,President,,REP,Donald J Trump,1453,338,1114,1
Westmoreland,Hempfield Township - #5 Wendel-Herminie,President,,REP,Donald J Trump,574,75,492,7
Westmoreland,Hempfield Township - #6 Luxor,President,,REP,Donald J Trump,219,8,211,0
Westmoreland,Hempfield Township - #7 Hannastown,President,,REP,Donald J Trump,156,9,147,0
Westmoreland,Hempfield Township - #8 Bovard,President,,REP,Donald J Trump,288,36,249,3
Westmoreland,Hempfield Township - East Adamsburg,President,,REP,Donald J Trump,794,104,689,1
Westmoreland,Hempfield Township - Eastview,President,,REP,Donald J Trump,379,83,288,8
Westmoreland,Hempfield Township - Fort Allen,President,,REP,Donald J Trump,920,155,746,19
Westmoreland,Hempfield Township - Gayville,President,,REP,Donald J Trump,144,21,123,0
Westmoreland,Hempfield Township - Grapeville,President,,REP,Donald J Trump,305,28,274,3
Westmoreland,Hempfield Township - Haydenville,President,,REP,Donald J Trump,400,61,338,1
Westmoreland,Hempfield Township - High Park,President,,REP,Donald J Trump,157,11,143,3
Westmoreland,Hempfield Township - Lincoln Heights East,President,,REP,Donald J Trump,644,125,505,14
Westmoreland,Hempfield Township - Lincoln Heights West,President,,REP,Donald J Trump,499,62,428,9
Westmoreland,Hempfield Township - Middletown,President,,REP,Donald J Trump,460,60,398,2
Westmoreland,Hempfield Township - New Stanton,President,,REP,Donald J Trump,411,44,361,6
Westmoreland,Hempfield Township - North Carbon,President,,REP,Donald J Trump,248,38,204,6
Westmoreland,Hempfield Township - Sibel,President,,REP,Donald J Trump,128,20,108,0
Westmoreland,Hempfield Township - Todd,President,,REP,Donald J Trump,766,157,599,10
Westmoreland,Hempfield Township - University,President,,REP,Donald J Trump,458,76,382,0
Westmoreland,Hempfield Township - Valley,President,,REP,Donald J Trump,661,96,557,8
Westmoreland,Hempfield Township - Weaver'S Old Stand,President,,REP,Donald J Trump,819,135,667,17
Westmoreland,Hempfield Township - Wegley,President,,REP,Donald J Trump,227,27,195,5
Westmoreland,Hempfield Township - West Hempfield,President,,REP,Donald J Trump,849,130,703,16
Westmoreland,Hempfield Township - West Point,President,,REP,Donald J Trump,1106,277,829,0
Westmoreland,Hunker Borough,President,,REP,Donald J Trump,126,11,115,0
Westmoreland,Hyde Park Borough,President,,REP,Donald J Trump,173,10,163,0
Westmoreland,Irwin Borough - 1St Ward,President,,REP,Donald J Trump,164,26,138,0
Westmoreland,Irwin Borough - 2Nd Ward,President,,REP,Donald J Trump,140,13,127,0
Westmoreland,Irwin Borough - 3Rd Ward,President,,REP,Donald J Trump,196,18,178,0
Westmoreland,Irwin Borough - 4Th Ward,President,,REP,Donald J Trump,137,16,119,2
Westmoreland,Irwin Borough - 5Th Ward,President,,REP,Donald J Trump,140,19,115,6
Westmoreland,Irwin Borough - 6Th Ward,President,,REP,Donald J Trump,225,30,190,5
Westmoreland,Irwin Borough - 7Th Ward,President,,REP,Donald J Trump,278,39,238,1
Westmoreland,City Of Jeannette - 1,President,,REP,Donald J Trump,69,15,53,1
Westmoreland,City Of Jeannette - 2-1,President,,REP,Donald J Trump,125,8,117,0
Westmoreland,City Of Jeannette - 2-2,President,,REP,Donald J Trump,236,35,193,8
Westmoreland,City Of Jeannette - 3,President,,REP,Donald J Trump,456,59,393,4
Westmoreland,City Of Jeannette - 4,President,,REP,Donald J Trump,61,10,51,0
Westmoreland,City Of Jeannette - 5-1,President,,REP,Donald J Trump,267,28,230,9
Westmoreland,City Of Jeannette - 5-2,President,,REP,Donald J Trump,577,85,479,13
Westmoreland,City Of Jeannette - 6,President,,REP,Donald J Trump,641,84,551,6
Westmoreland,City Of Latrobe - 1St Ward,President,,REP,Donald J Trump,594,71,513,10
Westmoreland,City Of Latrobe - 2Nd Ward,President,,REP,Donald J Trump,277,50,224,3
Westmoreland,City Of Latrobe - 3Rd Ward,President,,REP,Donald J Trump,420,57,357,6
Westmoreland,City Of Latrobe - 4Th Ward,President,,REP,Donald J Trump,476,72,400,4
Westmoreland,City Of Latrobe - 5Th Ward,President,,REP,Donald J Trump,403,36,362,5
Westmoreland,City Of Latrobe - 6Th Ward,President,,REP,Donald J Trump,310,52,251,7
Westmoreland,Laurel Mountain Borough,President,,REP,Donald J Trump,46,5,40,1
Westmoreland,Ligonier Borough,President,,REP,Donald J Trump,557,83,467,7
Westmoreland,Ligonier Township - Idle Park,President,,REP,Donald J Trump,611,60,546,5
Westmoreland,Ligonier Township - Laughlintown,President,,REP,Donald J Trump,240,31,207,2
Westmoreland,Ligonier Township - North Ligonier,President,,REP,Donald J Trump,848,137,703,8
Westmoreland,Ligonier Township - South Ligonier,President,,REP,Donald J Trump,316,39,270,7
Westmoreland,Ligonier Township - Waterford,President,,REP,Donald J Trump,475,60,403,12
Westmoreland,Ligonier Township - Wilpen,President,,REP,Donald J Trump,194,21,172,1
Westmoreland,City Of Lower Burrell - 1-1,President,,REP,Donald J Trump,639,83,543,13
Westmoreland,City Of Lower Burrell - 1-2,President,,REP,Donald J Trump,763,122,632,9
Westmoreland,City Of Lower Burrell - 2-1,President,,REP,Donald J Trump,444,61,380,3
Westmoreland,City Of Lower Burrell - 2-2,President,,REP,Donald J Trump,367,42,316,9
Westmoreland,City Of Lower Burrell - 2-3,President,,REP,Donald J Trump,296,39,254,3
Westmoreland,City Of Lower Burrell - 3-1,President,,REP,Donald J Trump,622,110,509,3
Westmoreland,City Of Lower Burrell - 3-2,President,,REP,Donald J Trump,273,43,230,0
Westmoreland,City Of Lower Burrell - 4-1,President,,REP,Donald J Trump,388,52,331,5
Westmoreland,City Of Lower Burrell - 4-2,President,,REP,Donald J Trump,450,74,368,8
Westmoreland,Loyalhanna Township - #1,President,,REP,Donald J Trump,546,49,497,0
Westmoreland,Loyalhanna Township - #2,President,,REP,Donald J Trump,209,17,188,4
Westmoreland,Madison Borough,President,,REP,Donald J Trump,141,15,125,1
Westmoreland,Manor Borough,President,,REP,Donald J Trump,1279,183,1088,8
Westmoreland,City Of Monessen - 1-1,President,,REP,Donald J Trump,136,25,111,0
Westmoreland,City Of Monessen - 1-2,President,,REP,Donald J Trump,52,10,42,0
Westmoreland,City Of Monessen - 1-3,President,,REP,Donald J Trump,56,14,42,0
Westmoreland,City Of Monessen - 1-4,President,,REP,Donald J Trump,208,26,181,1
Westmoreland,City Of Monessen - 1-5,President,,REP,Donald J Trump,274,45,223,6
Westmoreland,City Of Monessen - 2-1,President,,REP,Donald J Trump,18,2,16,0
Westmoreland,City Of Monessen - 2-2,President,,REP,Donald J Trump,40,5,34,1
Westmoreland,City Of Monessen - 2-3,President,,REP,Donald J Trump,30,5,25,0
Westmoreland,City Of Monessen - 3-2,President,,REP,Donald J Trump,33,6,27,0
Westmoreland,City Of Monessen - 3-3,President,,REP,Donald J Trump,89,17,72,0
Westmoreland,City Of Monessen - 3-4,President,,REP,Donald J Trump,113,13,100,0
Westmoreland,City Of Monessen - 4-2,President,,REP,Donald J Trump,190,32,158,0
Westmoreland,City Of Monessen - 4-3,President,,REP,Donald J Trump,348,57,286,5
Westmoreland,Mt. Pleasant Borough 1St Ward,President,,REP,Donald J Trump,473,67,399,7
Westmoreland,Mt. Pleasant Borough 2Nd Ward,President,,REP,Donald J Trump,410,37,363,10
Westmoreland,Mt. Pleasant Borough 3Rd Ward,President,,REP,Donald J Trump,417,32,379,6
Westmoreland,Mt. Pleasant Township - Bridgeport,President,,REP,Donald J Trump,114,11,98,5
Westmoreland,Mt. Pleasant Township - Duncan,President,,REP,Donald J Trump,357,38,312,7
Westmoreland,Mt. Pleasant Township - Heccla,President,,REP,Donald J Trump,489,34,451,4
Westmoreland,Mt. Pleasant Township - Laurel Run,President,,REP,Donald J Trump,526,64,462,0
Westmoreland,Mt. Pleasant Township - Mammoth,President,,REP,Donald J Trump,323,23,298,2
Westmoreland,Mt. Pleasant Township - Pleasant Valley,President,,REP,Donald J Trump,457,34,415,8
Westmoreland,Mt. Pleasant Township - Ridgeview,President,,REP,Donald J Trump,316,39,275,2
Westmoreland,Mt. Pleasant Township - Spring Garden,President,,REP,Donald J Trump,798,107,690,1
Westmoreland,Mt. Pleasant Township - United,President,,REP,Donald J Trump,399,45,346,8
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,President,,REP,Donald J Trump,640,68,566,6
Westmoreland,Municipality Of Murrysville - East Manordale,President,,REP,Donald J Trump,1120,237,853,30
Westmoreland,Municipality Of Murrysville - East Murrysville,President,,REP,Donald J Trump,656,108,546,2
Westmoreland,Municipality Of Murrysville - Manordale,President,,REP,Donald J Trump,838,156,667,15
Westmoreland,Municipality Of Murrysville - Newlonsburg #1,President,,REP,Donald J Trump,802,253,534,15
Westmoreland,Municipality Of Murrysville - Newlonsburg #2,President,,REP,Donald J Trump,933,287,625,21
Westmoreland,Municipality Of Murrysville - Sardis #1,President,,REP,Donald J Trump,853,278,553,22
Westmoreland,Municipality Of Murrysville - Sardis #2,President,,REP,Donald J Trump,998,223,760,15
Westmoreland,Municipality Of Murrysville - South Murrysville,President,,REP,Donald J Trump,922,171,741,10
Westmoreland,Municipality Of Murrysville - West Murrysville,President,,REP,Donald J Trump,995,240,751,4
Westmoreland,New Alexandria Borough,President,,REP,Donald J Trump,218,25,191,2
Westmoreland,New Florence Borough,President,,REP,Donald J Trump,250,25,225,0
Westmoreland,City Of New Kensington - 2,President,,REP,Donald J Trump,53,9,41,3
Westmoreland,City Of New Kensington - 3-1,President,,REP,Donald J Trump,137,24,111,2
Westmoreland,City Of New Kensington - 3-2,President,,REP,Donald J Trump,229,32,192,5
Westmoreland,City Of New Kensington - 3-3,President,,REP,Donald J Trump,217,26,189,2
Westmoreland,City Of New Kensington - 3-4,President,,REP,Donald J Trump,296,44,246,6
Westmoreland,City Of New Kensington - 4-1,President,,REP,Donald J Trump,96,15,80,1
Westmoreland,City Of New Kensington - 4-2,President,,REP,Donald J Trump,415,55,356,4
Westmoreland,City Of New Kensington - 4-3,President,,REP,Donald J Trump,312,36,274,2
Westmoreland,City Of New Kensington - 4-4,President,,REP,Donald J Trump,394,64,329,1
Westmoreland,City Of New Kensington - 4-5,President,,REP,Donald J Trump,209,34,174,1
Westmoreland,City Of New Kensington - 5,President,,REP,Donald J Trump,76,8,65,3
Westmoreland,City Of New Kensington - 6,President,,REP,Donald J Trump,117,10,101,6
Westmoreland,City Of New Kensington - 7-1,President,,REP,Donald J Trump,229,36,189,4
Westmoreland,City Of New Kensington - 7-2,President,,REP,Donald J Trump,329,44,270,15
Westmoreland,New Stanton Borough,President,,REP,Donald J Trump,809,86,712,11
Westmoreland,North Belle Vernon - #1,President,,REP,Donald J Trump,265,36,224,5
Westmoreland,North Belle Vernon - #2,President,,REP,Donald J Trump,285,32,245,8
Westmoreland,N Huntingdon Township - 1-1,President,,REP,Donald J Trump,834,127,691,16
Westmoreland,N Huntingdon Township - 1-2,President,,REP,Donald J Trump,108,11,97,0
Westmoreland,N Huntingdon Township - 1-3,President,,REP,Donald J Trump,988,219,751,18
Westmoreland,N Huntingdon Township - 1-4,President,,REP,Donald J Trump,430,60,367,3
Westmoreland,N Huntingdon Township - 2-1,President,,REP,Donald J Trump,305,32,260,13
Westmoreland,N Huntingdon Township - 2-2,President,,REP,Donald J Trump,837,136,684,17
Westmoreland,N Huntingdon Township - 2-3,President,,REP,Donald J Trump,442,55,387,0
Westmoreland,N Huntingdon Township - 3-1,President,,REP,Donald J Trump,1057,169,888,0
Westmoreland,N Huntingdon Township - 3-2,President,,REP,Donald J Trump,1205,188,1006,11
Westmoreland,N Huntingdon Township - 4-1,President,,REP,Donald J Trump,546,83,463,0
Westmoreland,N Huntingdon Township - 4-2,President,,REP,Donald J Trump,968,167,800,1
Westmoreland,N Huntingdon Township - 4-3,President,,REP,Donald J Trump,302,42,260,0
Westmoreland,N Huntingdon Township - 4-4,President,,REP,Donald J Trump,146,21,122,3
Westmoreland,N Huntingdon Township - 5-1,President,,REP,Donald J Trump,307,39,268,0
Westmoreland,N Huntingdon Township - 5-2,President,,REP,Donald J Trump,839,147,680,12
Westmoreland,N Huntingdon Township - 5-3,President,,REP,Donald J Trump,565,101,457,7
Westmoreland,N Huntingdon Township - 6-1,President,,REP,Donald J Trump,212,20,188,4
Westmoreland,N Huntingdon Township - 6-2,President,,REP,Donald J Trump,328,42,280,6
Westmoreland,N Huntingdon Township - 6-3,President,,REP,Donald J Trump,750,112,638,0
Westmoreland,N Huntingdon Township - 6-4,President,,REP,Donald J Trump,316,35,278,3
Westmoreland,N Huntingdon Township - 7-1,President,,REP,Donald J Trump,362,27,329,6
Westmoreland,N Huntingdon Township - 7-2,President,,REP,Donald J Trump,440,33,392,15
Westmoreland,N Huntingdon Township - 7-3,President,,REP,Donald J Trump,299,40,257,2
Westmoreland,N Huntingdon Township - 7-4,President,,REP,Donald J Trump,318,27,285,6
Westmoreland,N Irwin Borough,President,,REP,Donald J Trump,287,32,251,4
Westmoreland,Oklahoma Borough,President,,REP,Donald J Trump,293,19,274,0
Westmoreland,Penn Borough,President,,REP,Donald J Trump,142,11,130,1
Westmoreland,Penn Township - 1-1,President,,REP,Donald J Trump,894,127,757,10
Westmoreland,Penn Township - 1-2,President,,REP,Donald J Trump,759,142,602,15
Westmoreland,Penn Township - 2-1,President,,REP,Donald J Trump,713,100,592,21
Westmoreland,Penn Township - 2-2,President,,REP,Donald J Trump,1094,214,860,20
Westmoreland,Penn Township - 3-1,President,,REP,Donald J Trump,941,119,818,4
Westmoreland,Penn Township - 3-2,President,,REP,Donald J Trump,721,126,583,12
