county,precinct,office,district,party,candidate,election_day,absentee,provisional,military,votes
Washington,AMWELL 1,Attorney General,,REP,Heather Heidelbaugh,148,58,1,0,207
Washington,AMWELL 1,Attorney General,,REP,Write-In,0,3,0,0,3
Washington,AMWELL 1,Auditor General,,REP,Timothy Defoor,147,57,1,0,205
Washington,AMWELL 1,Auditor General,,REP,Write-In,0,4,0,0,4
Washington,AMWELL 1,State Treasurer,,REP,Stacy L Garrity,147,59,1,0,207
Washington,AMWELL 1,State Treasurer,,REP,Write-In,0,3,0,0,3
Washington,AMWELL 1,U.S. House,14,REP,Guy Reschenthaler,159,63,1,0,223
Washington,AMWELL 1,U.S. House,14,REP,Write-In,0,4,0,0,4
Washington,AMWELL 1,General Assembly,15,REP,Joshua D Kail,154,61,1,0,216
Washington,AMWELL 1,General Assembly,15,REP,Write-In,0,3,0,0,3
Washington,AMWELL 2,Registered Voters,,,,,,,,960
Washington,AMWELL 2,Registered Voters,,DEM,,,,,,407
Washington,AMWELL 2,Registered Voters,,REP,,,,,,553
Washington,AMWELL 2,Ballots Cast,,,,266,117,0,0,383
Washington,AMWELL 2,Ballots Cast,,DEM,,75,72,0,0,147
Washington,AMWELL 2,Ballots Cast,,REP,,191,45,0,0,236
Washington,AMWELL 2,President,,DEM,Bernie Sanders,8,5,0,0,13
Washington,AMWELL 2,President,,DEM,Joseph R Biden,34,64,0,0,98
Washington,AMWELL 2,President,,DEM,Tulsi Gabbard,15,2,0,0,17
Washington,AMWELL 2,President,,DEM,Write-In,11,1,0,0,12
Washington,AMWELL 2,Attorney General,,DEM,Josh Shapiro,64,67,0,0,131
Washington,AMWELL 2,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,AMWELL 2,Auditor General,,DEM,H Scott Conklin,5,1,0,0,6
Washington,AMWELL 2,Auditor General,,DEM,Michael Lamb,49,54,0,0,103
Washington,AMWELL 2,Auditor General,,DEM,Tracie Fountain,3,2,0,0,5
Washington,AMWELL 2,Auditor General,,DEM,Rose Rosie Marie Davis,0,4,0,0,4
Washington,AMWELL 2,Auditor General,,DEM,Nina Ahmad,1,5,0,0,6
Washington,AMWELL 2,Auditor General,,DEM,Christina M Hartman,8,5,0,0,13
Washington,AMWELL 2,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,AMWELL 2,State Treasurer,,DEM,Joe Torsella,58,64,0,0,122
Washington,AMWELL 2,State Treasurer,,DEM,Write-In,0,1,0,0,1
Washington,AMWELL 2,U.S. House,14,DEM,Bill Marx,61,67,0,0,128
Washington,AMWELL 2,U.S. House,14,DEM,Write-In,0,0,0,0,0
Washington,AMWELL 2,General Assembly,15,DEM,Bob Williams,54,64,0,0,118
Washington,AMWELL 2,General Assembly,15,DEM,Write-In,0,1,0,0,1
Washington,AMWELL 2,President,,REP,Donald J Trump,187,37,0,0,224
Washington,AMWELL 2,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,AMWELL 2,President,,REP,Bill Weld,2,3,0,0,5
Washington,AMWELL 2,President,,REP,Write-In,0,4,0,0,4
Washington,AMWELL 2,Attorney General,,REP,Heather Heidelbaugh,174,39,0,0,213
Washington,AMWELL 2,Attorney General,,REP,Write-In,0,1,0,0,1
Washington,AMWELL 2,Auditor General,,REP,Timothy Defoor,173,38,0,0,211
Washington,AMWELL 2,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,AMWELL 2,State Treasurer,,REP,Stacy L Garrity,177,40,0,0,217
Washington,AMWELL 2,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,AMWELL 2,U.S. House,14,REP,Guy Reschenthaler,182,42,0,0,224
Washington,AMWELL 2,U.S. House,14,REP,Write-In,0,1,0,0,1
Washington,AMWELL 2,General Assembly,15,REP,Joshua D Kail,179,41,0,0,220
Washington,AMWELL 2,General Assembly,15,REP,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,Registered Voters,,,,,,,,258
Washington,BEALLSVILLE,Registered Voters,,DEM,,,,,,129
Washington,BEALLSVILLE,Registered Voters,,REP,,,,,,129
Washington,BEALLSVILLE,Ballots Cast,,,,70,34,3,0,107
Washington,BEALLSVILLE,Ballots Cast,,DEM,,29,23,0,0,52
Washington,BEALLSVILLE,Ballots Cast,,REP,,41,11,3,0,55
Washington,BEALLSVILLE,President,,DEM,Bernie Sanders,7,3,0,0,10
Washington,BEALLSVILLE,President,,DEM,Joseph R Biden,15,20,0,0,35
Washington,BEALLSVILLE,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Washington,BEALLSVILLE,President,,DEM,Write-In,4,0,0,0,4
Washington,BEALLSVILLE,Attorney General,,DEM,Josh Shapiro,23,22,0,0,45
Washington,BEALLSVILLE,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,Auditor General,,DEM,H Scott Conklin,3,0,0,0,3
Washington,BEALLSVILLE,Auditor General,,DEM,Michael Lamb,19,18,0,0,37
Washington,BEALLSVILLE,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Washington,BEALLSVILLE,Auditor General,,DEM,Rose Rosie Marie Davis,0,1,0,0,1
Washington,BEALLSVILLE,Auditor General,,DEM,Nina Ahmad,3,2,0,0,5
Washington,BEALLSVILLE,Auditor General,,DEM,Christina M Hartman,1,2,0,0,3
Washington,BEALLSVILLE,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,State Treasurer,,DEM,Joe Torsella,25,20,0,0,45
Washington,BEALLSVILLE,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,U.S. House,14,DEM,Bill Marx,23,20,0,0,43
Washington,BEALLSVILLE,U.S. House,14,DEM,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,General Assembly,49,DEM,Randy J Barli,25,19,0,0,44
Washington,BEALLSVILLE,General Assembly,49,DEM,Write-In,2,0,0,0,2
Washington,BEALLSVILLE,President,,REP,Donald J Trump,38,7,3,0,48
Washington,BEALLSVILLE,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Washington,BEALLSVILLE,President,,REP,Bill Weld,2,0,0,0,2
Washington,BEALLSVILLE,President,,REP,Write-In,0,2,0,0,2
Washington,BEALLSVILLE,Attorney General,,REP,Heather Heidelbaugh,37,7,1,0,45
Washington,BEALLSVILLE,Attorney General,,REP,Write-In,0,1,0,0,1
Washington,BEALLSVILLE,Auditor General,,REP,Timothy Defoor,36,7,2,0,45
Washington,BEALLSVILLE,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,State Treasurer,,REP,Stacy L Garrity,37,7,2,0,46
Washington,BEALLSVILLE,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,BEALLSVILLE,U.S. House,14,REP,Guy Reschenthaler,40,8,2,0,50
Washington,BEALLSVILLE,U.S. House,14,REP,Write-In,0,1,0,0,1
Washington,BEALLSVILLE,General Assembly,49,REP,Bud Cook,28,7,1,0,36
Washington,BEALLSVILLE,General Assembly,49,REP,Tony Bottino,10,3,2,0,15
Washington,BEALLSVILLE,General Assembly,49,REP,Write-In,1,1,0,0,2
Washington,BENTLEYVILLE,Registered Voters,,,,,,,,1335
Washington,BENTLEYVILLE,Registered Voters,,DEM,,,,,,797
Washington,BENTLEYVILLE,Registered Voters,,REP,,,,,,538
Washington,BENTLEYVILLE,Ballots Cast,,,,328,199,0,0,527
Washington,BENTLEYVILLE,Ballots Cast,,DEM,,140,163,0,0,303
Washington,BENTLEYVILLE,Ballots Cast,,REP,,188,36,0,0,224
Washington,BENTLEYVILLE,President,,DEM,Bernie Sanders,29,23,0,0,52
Washington,BENTLEYVILLE,President,,DEM,Joseph R Biden,80,125,0,0,205
Washington,BENTLEYVILLE,President,,DEM,Tulsi Gabbard,9,5,0,0,14
Washington,BENTLEYVILLE,President,,DEM,Write-In,9,6,0,0,15
Washington,BENTLEYVILLE,Attorney General,,DEM,Josh Shapiro,104,141,0,0,245
Washington,BENTLEYVILLE,Attorney General,,DEM,Write-In,0,3,0,0,3
Washington,BENTLEYVILLE,Auditor General,,DEM,H Scott Conklin,9,3,0,0,12
Washington,BENTLEYVILLE,Auditor General,,DEM,Michael Lamb,89,116,0,0,205
Washington,BENTLEYVILLE,Auditor General,,DEM,Tracie Fountain,4,6,0,0,10
Washington,BENTLEYVILLE,Auditor General,,DEM,Rose Rosie Marie Davis,5,1,0,0,6
Washington,BENTLEYVILLE,Auditor General,,DEM,Nina Ahmad,10,12,0,0,22
Washington,BENTLEYVILLE,Auditor General,,DEM,Christina M Hartman,7,13,0,0,20
Washington,BENTLEYVILLE,Auditor General,,DEM,Write-In,0,1,0,0,1
Washington,BENTLEYVILLE,State Treasurer,,DEM,Joe Torsella,108,131,0,0,239
Washington,BENTLEYVILLE,State Treasurer,,DEM,Write-In,0,3,0,0,3
Washington,BENTLEYVILLE,U.S. House,14,DEM,Bill Marx,106,131,0,0,237
Washington,BENTLEYVILLE,U.S. House,14,DEM,Write-In,0,3,0,0,3
Washington,BENTLEYVILLE,General Assembly,49,DEM,Randy J Barli,117,139,0,0,256
Washington,BENTLEYVILLE,General Assembly,49,DEM,Write-In,5,10,0,0,15
Washington,BENTLEYVILLE,President,,REP,Donald J Trump,179,28,0,0,207
Washington,BENTLEYVILLE,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Washington,BENTLEYVILLE,President,,REP,Bill Weld,4,3,0,0,7
Washington,BENTLEYVILLE,President,,REP,Write-In,3,2,0,0,5
Washington,BENTLEYVILLE,Attorney General,,REP,Heather Heidelbaugh,164,28,0,0,192
Washington,BENTLEYVILLE,Attorney General,,REP,Write-In,1,1,0,0,2
Washington,BENTLEYVILLE,Auditor General,,REP,Timothy Defoor,160,28,0,0,188
Washington,BENTLEYVILLE,Auditor General,,REP,Write-In,0,1,0,0,1
Washington,BENTLEYVILLE,State Treasurer,,REP,Stacy L Garrity,163,29,0,0,192
Washington,BENTLEYVILLE,State Treasurer,,REP,Write-In,0,1,0,0,1
Washington,BENTLEYVILLE,U.S. House,14,REP,Guy Reschenthaler,174,31,0,0,205
Washington,BENTLEYVILLE,U.S. House,14,REP,Write-In,3,1,0,0,4
Washington,BENTLEYVILLE,General Assembly,49,REP,Bud Cook,133,26,0,0,159
Washington,BENTLEYVILLE,General Assembly,49,REP,Tony Bottino,54,9,0,0,63
Washington,BENTLEYVILLE,General Assembly,49,REP,Write-In,1,1,0,0,2
Washington,BLAINE,Registered Voters,,,,,,,,374
Washington,BLAINE,Registered Voters,,DEM,,,,,,186
Washington,BLAINE,Registered Voters,,REP,,,,,,188
Washington,BLAINE,Ballots Cast,,,,86,35,0,0,121
Washington,BLAINE,Ballots Cast,,DEM,,35,23,0,0,58
Washington,BLAINE,Ballots Cast,,REP,,51,12,0,0,63
Washington,BLAINE,President,,DEM,Bernie Sanders,6,5,0,0,11
Washington,BLAINE,President,,DEM,Joseph R Biden,12,17,0,0,29
Washington,BLAINE,President,,DEM,Tulsi Gabbard,7,0,0,0,7
Washington,BLAINE,President,,DEM,Write-In,3,1,0,0,4
Washington,BLAINE,Attorney General,,DEM,Josh Shapiro,24,19,0,0,43
Washington,BLAINE,Attorney General,,DEM,Write-In,0,1,0,0,1
Washington,BLAINE,Auditor General,,DEM,H Scott Conklin,3,0,0,0,3
Washington,BLAINE,Auditor General,,DEM,Michael Lamb,20,19,0,0,39
Washington,BLAINE,Auditor General,,DEM,Tracie Fountain,2,0,0,0,2
Washington,BLAINE,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0,0
Washington,BLAINE,Auditor General,,DEM,Nina Ahmad,1,1,0,0,2
Washington,BLAINE,Auditor General,,DEM,Christina M Hartman,3,2,0,0,5
Washington,BLAINE,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,BLAINE,State Treasurer,,DEM,Joe Torsella,27,18,0,0,45
Washington,BLAINE,State Treasurer,,DEM,Write-In,0,1,0,0,1
Washington,BLAINE,U.S. House,14,DEM,Bill Marx,26,19,0,0,45
Washington,BLAINE,U.S. House,14,DEM,Write-In,0,1,0,0,1
Washington,BLAINE,General Assembly,15,DEM,Bob Williams,27,17,0,0,44
Washington,BLAINE,General Assembly,15,DEM,Write-In,0,1,0,0,1
Washington,BLAINE,President,,REP,Donald J Trump,49,11,0,0,60
Washington,BLAINE,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,BLAINE,President,,REP,Bill Weld,1,0,0,0,1
Washington,BLAINE,President,,REP,Write-In,0,0,0,0,0
Washington,BLAINE,Attorney General,,REP,Heather Heidelbaugh,43,12,0,0,55
Washington,BLAINE,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,BLAINE,Auditor General,,REP,Timothy Defoor,42,11,0,0,53
Washington,BLAINE,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,BLAINE,State Treasurer,,REP,Stacy L Garrity,41,12,0,0,53
Washington,BLAINE,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,BLAINE,U.S. House,14,REP,Guy Reschenthaler,49,11,0,0,60
Washington,BLAINE,U.S. House,14,REP,Write-In,0,1,0,0,1
Washington,BLAINE,General Assembly,15,REP,Joshua D Kail,44,11,0,0,55
Washington,BLAINE,General Assembly,15,REP,Write-In,0,0,0,0,0
Washington,BUFFALO,Registered Voters,,,,,,,,1222
Washington,BUFFALO,Registered Voters,,DEM,,,,,,507
Washington,BUFFALO,Registered Voters,,REP,,,,,,715
Washington,BUFFALO,Ballots Cast,,,,266,173,0,0,439
Washington,BUFFALO,Ballots Cast,,DEM,,74,109,0,0,183
Washington,BUFFALO,Ballots Cast,,REP,,192,64,0,0,256
Washington,BUFFALO,President,,DEM,Bernie Sanders,12,5,0,0,17
Washington,BUFFALO,President,,DEM,Joseph R Biden,33,94,0,0,127
Washington,BUFFALO,President,,DEM,Tulsi Gabbard,7,5,0,0,12
Washington,BUFFALO,President,,DEM,Write-In,16,3,0,0,19
Washington,BUFFALO,Attorney General,,DEM,Josh Shapiro,64,96,0,0,160
Washington,BUFFALO,Attorney General,,DEM,Write-In,2,1,0,0,3
Washington,BUFFALO,Auditor General,,DEM,H Scott Conklin,6,1,0,0,7
Washington,BUFFALO,Auditor General,,DEM,Michael Lamb,50,81,0,0,131
Washington,BUFFALO,Auditor General,,DEM,Tracie Fountain,0,3,0,0,3
Washington,BUFFALO,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,0,4
Washington,BUFFALO,Auditor General,,DEM,Nina Ahmad,4,11,0,0,15
Washington,BUFFALO,Auditor General,,DEM,Christina M Hartman,5,3,0,0,8
Washington,BUFFALO,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,BUFFALO,State Treasurer,,DEM,Joe Torsella,58,94,0,0,152
Washington,BUFFALO,State Treasurer,,DEM,Write-In,3,0,0,0,3
Washington,BUFFALO,U.S. House,14,DEM,Bill Marx,61,91,0,0,152
Washington,BUFFALO,U.S. House,14,DEM,Write-In,3,1,0,0,4
Washington,BUFFALO,General Assembly,15,DEM,Bob Williams,59,88,0,0,147
Washington,BUFFALO,General Assembly,15,DEM,Write-In,3,2,0,0,5
Washington,BUFFALO,President,,REP,Donald J Trump,184,54,0,0,238
Washington,BUFFALO,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,BUFFALO,President,,REP,Bill Weld,7,5,0,0,12
Washington,BUFFALO,President,,REP,Write-In,1,4,0,0,5
Washington,BUFFALO,Attorney General,,REP,Heather Heidelbaugh,173,58,0,0,231
Washington,BUFFALO,Attorney General,,REP,Write-In,3,0,0,0,3
Washington,BUFFALO,Auditor General,,REP,Timothy Defoor,174,55,0,0,229
Washington,BUFFALO,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,BUFFALO,State Treasurer,,REP,Stacy L Garrity,177,56,0,0,233
Washington,BUFFALO,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,BUFFALO,U.S. House,14,REP,Guy Reschenthaler,183,55,0,0,238
Washington,BUFFALO,U.S. House,14,REP,Write-In,0,2,0,0,2
Washington,BUFFALO,General Assembly,15,REP,Joshua D Kail,179,53,0,0,232
Washington,BUFFALO,General Assembly,15,REP,Write-In,0,0,0,0,0
Washington,BURGETTSTOWN,Registered Voters,,,,,,,,806
Washington,BURGETTSTOWN,Registered Voters,,DEM,,,,,,520
Washington,BURGETTSTOWN,Registered Voters,,REP,,,,,,286
Washington,BURGETTSTOWN,Ballots Cast,,,,148,126,9,0,283
Washington,BURGETTSTOWN,Ballots Cast,,DEM,,89,93,6,0,188
Washington,BURGETTSTOWN,Ballots Cast,,REP,,59,33,3,0,95
Washington,BURGETTSTOWN,President,,DEM,Bernie Sanders,21,8,1,0,30
Washington,BURGETTSTOWN,President,,DEM,Joseph R Biden,47,77,4,0,128
Washington,BURGETTSTOWN,President,,DEM,Tulsi Gabbard,8,4,0,0,12
Washington,BURGETTSTOWN,President,,DEM,Write-In,5,1,1,0,7
Washington,BURGETTSTOWN,Attorney General,,DEM,Josh Shapiro,80,83,5,0,168
Washington,BURGETTSTOWN,Attorney General,,DEM,Write-In,2,0,0,0,2
Washington,BURGETTSTOWN,Auditor General,,DEM,H Scott Conklin,2,0,0,0,2
Washington,BURGETTSTOWN,Auditor General,,DEM,Michael Lamb,60,78,4,0,142
Washington,BURGETTSTOWN,Auditor General,,DEM,Tracie Fountain,2,1,0,0,3
Washington,BURGETTSTOWN,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,1,0,5
Washington,BURGETTSTOWN,Auditor General,,DEM,Nina Ahmad,6,5,0,0,11
Washington,BURGETTSTOWN,Auditor General,,DEM,Christina M Hartman,9,4,0,0,13
Washington,BURGETTSTOWN,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,BURGETTSTOWN,State Treasurer,,DEM,Joe Torsella,73,82,3,0,158
Washington,BURGETTSTOWN,State Treasurer,,DEM,Write-In,3,0,1,0,4
Washington,BURGETTSTOWN,U.S. House,14,DEM,Bill Marx,74,79,3,0,156
Washington,BURGETTSTOWN,U.S. House,14,DEM,Write-In,2,1,0,0,3
Washington,BURGETTSTOWN,General Assembly,46,DEM,Byron Timmins,77,83,4,0,164
Washington,BURGETTSTOWN,General Assembly,46,DEM,Write-In,2,1,1,0,4
Washington,BURGETTSTOWN,President,,REP,Donald J Trump,58,30,3,0,91
Washington,BURGETTSTOWN,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Washington,BURGETTSTOWN,President,,REP,Bill Weld,0,1,0,0,1
Washington,BURGETTSTOWN,President,,REP,Write-In,0,0,0,0,0
Washington,BURGETTSTOWN,Attorney General,,REP,Heather Heidelbaugh,50,29,3,0,82
Washington,BURGETTSTOWN,Attorney General,,REP,Write-In,1,0,0,0,1
Washington,BURGETTSTOWN,Auditor General,,REP,Timothy Defoor,52,28,3,0,83
Washington,BURGETTSTOWN,Auditor General,,REP,Write-In,1,0,0,0,1
Washington,BURGETTSTOWN,State Treasurer,,REP,Stacy L Garrity,50,30,3,0,83
Washington,BURGETTSTOWN,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,BURGETTSTOWN,U.S. House,14,REP,Guy Reschenthaler,55,33,3,0,91
Washington,BURGETTSTOWN,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,BURGETTSTOWN,General Assembly,46,REP,Jason Ortitay,58,31,3,0,92
Washington,BURGETTSTOWN,General Assembly,46,REP,Write-In,0,0,0,0,0
Washington,CALIFORNIA 1,Registered Voters,,,,,,,,459
Washington,CALIFORNIA 1,Registered Voters,,DEM,,,,,,340
Washington,CALIFORNIA 1,Registered Voters,,REP,,,,,,119
Washington,CALIFORNIA 1,Ballots Cast,,,,66,44,0,0,110
Washington,CALIFORNIA 1,Ballots Cast,,DEM,,45,39,0,0,84
Washington,CALIFORNIA 1,Ballots Cast,,REP,,21,5,0,0,26
Washington,CALIFORNIA 1,President,,DEM,Bernie Sanders,16,3,0,0,19
Washington,CALIFORNIA 1,President,,DEM,Joseph R Biden,27,33,0,0,60
Washington,CALIFORNIA 1,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Washington,CALIFORNIA 1,President,,DEM,Write-In,1,0,0,0,1
Washington,CALIFORNIA 1,Attorney General,,DEM,Josh Shapiro,39,36,0,0,75
Washington,CALIFORNIA 1,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,CALIFORNIA 1,Auditor General,,DEM,H Scott Conklin,0,0,0,0,0
Washington,CALIFORNIA 1,Auditor General,,DEM,Michael Lamb,31,24,0,0,55
Washington,CALIFORNIA 1,Auditor General,,DEM,Tracie Fountain,1,5,0,0,6
Washington,CALIFORNIA 1,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,0,4
Washington,CALIFORNIA 1,Auditor General,,DEM,Nina Ahmad,7,3,0,0,10
Washington,CALIFORNIA 1,Auditor General,,DEM,Christina M Hartman,0,0,0,0,0
Washington,CALIFORNIA 1,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,CALIFORNIA 1,State Treasurer,,DEM,Joe Torsella,41,32,0,0,73
Washington,CALIFORNIA 1,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,CALIFORNIA 1,U.S. House,14,DEM,Bill Marx,38,31,0,0,69
Washington,CALIFORNIA 1,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,CALIFORNIA 1,General Assembly,49,DEM,Randy J Barli,37,33,0,0,70
Washington,CALIFORNIA 1,General Assembly,49,DEM,Write-In,2,2,0,0,4
Washington,CALIFORNIA 1,President,,REP,Donald J Trump,21,3,0,0,24
Washington,CALIFORNIA 1,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Washington,CALIFORNIA 1,President,,REP,Bill Weld,0,1,0,0,1
Washington,CALIFORNIA 1,President,,REP,Write-In,0,1,0,0,1
Washington,CALIFORNIA 1,Attorney General,,REP,Heather Heidelbaugh,15,3,0,0,18
Washington,CALIFORNIA 1,Attorney General,,REP,Write-In,0,1,0,0,1
Washington,CALIFORNIA 1,Auditor General,,REP,Timothy Defoor,16,3,0,0,19
Washington,CALIFORNIA 1,Auditor General,,REP,Write-In,0,1,0,0,1
Washington,CALIFORNIA 1,State Treasurer,,REP,Stacy L Garrity,15,4,0,0,19
Washington,CALIFORNIA 1,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,CALIFORNIA 1,U.S. House,14,REP,Guy Reschenthaler,19,4,0,0,23
Washington,CALIFORNIA 1,U.S. House,14,REP,Write-In,0,1,0,0,1
