county,precinct,office,district,party,candidate,election_day,absentee,mail_in,provisional,votes
Bradford,ATHENS BOROUGH 2ND WARD,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,President,,DEM,Write-In,1,0,0,0,1
Bradford,ATHENS BOROUGH 3RD WARD,Registered Voters,,,,,,,,522
Bradford,ATHENS BOROUGH 3RD WARD,Ballots Cast,,,,84,3,36,3,126
Bradford,ATHENS BOROUGH 3RD WARD,President,,DEM,Bernie Sanders,7,0,1,1,9
Bradford,ATHENS BOROUGH 3RD WARD,President,,DEM,Joseph R. Biden,24,3,21,0,48
Bradford,ATHENS BOROUGH 3RD WARD,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Bradford,ATHENS BOROUGH 3RD WARD,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,ATHENS BOROUGH 3RD WARD,President,,DEM,Write-In,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,Registered Voters,,,,,,,,568
Bradford,ATHENS BOROUGH 4TH WARD,Ballots Cast,,,,102,7,46,9,164
Bradford,ATHENS BOROUGH 4TH WARD,President,,DEM,Bernie Sanders,6,3,6,1,16
Bradford,ATHENS BOROUGH 4TH WARD,President,,DEM,Joseph R. Biden,30,1,11,5,47
Bradford,ATHENS BOROUGH 4TH WARD,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,President,,DEM,Donald J. Trump,1,0,1,0,2
Bradford,ATHENS BOROUGH 4TH WARD,President,,DEM,Write-In,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Registered Voters,,,,,,,,1286
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Ballots Cast,,,,209,16,93,9,327
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,President,,DEM,Bernie Sanders,13,1,7,1,22
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,President,,DEM,Joseph R. Biden,32,8,38,3,81
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,President,,DEM,Donald J. Trump,5,0,0,0,5
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,President,,DEM,Write-In,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Registered Voters,,,,,,,,1871
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Ballots Cast,,,,261,50,185,19,515
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,President,,DEM,Bernie Sanders,11,2,12,4,29
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,President,,DEM,Joseph R. Biden,47,25,87,4,163
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,President,,DEM,Tulsi Gabbard,4,1,1,0,6
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,President,,DEM,Write-In,2,0,1,0,3
Bradford,BURLINGTON BOROUGH,Registered Voters,,,,,,,,83
Bradford,BURLINGTON BOROUGH,Ballots Cast,,,,24,0,3,0,27
Bradford,BURLINGTON BOROUGH,President,,DEM,Bernie Sanders,1,0,2,0,3
Bradford,BURLINGTON BOROUGH,President,,DEM,Joseph R. Biden,3,0,0,0,3
Bradford,BURLINGTON BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,BURLINGTON BOROUGH,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,BURLINGTON BOROUGH,President,,DEM,Write-In,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Registered Voters,,,,,,,,449
Bradford,BURLINGTON TOWNSHIP,Ballots Cast,,,,110,3,57,3,173
Bradford,BURLINGTON TOWNSHIP,President,,DEM,Bernie Sanders,4,0,2,0,6
Bradford,BURLINGTON TOWNSHIP,President,,DEM,Joseph R. Biden,7,1,16,0,24
Bradford,BURLINGTON TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,President,,DEM,Donald J. Trump,2,0,0,0,2
Bradford,BURLINGTON TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,Registered Voters,,,,,,,,310
Bradford,WEST BURLINGTON TOWNSHIP,Ballots Cast,,,,107,3,16,4,130
Bradford,WEST BURLINGTON TOWNSHIP,President,,DEM,Bernie Sanders,3,1,0,0,4
Bradford,WEST BURLINGTON TOWNSHIP,President,,DEM,Joseph R. Biden,16,1,1,2,20
Bradford,WEST BURLINGTON TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Bradford,WEST BURLINGTON TOWNSHIP,President,,DEM,Donald J. Trump,5,0,1,0,6
Bradford,WEST BURLINGTON TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,CANTON BOROUGH,Registered Voters,,,,,,,,907
Bradford,CANTON BOROUGH,Ballots Cast,,,,209,14,58,10,291
Bradford,CANTON BOROUGH,President,,DEM,Bernie Sanders,11,3,4,3,21
Bradford,CANTON BOROUGH,President,,DEM,Joseph R. Biden,18,4,17,0,39
Bradford,CANTON BOROUGH,President,,DEM,Tulsi Gabbard,3,1,0,0,4
Bradford,CANTON BOROUGH,President,,DEM,Donald J. Trump,8,0,0,0,8
Bradford,CANTON BOROUGH,President,,DEM,Write-In,0,0,0,0,0
Bradford,CANTON TOWNSHIP,Registered Voters,,,,,,,,1098
Bradford,CANTON TOWNSHIP,Ballots Cast,,,,296,9,65,15,385
Bradford,CANTON TOWNSHIP,President,,DEM,Bernie Sanders,3,0,2,0,5
Bradford,CANTON TOWNSHIP,President,,DEM,Joseph R. Biden,23,1,14,2,40
Bradford,CANTON TOWNSHIP,President,,DEM,Tulsi Gabbard,3,0,2,0,5
Bradford,CANTON TOWNSHIP,President,,DEM,Donald J. Trump,4,0,2,0,6
Bradford,CANTON TOWNSHIP,President,,DEM,Write-In,1,0,0,0,1
Bradford,COLUMBIA TOWNSHIP,Registered Voters,,,,,,,,668
Bradford,COLUMBIA TOWNSHIP,Ballots Cast,,,,173,8,44,8,233
Bradford,COLUMBIA TOWNSHIP,President,,DEM,Bernie Sanders,11,5,5,1,22
Bradford,COLUMBIA TOWNSHIP,President,,DEM,Joseph R. Biden,16,2,9,3,30
Bradford,COLUMBIA TOWNSHIP,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Bradford,COLUMBIA TOWNSHIP,President,,DEM,Donald J. Trump,4,0,0,0,4
Bradford,COLUMBIA TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Registered Voters,,,,,,,,372
Bradford,FRANKLIN TOWNSHIP,Ballots Cast,,,,82,4,19,1,106
Bradford,FRANKLIN TOWNSHIP,President,,DEM,Bernie Sanders,1,0,0,0,1
Bradford,FRANKLIN TOWNSHIP,President,,DEM,Joseph R. Biden,7,0,4,0,11
Bradford,FRANKLIN TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Bradford,FRANKLIN TOWNSHIP,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,FRANKLIN TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,Registered Voters,,,,,,,,521
Bradford,GRANVILLE TOWNSHIP,Ballots Cast,,,,118,5,32,3,158
Bradford,GRANVILLE TOWNSHIP,President,,DEM,Bernie Sanders,3,1,1,0,5
Bradford,GRANVILLE TOWNSHIP,President,,DEM,Joseph R. Biden,9,1,8,2,20
Bradford,GRANVILLE TOWNSHIP,President,,DEM,Tulsi Gabbard,2,0,0,0,2
Bradford,GRANVILLE TOWNSHIP,President,,DEM,Donald J. Trump,3,1,2,0,6
Bradford,GRANVILLE TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,Registered Voters,,,,,,,,472
Bradford,HERRICK TOWNSHIP,Ballots Cast,,,,149,6,28,5,188
Bradford,HERRICK TOWNSHIP,President,,DEM,Bernie Sanders,3,1,1,2,7
Bradford,HERRICK TOWNSHIP,President,,DEM,Joseph R. Biden,13,2,4,1,20
Bradford,HERRICK TOWNSHIP,President,,DEM,Tulsi Gabbard,2,0,1,0,3
Bradford,HERRICK TOWNSHIP,President,,DEM,Donald J. Trump,4,0,0,0,4
Bradford,HERRICK TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Registered Voters,,,,,,,,150
Bradford,LERAYSVILLE BOROUGH,Ballots Cast,,,,44,2,14,0,60
Bradford,LERAYSVILLE BOROUGH,President,,DEM,Bernie Sanders,0,0,1,0,1
Bradford,LERAYSVILLE BOROUGH,President,,DEM,Joseph R. Biden,3,0,4,0,7
Bradford,LERAYSVILLE BOROUGH,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Bradford,LERAYSVILLE BOROUGH,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,LERAYSVILLE BOROUGH,President,,DEM,Write-In,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Registered Voters,,,,,,,,392
Bradford,LEROY TOWNSHIP,Ballots Cast,,,,132,3,37,2,174
Bradford,LEROY TOWNSHIP,President,,DEM,Bernie Sanders,2,0,1,0,3
Bradford,LEROY TOWNSHIP,President,,DEM,Joseph R. Biden,18,1,11,2,32
Bradford,LEROY TOWNSHIP,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Bradford,LEROY TOWNSHIP,President,,DEM,Donald J. Trump,4,1,0,0,5
Bradford,LEROY TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,Registered Voters,,,,,,,,839
Bradford,LITCHFIELD TOWNSHIP,Ballots Cast,,,,171,9,57,5,242
Bradford,LITCHFIELD TOWNSHIP,President,,DEM,Bernie Sanders,4,2,4,1,11
Bradford,LITCHFIELD TOWNSHIP,President,,DEM,Joseph R. Biden,22,3,14,0,39
Bradford,LITCHFIELD TOWNSHIP,President,,DEM,Tulsi Gabbard,5,0,1,0,6
Bradford,LITCHFIELD TOWNSHIP,President,,DEM,Donald J. Trump,3,0,0,0,3
Bradford,LITCHFIELD TOWNSHIP,President,,DEM,Write-In,2,0,0,0,2
Bradford,MONROE BOROUGH,Registered Voters,,,,,,,,281
Bradford,MONROE BOROUGH,Ballots Cast,,,,79,3,30,0,112
Bradford,MONROE BOROUGH,President,,DEM,Bernie Sanders,3,0,2,0,5
Bradford,MONROE BOROUGH,President,,DEM,Joseph R. Biden,6,2,12,0,20
Bradford,MONROE BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,MONROE BOROUGH,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,MONROE BOROUGH,President,,DEM,Write-In,0,0,1,0,1
Bradford,MONROE TOWNSHIP,Registered Voters,,,,,,,,654
Bradford,MONROE TOWNSHIP,Ballots Cast,,,,159,11,49,8,227
Bradford,MONROE TOWNSHIP,President,,DEM,Bernie Sanders,4,2,0,0,6
Bradford,MONROE TOWNSHIP,President,,DEM,Joseph R. Biden,14,5,13,1,33
Bradford,MONROE TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,MONROE TOWNSHIP,President,,DEM,Donald J. Trump,6,0,0,0,6
Bradford,MONROE TOWNSHIP,President,,DEM,Write-In,2,0,0,0,2
Bradford,NEW ALBANY BOROUGH,Registered Voters,,,,,,,,134
Bradford,NEW ALBANY BOROUGH,Ballots Cast,,,,38,1,4,0,43
Bradford,NEW ALBANY BOROUGH,President,,DEM,Bernie Sanders,0,0,1,0,1
Bradford,NEW ALBANY BOROUGH,President,,DEM,Joseph R. Biden,6,0,2,0,8
Bradford,NEW ALBANY BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,NEW ALBANY BOROUGH,President,,DEM,Donald J. Trump,2,0,0,0,2
Bradford,NEW ALBANY BOROUGH,President,,DEM,Write-In,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Registered Voters,,,,,,,,740
Bradford,ORWELL TOWNSHIP,Ballots Cast,,,,185,11,77,4,277
Bradford,ORWELL TOWNSHIP,President,,DEM,Bernie Sanders,6,3,0,0,9
Bradford,ORWELL TOWNSHIP,President,,DEM,Joseph R. Biden,18,0,21,1,40
Bradford,ORWELL TOWNSHIP,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Bradford,ORWELL TOWNSHIP,President,,DEM,Donald J. Trump,2,0,0,0,2
Bradford,ORWELL TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,Registered Voters,,,,,,,,149
Bradford,OVERTON TOWNSHIP,Ballots Cast,,,,51,1,13,3,68
Bradford,OVERTON TOWNSHIP,President,,DEM,Bernie Sanders,8,0,0,1,9
Bradford,OVERTON TOWNSHIP,President,,DEM,Joseph R. Biden,6,0,7,0,13
Bradford,OVERTON TOWNSHIP,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Bradford,OVERTON TOWNSHIP,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,OVERTON TOWNSHIP,President,,DEM,Write-In,1,0,0,0,1
Bradford,PIKE TOWNSHIP,Registered Voters,,,,,,,,358
Bradford,PIKE TOWNSHIP,Ballots Cast,,,,105,7,22,4,138
Bradford,PIKE TOWNSHIP,President,,DEM,Bernie Sanders,3,1,0,0,4
Bradford,PIKE TOWNSHIP,President,,DEM,Joseph R. Biden,10,3,5,0,18
Bradford,PIKE TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,PIKE TOWNSHIP,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,PIKE TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,Registered Voters,,,,,,,,1219
Bradford,RIDGEBURY TOWNSHIP,Ballots Cast,,,,225,17,48,9,299
Bradford,RIDGEBURY TOWNSHIP,President,,DEM,Bernie Sanders,9,0,2,0,11
Bradford,RIDGEBURY TOWNSHIP,President,,DEM,Joseph R. Biden,17,7,17,2,43
Bradford,RIDGEBURY TOWNSHIP,President,,DEM,Tulsi Gabbard,5,0,3,1,9
Bradford,RIDGEBURY TOWNSHIP,President,,DEM,Donald J. Trump,2,0,1,1,4
Bradford,RIDGEBURY TOWNSHIP,President,,DEM,Write-In,0,0,1,0,1
Bradford,ROME BOROUGH,Registered Voters,,,,,,,,192
Bradford,ROME BOROUGH,Ballots Cast,,,,36,4,15,0,55
Bradford,ROME BOROUGH,President,,DEM,Bernie Sanders,3,0,1,0,4
Bradford,ROME BOROUGH,President,,DEM,Joseph R. Biden,1,0,1,0,2
Bradford,ROME BOROUGH,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Bradford,ROME BOROUGH,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,ROME BOROUGH,President,,DEM,Write-In,1,0,0,0,1
Bradford,ROME TOWNSHIP,Registered Voters,,,,,,,,675
Bradford,ROME TOWNSHIP,Ballots Cast,,,,174,12,53,4,243
Bradford,ROME TOWNSHIP,President,,DEM,Bernie Sanders,0,0,3,0,3
Bradford,ROME TOWNSHIP,President,,DEM,Joseph R. Biden,12,1,7,0,20
Bradford,ROME TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,ROME TOWNSHIP,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,ROME TOWNSHIP,President,,DEM,Write-In,1,0,0,0,1
Bradford,SAYRE BOROUGH 1ST WARD,Registered Voters,,,,,,,,472
Bradford,SAYRE BOROUGH 1ST WARD,Ballots Cast,,,,79,8,53,5,145
Bradford,SAYRE BOROUGH 1ST WARD,President,,DEM,Bernie Sanders,6,2,5,3,16
Bradford,SAYRE BOROUGH 1ST WARD,President,,DEM,Joseph R. Biden,21,5,27,2,55
Bradford,SAYRE BOROUGH 1ST WARD,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Bradford,SAYRE BOROUGH 1ST WARD,President,,DEM,Donald J. Trump,1,0,0,0,1
Bradford,SAYRE BOROUGH 1ST WARD,President,,DEM,Write-In,0,0,2,0,2
Bradford,SAYRE BOROUGH 2ND WARD,Registered Voters,,,,,,,,1426
Bradford,SAYRE BOROUGH 2ND WARD,Ballots Cast,,,,230,20,143,11,404
Bradford,SAYRE BOROUGH 2ND WARD,President,,DEM,Bernie Sanders,10,4,13,3,30
Bradford,SAYRE BOROUGH 2ND WARD,President,,DEM,Joseph R. Biden,68,12,77,4,161
Bradford,SAYRE BOROUGH 2ND WARD,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Bradford,SAYRE BOROUGH 2ND WARD,President,,DEM,Donald J. Trump,5,0,0,0,5
Bradford,SAYRE BOROUGH 2ND WARD,President,,DEM,Write-In,3,1,2,0,6
Bradford,SAYRE BOROUGH 3RD WARD,Registered Voters,,,,,,,,313
Bradford,SAYRE BOROUGH 3RD WARD,Ballots Cast,,,,60,3,10,0,73
Bradford,SAYRE BOROUGH 3RD WARD,President,,DEM,Bernie Sanders,9,0,1,0,10
Bradford,SAYRE BOROUGH 3RD WARD,President,,DEM,Joseph R. Biden,13,1,3,0,17
Bradford,SAYRE BOROUGH 3RD WARD,President,,DEM,Tulsi Gabbard,1,0,0,0,1
Bradford,SAYRE BOROUGH 3RD WARD,President,,DEM,Donald J. Trump,1,0,1,0,2
Bradford,SAYRE BOROUGH 3RD WARD,President,,DEM,Write-In,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,Registered Voters,,,,,,,,842
Bradford,SAYRE BOROUGH 4TH WARD,Ballots Cast,,,,150,15,59,9,233
Bradford,SAYRE BOROUGH 4TH WARD,President,,DEM,Bernie Sanders,11,2,2,2,17
Bradford,SAYRE BOROUGH 4TH WARD,President,,DEM,Joseph R. Biden,48,8,31,3,90
Bradford,SAYRE BOROUGH 4TH WARD,President,,DEM,Tulsi Gabbard,5,0,2,0,7
Bradford,SAYRE BOROUGH 4TH WARD,President,,DEM,Donald J. Trump,5,0,0,0,5
Bradford,SAYRE BOROUGH 4TH WARD,President,,DEM,Write-In,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,Registered Voters,,,,,,,,182
Bradford,SAYRE BOROUGH 5TH WARD,Ballots Cast,,,,31,3,14,0,48
Bradford,SAYRE BOROUGH 5TH WARD,President,,DEM,Bernie Sanders,2,1,2,0,5
Bradford,SAYRE BOROUGH 5TH WARD,President,,DEM,Joseph R. Biden,6,1,7,0,14
Bradford,SAYRE BOROUGH 5TH WARD,President,,DEM,Tulsi Gabbard,2,0,1,0,3
Bradford,SAYRE BOROUGH 5TH WARD,President,,DEM,Donald J. Trump,2,0,1,0,3
Bradford,SAYRE BOROUGH 5TH WARD,President,,DEM,Write-In,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,Registered Voters,,,,,,,,784
Bradford,SHESHEQUIN TOWNSHIP,Ballots Cast,,,,149,15,62,8,234
Bradford,SHESHEQUIN TOWNSHIP,President,,DEM,Bernie Sanders,2,0,4,0,6
Bradford,SHESHEQUIN TOWNSHIP,President,,DEM,Joseph R. Biden,10,2,21,5,38
Bradford,SHESHEQUIN TOWNSHIP,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Bradford,SHESHEQUIN TOWNSHIP,President,,DEM,Donald J. Trump,2,0,0,0,2
Bradford,SHESHEQUIN TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,SMITHFIELD TOWNSHIP,Registered Voters,,,,,,,,968
Bradford,SMITHFIELD TOWNSHIP,Ballots Cast,,,,228,10,79,9,326
Bradford,SMITHFIELD TOWNSHIP,President,,DEM,Bernie Sanders,3,0,2,0,5
Bradford,SMITHFIELD TOWNSHIP,President,,DEM,Joseph R. Biden,24,1,24,2,51
Bradford,SMITHFIELD TOWNSHIP,President,,DEM,Tulsi Gabbard,3,0,0,1,4
Bradford,SMITHFIELD TOWNSHIP,President,,DEM,Donald J. Trump,2,0,2,0,4
Bradford,SMITHFIELD TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,Registered Voters,,,,,,,,740
Bradford,SOUTH CREEK TOWNSHIP,Ballots Cast,,,,178,4,45,4,231
Bradford,SOUTH CREEK TOWNSHIP,President,,DEM,Bernie Sanders,3,0,0,0,3
Bradford,SOUTH CREEK TOWNSHIP,President,,DEM,Joseph R. Biden,14,1,10,1,26
Bradford,SOUTH CREEK TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,President,,DEM,Donald J. Trump,7,0,1,0,8
Bradford,SOUTH CREEK TOWNSHIP,President,,DEM,Write-In,0,0,0,0,0
Bradford,SOUTH WAVERLY BOROUGH,Registered Voters,,,,,,,,710
Bradford,SOUTH WAVERLY BOROUGH,Ballots Cast,,,,146,9,68,5,228
Bradford,SOUTH WAVERLY BOROUGH,President,,DEM,Bernie Sanders,12,0,6,0,18
Bradford,SOUTH WAVERLY BOROUGH,President,,DEM,Joseph R. Biden,39,6,31,4,80
Bradford,SOUTH WAVERLY BOROUGH,President,,DEM,Tulsi Gabbard,0,0,1,0,1
Bradford,SOUTH WAVERLY BOROUGH,President,,DEM,Donald J. Trump,5,1,1,0,7
Bradford,SOUTH WAVERLY BOROUGH,President,,DEM,Write-In,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,Registered Voters,,,,,,,,734
Bradford,SPRINGFIELD TOWNSHIP,Ballots Cast,,,,171,9,66,16,262
Bradford,SPRINGFIELD TOWNSHIP,President,,DEM,Bernie Sanders,4,1,2,0,7
Bradford,SPRINGFIELD TOWNSHIP,President,,DEM,Joseph R. Biden,17,3,30,2,52
Bradford,SPRINGFIELD TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,President,,DEM,Write-In,1,0,0,0,1
Bradford,STANDING STONE TOWNSHIP,Registered Voters,,,,,,,,391
Bradford,STANDING STONE TOWNSHIP,Ballots Cast,,,,76,8,33,4,121
Bradford,STANDING STONE TOWNSHIP,President,,DEM,Bernie Sanders,1,1,2,0,4
Bradford,STANDING STONE TOWNSHIP,President,,DEM,Joseph R. Biden,7,1,8,1,17
Bradford,STANDING STONE TOWNSHIP,President,,DEM,Tulsi Gabbard,1,0,2,0,3
Bradford,STANDING STONE TOWNSHIP,President,,DEM,Donald J. Trump,3,0,0,0,3
Bradford,STANDING STONE TOWNSHIP,President,,DEM,Write-In,1,0,0,0,1
Bradford,STEVENS TOWNSHIP,Registered Voters,,,,,,,,285
Bradford,STEVENS TOWNSHIP,Ballots Cast,,,,90,6,23,2,121
Bradford,STEVENS TOWNSHIP,President,,DEM,Bernie Sanders,5,2,0,0,7
Bradford,STEVENS TOWNSHIP,President,,DEM,Joseph R. Biden,8,1,7,1,17
Bradford,STEVENS TOWNSHIP,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,STEVENS TOWNSHIP,President,,DEM,Donald J. Trump,2,0,0,0,2
Bradford,STEVENS TOWNSHIP,President,,DEM,Write-In,0,0,1,0,1
Bradford,SYLVANIA BOROUGH,Registered Voters,,,,,,,,119
Bradford,SYLVANIA BOROUGH,Ballots Cast,,,,39,1,12,0,52
Bradford,SYLVANIA BOROUGH,President,,DEM,Bernie Sanders,2,1,0,0,3
Bradford,SYLVANIA BOROUGH,President,,DEM,Joseph R. Biden,7,0,2,0,9
Bradford,SYLVANIA BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,President,,DEM,Donald J. Trump,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,President,,DEM,Write-In,0,0,1,0,1
Bradford,TERRY TOWNSHIP,Registered Voters,,,,,,,,543
Bradford,TERRY TOWNSHIP,Ballots Cast,,,,158,5,43,1,207
Bradford,TERRY TOWNSHIP,President,,DEM,Bernie Sanders,7,2,2,0,11
