county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Washington,AMWELL 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,19,15,4,0
Washington,AMWELL 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,10,9,1,0
Washington,AMWELL 1,AUDITOR GENERAL,,DEM,NINA AHMAD,271,105,165,1
Washington,AMWELL 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,831,682,142,7
Washington,AMWELL 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,33,27,6,0
Washington,AMWELL 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,13,8,5,0
Washington,AMWELL 1,STATE TREASURER,,DEM,JOE TORSELLA,290,115,174,1
Washington,AMWELL 1,STATE TREASURER,,REP,STACY L GARRITY,815,674,134,7
Washington,AMWELL 1,STATE TREASURER,,LIB,JOE SOLOSKI,29,24,5,0
Washington,AMWELL 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,12,5,7,0
Washington,AMWELL 1,U.S. House,6,DEM,BILL MARX,285,106,177,2
Washington,AMWELL 1,U.S. House,6,REP,GUY RESCHENTHALER,864,716,142,6
Washington,AMWELL 1,State House,15,DEM,BOB WILLIAMS,266,99,165,2
Washington,AMWELL 1,State House,15,REP,JOSHUA D KAIL,871,716,149,6
Washington,AMWELL 2,President,,DEM,JOSEPH R BIDEN,186,77,107,2
Washington,AMWELL 2,President,,REP,DONALD J TRUMP,740,679,53,8
Washington,AMWELL 2,President,,LIB,JO JORGENSEN,14,9,5,0
Washington,AMWELL 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,255,131,122,2
Washington,AMWELL 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,660,614,39,7
Washington,AMWELL 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,15,12,3,0
Washington,AMWELL 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,3,1,0
Washington,AMWELL 2,AUDITOR GENERAL,,DEM,NINA AHMAD,189,87,100,2
Washington,AMWELL 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,707,646,56,5
Washington,AMWELL 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,28,23,4,1
Washington,AMWELL 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,2,3,0
Washington,AMWELL 2,STATE TREASURER,,DEM,JOE TORSELLA,205,99,103,3
Washington,AMWELL 2,STATE TREASURER,,REP,STACY L GARRITY,691,636,50,5
Washington,AMWELL 2,STATE TREASURER,,LIB,JOE SOLOSKI,25,20,5,0
Washington,AMWELL 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,9,2,7,0
Washington,AMWELL 2,U.S. House,6,DEM,BILL MARX,190,83,105,2
Washington,AMWELL 2,U.S. House,6,REP,GUY RESCHENTHALER,742,677,59,6
Washington,AMWELL 2,State House,15,DEM,BOB WILLIAMS,180,79,98,3
Washington,AMWELL 2,State House,15,REP,JOSHUA D KAIL,749,678,65,6
Washington,BEALLSVILLE,President,,DEM,JOSEPH R BIDEN,84,44,39,1
Washington,BEALLSVILLE,President,,REP,DONALD J TRUMP,149,138,11,0
Washington,BEALLSVILLE,President,,LIB,JO JORGENSEN,3,3,0,0
Washington,BEALLSVILLE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,93,53,39,1
Washington,BEALLSVILLE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,133,124,9,0
Washington,BEALLSVILLE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,5,4,1,0
Washington,BEALLSVILLE,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,3,3,0,0
Washington,BEALLSVILLE,AUDITOR GENERAL,,DEM,NINA AHMAD,80,47,32,1
Washington,BEALLSVILLE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,143,127,16,0
Washington,BEALLSVILLE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,7,6,1,0
Washington,BEALLSVILLE,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,5,0,0
Washington,BEALLSVILLE,STATE TREASURER,,DEM,JOE TORSELLA,91,55,35,1
Washington,BEALLSVILLE,STATE TREASURER,,REP,STACY L GARRITY,138,126,12,0
Washington,BEALLSVILLE,STATE TREASURER,,LIB,JOE SOLOSKI,5,4,1,0
Washington,BEALLSVILLE,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,2,1,0
Washington,BEALLSVILLE,U.S. House,6,DEM,BILL MARX,81,43,37,1
Washington,BEALLSVILLE,U.S. House,6,REP,GUY RESCHENTHALER,154,141,13,0
Washington,BEALLSVILLE,State House,49,DEM,RANDY J BARLI,73,45,27,1
Washington,BEALLSVILLE,State House,49,REP,BUD COOK,161,140,21,0
Washington,BENTLEYVILLE,President,,DEM,JOSEPH R BIDEN,446,202,241,3
Washington,BENTLEYVILLE,President,,REP,DONALD J TRUMP,726,627,88,11
Washington,BENTLEYVILLE,President,,LIB,JO JORGENSEN,15,10,5,0
Washington,BENTLEYVILLE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,533,273,256,4
Washington,BENTLEYVILLE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,616,539,69,8
Washington,BENTLEYVILLE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,18,16,2,0
Washington,BENTLEYVILLE,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,8,3,4,1
Washington,BENTLEYVILLE,AUDITOR GENERAL,,DEM,NINA AHMAD,450,221,226,3
Washington,BENTLEYVILLE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,666,571,86,9
Washington,BENTLEYVILLE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,44,32,11,1
Washington,BENTLEYVILLE,AUDITOR GENERAL,,GRN,OLIVIA FAISON,4,2,2,0
Washington,BENTLEYVILLE,STATE TREASURER,,DEM,JOE TORSELLA,455,220,231,4
Washington,BENTLEYVILLE,STATE TREASURER,,REP,STACY L GARRITY,662,572,81,9
Washington,BENTLEYVILLE,STATE TREASURER,,LIB,JOE SOLOSKI,33,26,7,0
Washington,BENTLEYVILLE,STATE TREASURER,,GRN,TIMOTHY RUNKLE,9,4,5,0
Washington,BENTLEYVILLE,U.S. House,6,DEM,BILL MARX,442,208,229,5
Washington,BENTLEYVILLE,U.S. House,6,REP,GUY RESCHENTHALER,725,617,100,8
Washington,BENTLEYVILLE,State House,49,DEM,RANDY J BARLI,407,194,209,4
Washington,BENTLEYVILLE,State House,49,REP,BUD COOK,767,637,121,9
Washington,BLAINE,President,,DEM,JOSEPH R BIDEN,79,42,32,5
Washington,BLAINE,President,,REP,DONALD J TRUMP,260,244,15,1
Washington,BLAINE,President,,LIB,JO JORGENSEN,5,5,0,0
Washington,BLAINE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,105,69,32,4
Washington,BLAINE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,216,206,9,1
Washington,BLAINE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,2,1,1,0
Washington,BLAINE,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,13,11,1,1
Washington,BLAINE,AUDITOR GENERAL,,DEM,NINA AHMAD,80,50,27,3
Washington,BLAINE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,236,222,13,1
Washington,BLAINE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,11,9,1,1
Washington,BLAINE,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,3,1,1
Washington,BLAINE,STATE TREASURER,,DEM,JOE TORSELLA,92,61,28,3
Washington,BLAINE,STATE TREASURER,,REP,STACY L GARRITY,229,216,11,2
Washington,BLAINE,STATE TREASURER,,LIB,JOE SOLOSKI,7,4,3,0
Washington,BLAINE,STATE TREASURER,,GRN,TIMOTHY RUNKLE,7,6,0,1
Washington,BLAINE,U.S. House,6,DEM,BILL MARX,91,59,28,4
Washington,BLAINE,U.S. House,6,REP,GUY RESCHENTHALER,248,231,15,2
Washington,BLAINE,State House,15,DEM,BOB WILLIAMS,77,47,26,4
Washington,BLAINE,State House,15,REP,JOSHUA D KAIL,257,239,16,2
Washington,BUFFALO,President,,DEM,JOSEPH R BIDEN,280,103,175,2
Washington,BUFFALO,President,,REP,DONALD J TRUMP,875,771,95,9
Washington,BUFFALO,President,,LIB,JO JORGENSEN,6,4,2,0
Washington,BUFFALO,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,345,167,176,2
Washington,BUFFALO,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,778,683,86,9
Washington,BUFFALO,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,20,17,3,0
Washington,BUFFALO,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,13,9,4,0
Washington,BUFFALO,AUDITOR GENERAL,,DEM,NINA AHMAD,249,98,149,2
Washington,BUFFALO,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,848,734,105,9
Washington,BUFFALO,AUDITOR GENERAL,,LIB,JENNIFER MOORE,36,28,8,0
Washington,BUFFALO,AUDITOR GENERAL,,GRN,OLIVIA FAISON,8,4,4,0
Washington,BUFFALO,STATE TREASURER,,DEM,JOE TORSELLA,281,120,159,2
Washington,BUFFALO,STATE TREASURER,,REP,STACY L GARRITY,822,713,100,9
Washington,BUFFALO,STATE TREASURER,,LIB,JOE SOLOSKI,32,24,8,0
Washington,BUFFALO,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,7,1,0
Washington,BUFFALO,U.S. House,6,DEM,BILL MARX,274,116,156,2
Washington,BUFFALO,U.S. House,6,REP,GUY RESCHENTHALER,882,760,113,9
Washington,BUFFALO,State House,15,DEM,BOB WILLIAMS,268,111,155,2
Washington,BUFFALO,State House,15,REP,JOSHUA D KAIL,878,758,112,8
Washington,BURGETTSTOWN,President,,DEM,JOSEPH R BIDEN,285,143,140,2
Washington,BURGETTSTOWN,President,,REP,DONALD J TRUMP,415,341,68,6
Washington,BURGETTSTOWN,President,,LIB,JO JORGENSEN,9,6,3,0
Washington,BURGETTSTOWN,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,340,184,151,5
Washington,BURGETTSTOWN,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,340,283,54,3
Washington,BURGETTSTOWN,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,18,15,3,0
Washington,BURGETTSTOWN,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,5,1,0
Washington,BURGETTSTOWN,AUDITOR GENERAL,,DEM,NINA AHMAD,275,145,128,2
Washington,BURGETTSTOWN,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,379,305,70,4
Washington,BURGETTSTOWN,AUDITOR GENERAL,,LIB,JENNIFER MOORE,29,23,5,1
Washington,BURGETTSTOWN,AUDITOR GENERAL,,GRN,OLIVIA FAISON,11,6,4,1
Washington,BURGETTSTOWN,STATE TREASURER,,DEM,JOE TORSELLA,297,154,139,4
Washington,BURGETTSTOWN,STATE TREASURER,,REP,STACY L GARRITY,363,299,61,3
Washington,BURGETTSTOWN,STATE TREASURER,,LIB,JOE SOLOSKI,21,18,2,1
Washington,BURGETTSTOWN,STATE TREASURER,,GRN,TIMOTHY RUNKLE,14,10,4,0
Washington,BURGETTSTOWN,U.S. House,6,DEM,BILL MARX,296,154,138,4
Washington,BURGETTSTOWN,U.S. House,6,REP,GUY RESCHENTHALER,403,327,72,4
Washington,BURGETTSTOWN,State House,46,DEM,BYRON TIMMINS,269,139,127,3
Washington,BURGETTSTOWN,State House,46,REP,JASON ORTITAY,426,339,82,5
Washington,CALIFORNIA 1,President,,DEM,JOSEPH R BIDEN,202,98,99,5
Washington,CALIFORNIA 1,President,,REP,DONALD J TRUMP,120,94,25,1
Washington,CALIFORNIA 1,President,,LIB,JO JORGENSEN,10,8,2,0
Washington,CALIFORNIA 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,204,107,93,4
Washington,CALIFORNIA 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,94,72,21,1
Washington,CALIFORNIA 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,15,8,7,0
Washington,CALIFORNIA 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,0,1,1
Washington,CALIFORNIA 1,AUDITOR GENERAL,,DEM,NINA AHMAD,186,91,91,4
Washington,CALIFORNIA 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,97,79,17,1
Washington,CALIFORNIA 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,19,11,8,0
Washington,CALIFORNIA 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,2,4,1
Washington,CALIFORNIA 1,STATE TREASURER,,DEM,JOE TORSELLA,183,88,91,4
Washington,CALIFORNIA 1,STATE TREASURER,,REP,STACY L GARRITY,103,80,22,1
Washington,CALIFORNIA 1,STATE TREASURER,,LIB,JOE SOLOSKI,14,9,5,0
Washington,CALIFORNIA 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,4,3,1
Washington,CALIFORNIA 1,U.S. House,6,DEM,BILL MARX,192,95,92,5
Washington,CALIFORNIA 1,U.S. House,6,REP,GUY RESCHENTHALER,121,91,29,1
Washington,CALIFORNIA 1,State House,49,DEM,RANDY J BARLI,165,78,82,5
Washington,CALIFORNIA 1,State House,49,REP,BUD COOK,148,110,37,1
Washington,CALIFORNIA 2,President,,DEM,JOSEPH R BIDEN,229,107,119,3
Washington,CALIFORNIA 2,President,,REP,DONALD J TRUMP,198,172,25,1
Washington,CALIFORNIA 2,President,,LIB,JO JORGENSEN,11,9,2,0
Washington,CALIFORNIA 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,238,117,118,3
Washington,CALIFORNIA 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,177,149,27,1
Washington,CALIFORNIA 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,17,14,3,0
Washington,CALIFORNIA 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,6,0,0
Washington,CALIFORNIA 2,AUDITOR GENERAL,,DEM,NINA AHMAD,221,107,113,1
Washington,CALIFORNIA 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,179,150,27,2
Washington,CALIFORNIA 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,22,18,3,1
Washington,CALIFORNIA 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,11,8,3,0
Washington,CALIFORNIA 2,STATE TREASURER,,DEM,JOE TORSELLA,221,106,113,2
Washington,CALIFORNIA 2,STATE TREASURER,,REP,STACY L GARRITY,179,150,28,1
Washington,CALIFORNIA 2,STATE TREASURER,,LIB,JOE SOLOSKI,24,20,3,1
Washington,CALIFORNIA 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,9,7,2,0
Washington,CALIFORNIA 2,U.S. House,6,DEM,BILL MARX,229,113,113,3
Washington,CALIFORNIA 2,U.S. House,6,REP,GUY RESCHENTHALER,203,167,35,1
Washington,CALIFORNIA 2,State House,49,DEM,RANDY J BARLI,202,101,98,3
Washington,CALIFORNIA 2,State House,49,REP,BUD COOK,214,172,41,1
Washington,CALIFORNIA 3,President,,DEM,JOSEPH R BIDEN,131,67,64,0
Washington,CALIFORNIA 3,President,,REP,DONALD J TRUMP,249,216,33,0
Washington,CALIFORNIA 3,President,,LIB,JO JORGENSEN,1,1,0,0
Washington,CALIFORNIA 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,147,81,66,0
Washington,CALIFORNIA 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,221,191,30,0
Washington,CALIFORNIA 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,5,5,0,0
Washington,CALIFORNIA 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,4,1,0
Washington,CALIFORNIA 3,AUDITOR GENERAL,,DEM,NINA AHMAD,126,69,57,0
Washington,CALIFORNIA 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,229,197,32,0
Washington,CALIFORNIA 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,14,11,3,0
Washington,CALIFORNIA 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,3,2,0
Washington,CALIFORNIA 3,STATE TREASURER,,DEM,JOE TORSELLA,131,74,57,0
Washington,CALIFORNIA 3,STATE TREASURER,,REP,STACY L GARRITY,235,199,36,0
Washington,CALIFORNIA 3,STATE TREASURER,,LIB,JOE SOLOSKI,8,7,1,0
Washington,CALIFORNIA 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,0,2,0
Washington,CALIFORNIA 3,U.S. House,6,DEM,BILL MARX,129,70,59,0
Washington,CALIFORNIA 3,U.S. House,6,REP,GUY RESCHENTHALER,252,214,38,0
Washington,CALIFORNIA 3,State House,49,DEM,RANDY J BARLI,113,61,52,0
Washington,CALIFORNIA 3,State House,49,REP,BUD COOK,254,213,41,0
Washington,CALIFORNIA 4,President,,DEM,JOSEPH R BIDEN,297,126,167,4
Washington,CALIFORNIA 4,President,,REP,DONALD J TRUMP,404,329,65,10
Washington,CALIFORNIA 4,President,,LIB,JO JORGENSEN,4,4,0,0
Washington,CALIFORNIA 4,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,324,145,175,4
Washington,CALIFORNIA 4,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,360,299,51,10
Washington,CALIFORNIA 4,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,9,7,2,0
Washington,CALIFORNIA 4,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,5,1,0
Washington,CALIFORNIA 4,AUDITOR GENERAL,,DEM,NINA AHMAD,285,120,162,3
Washington,CALIFORNIA 4,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,383,311,62,10
Washington,CALIFORNIA 4,AUDITOR GENERAL,,LIB,JENNIFER MOORE,20,16,4,0
Washington,CALIFORNIA 4,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,6,1,0
Washington,CALIFORNIA 4,STATE TREASURER,,DEM,JOE TORSELLA,305,134,167,4
Washington,CALIFORNIA 4,STATE TREASURER,,REP,STACY L GARRITY,380,311,59,10
Washington,CALIFORNIA 4,STATE TREASURER,,LIB,JOE SOLOSKI,11,9,2,0
Washington,CALIFORNIA 4,STATE TREASURER,,GRN,TIMOTHY RUNKLE,4,3,1,0
Washington,CALIFORNIA 4,U.S. House,6,DEM,BILL MARX,292,124,165,3
Washington,CALIFORNIA 4,U.S. House,6,REP,GUY RESCHENTHALER,405,331,63,11
Washington,CALIFORNIA 4,State House,49,DEM,RANDY J BARLI,247,111,133,3
Washington,CALIFORNIA 4,State House,49,REP,BUD COOK,441,343,88,10
Washington,CANONSBURG 1-3,President,,DEM,JOSEPH R BIDEN,419,217,195,7
Washington,CANONSBURG 1-3,President,,REP,DONALD J TRUMP,343,283,55,5
Washington,CANONSBURG 1-3,President,,LIB,JO JORGENSEN,14,11,3,0
Washington,CANONSBURG 1-3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,454,237,210,7
Washington,CANONSBURG 1-3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,291,249,37,5
Washington,CANONSBURG 1-3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,21,15,6,0
Washington,CANONSBURG 1-3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,3,1,0
Washington,CANONSBURG 1-3,AUDITOR GENERAL,,DEM,NINA AHMAD,400,200,193,7
Washington,CANONSBURG 1-3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,317,265,47,5
Washington,CANONSBURG 1-3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,37,26,11,0
Washington,CANONSBURG 1-3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,9,8,1,0
Washington,CANONSBURG 1-3,STATE TREASURER,,DEM,JOE TORSELLA,408,216,185,7
Washington,CANONSBURG 1-3,STATE TREASURER,,REP,STACY L GARRITY,316,259,52,5
Washington,CANONSBURG 1-3,STATE TREASURER,,LIB,JOE SOLOSKI,34,22,12,0
Washington,CANONSBURG 1-3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,10,5,5,0
Washington,CANONSBURG 1-3,U.S. House,6,DEM,BILL MARX,413,209,197,7
Washington,CANONSBURG 1-3,U.S. House,6,REP,GUY RESCHENTHALER,356,295,56,5
Washington,CANONSBURG 1-3,State House,48,DEM,HARLAN SHOBER,409,216,186,7
Washington,CANONSBURG 1-3,State House,48,REP,TIM O'NEAL,364,292,67,5
Washington,CANONSBURG 1-4,President,,DEM,JOSEPH R BIDEN,508,199,308,1
Washington,CANONSBURG 1-4,President,,REP,DONALD J TRUMP,709,579,129,1
Washington,CANONSBURG 1-4,President,,LIB,JO JORGENSEN,17,11,6,0
Washington,CANONSBURG 1-4,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,547,228,318,1
Washington,CANONSBURG 1-4,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,623,519,103,1
Washington,CANONSBURG 1-4,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,38,29,9,0
Washington,CANONSBURG 1-4,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,9,6,3,0
Washington,CANONSBURG 1-4,AUDITOR GENERAL,,DEM,NINA AHMAD,481,195,285,1
Washington,CANONSBURG 1-4,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,666,547,118,1
Washington,CANONSBURG 1-4,AUDITOR GENERAL,,LIB,JENNIFER MOORE,57,35,22,0
Washington,CANONSBURG 1-4,AUDITOR GENERAL,,GRN,OLIVIA FAISON,13,7,6,0
Washington,CANONSBURG 1-4,STATE TREASURER,,DEM,JOE TORSELLA,499,216,282,1
Washington,CANONSBURG 1-4,STATE TREASURER,,REP,STACY L GARRITY,647,526,120,1
Washington,CANONSBURG 1-4,STATE TREASURER,,LIB,JOE SOLOSKI,51,30,21,0
Washington,CANONSBURG 1-4,STATE TREASURER,,GRN,TIMOTHY RUNKLE,13,8,5,0
Washington,CANONSBURG 1-4,U.S. House,6,DEM,BILL MARX,493,201,291,1
Washington,CANONSBURG 1-4,U.S. House,6,REP,GUY RESCHENTHALER,723,580,142,1
Washington,CANONSBURG 1-4,State House,48,DEM,HARLAN SHOBER,474,193,280,1
Washington,CANONSBURG 1-4,State House,48,REP,TIM O'NEAL,745,592,152,1
Washington,CANONSBURG 2-1,President,,DEM,JOSEPH R BIDEN,288,148,136,4
Washington,CANONSBURG 2-1,President,,REP,DONALD J TRUMP,306,260,40,6
Washington,CANONSBURG 2-1,President,,LIB,JO JORGENSEN,6,4,2,0
Washington,CANONSBURG 2-1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,304,156,143,5
Washington,CANONSBURG 2-1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,268,234,29,5
Washington,CANONSBURG 2-1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,15,11,4,0
Washington,CANONSBURG 2-1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,5,2,0
Washington,CANONSBURG 2-1,AUDITOR GENERAL,,DEM,NINA AHMAD,265,134,127,4
Washington,CANONSBURG 2-1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,296,248,42,6
Washington,CANONSBURG 2-1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,21,16,5,0
Washington,CANONSBURG 2-1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,4,2,2,0
Washington,CANONSBURG 2-1,STATE TREASURER,,DEM,JOE TORSELLA,282,150,128,4
Washington,CANONSBURG 2-1,STATE TREASURER,,REP,STACY L GARRITY,284,239,39,6
Washington,CANONSBURG 2-1,STATE TREASURER,,LIB,JOE SOLOSKI,16,9,7,0
Washington,CANONSBURG 2-1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,4,2,2,0
Washington,CANONSBURG 2-1,U.S. House,6,DEM,BILL MARX,271,137,129,5
Washington,CANONSBURG 2-1,U.S. House,6,REP,GUY RESCHENTHALER,319,267,47,5
Washington,CANONSBURG 2-1,State House,48,DEM,HARLAN SHOBER,290,152,134,4
Washington,CANONSBURG 2-1,State House,48,REP,TIM O'NEAL,303,254,43,6
Washington,CANONSBURG 2-2,President,,DEM,JOSEPH R BIDEN,528,204,318,6
Washington,CANONSBURG 2-2,President,,REP,DONALD J TRUMP,518,411,102,5
Washington,CANONSBURG 2-2,President,,LIB,JO JORGENSEN,24,15,8,1
Washington,CANONSBURG 2-2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,586,235,345,6
Washington,CANONSBURG 2-2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,449,367,77,5
Washington,CANONSBURG 2-2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,17,12,4,1
Washington,CANONSBURG 2-2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,13,11,2,0
Washington,CANONSBURG 2-2,AUDITOR GENERAL,,DEM,NINA AHMAD,509,204,299,6
Washington,CANONSBURG 2-2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,506,386,115,5
Washington,CANONSBURG 2-2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,32,25,6,1
Washington,CANONSBURG 2-2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,8,6,2,0
Washington,CANONSBURG 2-2,STATE TREASURER,,DEM,JOE TORSELLA,529,215,308,6
Washington,CANONSBURG 2-2,STATE TREASURER,,REP,STACY L GARRITY,497,386,106,5
