county,precinct,office,district,party,candidate,election_day,mail_in,absentee,votes
Mifflin,ARMAGH - EAST,Registered Voters,,,,,,,690
Mifflin,ARMAGH - EAST,Registered Voters,,DEM,,,,,133
Mifflin,ARMAGH - EAST,Registered Voters,,REP,,,,,503
Mifflin,ARMAGH - EAST,Registered Voters,,NPA,,,,,54
Mifflin,ARMAGH - EAST,Ballots Cast,,,,201,3,65,269
Mifflin,ARMAGH - EAST,Ballots Cast,,DEM,,24,0,19,43
Mifflin,ARMAGH - EAST,Ballots Cast,,REP,,177,3,46,226
Mifflin,ARMAGH - EAST,Ballots Cast,,NPA,,0,0,0,0
Mifflin,ARMAGH - EAST,President,,DEM,Bernie Sanders,2,0,2,4
Mifflin,ARMAGH - EAST,President,,DEM,Joseph R Biden,10,0,15,25
Mifflin,ARMAGH - EAST,President,,DEM,Tulsi Gabbard,6,0,0,6
Mifflin,ARMAGH - EAST,President,,DEM,Write-In,5,0,2,7
Mifflin,ARMAGH - EAST,Attorney General,,DEM,Josh Shapiro,19,0,17,36
Mifflin,ARMAGH - EAST,Attorney General,,DEM,Write-In,2,0,0,2
Mifflin,ARMAGH - EAST,Auditor General,,DEM,H Scott Conklin,15,0,13,28
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Michael Lamb,0,0,0,0
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Tracie Fountain,0,0,0,0
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,2,3
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Nina Ahmad,2,0,1,3
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Christina M Hartman,1,0,0,1
Mifflin,ARMAGH - EAST,Auditor General,,DEM,Write-In,3,0,0,3
Mifflin,ARMAGH - EAST,State Treasurer,,DEM,Joe Torsella,17,0,15,32
Mifflin,ARMAGH - EAST,State Treasurer,,DEM,Write-In,3,0,0,3
Mifflin,ARMAGH - EAST,U.S. House,12,DEM,Lee Griffin,16,0,17,33
Mifflin,ARMAGH - EAST,U.S. House,12,DEM,Write-In,2,0,0,2
Mifflin,ARMAGH - EAST,General Assembly,171,DEM,Peter Buck,17,0,17,34
Mifflin,ARMAGH - EAST,General Assembly,171,DEM,Write-In,4,0,0,4
Mifflin,ARMAGH - EAST,President,,REP,Donald J Trump,175,3,38,216
Mifflin,ARMAGH - EAST,President,,REP,Roque Rocky De La Fuente,0,0,1,1
Mifflin,ARMAGH - EAST,President,,REP,Bill Weld,2,0,3,5
Mifflin,ARMAGH - EAST,President,,REP,Write-In,0,0,3,3
Mifflin,ARMAGH - EAST,Attorney General,,REP,Heather Heidelbaugh,156,3,41,200
Mifflin,ARMAGH - EAST,Attorney General,,REP,Write-In,1,0,0,1
Mifflin,ARMAGH - EAST,Auditor General,,REP,Timothy Defoor,156,3,40,199
Mifflin,ARMAGH - EAST,Auditor General,,REP,Write-In,1,0,0,1
Mifflin,ARMAGH - EAST,State Treasurer,,REP,Stacy L Garrity,151,3,41,195
Mifflin,ARMAGH - EAST,State Treasurer,,REP,Write-In,1,0,0,1
Mifflin,ARMAGH - EAST,U.S. House,12,REP,Fred Keller,161,3,43,207
Mifflin,ARMAGH - EAST,U.S. House,12,REP,Write-In,0,0,0,0
Mifflin,ARMAGH - EAST,General Assembly,171,REP,Kerry A Benninghoff,169,3,42,214
Mifflin,ARMAGH - EAST,General Assembly,171,REP,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,Registered Voters,,,,,,,1542
Mifflin,ARMAGH - WEST,Registered Voters,,DEM,,,,,372
Mifflin,ARMAGH - WEST,Registered Voters,,REP,,,,,988
Mifflin,ARMAGH - WEST,Registered Voters,,NPA,,,,,182
Mifflin,ARMAGH - WEST,Ballots Cast,,,,343,5,127,475
Mifflin,ARMAGH - WEST,Ballots Cast,,DEM,,52,1,60,113
Mifflin,ARMAGH - WEST,Ballots Cast,,REP,,291,4,67,362
Mifflin,ARMAGH - WEST,Ballots Cast,,NPA,,0,0,0,0
Mifflin,ARMAGH - WEST,President,,DEM,Bernie Sanders,12,1,10,23
Mifflin,ARMAGH - WEST,President,,DEM,Joseph R Biden,25,0,47,72
Mifflin,ARMAGH - WEST,President,,DEM,Tulsi Gabbard,6,0,3,9
Mifflin,ARMAGH - WEST,President,,DEM,Write-In,3,0,0,3
Mifflin,ARMAGH - WEST,Attorney General,,DEM,Josh Shapiro,44,1,51,96
Mifflin,ARMAGH - WEST,Attorney General,,DEM,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,Auditor General,,DEM,H Scott Conklin,28,1,44,73
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Michael Lamb,3,0,2,5
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Tracie Fountain,5,0,3,8
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,1,5
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Nina Ahmad,5,0,3,8
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Christina M Hartman,2,0,2,4
Mifflin,ARMAGH - WEST,Auditor General,,DEM,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,State Treasurer,,DEM,Joe Torsella,44,1,47,92
Mifflin,ARMAGH - WEST,State Treasurer,,DEM,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,U.S. House,12,DEM,Lee Griffin,43,1,46,90
Mifflin,ARMAGH - WEST,U.S. House,12,DEM,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,General Assembly,171,DEM,Peter Buck,44,1,48,93
Mifflin,ARMAGH - WEST,General Assembly,171,DEM,Write-In,0,0,1,1
Mifflin,ARMAGH - WEST,President,,REP,Donald J Trump,282,4,52,338
Mifflin,ARMAGH - WEST,President,,REP,Roque Rocky De La Fuente,0,0,2,2
Mifflin,ARMAGH - WEST,President,,REP,Bill Weld,5,0,8,13
Mifflin,ARMAGH - WEST,President,,REP,Write-In,0,0,3,3
Mifflin,ARMAGH - WEST,Attorney General,,REP,Heather Heidelbaugh,255,3,60,318
Mifflin,ARMAGH - WEST,Attorney General,,REP,Write-In,1,0,0,1
Mifflin,ARMAGH - WEST,Auditor General,,REP,Timothy Defoor,251,3,59,313
Mifflin,ARMAGH - WEST,Auditor General,,REP,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,State Treasurer,,REP,Stacy L Garrity,254,3,61,318
Mifflin,ARMAGH - WEST,State Treasurer,,REP,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,U.S. House,12,REP,Fred Keller,264,3,61,328
Mifflin,ARMAGH - WEST,U.S. House,12,REP,Write-In,0,0,0,0
Mifflin,ARMAGH - WEST,General Assembly,171,REP,Kerry A Benninghoff,284,4,66,354
Mifflin,ARMAGH - WEST,General Assembly,171,REP,Write-In,0,0,0,0
Mifflin,BRATTON,Registered Voters,,,,,,,665
Mifflin,BRATTON,Registered Voters,,DEM,,,,,117
Mifflin,BRATTON,Registered Voters,,REP,,,,,491
Mifflin,BRATTON,Registered Voters,,NPA,,,,,57
Mifflin,BRATTON,Ballots Cast,,,,183,4,69,256
Mifflin,BRATTON,Ballots Cast,,DEM,,16,0,12,28
Mifflin,BRATTON,Ballots Cast,,REP,,167,4,57,228
Mifflin,BRATTON,Ballots Cast,,NPA,,0,0,0,0
Mifflin,BRATTON,President,,DEM,Bernie Sanders,5,0,1,6
Mifflin,BRATTON,President,,DEM,Joseph R Biden,9,0,10,19
Mifflin,BRATTON,President,,DEM,Tulsi Gabbard,1,0,0,1
Mifflin,BRATTON,President,,DEM,Write-In,1,0,0,1
Mifflin,BRATTON,Attorney General,,DEM,Josh Shapiro,14,0,10,24
Mifflin,BRATTON,Attorney General,,DEM,Write-In,0,0,0,0
Mifflin,BRATTON,Auditor General,,DEM,H Scott Conklin,10,0,7,17
Mifflin,BRATTON,Auditor General,,DEM,Michael Lamb,1,0,0,1
Mifflin,BRATTON,Auditor General,,DEM,Tracie Fountain,1,0,2,3
Mifflin,BRATTON,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0
Mifflin,BRATTON,Auditor General,,DEM,Nina Ahmad,0,0,1,1
Mifflin,BRATTON,Auditor General,,DEM,Christina M Hartman,1,0,1,2
Mifflin,BRATTON,Auditor General,,DEM,Write-In,0,0,0,0
Mifflin,BRATTON,State Treasurer,,DEM,Joe Torsella,16,0,8,24
Mifflin,BRATTON,State Treasurer,,DEM,Write-In,0,0,0,0
Mifflin,BRATTON,U.S. House,12,DEM,Lee Griffin,14,0,8,22
Mifflin,BRATTON,U.S. House,12,DEM,Write-In,0,0,0,0
Mifflin,BRATTON,General Assembly,82,DEM,Write-In,0,0,0,0
Mifflin,BRATTON,President,,REP,Donald J Trump,163,4,51,218
Mifflin,BRATTON,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Mifflin,BRATTON,President,,REP,Bill Weld,2,0,2,4
Mifflin,BRATTON,President,,REP,Write-In,0,0,2,2
Mifflin,BRATTON,Attorney General,,REP,Heather Heidelbaugh,150,4,51,205
Mifflin,BRATTON,Attorney General,,REP,Write-In,0,0,0,0
Mifflin,BRATTON,Auditor General,,REP,Timothy Defoor,141,3,50,194
Mifflin,BRATTON,Auditor General,,REP,Write-In,0,0,0,0
Mifflin,BRATTON,State Treasurer,,REP,Stacy L Garrity,145,3,51,199
Mifflin,BRATTON,State Treasurer,,REP,Write-In,1,0,0,1
Mifflin,BRATTON,U.S. House,12,REP,Fred Keller,154,4,53,211
Mifflin,BRATTON,U.S. House,12,REP,Write-In,0,0,0,0
Mifflin,BRATTON,General Assembly,82,REP,John Hershey,159,4,56,219
Mifflin,BRATTON,General Assembly,82,REP,Write-In,0,0,0,0
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Registered Voters,,,,,,,1357
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Registered Voters,,DEM,,,,,316
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Registered Voters,,REP,,,,,930
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Registered Voters,,NPA,,,,,111
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Ballots Cast,,,,290,0,181,471
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Ballots Cast,,DEM,,38,0,68,106
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Ballots Cast,,REP,,252,0,113,365
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Ballots Cast,,NPA,,0,0,0,0
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,DEM,Bernie Sanders,6,0,6,12
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,DEM,Joseph R Biden,23,0,60,83
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,DEM,Tulsi Gabbard,5,0,0,5
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,DEM,Write-In,3,0,0,3
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Attorney General,,DEM,Josh Shapiro,33,0,61,94
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Attorney General,,DEM,Write-In,1,0,0,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,H Scott Conklin,22,0,46,68
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Michael Lamb,1,0,2,3
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Tracie Fountain,2,0,7,9
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,1,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Nina Ahmad,5,0,5,10
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Christina M Hartman,7,0,3,10
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,DEM,Write-In,0,0,0,0
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,State Treasurer,,DEM,Joe Torsella,33,0,62,95
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,State Treasurer,,DEM,Write-In,1,0,0,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,U.S. House,12,DEM,Lee Griffin,32,0,58,90
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,U.S. House,12,DEM,Write-In,1,0,0,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,General Assembly,171,DEM,Peter Buck,32,0,59,91
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,General Assembly,171,DEM,Write-In,1,0,0,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,REP,Donald J Trump,247,0,88,335
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,REP,Roque Rocky De La Fuente,2,0,2,4
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,REP,Bill Weld,2,0,11,13
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,President,,REP,Write-In,0,0,6,6
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Attorney General,,REP,Heather Heidelbaugh,208,0,96,304
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Attorney General,,REP,Write-In,4,0,2,6
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,REP,Timothy Defoor,210,0,98,308
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,Auditor General,,REP,Write-In,2,0,0,2
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,State Treasurer,,REP,Stacy L Garrity,204,0,100,304
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,State Treasurer,,REP,Write-In,1,0,0,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,U.S. House,12,REP,Fred Keller,226,0,102,328
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,U.S. House,12,REP,Write-In,0,0,1,1
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,General Assembly,171,REP,Kerry A Benninghoff,241,0,108,349
Mifflin,BROWN - REEDSVILLE/BIG VALLEY,General Assembly,171,REP,Write-In,1,0,1,2
Mifflin,BROWN - CHURCH HILL,Registered Voters,,,,,,,1070
Mifflin,BROWN - CHURCH HILL,Registered Voters,,DEM,,,,,307
Mifflin,BROWN - CHURCH HILL,Registered Voters,,REP,,,,,655
Mifflin,BROWN - CHURCH HILL,Registered Voters,,NPA,,,,,108
Mifflin,BROWN - CHURCH HILL,Ballots Cast,,,,228,2,213,443
Mifflin,BROWN - CHURCH HILL,Ballots Cast,,DEM,,38,0,116,154
Mifflin,BROWN - CHURCH HILL,Ballots Cast,,REP,,190,2,97,289
Mifflin,BROWN - CHURCH HILL,Ballots Cast,,NPA,,0,0,0,0
Mifflin,BROWN - CHURCH HILL,President,,DEM,Bernie Sanders,8,0,24,32
Mifflin,BROWN - CHURCH HILL,President,,DEM,Joseph R Biden,24,0,91,115
Mifflin,BROWN - CHURCH HILL,President,,DEM,Tulsi Gabbard,1,0,1,2
Mifflin,BROWN - CHURCH HILL,President,,DEM,Write-In,2,0,0,2
Mifflin,BROWN - CHURCH HILL,Attorney General,,DEM,Josh Shapiro,34,0,102,136
Mifflin,BROWN - CHURCH HILL,Attorney General,,DEM,Write-In,1,0,0,1
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,H Scott Conklin,25,0,66,91
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Michael Lamb,2,0,2,4
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Tracie Fountain,0,0,6,6
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,2,2
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Nina Ahmad,1,0,16,17
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Christina M Hartman,6,0,8,14
Mifflin,BROWN - CHURCH HILL,Auditor General,,DEM,Write-In,1,0,0,1
Mifflin,BROWN - CHURCH HILL,State Treasurer,,DEM,Joe Torsella,30,0,99,129
Mifflin,BROWN - CHURCH HILL,State Treasurer,,DEM,Write-In,0,0,0,0
Mifflin,BROWN - CHURCH HILL,U.S. House,12,DEM,Lee Griffin,30,0,98,128
Mifflin,BROWN - CHURCH HILL,U.S. House,12,DEM,Write-In,1,0,0,1
Mifflin,BROWN - CHURCH HILL,General Assembly,171,DEM,Peter Buck,30,0,101,131
Mifflin,BROWN - CHURCH HILL,General Assembly,171,DEM,Write-In,1,0,0,1
Mifflin,BROWN - CHURCH HILL,President,,REP,Donald J Trump,185,2,77,264
Mifflin,BROWN - CHURCH HILL,President,,REP,Roque Rocky De La Fuente,0,0,2,2
Mifflin,BROWN - CHURCH HILL,President,,REP,Bill Weld,4,0,10,14
Mifflin,BROWN - CHURCH HILL,President,,REP,Write-In,1,0,2,3
Mifflin,BROWN - CHURCH HILL,Attorney General,,REP,Heather Heidelbaugh,171,2,86,259
Mifflin,BROWN - CHURCH HILL,Attorney General,,REP,Write-In,0,0,0,0
Mifflin,BROWN - CHURCH HILL,Auditor General,,REP,Timothy Defoor,168,2,85,255
Mifflin,BROWN - CHURCH HILL,Auditor General,,REP,Write-In,0,0,0,0
Mifflin,BROWN - CHURCH HILL,State Treasurer,,REP,Stacy L Garrity,170,2,87,259
Mifflin,BROWN - CHURCH HILL,State Treasurer,,REP,Write-In,0,0,1,1
Mifflin,BROWN - CHURCH HILL,U.S. House,12,REP,Fred Keller,178,2,92,272
Mifflin,BROWN - CHURCH HILL,U.S. House,12,REP,Write-In,0,0,1,1
Mifflin,BROWN - CHURCH HILL,General Assembly,171,REP,Kerry A Benninghoff,185,2,95,282
Mifflin,BROWN - CHURCH HILL,General Assembly,171,REP,Write-In,0,0,0,0
Mifflin,BURNHAM BORO,Registered Voters,,,,,,,1172
Mifflin,BURNHAM BORO,Registered Voters,,DEM,,,,,376
Mifflin,BURNHAM BORO,Registered Voters,,REP,,,,,672
Mifflin,BURNHAM BORO,Registered Voters,,NPA,,,,,124
Mifflin,BURNHAM BORO,Ballots Cast,,,,228,0,108,336
Mifflin,BURNHAM BORO,Ballots Cast,,DEM,,60,0,47,107
Mifflin,BURNHAM BORO,Ballots Cast,,REP,,168,0,61,229
Mifflin,BURNHAM BORO,Ballots Cast,,NPA,,0,0,0,0
Mifflin,BURNHAM BORO,President,,DEM,Bernie Sanders,10,0,9,19
Mifflin,BURNHAM BORO,President,,DEM,Joseph R Biden,33,0,30,63
Mifflin,BURNHAM BORO,President,,DEM,Tulsi Gabbard,6,0,3,9
Mifflin,BURNHAM BORO,President,,DEM,Write-In,8,0,4,12
Mifflin,BURNHAM BORO,Attorney General,,DEM,Josh Shapiro,49,0,45,94
Mifflin,BURNHAM BORO,Attorney General,,DEM,Write-In,2,0,1,3
Mifflin,BURNHAM BORO,Auditor General,,DEM,H Scott Conklin,36,0,34,70
Mifflin,BURNHAM BORO,Auditor General,,DEM,Michael Lamb,4,0,1,5
Mifflin,BURNHAM BORO,Auditor General,,DEM,Tracie Fountain,3,0,1,4
Mifflin,BURNHAM BORO,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,1
Mifflin,BURNHAM BORO,Auditor General,,DEM,Nina Ahmad,7,0,4,11
Mifflin,BURNHAM BORO,Auditor General,,DEM,Christina M Hartman,3,0,5,8
Mifflin,BURNHAM BORO,Auditor General,,DEM,Write-In,2,0,1,3
Mifflin,BURNHAM BORO,State Treasurer,,DEM,Joe Torsella,45,0,43,88
Mifflin,BURNHAM BORO,State Treasurer,,DEM,Write-In,2,0,1,3
Mifflin,BURNHAM BORO,U.S. House,12,DEM,Lee Griffin,41,0,41,82
Mifflin,BURNHAM BORO,U.S. House,12,DEM,Write-In,1,0,1,2
Mifflin,BURNHAM BORO,General Assembly,82,DEM,Write-In,3,0,2,5
Mifflin,BURNHAM BORO,President,,REP,Donald J Trump,165,0,55,220
Mifflin,BURNHAM BORO,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Mifflin,BURNHAM BORO,President,,REP,Bill Weld,1,0,3,4
Mifflin,BURNHAM BORO,President,,REP,Write-In,0,0,1,1
Mifflin,BURNHAM BORO,Attorney General,,REP,Heather Heidelbaugh,155,0,55,210
Mifflin,BURNHAM BORO,Attorney General,,REP,Write-In,1,0,0,1
Mifflin,BURNHAM BORO,Auditor General,,REP,Timothy Defoor,152,0,54,206
Mifflin,BURNHAM BORO,Auditor General,,REP,Write-In,2,0,0,2
Mifflin,BURNHAM BORO,State Treasurer,,REP,Stacy L Garrity,153,0,55,208
Mifflin,BURNHAM BORO,State Treasurer,,REP,Write-In,1,0,0,1
Mifflin,BURNHAM BORO,U.S. House,12,REP,Fred Keller,157,0,59,216
Mifflin,BURNHAM BORO,U.S. House,12,REP,Write-In,2,0,0,2
Mifflin,BURNHAM BORO,General Assembly,82,REP,John Hershey,157,0,60,217
Mifflin,BURNHAM BORO,General Assembly,82,REP,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,Registered Voters,,,,,,,734
Mifflin,DECATUR - EAST,Registered Voters,,DEM,,,,,164
Mifflin,DECATUR - EAST,Registered Voters,,REP,,,,,503
Mifflin,DECATUR - EAST,Registered Voters,,NPA,,,,,67
Mifflin,DECATUR - EAST,Ballots Cast,,,,175,0,83,258
Mifflin,DECATUR - EAST,Ballots Cast,,DEM,,21,0,26,47
Mifflin,DECATUR - EAST,Ballots Cast,,REP,,154,0,57,211
Mifflin,DECATUR - EAST,Ballots Cast,,NPA,,0,0,0,0
Mifflin,DECATUR - EAST,President,,DEM,Bernie Sanders,2,0,2,4
Mifflin,DECATUR - EAST,President,,DEM,Joseph R Biden,12,0,22,34
Mifflin,DECATUR - EAST,President,,DEM,Tulsi Gabbard,4,0,0,4
Mifflin,DECATUR - EAST,President,,DEM,Write-In,2,0,0,2
Mifflin,DECATUR - EAST,Attorney General,,DEM,Josh Shapiro,14,0,25,39
Mifflin,DECATUR - EAST,Attorney General,,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,Auditor General,,DEM,H Scott Conklin,10,0,13,23
Mifflin,DECATUR - EAST,Auditor General,,DEM,Michael Lamb,1,0,3,4
Mifflin,DECATUR - EAST,Auditor General,,DEM,Tracie Fountain,3,0,3,6
Mifflin,DECATUR - EAST,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,2
Mifflin,DECATUR - EAST,Auditor General,,DEM,Nina Ahmad,1,0,3,4
Mifflin,DECATUR - EAST,Auditor General,,DEM,Christina M Hartman,3,0,2,5
Mifflin,DECATUR - EAST,Auditor General,,DEM,Write-In,0,0,1,1
Mifflin,DECATUR - EAST,State Treasurer,,DEM,Joe Torsella,17,0,24,41
Mifflin,DECATUR - EAST,State Treasurer,,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,U.S. House,12,DEM,Lee Griffin,16,0,21,37
Mifflin,DECATUR - EAST,U.S. House,12,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,General Assembly,171,DEM,Peter Buck,15,0,24,39
Mifflin,DECATUR - EAST,General Assembly,171,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,President,,REP,Donald J Trump,147,0,51,198
Mifflin,DECATUR - EAST,President,,REP,Roque Rocky De La Fuente,2,0,0,2
Mifflin,DECATUR - EAST,President,,REP,Bill Weld,4,0,2,6
Mifflin,DECATUR - EAST,President,,REP,Write-In,1,0,2,3
Mifflin,DECATUR - EAST,Attorney General,,REP,Heather Heidelbaugh,135,0,50,185
Mifflin,DECATUR - EAST,Attorney General,,REP,Write-In,0,0,1,1
Mifflin,DECATUR - EAST,Auditor General,,REP,Timothy Defoor,136,0,50,186
Mifflin,DECATUR - EAST,Auditor General,,REP,Write-In,0,0,1,1
Mifflin,DECATUR - EAST,State Treasurer,,REP,Stacy L Garrity,133,0,51,184
Mifflin,DECATUR - EAST,State Treasurer,,REP,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,U.S. House,12,REP,Fred Keller,143,0,56,199
Mifflin,DECATUR - EAST,U.S. House,12,REP,Write-In,0,0,0,0
Mifflin,DECATUR - EAST,General Assembly,171,REP,Kerry A Benninghoff,146,0,54,200
Mifflin,DECATUR - EAST,General Assembly,171,REP,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,Registered Voters,,,,,,,996
Mifflin,DECATUR - WEST,Registered Voters,,DEM,,,,,216
Mifflin,DECATUR - WEST,Registered Voters,,REP,,,,,685
Mifflin,DECATUR - WEST,Registered Voters,,NPA,,,,,95
Mifflin,DECATUR - WEST,Ballots Cast,,,,260,4,91,355
Mifflin,DECATUR - WEST,Ballots Cast,,DEM,,44,0,37,81
Mifflin,DECATUR - WEST,Ballots Cast,,REP,,216,4,54,274
Mifflin,DECATUR - WEST,Ballots Cast,,NPA,,0,0,0,0
Mifflin,DECATUR - WEST,President,,DEM,Bernie Sanders,10,0,9,19
Mifflin,DECATUR - WEST,President,,DEM,Joseph R Biden,23,0,23,46
Mifflin,DECATUR - WEST,President,,DEM,Tulsi Gabbard,3,0,2,5
Mifflin,DECATUR - WEST,President,,DEM,Write-In,2,0,2,4
Mifflin,DECATUR - WEST,Attorney General,,DEM,Josh Shapiro,39,0,31,70
Mifflin,DECATUR - WEST,Attorney General,,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,Auditor General,,DEM,H Scott Conklin,23,0,16,39
Mifflin,DECATUR - WEST,Auditor General,,DEM,Michael Lamb,2,0,8,10
Mifflin,DECATUR - WEST,Auditor General,,DEM,Tracie Fountain,3,0,3,6
Mifflin,DECATUR - WEST,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,3,5
Mifflin,DECATUR - WEST,Auditor General,,DEM,Nina Ahmad,4,0,3,7
Mifflin,DECATUR - WEST,Auditor General,,DEM,Christina M Hartman,6,0,1,7
Mifflin,DECATUR - WEST,Auditor General,,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,State Treasurer,,DEM,Joe Torsella,36,0,31,67
Mifflin,DECATUR - WEST,State Treasurer,,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,U.S. House,12,DEM,Lee Griffin,36,0,31,67
Mifflin,DECATUR - WEST,U.S. House,12,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,General Assembly,171,DEM,Peter Buck,35,0,31,66
Mifflin,DECATUR - WEST,General Assembly,171,DEM,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,President,,REP,Donald J Trump,213,4,42,259
Mifflin,DECATUR - WEST,President,,REP,Roque Rocky De La Fuente,0,0,1,1
Mifflin,DECATUR - WEST,President,,REP,Bill Weld,2,0,7,9
Mifflin,DECATUR - WEST,President,,REP,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,Attorney General,,REP,Heather Heidelbaugh,197,2,49,248
Mifflin,DECATUR - WEST,Attorney General,,REP,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,Auditor General,,REP,Timothy Defoor,193,2,51,246
Mifflin,DECATUR - WEST,Auditor General,,REP,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,State Treasurer,,REP,Stacy L Garrity,191,2,50,243
Mifflin,DECATUR - WEST,State Treasurer,,REP,Write-In,0,0,0,0
Mifflin,DECATUR - WEST,U.S. House,12,REP,Fred Keller,206,2,49,257
Mifflin,DECATUR - WEST,U.S. House,12,REP,Write-In,1,0,1,2
Mifflin,DECATUR - WEST,General Assembly,171,REP,Kerry A Benninghoff,210,4,51,265
Mifflin,DECATUR - WEST,General Assembly,171,REP,Write-In,0,0,1,1
Mifflin,DERRY - EAST,Registered Voters,,,,,,,1503
Mifflin,DERRY - EAST,Registered Voters,,DEM,,,,,366
Mifflin,DERRY - EAST,Registered Voters,,REP,,,,,946
Mifflin,DERRY - EAST,Registered Voters,,NPA,,,,,191
Mifflin,DERRY - EAST,Ballots Cast,,,,248,1,252,501
