county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Lycoming,Armstrong Township,Judge of the Superior Court,,,Daniel Wassmer,1,5,4,1,0
Lycoming,Armstrong Township,Judge of the Superior Court,,,Write-in,1,1,0,1,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Stella Tsai,1,41,28,13,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Matt Wolford,1,141,124,17,0
Lycoming,Armstrong Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Armstrong Township,County Controller,,,Nicki S. Gottschall,1,149,131,18,0
Lycoming,Armstrong Township,County Controller,,,Write-in,1,1,1,0,0
Lycoming,Armstrong Township,Sheriff,,,Eric Spiegel,1,155,128,27,0
Lycoming,Armstrong Township,Sheriff,,,Write-in,1,0,0,0,0
Lycoming,Armstrong Township,South Wmspt SD 3,,,Cathy Bachman,1,149,128,21,0
Lycoming,Armstrong Township,South Wmspt SD 3,,,Write-in,1,1,1,0,0
Lycoming,Armstrong Township,Armstrong Supervisor,,,Susan Ann Hawkins,1,154,134,20,0
Lycoming,Armstrong Township,Armstrong Supervisor,,,Write-in,1,1,1,0,0
Lycoming,Armstrong Township,Armstrong Auditor,,,Write-in,1,7,4,3,0
Lycoming,Armstrong Township,Armstrong Auditor (4yr),,,Write-in,1,5,2,3,0
Lycoming,Armstrong Township,Armstrong Tax Collector,,,Write-in,1,8,5,3,0
Lycoming,Armstrong Township,Armstrong Judge of Elections,,,Cheryl Kurtz,1,156,136,20,0
Lycoming,Armstrong Township,Armstrong Judge of Elections,,,Write-in,1,2,2,0,0
Lycoming,Armstrong Township,Armstrong Inspector of Elections,,,Jill E. Bair,1,131,112,19,0
Lycoming,Armstrong Township,Armstrong Inspector of Elections,,,Write-in,1,18,18,0,0
Lycoming,Armstrong Township,Retention 1,,,Yes,1,57,39,18,0
Lycoming,Armstrong Township,Retention 1,,,No,1,113,101,12,0
Lycoming,Armstrong Township,Retention 2,,,Yes,1,54,37,17,0
Lycoming,Armstrong Township,Retention 2,,,No,1,115,103,12,0
Lycoming,Armstrong Township,Retention 3,,,Yes,1,52,34,18,0
Lycoming,Armstrong Township,Retention 3,,,No,1,118,106,12,0
Lycoming,Armstrong Township,Retention 4,,,Yes,1,50,36,14,0
Lycoming,Armstrong Township,Retention 4,,,No,1,116,103,13,0
Lycoming,Armstrong Township,Retention 5,,,Yes,1,50,37,13,0
Lycoming,Armstrong Township,Retention 5,,,No,1,113,100,13,0
Lycoming,Armstrong Township,Retention 6,,,Yes,1,42,21,21,0
Lycoming,Armstrong Township,Retention 6,,,No,1,139,129,10,0
Lycoming,Bastress Township,,,,Registered Voters,,388,,,
Lycoming,Bastress Township,,,,Ballots Cast,,223,,,
Lycoming,Bastress Township,Judge of the Superior Court,,,Brandon Neuman,1,29,20,9,0
Lycoming,Bastress Township,Judge of the Superior Court,,,Maria Battista,1,186,171,15,0
Lycoming,Bastress Township,Judge of the Superior Court,,,Daniel Wassmer,1,3,3,0,0
Lycoming,Bastress Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Bastress Township,Judge of the Commonwealth Court,,,Stella Tsai,1,29,19,10,0
Lycoming,Bastress Township,Judge of the Commonwealth Court,,,Matt Wolford,1,188,174,14,0
Lycoming,Bastress Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Bastress Township,County Controller,,,Nicki S. Gottschall,1,200,183,17,0
Lycoming,Bastress Township,County Controller,,,Write-in,1,0,0,0,0
Lycoming,Bastress Township,Sheriff,,,Eric Spiegel,1,193,178,15,0
Lycoming,Bastress Township,Sheriff,,,Write-in,1,1,1,0,0
Lycoming,Bastress Township,Jersey Shore SD 3,,,Neihl Williamson,2,141,131,10,0
Lycoming,Bastress Township,Jersey Shore SD 3,,,Jessie Edwards,2,146,134,12,0
Lycoming,Bastress Township,Jersey Shore SD 3,,,Write-in,2,4,0,4,0
Lycoming,Bastress Township,Bastress Supervisor,,,Guy Confair,1,114,100,14,0
Lycoming,Bastress Township,Bastress Supervisor,,,Write-in,1,74,74,0,0
Lycoming,Bastress Township,Bastress Supervisor (2yr),,,Kevin J. Deitrick,1,177,164,13,0
Lycoming,Bastress Township,Bastress Supervisor (2yr),,,Write-in,1,7,7,0,0
Lycoming,Bastress Township,Bastress Auditor,,,Write-in,1,17,16,1,0
Lycoming,Bastress Township,Bastress Auditor (4yr),,,Write-in,1,18,18,0,0
Lycoming,Bastress Township,Bastress Tax Collector,,,Write-in,1,7,7,0,0
Lycoming,Bastress Township,Bastress Judge of Elections,,,Cheryl Palski,1,200,184,16,0
Lycoming,Bastress Township,Bastress Judge of Elections,,,Write-in,1,1,1,0,0
Lycoming,Bastress Township,Bastress Inspector of Elections,,,Denise E. Kerr,1,175,160,15,0
Lycoming,Bastress Township,Bastress Inspector of Elections,,,Write-in,1,23,23,0,0
Lycoming,Bastress Township,Retention 1,,,Yes,1,47,35,12,0
Lycoming,Bastress Township,Retention 1,,,No,1,167,157,10,0
Lycoming,Bastress Township,Retention 2,,,Yes,1,47,35,12,0
Lycoming,Bastress Township,Retention 2,,,No,1,165,155,10,0
Lycoming,Bastress Township,Retention 3,,,Yes,1,49,36,13,0
Lycoming,Bastress Township,Retention 3,,,No,1,163,154,9,0
Lycoming,Bastress Township,Retention 4,,,Yes,1,58,42,16,0
Lycoming,Bastress Township,Retention 4,,,No,1,153,147,6,0
Lycoming,Bastress Township,Retention 5,,,Yes,1,61,45,16,0
Lycoming,Bastress Township,Retention 5,,,No,1,150,144,6,0
Lycoming,Bastress Township,Retention 6,,,Yes,1,43,27,16,0
Lycoming,Bastress Township,Retention 6,,,No,1,175,169,6,0
Lycoming,Brady Township,,,,Registered Voters,,333,,,
Lycoming,Brady Township,,,,Ballots Cast,,165,,,
Lycoming,Brady Township,Judge of the Superior Court,,,Brandon Neuman,1,37,36,1,0
Lycoming,Brady Township,Judge of the Superior Court,,,Maria Battista,1,122,119,3,0
Lycoming,Brady Township,Judge of the Superior Court,,,Daniel Wassmer,1,2,2,0,0
Lycoming,Brady Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Brady Township,Judge of the Commonwealth Court,,,Stella Tsai,1,36,36,0,0
Lycoming,Brady Township,Judge of the Commonwealth Court,,,Matt Wolford,1,125,121,4,0
Lycoming,Brady Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Brady Township,County Controller,,,Nicki S. Gottschall,1,141,137,4,0
Lycoming,Brady Township,County Controller,,,Write-in,1,3,3,0,0
Lycoming,Brady Township,Sheriff,,,Eric Spiegel,1,147,142,5,0
Lycoming,Brady Township,Sheriff,,,Write-in,1,3,3,0,0
Lycoming,Brady Township,Montgomery SD 3,,,Paula A. Yeckley,1,51,48,3,0
Lycoming,Brady Township,Montgomery SD 3,,,Felicia A. Mitchell,1,112,110,2,0
Lycoming,Brady Township,Montgomery SD 3,,,Write-in,1,1,1,0,0
Lycoming,Brady Township,Brady Supervisor,,,"Frank L. Bower, Jr.",1,147,142,5,0
Lycoming,Brady Township,Brady Supervisor,,,Write-in,1,5,5,0,0
Lycoming,Brady Township,Brady Supervisor (2yr),,,Christopher M. Blaker,1,145,140,5,0
Lycoming,Brady Township,Brady Supervisor (2yr),,,Write-in,1,4,4,0,0
Lycoming,Brady Township,Brady Auditor,,,Write-in,1,10,10,0,0
Lycoming,Brady Township,Brady Auditor (4yr),,,Write-in,1,10,10,0,0
Lycoming,Brady Township,Brady Auditor (2yr),,,Write-in,1,10,10,0,0
Lycoming,Brady Township,Brady Tax Collector,,,Write-in,1,11,10,1,0
Lycoming,Brady Township,Brady Judge of Elections,,,Jody L. Cooper,1,144,139,5,0
Lycoming,Brady Township,Brady Judge of Elections,,,Write-in,1,3,3,0,0
Lycoming,Brady Township,Brady Inspector of Elections,,,Sally F. Congdon,1,133,128,5,0
Lycoming,Brady Township,Brady Inspector of Elections,,,Write-in,1,11,11,0,0
Lycoming,Brady Township,Retention 1,,,Yes,1,53,52,1,0
Lycoming,Brady Township,Retention 1,,,No,1,103,99,4,0
Lycoming,Brady Township,Retention 2,,,Yes,1,54,54,0,0
Lycoming,Brady Township,Retention 2,,,No,1,102,97,5,0
Lycoming,Brady Township,Retention 3,,,Yes,1,54,53,1,0
Lycoming,Brady Township,Retention 3,,,No,1,101,97,4,0
Lycoming,Brady Township,Retention 4,,,Yes,1,54,53,1,0
Lycoming,Brady Township,Retention 4,,,No,1,98,94,4,0
Lycoming,Brady Township,Retention 5,,,Yes,1,53,53,0,0
Lycoming,Brady Township,Retention 5,,,No,1,98,93,5,0
Lycoming,Brady Township,Retention 6,,,Yes,1,36,34,2,0
Lycoming,Brady Township,Retention 6,,,No,1,123,120,3,0
Lycoming,Brown Township,,,,Registered Voters,,71,,,
Lycoming,Brown Township,,,,Ballots Cast,,41,,,
Lycoming,Brown Township,Judge of the Superior Court,,,Brandon Neuman,1,2,1,1,0
Lycoming,Brown Township,Judge of the Superior Court,,,Maria Battista,1,39,35,4,0
Lycoming,Brown Township,Judge of the Superior Court,,,Daniel Wassmer,1,0,0,0,0
Lycoming,Brown Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,Judge of the Commonwealth Court,,,Stella Tsai,1,2,1,1,0
Lycoming,Brown Township,Judge of the Commonwealth Court,,,Matt Wolford,1,39,35,4,0
Lycoming,Brown Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,County Controller,,,Nicki S. Gottschall,1,38,33,5,0
Lycoming,Brown Township,County Controller,,,Write-in,1,1,1,0,0
Lycoming,Brown Township,Sheriff,,,Eric Spiegel,1,40,35,5,0
Lycoming,Brown Township,Sheriff,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,Jersey Shore SD 1,,,Craig M. Allen,1,40,35,5,0
Lycoming,Brown Township,Jersey Shore SD 1,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,Brown Supervisor,,,Robert Saeger,1,38,34,4,0
Lycoming,Brown Township,Brown Supervisor,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,Brown Auditor,,,Write-in,1,4,3,1,0
Lycoming,Brown Township,Brown Tax Collector,,,Cozette M. Stoltzfus,1,39,35,4,0
Lycoming,Brown Township,Brown Tax Collector,,,Write-in,1,0,0,0,0
Lycoming,Brown Township,Brown Judge of Elections,,,Eleanor L. Paucke,1,37,33,4,0
Lycoming,Brown Township,Brown Judge of Elections,,,Write-in,1,1,1,0,0
Lycoming,Brown Township,Brown Inspector of Elections,,,Glenda M. Souders,1,34,30,4,0
Lycoming,Brown Township,Brown Inspector of Elections,,,Write-in,1,2,2,0,0
Lycoming,Brown Township,Retention 1,,,Yes,1,7,5,2,0
Lycoming,Brown Township,Retention 1,,,No,1,34,31,3,0
Lycoming,Brown Township,Retention 2,,,Yes,1,7,5,2,0
Lycoming,Brown Township,Retention 2,,,No,1,34,31,3,0
Lycoming,Brown Township,Retention 3,,,Yes,1,7,5,2,0
Lycoming,Brown Township,Retention 3,,,No,1,34,31,3,0
Lycoming,Brown Township,Retention 4,,,Yes,1,7,5,2,0
Lycoming,Brown Township,Retention 4,,,No,1,34,31,3,0
Lycoming,Brown Township,Retention 5,,,Yes,1,7,5,2,0
Lycoming,Brown Township,Retention 5,,,No,1,34,31,3,0
Lycoming,Brown Township,Retention 6,,,Yes,1,6,4,2,0
Lycoming,Brown Township,Retention 6,,,No,1,35,32,3,0
Lycoming,Cascade Township,,,,Registered Voters,,306,,,
Lycoming,Cascade Township,,,,Ballots Cast,,120,,,
Lycoming,Cascade Township,Judge of the Superior Court,,,Brandon Neuman,1,24,11,13,0
Lycoming,Cascade Township,Judge of the Superior Court,,,Maria Battista,1,90,87,3,0
Lycoming,Cascade Township,Judge of the Superior Court,,,Daniel Wassmer,1,2,1,1,0
Lycoming,Cascade Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Cascade Township,Judge of the Commonwealth Court,,,Stella Tsai,1,24,10,14,0
Lycoming,Cascade Township,Judge of the Commonwealth Court,,,Matt Wolford,1,91,88,3,0
Lycoming,Cascade Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Cascade Township,County Controller,,,Nicki S. Gottschall,1,98,90,8,0
Lycoming,Cascade Township,County Controller,,,Write-in,1,0,0,0,0
Lycoming,Cascade Township,Sheriff,,,Eric Spiegel,1,101,85,16,0
Lycoming,Cascade Township,Sheriff,,,Write-in,1,2,2,0,0
Lycoming,Cascade Township,Montoursville SD 1,,,Write-in,1,5,4,1,0
Lycoming,Cascade Township,Cascade Supervisor,,,Joseph Colucci,1,72,54,18,0
Lycoming,Cascade Township,Cascade Supervisor,,,Write-in,1,3,3,0,0
Lycoming,Cascade Township,Cascade Auditor,,,Write-in,1,3,3,0,0
Lycoming,Cascade Township,Cascade Auditor (4yr),,,Write-in,1,3,3,0,0
Lycoming,Cascade Township,Cascade Auditor (2yr),,,Write-in,1,3,3,0,0
Lycoming,Cascade Township,Cascade Tax Collector,,,Write-in,1,2,2,0,0
Lycoming,Cascade Township,Cascade Judge of Elections,,,Lindsey N. Johnson,1,104,93,11,0
Lycoming,Cascade Township,Cascade Judge of Elections,,,Write-in,1,0,0,0,0
Lycoming,Cascade Township,Cascade Inspector of Elections,,,Karin Colucci,1,41,24,17,0
Lycoming,Cascade Township,Cascade Inspector of Elections,,,Dawn M. Brooks,1,76,75,1,0
Lycoming,Cascade Township,Cascade Inspector of Elections,,,Write-in,1,0,0,0,0
Lycoming,Cascade Township,Retention 1,,,Yes,1,35,18,17,0
Lycoming,Cascade Township,Retention 1,,,No,1,80,80,0,0
Lycoming,Cascade Township,Retention 2,,,Yes,1,33,16,17,0
Lycoming,Cascade Township,Retention 2,,,No,1,80,80,0,0
Lycoming,Cascade Township,Retention 3,,,Yes,1,38,21,17,0
Lycoming,Cascade Township,Retention 3,,,No,1,77,77,0,0
Lycoming,Cascade Township,Retention 4,,,Yes,1,42,25,17,0
Lycoming,Cascade Township,Retention 4,,,No,1,70,70,0,0
Lycoming,Cascade Township,Retention 5,,,Yes,1,42,25,17,0
Lycoming,Cascade Township,Retention 5,,,No,1,68,68,0,0
Lycoming,Cascade Township,Retention 6,,,Yes,1,33,17,16,0
Lycoming,Cascade Township,Retention 6,,,No,1,86,84,2,0
Lycoming,Clinton Township,,,,Registered Voters,,1343,,,
Lycoming,Clinton Township,,,,Ballots Cast,,520,,,
Lycoming,Clinton Township,Judge of the Superior Court,,,Brandon Neuman,1,111,73,38,0
Lycoming,Clinton Township,Judge of the Superior Court,,,Maria Battista,1,387,360,27,0
Lycoming,Clinton Township,Judge of the Superior Court,,,Daniel Wassmer,1,12,11,1,0
Lycoming,Clinton Township,Judge of the Superior Court,,,Write-in,1,1,1,0,0
Lycoming,Clinton Township,Judge of the Commonwealth Court,,,Stella Tsai,1,117,79,38,0
Lycoming,Clinton Township,Judge of the Commonwealth Court,,,Matt Wolford,1,394,366,28,0
Lycoming,Clinton Township,Judge of the Commonwealth Court,,,Write-in,1,1,1,0,0
Lycoming,Clinton Township,County Controller,,,Nicki S. Gottschall,1,445,401,44,0
Lycoming,Clinton Township,County Controller,,,Write-in,1,4,3,1,0
Lycoming,Clinton Township,Sheriff,,,Eric Spiegel,1,456,404,52,0
Lycoming,Clinton Township,Sheriff,,,Write-in,1,7,7,0,0
Lycoming,Clinton Township,Montgomery SD 2,,,"Jay R. Emery, Jr.",2,331,284,47,0
Lycoming,Clinton Township,Montgomery SD 2,,,Edward R. Shrimp,2,317,278,39,0
Lycoming,Clinton Township,Montgomery SD 2,,,Write-in,2,48,46,2,0
Lycoming,Clinton Township,Clinton Supervisor,,,Richard S. Kneedler,2,296,260,36,0
Lycoming,Clinton Township,Clinton Supervisor,,,Lanny D. Wertz,2,349,310,39,0
Lycoming,Clinton Township,Clinton Supervisor,,,Write-in,2,17,16,1,0
Lycoming,Clinton Township,Clinton Auditor,,,Write-in,1,32,30,2,0
Lycoming,Clinton Township,Clinton Auditor (2yr),,,Write-in,1,30,27,3,0
Lycoming,Clinton Township,Clinton Tax Collector,,,Kimberly Alexander,1,424,365,59,0
Lycoming,Clinton Township,Clinton Tax Collector,,,Write-in,1,19,19,0,0
Lycoming,Clinton Township,Clinton Judge of Elections,,,Paula Fenstermacher,1,455,408,47,0
Lycoming,Clinton Township,Clinton Judge of Elections,,,Write-in,1,2,1,1,0
Lycoming,Clinton Township,Clinton Inspector of Elections,,,Betty J. Gohl,1,453,408,45,0
Lycoming,Clinton Township,Clinton Inspector of Elections,,,Write-in,1,10,9,1,0
Lycoming,Clinton Township,Retention 1,,,Yes,1,176,134,42,0
Lycoming,Clinton Township,Retention 1,,,No,1,327,304,23,0
Lycoming,Clinton Township,Retention 2,,,Yes,1,181,138,43,0
Lycoming,Clinton Township,Retention 2,,,No,1,323,301,22,0
Lycoming,Clinton Township,Retention 3,,,Yes,1,178,136,42,0
Lycoming,Clinton Township,Retention 3,,,No,1,323,300,23,0
Lycoming,Clinton Township,Retention 4,,,Yes,1,183,146,37,0
Lycoming,Clinton Township,Retention 4,,,No,1,313,287,26,0
Lycoming,Clinton Township,Retention 5,,,Yes,1,191,154,37,0
Lycoming,Clinton Township,Retention 5,,,No,1,301,275,26,0
Lycoming,Clinton Township,Retention 6,,,Yes,1,119,77,42,0
Lycoming,Clinton Township,Retention 6,,,No,1,388,367,21,0
Lycoming,Cogan House Township,,,,Registered Voters,,629,,,
Lycoming,Cogan House Township,,,,Ballots Cast,,327,,,
Lycoming,Cogan House Township,Judge of the Superior Court,,,Brandon Neuman,1,54,27,27,0
Lycoming,Cogan House Township,Judge of the Superior Court,,,Maria Battista,1,258,246,12,0
Lycoming,Cogan House Township,Judge of the Superior Court,,,Daniel Wassmer,1,6,3,3,0
Lycoming,Cogan House Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Cogan House Township,Judge of the Commonwealth Court,,,Stella Tsai,1,56,28,28,0
Lycoming,Cogan House Township,Judge of the Commonwealth Court,,,Matt Wolford,1,268,254,14,0
Lycoming,Cogan House Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Cogan House Township,County Controller,,,Nicki S. Gottschall,1,290,262,28,0
Lycoming,Cogan House Township,County Controller,,,Write-in,1,4,2,2,0
Lycoming,Cogan House Township,Sheriff,,,Eric Spiegel,1,286,253,33,0
Lycoming,Cogan House Township,Sheriff,,,Write-in,1,2,2,0,0
Lycoming,Cogan House Township,Southern Tioga SD 1,,,Camryn G. Moyer,1,207,174,33,0
Lycoming,Cogan House Township,Southern Tioga SD 1,,,Write-in,1,81,81,0,0
Lycoming,Cogan House Township,Cogan House Supervisor,,,Write-in,1,157,153,4,0
Lycoming,Cogan House Township,Cogan House Supervisor (4yr),,,Theresa J. Roupp,1,212,184,28,0
Lycoming,Cogan House Township,Cogan House Supervisor (4yr),,,Write-in,1,42,36,6,0
Lycoming,Cogan House Township,Cogan House Auditor,,,Write-in,1,19,18,1,0
Lycoming,Cogan House Township,Cogan House Auditor (2yr),,,Write-in,1,13,12,1,0
Lycoming,Cogan House Township,Cogan House Tax Collector,,,Mary D. Gregory,1,311,274,37,0
Lycoming,Cogan House Township,Cogan House Tax Collector,,,Write-in,1,2,0,2,0
Lycoming,Cogan House Township,Cogan House Judge of Elections,,,Deborah Lowe,1,292,264,28,0
Lycoming,Cogan House Township,Cogan House Judge of Elections,,,Write-in,1,7,3,4,0
Lycoming,Cogan House Township,Cogan House Inspector of Elections,,,Jessica Nicole Johnson,1,294,267,27,0
Lycoming,Cogan House Township,Cogan House Inspector of Elections,,,Write-in,1,5,1,4,0
Lycoming,Cogan House Township,Retention 1,,,Yes,1,105,81,24,0
Lycoming,Cogan House Township,Retention 1,,,No,1,203,190,13,0
Lycoming,Cogan House Township,Retention 2,,,Yes,1,106,81,25,0
Lycoming,Cogan House Township,Retention 2,,,No,1,203,190,13,0
Lycoming,Cogan House Township,Retention 3,,,Yes,1,103,79,24,0
Lycoming,Cogan House Township,Retention 3,,,No,1,204,191,13,0
Lycoming,Cogan House Township,Retention 4,,,Yes,1,114,88,26,0
Lycoming,Cogan House Township,Retention 4,,,No,1,189,178,11,0
Lycoming,Cogan House Township,Retention 5,,,Yes,1,119,92,27,0
Lycoming,Cogan House Township,Retention 5,,,No,1,186,175,11,0
Lycoming,Cogan House Township,Retention 6,,,Yes,1,81,53,28,0
Lycoming,Cogan House Township,Retention 6,,,No,1,234,221,13,0
Lycoming,Cummings Township,,,,Registered Voters,,240,,,
Lycoming,Cummings Township,,,,Ballots Cast,,118,,,
Lycoming,Cummings Township,Judge of the Superior Court,,,Brandon Neuman,1,40,28,12,0
Lycoming,Cummings Township,Judge of the Superior Court,,,Maria Battista,1,75,71,4,0
Lycoming,Cummings Township,Judge of the Superior Court,,,Daniel Wassmer,1,3,3,0,0
Lycoming,Cummings Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Cummings Township,Judge of the Commonwealth Court,,,Stella Tsai,1,44,31,13,0
Lycoming,Cummings Township,Judge of the Commonwealth Court,,,Matt Wolford,1,74,71,3,0
Lycoming,Cummings Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Cummings Township,County Controller,,,Nicki S. Gottschall,1,88,80,8,0
Lycoming,Cummings Township,County Controller,,,Write-in,1,7,6,1,0
Lycoming,Cummings Township,Sheriff,,,Eric Spiegel,1,100,89,11,0
Lycoming,Cummings Township,Sheriff,,,Write-in,1,4,4,0,0
Lycoming,Cummings Township,Jersey Shore SD 1,,,Craig M. Allen,1,98,89,9,0
Lycoming,Cummings Township,Jersey Shore SD 1,,,Write-in,1,5,5,0,0
Lycoming,Cummings Township,Cummings Supervisor,,,Michael C. Yohe,1,85,76,9,0
Lycoming,Cummings Township,Cummings Supervisor,,,Write-in,1,13,12,1,0
Lycoming,Cummings Township,Cummings Supervisor (2yr),,,Charles Rogers,1,87,79,8,0
Lycoming,Cummings Township,Cummings Supervisor (2yr),,,Write-in,1,13,12,1,0
Lycoming,Cummings Township,Cummings Auditor,,,Write-in,1,7,5,2,0
Lycoming,Cummings Township,Cummings Auditor (4yr),,,Write-in,1,7,7,0,0
Lycoming,Cummings Township,Cummings Tax Collector,,,Write-in,1,6,6,0,0
Lycoming,Cummings Township,Cummings Judge of Elections,,,Margaret Yohe,1,94,86,8,0
Lycoming,Cummings Township,Cummings Judge of Elections,,,Write-in,1,4,3,1,0
Lycoming,Cummings Township,Cummings Inspector of Elections,,,Mary Ann Kies,1,80,73,7,0
Lycoming,Cummings Township,Cummings Inspector of Elections,,,Write-in,1,16,14,2,0
Lycoming,Cummings Township,Retention 1,,,Yes,1,40,29,11,0
Lycoming,Cummings Township,Retention 1,,,No,1,78,73,5,0
Lycoming,Cummings Township,Retention 2,,,Yes,1,41,30,11,0
Lycoming,Cummings Township,Retention 2,,,No,1,77,72,5,0
Lycoming,Cummings Township,Retention 3,,,Yes,1,41,30,11,0
Lycoming,Cummings Township,Retention 3,,,No,1,77,72,5,0
Lycoming,Cummings Township,Retention 4,,,Yes,1,37,25,12,0
Lycoming,Cummings Township,Retention 4,,,No,1,78,75,3,0
Lycoming,Cummings Township,Retention 5,,,Yes,1,38,26,12,0
Lycoming,Cummings Township,Retention 5,,,No,1,77,74,3,0
Lycoming,Cummings Township,Retention 6,,,Yes,1,31,20,11,0
Lycoming,Cummings Township,Retention 6,,,No,1,83,81,2,0
Lycoming,Duboistown Borough,,,,Registered Voters,,859,,,
Lycoming,Duboistown Borough,,,,Ballots Cast,,430,,,
Lycoming,Duboistown Borough,Judge of the Superior Court,,,Brandon Neuman,1,123,97,26,0
Lycoming,Duboistown Borough,Judge of the Superior Court,,,Maria Battista,1,287,271,16,0
Lycoming,Duboistown Borough,Judge of the Superior Court,,,Daniel Wassmer,1,7,7,0,0
Lycoming,Duboistown Borough,Judge of the Superior Court,,,Write-in,1,1,1,0,0
Lycoming,Duboistown Borough,Judge of the Commonwealth Court,,,Stella Tsai,1,126,101,25,0
Lycoming,Duboistown Borough,Judge of the Commonwealth Court,,,Matt Wolford,1,291,274,17,0
Lycoming,Duboistown Borough,Judge of the Commonwealth Court,,,Write-in,1,1,1,0,0
Lycoming,Duboistown Borough,County Controller,,,Nicki S. Gottschall,1,359,334,25,0
