county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Fulton,Brush Creek Township,Brush Creek Township Inspector Of Elections Four Year Term,,DEM,BESSIE HILDA WAGNER,31,8,23,0
Fulton,Brush Creek Township,Brush Creek Township Inspector Of Elections Four Year Term,,REP,MARY ANN MILLS,162,17,145,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,YES,51,11,40,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,NO,141,12,129,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,YES,51,11,40,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,NO,142,12,130,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,YES,53,11,42,0
Fulton,Brush Creek Township,Supreme Court Retention Election Question,,,NO,138,12,126,0
Fulton,Brush Creek Township,Superior Court Retention Election Question,,,YES,55,11,44,0
Fulton,Brush Creek Township,Superior Court Retention Election Question,,,NO,130,10,120,0
Fulton,Brush Creek Township,Commonwealth Court Retention Election Question,,,YES,61,13,48,0
Fulton,Brush Creek Township,Commonwealth Court Retention Election Question,,,NO,120,8,112,0
Fulton,Brush Creek Township,Court of Common Pleas Retention Election Question,,,YES,84,15,69,0
Fulton,Brush Creek Township,Court of Common Pleas Retention Election Question,,,NO,95,5,90,0
Fulton,Dublin Township,,,,Registered Voters,758,,,
Fulton,Dublin Township,,,,Ballots Cast,253,,,
Fulton,Dublin Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,37,12,25,0
Fulton,Dublin Township,Judge of the Superior Court,,REP,MARIA BATTISTA,202,18,184,0
Fulton,Dublin Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,0,0,0,0
Fulton,Dublin Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,39,12,27,0
Fulton,Dublin Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,203,18,185,0
Fulton,Dublin Township,Prothonotary,,REP,STEPHANIE SHERMAN,225,28,197,0
Fulton,Dublin Township,Forbes Road School District School Director Four Year Term,,DEM/REP,ROBERT E HELMAN,140,19,121,0
Fulton,Dublin Township,Forbes Road School District School Director Four Year Term,,DEM/REP,JAMES SCOTT LUPEY,148,24,124,0
Fulton,Dublin Township,Forbes Road School District School Director Four Year Term,,REP,DULCE HALL,168,22,146,0
Fulton,Dublin Township,Forbes Road School District School Director Four Year Term,,REP,ANTHONY W VINSON,163,22,141,0
Fulton,Dublin Township,Forbes Road School District School Director Four Year Term,,REP,KATHERINE R HOLLIBAUGH,166,23,143,0
Fulton,Dublin Township,Dublin Township Supervisor Six Year Term,,REP,THOMAS M TAYLOR,205,27,178,0
Fulton,Dublin Township,Dublin Township Tax Collector Four Year Term,,REP,TONYA TAWNIE K HOUSE,238,30,208,0
Fulton,Dublin Township,Dublin Township Judge Of Elections Four Year Term,,REP,LUCINDA G KNEPPER,235,29,206,0
Fulton,Dublin Township,Dublin Township Inspector Of Elections Four Year Term,,DEM,SHELBY R KNEPPER,39,9,30,0
Fulton,Dublin Township,Dublin Township Inspector Of Elections Four Year Term,,REP,FRANCES J HOOVER,206,22,184,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,YES,60,15,45,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,NO,177,15,162,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,YES,59,15,44,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,NO,181,15,166,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,YES,60,15,45,0
Fulton,Dublin Township,Supreme Court Retention Election Question,,,NO,180,15,165,0
Fulton,Dublin Township,Superior Court Retention Election Question,,,YES,69,17,52,0
Fulton,Dublin Township,Superior Court Retention Election Question,,,NO,165,12,153,0
Fulton,Dublin Township,Commonwealth Court Retention Election Question,,,YES,71,17,54,0
Fulton,Dublin Township,Commonwealth Court Retention Election Question,,,NO,160,12,148,0
Fulton,Dublin Township,Court of Common Pleas Retention Election Question,,,YES,144,22,122,0
Fulton,Dublin Township,Court of Common Pleas Retention Election Question,,,NO,87,7,80,0
Fulton,Licking Creek Township,,,,Registered Voters,1070,,,
Fulton,Licking Creek Township,,,,Ballots Cast,402,,,
Fulton,Licking Creek Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,60,22,38,0
Fulton,Licking Creek Township,Judge of the Superior Court,,REP,MARIA BATTISTA,316,13,303,0
Fulton,Licking Creek Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,7,2,5,0
Fulton,Licking Creek Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,62,21,41,0
Fulton,Licking Creek Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,322,16,306,0
Fulton,Licking Creek Township,Prothonotary,,REP,STEPHANIE SHERMAN,348,21,327,0
Fulton,Licking Creek Township,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON C CARBAUGH,210,23,187,0
Fulton,Licking Creek Township,Central Fulton School District School Director Four Year Term,,DEM/REP,CRYSTAL D GLENN,185,18,167,0
Fulton,Licking Creek Township,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON M SHARPE,207,19,188,0
Fulton,Licking Creek Township,Central Fulton School District School Director Four Year Term,,DEM/REP,TONYA DENISE WIBLE,182,14,168,0
Fulton,Licking Creek Township,Central Fulton School District School Director Two Year Term,,IND,GREGORY ALLAN HORNBAKER,235,19,216,0
Fulton,Licking Creek Township,Licking Creek Township Supervisor Six Year Term,,REP,JASON W GORDON,186,22,164,0
Fulton,Licking Creek Township,Licking Creek Township Auditor Six Year Term,,REP,PEGGY WAGNER,369,31,338,0
Fulton,Licking Creek Township,Licking Creek Township Tax Collector Four Year Term,,REP,LORI A HELSER,369,28,341,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,YES,88,24,64,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,NO,289,13,276,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,YES,88,25,63,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,NO,288,11,277,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,YES,88,26,62,0
Fulton,Licking Creek Township,Supreme Court Retention Election Question,,,NO,287,11,276,0
Fulton,Licking Creek Township,Superior Court Retention Election Question,,,YES,91,24,67,0
Fulton,Licking Creek Township,Superior Court Retention Election Question,,,NO,276,11,265,0
Fulton,Licking Creek Township,Commonwealth Court Retention Election Question,,,YES,97,23,74,0
Fulton,Licking Creek Township,Commonwealth Court Retention Election Question,,,NO,263,12,251,0
Fulton,Licking Creek Township,Court of Common Pleas Retention Election Question,,,YES,177,19,158,0
Fulton,Licking Creek Township,Court of Common Pleas Retention Election Question,,,NO,185,15,170,0
Fulton,McConnellsburg Borough,,,,Registered Voters,674,,,
Fulton,McConnellsburg Borough,,,,Ballots Cast,206,,,
Fulton,McConnellsburg Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,68,18,50,0
Fulton,McConnellsburg Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,122,13,109,0
Fulton,McConnellsburg Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,7,1,6,0
Fulton,McConnellsburg Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,69,18,51,0
Fulton,McConnellsburg Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,128,14,114,0
Fulton,McConnellsburg Borough,Prothonotary,,REP,STEPHANIE SHERMAN,168,21,147,0
Fulton,McConnellsburg Borough,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON C CARBAUGH,128,22,106,0
Fulton,McConnellsburg Borough,Central Fulton School District School Director Four Year Term,,DEM/REP,CRYSTAL D GLENN,121,20,101,0
Fulton,McConnellsburg Borough,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON M SHARPE,111,21,90,0
Fulton,McConnellsburg Borough,Central Fulton School District School Director Four Year Term,,DEM/REP,TONYA DENISE WIBLE,113,16,97,0
Fulton,McConnellsburg Borough,Central Fulton School District School Director Two Year Term,,IND,GREGORY ALLAN HORNBAKER,150,21,129,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Mayor Four Year Term,,REP,JEREMY A HOLLINSHEAD,161,24,137,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Council Four Year Term,,REP,JAMES H SMITH,138,19,119,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Council Four Year Term,,REP,PATRICK S BOOTH,138,22,116,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Tax Collector Four Year Term,,REP,JESSA W CREAGER,175,26,149,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Judge Of Elections Four Year Term,,DEM,WILDA CHARLENE GORDON,149,24,125,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Inspector Of Elections Four Year Term,,DEM,SHERRI L FORD,62,16,46,0
Fulton,McConnellsburg Borough,Mcconnellsburg Borough Inspector Of Elections Four Year Term,,REP,BRENDA J GORDON,135,16,119,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,YES,97,21,76,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,NO,103,12,91,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,YES,98,22,76,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,NO,102,11,91,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,YES,100,22,78,0
Fulton,McConnellsburg Borough,Supreme Court Retention Election Question,,,NO,101,11,90,0
Fulton,McConnellsburg Borough,Superior Court Retention Election Question,,,YES,93,20,73,0
Fulton,McConnellsburg Borough,Superior Court Retention Election Question,,,NO,103,13,90,0
Fulton,McConnellsburg Borough,Commonwealth Court Retention Election Question,,,YES,96,22,74,0
Fulton,McConnellsburg Borough,Commonwealth Court Retention Election Question,,,NO,96,10,86,0
Fulton,McConnellsburg Borough,Court of Common Pleas Retention Election Question,,,YES,130,28,102,0
Fulton,McConnellsburg Borough,Court of Common Pleas Retention Election Question,,,NO,65,5,60,0
Fulton,Taylor Township,,,,Registered Voters,752,,,
Fulton,Taylor Township,,,,Ballots Cast,245,,,
Fulton,Taylor Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,39,17,22,0
Fulton,Taylor Township,Judge of the Superior Court,,REP,MARIA BATTISTA,190,32,158,0
Fulton,Taylor Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,4,1,3,0
Fulton,Taylor Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,38,18,20,0
Fulton,Taylor Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,195,32,163,0
Fulton,Taylor Township,Prothonotary,,REP,STEPHANIE SHERMAN,208,40,168,0
Fulton,Taylor Township,Forbes Road School District School Director Four Year Term,,DEM/REP,ROBERT E HELMAN,132,31,101,0
Fulton,Taylor Township,Forbes Road School District School Director Four Year Term,,DEM/REP,JAMES SCOTT LUPEY,151,32,119,0
Fulton,Taylor Township,Forbes Road School District School Director Four Year Term,,REP,DULCE HALL,173,34,139,0
Fulton,Taylor Township,Forbes Road School District School Director Four Year Term,,REP,ANTHONY W VINSON,180,35,145,0
Fulton,Taylor Township,Forbes Road School District School Director Four Year Term,,REP,KATHERINE R HOLLIBAUGH,145,32,113,0
Fulton,Taylor Township,Taylor Township Supervisor Six Year Term,,REP,WILLIAM T GRESS JR,212,39,173,0
Fulton,Taylor Township,Taylor Township Tax Collector Four Year Term,,REP,PATRICIA S HANN,227,44,183,0
Fulton,Taylor Township,Taylor Township Judge Of Elections Four Year Term,,DEM,DAVID E GOURLEY,125,30,95,0
Fulton,Taylor Township,Taylor Township Inspector Of Elections Four Year Term,,DEM,JULIA M BERKSTRESSER,164,35,129,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,YES,62,25,37,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,NO,169,25,144,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,YES,62,25,37,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,NO,168,25,143,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,YES,65,25,40,0
Fulton,Taylor Township,Supreme Court Retention Election Question,,,NO,165,25,140,0
Fulton,Taylor Township,Superior Court Retention Election Question,,,YES,74,27,47,0
Fulton,Taylor Township,Superior Court Retention Election Question,,,NO,151,22,129,0
Fulton,Taylor Township,Commonwealth Court Retention Election Question,,,YES,77,25,52,0
Fulton,Taylor Township,Commonwealth Court Retention Election Question,,,NO,146,23,123,0
Fulton,Taylor Township,Court of Common Pleas Retention Election Question,,,YES,125,34,91,0
Fulton,Taylor Township,Court of Common Pleas Retention Election Question,,,NO,98,13,85,0
Fulton,Thompson Township,,,,Registered Voters,815,,,
Fulton,Thompson Township,,,,Ballots Cast,284,,,
Fulton,Thompson Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,43,11,32,0
Fulton,Thompson Township,Judge of the Superior Court,,REP,MARIA BATTISTA,231,17,214,0
Fulton,Thompson Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,4,0,4,0
Fulton,Thompson Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,49,12,37,0
Fulton,Thompson Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,231,17,214,0
Fulton,Thompson Township,Prothonotary,,REP,STEPHANIE SHERMAN,255,21,234,0
Fulton,Thompson Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,PATRICK L BARD,147,19,128,0
Fulton,Thompson Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,JADA HOOPENGARDNER SMITH,145,19,126,0
Fulton,Thompson Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,ANTHONY C SHIVES,139,20,119,0
Fulton,Thompson Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,MARK R MOSEMANN,143,18,125,0
Fulton,Thompson Township,Southern Fulton School District School Director Four Year Term,,REP,DANIEL E PELTON,220,19,201,0
Fulton,Thompson Township,Southern Fulton School District School Director Two Year Term,,DEM/REP,JEFF HULL,199,20,179,0
Fulton,Thompson Township,Thompson Township Supervisor Six Year Term,,REP,THOMAS S MELLOTT,257,22,235,0
Fulton,Thompson Township,Thompson Township Auditor Six Year Term,,REP,KRISTIE M GREGORY,252,23,229,0
Fulton,Thompson Township,Thompson Township Tax Collector Four Year Term,,REP,BETTY J SWADLEY,265,24,241,0
Fulton,Thompson Township,Thompson Township Judge Of Elections Four Year Term,,REP,CORRIE R GEARHART,249,21,228,0
Fulton,Thompson Township,Thompson Township Inspector Of Elections Four Year Term,,DEM,NANCY E YOUNKER,105,15,90,0
Fulton,Thompson Township,Thompson Township Inspector Of Elections Four Year Term,,REP,DEBORAH L MORTON,171,14,157,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,YES,77,13,64,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,NO,195,16,179,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,YES,72,13,59,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,NO,197,16,181,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,YES,79,13,66,0
Fulton,Thompson Township,Supreme Court Retention Election Question,,,NO,195,16,179,0
Fulton,Thompson Township,Superior Court Retention Election Question,,,YES,78,12,66,0
Fulton,Thompson Township,Superior Court Retention Election Question,,,NO,184,16,168,0
Fulton,Thompson Township,Commonwealth Court Retention Election Question,,,YES,77,12,65,0
Fulton,Thompson Township,Commonwealth Court Retention Election Question,,,NO,181,16,165,0
Fulton,Thompson Township,Court of Common Pleas Retention Election Question,,,YES,153,19,134,0
Fulton,Thompson Township,Court of Common Pleas Retention Election Question,,,NO,103,8,95,0
Fulton,Todd Township,,,,Registered Voters,1050,,,
Fulton,Todd Township,,,,Ballots Cast,388,,,
Fulton,Todd Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,92,17,75,0
Fulton,Todd Township,Judge of the Superior Court,,REP,MARIA BATTISTA,274,37,237,0
Fulton,Todd Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,6,2,4,0
Fulton,Todd Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,95,19,76,0
Fulton,Todd Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,274,36,238,0
Fulton,Todd Township,Prothonotary,,REP,STEPHANIE SHERMAN,337,45,292,0
Fulton,Todd Township,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON C CARBAUGH,241,41,200,0
Fulton,Todd Township,Central Fulton School District School Director Four Year Term,,DEM/REP,CRYSTAL D GLENN,221,39,182,0
Fulton,Todd Township,Central Fulton School District School Director Four Year Term,,DEM/REP,JASON M SHARPE,230,38,192,0
Fulton,Todd Township,Central Fulton School District School Director Four Year Term,,DEM/REP,TONYA DENISE WIBLE,206,37,169,0
Fulton,Todd Township,Central Fulton School District School Director Two Year Term,,IND,GREGORY ALLAN HORNBAKER,257,49,208,0
Fulton,Todd Township,Todd Township Supervisor Six Year Term,,DEM/REP,GEORGE R RICHARDS,321,49,272,0
Fulton,Todd Township,Todd Township Supervisor Two Year Term,,REP,STUART LEE ULSH,125,27,98,0
Fulton,Todd Township,Todd Township Tax Collector Four Year Term,,REP,S HEIDI NEWMAN,343,51,292,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,YES,131,23,108,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,NO,239,30,209,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,YES,132,24,108,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,NO,237,30,207,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,YES,133,25,108,0
Fulton,Todd Township,Supreme Court Retention Election Question,,,NO,237,29,208,0
Fulton,Todd Township,Superior Court Retention Election Question,,,YES,139,26,113,0
