county,precinct,office,district,party,candidate,vote_for,votes
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,49
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,199
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,88
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,381
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,206
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,237
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,184
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,222
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,193
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,464
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,266
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,547
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,50
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,192
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,95
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,202
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,12
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,7
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,100
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,256
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,113
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,267
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,118
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,194
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,100
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,214
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,13
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,28
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,129
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,370
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,73
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,102
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,69
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,214
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,114
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,251
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,59
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,191
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,138
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,267
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,31
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,94
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,68
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,240
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,58
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,129
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,21
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,44
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,107
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,272
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,138
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,492
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,17
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,26
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,8
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,30
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,112
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,342
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,223
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,611
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,12
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,14
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,60
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,69
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,25
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,56
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,185
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,392
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,41
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,143
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,6
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,15
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,221
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,527
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,112
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,403
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,20
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,63
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,26
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,49
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,48
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,198
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - David Wecht,,,Yes,1,88
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - David Wecht,,,No,1,380
Bedford,0101 Bedford Borough East Ward,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,217
Bedford,0101 Bedford Borough East Ward,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,213
Bedford,0102 Bedford Borough West Ward,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,198
Bedford,0102 Bedford Borough West Ward,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,198
Bedford,0201 Bedford Township No 1,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,209
Bedford,0201 Bedford Township No 1,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,432
Bedford,0202 Bedford Township No 2,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,304
Bedford,0202 Bedford Township No 2,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,492
Bedford,0301 Bloomfield Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,62
Bedford,0301 Bloomfield Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,176
Bedford,0401 Broad Top Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,104
Bedford,0401 Broad Top Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,186
Bedford,0501 Coaldale Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,11
Bedford,0501 Coaldale Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,8
Bedford,0601 Colerain Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,118
Bedford,0601 Colerain Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,233
Bedford,0701 Cumberland Valley Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,133
Bedford,0701 Cumberland Valley Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,243
Bedford,0801 Everett Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,122
Bedford,0801 Everett Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,183
Bedford,0901 Harrison Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,104
Bedford,0901 Harrison Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,202
Bedford,1001 Hopewell Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,13
Bedford,1001 Hopewell Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,27
Bedford,1101 Hopewell Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,140
Bedford,1101 Hopewell Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,346
Bedford,1201 Hyndman Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,66
Bedford,1201 Hyndman Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,104
Bedford,1301 Juniata Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,76
Bedford,1301 Juniata Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,204
Bedford,1401 Kimmel Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,130
Bedford,1401 Kimmel Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,232
Bedford,1501 King Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,66
Bedford,1501 King Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,180
Bedford,1601 Liberty Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,152
Bedford,1601 Liberty Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,249
Bedford,1701 Lincoln Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,32
Bedford,1701 Lincoln Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,93
Bedford,1801 Londonderry Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,85
Bedford,1801 Londonderry Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,220
Bedford,1901 Mann Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,60
Bedford,1901 Mann Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,123
Bedford,2001 Manns Choice Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,19
Bedford,2001 Manns Choice Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,41
Bedford,2101 Monroe Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,109
Bedford,2101 Monroe Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,255
Bedford,2201 Napier Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,151
Bedford,2201 Napier Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,465
Bedford,2301 New Paris Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,18
Bedford,2301 New Paris Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,25
Bedford,2401 Pleasantville Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,10
Bedford,2401 Pleasantville Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,26
Bedford,2501 East Providence Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,124
Bedford,2501 East Providence Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,328
Bedford,2502 West Providence Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,252
Bedford,2502 West Providence Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,571
Bedford,2601 Rainsburg Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,14
Bedford,2601 Rainsburg Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,11
Bedford,2701 Saxton Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,64
Bedford,2701 Saxton Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,65
Bedford,2801 Schellsburg Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,23
Bedford,2801 Schellsburg Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,55
Bedford,2901 Snake Spring Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,203
Bedford,2901 Snake Spring Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,360
Bedford,3003 Southampton Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,48
Bedford,3003 Southampton Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,130
Bedford,3101 St. Clairsville Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,7
Bedford,3101 St. Clairsville Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,13
Bedford,3201 East St. Clair Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,247
Bedford,3201 East St. Clair Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,485
Bedford,3202 West St. Clair Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,130
Bedford,3202 West St. Clair Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,376
Bedford,3301 Pavia Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,21
Bedford,3301 Pavia Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,59
Bedford,3401 Woodbury Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,28
Bedford,3401 Woodbury Borough,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,46
Bedford,3501 Woodbury Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,70
Bedford,3501 Woodbury Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,174
Bedford,3601 South Woodbury Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,Yes,1,111
Bedford,3601 South Woodbury Township,Judge of the Superior Court Retention Election Question - Alice Beck Dubow,,,No,1,348
Bedford,0101 Bedford Borough East Ward,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,218
Bedford,0101 Bedford Borough East Ward,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,213
Bedford,0102 Bedford Borough West Ward,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,195
Bedford,0102 Bedford Borough West Ward,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,203
Bedford,0201 Bedford Township No 1,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,215
Bedford,0201 Bedford Township No 1,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,431
Bedford,0202 Bedford Township No 2,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,317
Bedford,0202 Bedford Township No 2,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,484
Bedford,0301 Bloomfield Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,61
Bedford,0301 Bloomfield Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,179
Bedford,0401 Broad Top Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,105
Bedford,0401 Broad Top Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,188
Bedford,0501 Coaldale Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,12
Bedford,0501 Coaldale Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,7
Bedford,0601 Colerain Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,120
Bedford,0601 Colerain Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,235
Bedford,0701 Cumberland Valley Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,135
Bedford,0701 Cumberland Valley Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,244
Bedford,0801 Everett Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,129
Bedford,0801 Everett Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,177
Bedford,0901 Harrison Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,117
Bedford,0901 Harrison Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,196
Bedford,1001 Hopewell Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,12
Bedford,1001 Hopewell Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,29
Bedford,1101 Hopewell Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,147
Bedford,1101 Hopewell Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,343
Bedford,1201 Hyndman Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,66
Bedford,1201 Hyndman Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,105
Bedford,1301 Juniata Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,73
Bedford,1301 Juniata Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,209
Bedford,1401 Kimmel Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,130
Bedford,1401 Kimmel Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,232
Bedford,1501 King Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,66
Bedford,1501 King Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,184
Bedford,1601 Liberty Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,149
Bedford,1601 Liberty Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,253
Bedford,1701 Lincoln Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,33
Bedford,1701 Lincoln Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,92
Bedford,1801 Londonderry Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,83
Bedford,1801 Londonderry Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,225
Bedford,1901 Mann Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,61
Bedford,1901 Mann Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,122
Bedford,2001 Manns Choice Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,23
Bedford,2001 Manns Choice Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,39
Bedford,2101 Monroe Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,114
Bedford,2101 Monroe Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,263
Bedford,2201 Napier Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,164
Bedford,2201 Napier Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,461
Bedford,2301 New Paris Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,16
Bedford,2301 New Paris Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,27
Bedford,2401 Pleasantville Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,10
Bedford,2401 Pleasantville Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,26
Bedford,2501 East Providence Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,133
Bedford,2501 East Providence Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,321
Bedford,2502 West Providence Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,260
Bedford,2502 West Providence Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,564
Bedford,2601 Rainsburg Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,12
Bedford,2601 Rainsburg Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,13
Bedford,2701 Saxton Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,67
Bedford,2701 Saxton Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,62
Bedford,2801 Schellsburg Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,24
Bedford,2801 Schellsburg Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,55
Bedford,2901 Snake Spring Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,212
Bedford,2901 Snake Spring Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,360
Bedford,3003 Southampton Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,49
Bedford,3003 Southampton Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,130
Bedford,3101 St. Clairsville Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,6
Bedford,3101 St. Clairsville Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,14
Bedford,3201 East St. Clair Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,254
Bedford,3201 East St. Clair Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,483
Bedford,3202 West St. Clair Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,131
Bedford,3202 West St. Clair Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,385
Bedford,3301 Pavia Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,21
Bedford,3301 Pavia Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,61
Bedford,3401 Woodbury Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,25
Bedford,3401 Woodbury Borough,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,48
Bedford,3501 Woodbury Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,76
Bedford,3501 Woodbury Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,168
Bedford,3601 South Woodbury Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,Yes,1,119
Bedford,3601 South Woodbury Township,Judge of the Commonwealth Court Election Question - Michael H Wojcik,,,No,1,344
