county,precinct,office,district,party,candidate,vote_for,votes
Bedford,3101 St. Clairsville Borough,,,,Ballots Cast,,22
Bedford,3201 East St. Clair Township,,,,Registered Voters,,2058
Bedford,3201 East St. Clair Township,,,,Ballots Cast,,772
Bedford,3202 West St. Clair Township,,,,Registered Voters,,1182
Bedford,3202 West St. Clair Township,,,,Ballots Cast,,529
Bedford,3301 Pavia Township,,,,Registered Voters,,221
Bedford,3301 Pavia Township,,,,Ballots Cast,,87
Bedford,3401 Woodbury Borough,,,,Registered Voters,,191
Bedford,3401 Woodbury Borough,,,,Ballots Cast,,79
Bedford,3501 Woodbury Township,,,,Registered Voters,,678
Bedford,3501 Woodbury Township,,,,Ballots Cast,,256
Bedford,3601 South Woodbury Township,,,,Registered Voters,,1254
Bedford,3601 South Woodbury Township,,,,Ballots Cast,,489
Bedford,0101 Bedford Borough East Ward,Judge of the Superior Court,,DEM,Brandon Neuman,1,175
Bedford,0101 Bedford Borough East Ward,Judge of the Superior Court,,REP,Maria Battista,1,254
Bedford,0102 Bedford Borough West Ward,Judge of the Superior Court,,DEM,Brandon Neuman,1,160
Bedford,0102 Bedford Borough West Ward,Judge of the Superior Court,,REP,Maria Battista,1,241
Bedford,0201 Bedford Township No 1,Judge of the Superior Court,,DEM,Brandon Neuman,1,152
Bedford,0201 Bedford Township No 1,Judge of the Superior Court,,REP,Maria Battista,1,510
Bedford,0202 Bedford Township No 2,Judge of the Superior Court,,DEM,Brandon Neuman,1,232
Bedford,0202 Bedford Township No 2,Judge of the Superior Court,,REP,Maria Battista,1,580
Bedford,0301 Bloomfield Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,36
Bedford,0301 Bloomfield Township,Judge of the Superior Court,,REP,Maria Battista,1,208
Bedford,0401 Broad Top Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,87
Bedford,0401 Broad Top Township,Judge of the Superior Court,,REP,Maria Battista,1,213
Bedford,0501 Coaldale Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,9
Bedford,0501 Coaldale Borough,Judge of the Superior Court,,REP,Maria Battista,1,14
Bedford,0601 Colerain Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,72
Bedford,0601 Colerain Township,Judge of the Superior Court,,REP,Maria Battista,1,282
Bedford,0701 Cumberland Valley Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,87
Bedford,0701 Cumberland Valley Township,Judge of the Superior Court,,REP,Maria Battista,1,310
Bedford,0801 Everett Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,87
Bedford,0801 Everett Borough,Judge of the Superior Court,,REP,Maria Battista,1,217
Bedford,0901 Harrison Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,65
Bedford,0901 Harrison Township,Judge of the Superior Court,,REP,Maria Battista,1,247
Bedford,1001 Hopewell Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,7
Bedford,1001 Hopewell Borough,Judge of the Superior Court,,REP,Maria Battista,1,36
Bedford,1101 Hopewell Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,106
Bedford,1101 Hopewell Township,Judge of the Superior Court,,REP,Maria Battista,1,392
Bedford,1201 Hyndman Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,42
Bedford,1201 Hyndman Borough,Judge of the Superior Court,,REP,Maria Battista,1,137
Bedford,1301 Juniata Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,58
Bedford,1301 Juniata Township,Judge of the Superior Court,,REP,Maria Battista,1,230
Bedford,1401 Kimmel Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,85
Bedford,1401 Kimmel Township,Judge of the Superior Court,,REP,Maria Battista,1,278
Bedford,1501 King Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,41
Bedford,1501 King Township,Judge of the Superior Court,,REP,Maria Battista,1,213
Bedford,1601 Liberty Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,110
Bedford,1601 Liberty Township,Judge of the Superior Court,,REP,Maria Battista,1,301
Bedford,1701 Lincoln Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,18
Bedford,1701 Lincoln Township,Judge of the Superior Court,,REP,Maria Battista,1,107
Bedford,1801 Londonderry Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,59
Bedford,1801 Londonderry Township,Judge of the Superior Court,,REP,Maria Battista,1,248
Bedford,1901 Mann Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,27
Bedford,1901 Mann Township,Judge of the Superior Court,,REP,Maria Battista,1,177
Bedford,2001 Manns Choice Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,15
Bedford,2001 Manns Choice Borough,Judge of the Superior Court,,REP,Maria Battista,1,43
Bedford,2101 Monroe Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,69
Bedford,2101 Monroe Township,Judge of the Superior Court,,REP,Maria Battista,1,305
Bedford,2201 Napier Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,114
Bedford,2201 Napier Township,Judge of the Superior Court,,REP,Maria Battista,1,517
Bedford,2301 New Paris Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,14
Bedford,2301 New Paris Borough,Judge of the Superior Court,,REP,Maria Battista,1,28
Bedford,2401 Pleasantville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,3
Bedford,2401 Pleasantville Borough,Judge of the Superior Court,,REP,Maria Battista,1,35
Bedford,0101 Bedford Borough East Ward,Judge of the Superior Court,,LBR,Daniel Wassmer,1,8
Bedford,0102 Bedford Borough West Ward,Judge of the Superior Court,,LBR,Daniel Wassmer,1,4
Bedford,0201 Bedford Township No 1,Judge of the Superior Court,,LBR,Daniel Wassmer,1,8
Bedford,0202 Bedford Township No 2,Judge of the Superior Court,,LBR,Daniel Wassmer,1,9
Bedford,0301 Bloomfield Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,4
Bedford,0401 Broad Top Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3
Bedford,0501 Coaldale Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,0601 Colerain Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5
Bedford,0701 Cumberland Valley Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5
Bedford,0801 Everett Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,9
Bedford,0901 Harrison Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,7
Bedford,1001 Hopewell Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,1101 Hopewell Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,6
Bedford,1201 Hyndman Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3
Bedford,1301 Juniata Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,6
Bedford,1401 Kimmel Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,6
Bedford,1501 King Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,4
Bedford,1601 Liberty Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5
Bedford,1701 Lincoln Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,1801 Londonderry Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1
Bedford,1901 Mann Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3
Bedford,2001 Manns Choice Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5
Bedford,2101 Monroe Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,8
Bedford,2201 Napier Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3
Bedford,2301 New Paris Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1
Bedford,2401 Pleasantville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,2501 East Providence Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,73
Bedford,2501 East Providence Township,Judge of the Superior Court,,REP,Maria Battista,1,384
Bedford,2502 West Providence Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,173
Bedford,2502 West Providence Township,Judge of the Superior Court,,REP,Maria Battista,1,674
Bedford,2601 Rainsburg Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,6
Bedford,2601 Rainsburg Borough,Judge of the Superior Court,,REP,Maria Battista,1,19
Bedford,2701 Saxton Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,47
Bedford,2701 Saxton Borough,Judge of the Superior Court,,REP,Maria Battista,1,89
Bedford,2801 Schellsburg Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,21
Bedford,2801 Schellsburg Borough,Judge of the Superior Court,,REP,Maria Battista,1,68
Bedford,2901 Snake Spring Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,156
Bedford,2901 Snake Spring Township,Judge of the Superior Court,,REP,Maria Battista,1,415
Bedford,3003 Southampton Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,31
Bedford,3003 Southampton Township,Judge of the Superior Court,,REP,Maria Battista,1,149
Bedford,3101 St. Clairsville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,3
Bedford,3101 St. Clairsville Borough,Judge of the Superior Court,,REP,Maria Battista,1,18
Bedford,3201 East St. Clair Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,187
Bedford,3201 East St. Clair Township,Judge of the Superior Court,,REP,Maria Battista,1,558
Bedford,3202 West St. Clair Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,89
Bedford,3202 West St. Clair Township,Judge of the Superior Court,,REP,Maria Battista,1,420
Bedford,3301 Pavia Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,15
Bedford,3301 Pavia Township,Judge of the Superior Court,,REP,Maria Battista,1,68
Bedford,3401 Woodbury Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,14
Bedford,3401 Woodbury Borough,Judge of the Superior Court,,REP,Maria Battista,1,62
Bedford,3501 Woodbury Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,31
Bedford,3501 Woodbury Township,Judge of the Superior Court,,REP,Maria Battista,1,220
Bedford,3601 South Woodbury Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,69
Bedford,3601 South Woodbury Township,Judge of the Superior Court,,REP,Maria Battista,1,407
Bedford,2501 East Providence Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5
Bedford,2502 West Providence Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,7
Bedford,2601 Rainsburg Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,2701 Saxton Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2
Bedford,2801 Schellsburg Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1
Bedford,2901 Snake Spring Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,7
Bedford,3003 Southampton Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2
Bedford,3101 St. Clairsville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0
Bedford,3201 East St. Clair Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,11
Bedford,3202 West St. Clair Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,7
Bedford,3301 Pavia Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1
Bedford,3401 Woodbury Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2
Bedford,3501 Woodbury Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1
Bedford,3601 South Woodbury Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3
Bedford,0101 Bedford Borough East Ward,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,177
Bedford,0101 Bedford Borough East Ward,Judge of the Commonwealth Court,,REP,Matt Wolford,1,257
Bedford,0102 Bedford Borough West Ward,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,158
Bedford,0102 Bedford Borough West Ward,Judge of the Commonwealth Court,,REP,Matt Wolford,1,248
Bedford,0201 Bedford Township No 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,150
Bedford,0201 Bedford Township No 1,Judge of the Commonwealth Court,,REP,Matt Wolford,1,516
Bedford,0202 Bedford Township No 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,228
Bedford,0202 Bedford Township No 2,Judge of the Commonwealth Court,,REP,Matt Wolford,1,600
Bedford,0301 Bloomfield Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,39
Bedford,0301 Bloomfield Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,210
Bedford,0401 Broad Top Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,90
Bedford,0401 Broad Top Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,213
Bedford,0501 Coaldale Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,10
Bedford,0501 Coaldale Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,14
Bedford,0601 Colerain Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,73
Bedford,0601 Colerain Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,283
Bedford,0701 Cumberland Valley Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,84
Bedford,0701 Cumberland Valley Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,320
Bedford,0801 Everett Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,89
Bedford,0801 Everett Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,216
Bedford,0901 Harrison Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,63
Bedford,0901 Harrison Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,258
Bedford,1001 Hopewell Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,6
Bedford,1001 Hopewell Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,35
Bedford,1101 Hopewell Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,99
Bedford,1101 Hopewell Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,406
Bedford,1201 Hyndman Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,41
Bedford,1201 Hyndman Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,140
Bedford,1301 Juniata Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,56
Bedford,1301 Juniata Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,236
Bedford,1401 Kimmel Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,87
Bedford,1401 Kimmel Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,281
Bedford,1501 King Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,40
Bedford,1501 King Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,218
Bedford,1601 Liberty Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,115
Bedford,1601 Liberty Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,301
Bedford,1701 Lincoln Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,16
Bedford,1701 Lincoln Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,110
Bedford,1801 Londonderry Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,58
Bedford,1801 Londonderry Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,251
Bedford,1901 Mann Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,26
Bedford,1901 Mann Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,179
Bedford,2001 Manns Choice Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,15
Bedford,2001 Manns Choice Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,46
Bedford,2101 Monroe Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,69
Bedford,2101 Monroe Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,317
Bedford,2201 Napier Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,110
Bedford,2201 Napier Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,519
Bedford,2301 New Paris Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,16
Bedford,2301 New Paris Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,27
Bedford,2401 Pleasantville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,2
Bedford,2401 Pleasantville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,36
Bedford,2501 East Providence Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,74
Bedford,2501 East Providence Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,384
Bedford,2502 West Providence Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,166
Bedford,2502 West Providence Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,690
Bedford,2601 Rainsburg Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,7
Bedford,2601 Rainsburg Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,17
Bedford,2701 Saxton Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,46
Bedford,2701 Saxton Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,90
Bedford,2801 Schellsburg Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,21
Bedford,2801 Schellsburg Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,65
Bedford,2901 Snake Spring Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,156
Bedford,2901 Snake Spring Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,423
Bedford,3003 Southampton Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,34
Bedford,3003 Southampton Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,151
Bedford,3101 St. Clairsville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,3
Bedford,3101 St. Clairsville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,18
Bedford,3201 East St. Clair Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,183
Bedford,3201 East St. Clair Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,575
Bedford,3202 West St. Clair Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,88
Bedford,3202 West St. Clair Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,428
Bedford,3301 Pavia Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,10
Bedford,3301 Pavia Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,73
Bedford,3401 Woodbury Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,13
Bedford,3401 Woodbury Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,64
Bedford,3501 Woodbury Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,32
Bedford,3501 Woodbury Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,221
Bedford,3601 South Woodbury Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,62
Bedford,3601 South Woodbury Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,416
Bedford,0101 Bedford Borough East Ward,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,217
Bedford,0101 Bedford Borough East Ward,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,225
Bedford,0102 Bedford Borough West Ward,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,186
Bedford,0102 Bedford Borough West Ward,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,226
Bedford,0201 Bedford Township No 1,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,216
Bedford,0201 Bedford Township No 1,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,456
Bedford,0202 Bedford Township No 2,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,311
Bedford,0202 Bedford Township No 2,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,523
Bedford,0301 Bloomfield Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,58
Bedford,0301 Bloomfield Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,191
Bedford,0401 Broad Top Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,102
Bedford,0401 Broad Top Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,203
Bedford,0501 Coaldale Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,14
Bedford,0501 Coaldale Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,11
Bedford,0601 Colerain Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,128
Bedford,0601 Colerain Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,240
Bedford,0701 Cumberland Valley Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,146
Bedford,0701 Cumberland Valley Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,258
Bedford,0801 Everett Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,108
Bedford,0801 Everett Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,200
Bedford,0901 Harrison Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,88
Bedford,0901 Harrison Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,237
Bedford,1001 Hopewell Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,12
Bedford,1001 Hopewell Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,30
Bedford,1101 Hopewell Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,148
Bedford,1101 Hopewell Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,361
Bedford,1201 Hyndman Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,50
Bedford,1201 Hyndman Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,133
Bedford,1301 Juniata Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,85
Bedford,1301 Juniata Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,208
Bedford,1401 Kimmel Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,120
Bedford,1401 Kimmel Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,255
Bedford,1501 King Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,53
Bedford,1501 King Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,209
Bedford,1601 Liberty Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,149
Bedford,1601 Liberty Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,270
Bedford,1701 Lincoln Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,23
Bedford,1701 Lincoln Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,104
Bedford,1801 Londonderry Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,78
Bedford,1801 Londonderry Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,237
Bedford,1901 Mann Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,47
Bedford,1901 Mann Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,167
Bedford,2001 Manns Choice Borough,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,19
Bedford,2001 Manns Choice Borough,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,45
Bedford,2101 Monroe Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,94
Bedford,2101 Monroe Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,297
Bedford,2201 Napier Township,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,1,142
Bedford,2201 Napier Township,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,1,503
